,万得全A
,881001.WI
日期,收盘价
Date,close
2012-01-18,2163.0229
2012-01-19,2192.2012
2012-01-20,2217.0903
2012-01-30,2187.4016
2012-01-31,2192.6951
2012-02-01,2171.1606
2012-02-02,2213.4438
2012-02-03,2233.2681
2012-02-06,2237.3950
2012-02-07,2199.5330
2012-02-08,2255.2036
2012-02-09,2259.9009
2012-02-10,2263.8499
2012-02-13,2267.4424
2012-02-14,2261.8474
2012-02-15,2285.7166
2012-02-16,2277.4534
2012-02-17,2276.1909
2012-02-20,2281.9070
2012-02-21,2301.4626
2012-02-22,2328.3157
2012-02-23,2335.0720
2012-02-24,2365.3137
2012-02-27,2373.1587
2012-02-28,2373.1238
2012-02-29,2348.5730
2012-03-01,2348.2434
2012-03-02,2385.6973
2012-03-05,2372.5120
2012-03-06,2340.6604
2012-03-07,2325.8052
2012-03-08,2351.4404
2012-03-09,2374.7258
2012-03-12,2372.4702
2012-03-13,2394.2798
2012-03-14,2324.0073
2012-03-15,2307.7808
2012-03-16,2343.3469
2012-03-19,2353.6870
2012-03-20,2317.8767
2012-03-21,2319.1531
2012-03-22,2314.9600
2012-03-23,2286.2542
2012-03-26,2287.1401
2012-03-27,2281.6536
2012-03-28,2213.4287
2012-03-29,2180.4851
2012-03-30,2186.8015
2012-04-05,2232.1934
2012-04-06,2239.5540
2012-04-09,2218.4792
2012-04-10,2238.6689
2012-04-11,2243.0652
2012-04-12,2284.4941
2012-04-13,2293.9775
2012-04-16,2291.6958
2012-04-17,2267.0884
2012-04-18,2312.2395
2012-04-19,2308.3257
2012-04-20,2333.3052
2012-04-23,2311.1604
2012-04-24,2307.0942
2012-04-25,2326.7180
2012-04-26,2324.2986
2012-04-27,2316.0310
2012-05-02,2356.9429
2012-05-03,2360.8232
2012-05-04,2375.5879
2012-05-07,2380.2893
2012-05-08,2375.1660
2012-05-09,2335.0703
2012-05-10,2337.6311
2012-05-11,2323.1802
2012-05-14,2311.2295
2012-05-15,2307.1724
2012-05-16,2278.2566
2012-05-17,2309.2104
2012-05-18,2275.9709
2012-05-21,2280.9971
2012-05-22,2307.8838
2012-05-23,2299.9026
2012-05-24,2284.9473
2012-05-25,2266.5642
2012-05-28,2296.9739
2012-05-29,2324.5713
2012-05-30,2321.0466
2012-05-31,2315.0503
2012-06-01,2316.0659
2012-06-04,2252.1699
2012-06-05,2253.9360
2012-06-06,2250.8372
2012-06-07,2240.3032
2012-06-08,2229.5366
2012-06-11,2260.0667
2012-06-12,2247.0132
2012-06-13,2280.9197
2012-06-14,2266.3286
2012-06-15,2274.6348
2012-06-18,2286.8459
2012-06-19,2271.0371
2012-06-20,2268.2422
2012-06-21,2236.6040
2012-06-25,2195.2542
2012-06-26,2194.5483
2012-06-27,2190.0637
2012-06-28,2169.4102
2012-06-29,2197.4744
2012-07-02,2205.2075
2012-07-03,2210.3271
2012-07-04,2206.7317
2012-07-05,2178.7942
2012-07-06,2208.6255
2012-07-09,2157.0667
2012-07-10,2148.1135
2012-07-11,2162.8381
2012-07-12,2178.9160
2012-07-13,2177.9543
2012-07-16,2130.8081
2012-07-17,2143.1953
2012-07-18,2149.8604
2012-07-19,2167.0112
2012-07-20,2150.0386
2012-07-23,2123.4580
2012-07-24,2131.4973
2012-07-25,2120.0171
2012-07-26,2108.0332
2012-07-27,2107.4844
2012-07-30,2086.3672
2012-07-31,2075.7490
2012-08-01,2098.7791
2012-08-02,2084.4507
2012-08-03,2109.8882
2012-08-06,2138.1489
2012-08-07,2143.9348
2012-08-08,2145.6272
2012-08-09,2163.3755
2012-08-10,2157.1125
2012-08-13,2121.9438
2012-08-14,2130.5437
2012-08-15,2109.0728
2012-08-16,2099.8696
2012-08-17,2099.6833
2012-08-20,2094.8035
2012-08-21,2109.8784
2012-08-22,2097.3894
2012-08-23,2104.0818
2012-08-24,2078.3987
2012-08-27,2038.9087
2012-08-28,2054.6292
2012-08-29,2035.7985
2012-08-30,2027.6980
2012-08-31,2025.5630
2012-09-03,2045.1760
2012-09-04,2027.9742
2012-09-05,2026.1313
2012-09-06,2041.4193
2012-09-07,2117.1311
2012-09-10,2126.9775
2012-09-11,2114.2766
2012-09-12,2122.0603
2012-09-13,2102.7568
2012-09-14,2114.6616
2012-09-17,2066.6804
2012-09-18,2052.4927
2012-09-19,2062.5359
2012-09-20,2015.2455
2012-09-21,2015.4238
2012-09-24,2024.3700
2012-09-25,2019.2172
2012-09-26,1989.2900
2012-09-27,2041.8100
2012-09-28,2073.9800
2012-10-08,2061.0600
2012-10-09,2105.0300
2012-10-10,2113.8200
2012-10-11,2093.3800
2012-10-12,2093.8700
2012-10-15,2086.6600
2012-10-16,2088.3500
2012-10-17,2094.0000
2012-10-18,2123.0000
2012-10-19,2119.5400
2012-10-22,2124.9600
2012-10-23,2104.0800
2012-10-24,2103.4700
2012-10-25,2088.1900
2012-10-26,2051.2600
2012-10-29,2045.0400
2012-10-30,2047.8900
2012-10-31,2055.0200
2012-11-01,2091.4400
2012-11-02,2102.3900
2012-11-05,2097.2400
2012-11-06,2087.5500
2012-11-07,2086.4200
2012-11-08,2048.8100
2012-11-09,2044.4500
2012-11-12,2054.9000
2012-11-13,2021.3200
2012-11-14,2028.4700
2012-11-15,2001.6800
2012-11-16,1985.4400
2012-11-19,1986.9900
2012-11-20,1979.8700
2012-11-21,2001.3100
2012-11-22,1984.5300
2012-11-23,1995.2500
2012-11-26,1980.4700
2012-11-27,1948.1700
2012-11-28,1925.3200
2012-11-29,1913.6000
2012-11-30,1932.5400
2012-12-03,1905.1300
2012-12-04,1923.0700
2012-12-05,1981.9600
2012-12-06,1979.1900
2012-12-07,2013.5500
2012-12-10,2036.1200
2012-12-11,2025.9600
2012-12-12,2032.3600
2012-12-13,2010.4100
2012-12-14,2095.6300
2012-12-17,2106.2300
2012-12-18,2105.8700
2012-12-19,2109.1900
2012-12-20,2116.0100
2012-12-21,2105.1600
2012-12-24,2111.6200
2012-12-25,2164.4800
2012-12-26,2176.3300
2012-12-27,2163.9500
2012-12-28,2190.8900
2012-12-31,2223.2400
2013-01-04,2224.8700
2013-01-07,2235.9000
2013-01-08,2234.0900
2013-01-09,2236.1500
2013-01-10,2245.0500
2013-01-11,2204.1400
2013-01-14,2274.8000
2013-01-15,2293.0000
2013-01-16,2280.1300
2013-01-17,2256.1600
2013-01-18,2289.1400
2013-01-21,2301.5600
2013-01-22,2283.3400
2013-01-23,2287.9600
2013-01-24,2263.3300
2013-01-25,2254.0600
2013-01-28,2307.6800
2013-01-29,2321.9600
2013-01-30,2341.0100
2013-01-31,2336.4400
2013-02-01,2365.6800
2013-02-04,2361.0802
2013-02-05,2381.3447
2013-02-06,2390.3536
2013-02-07,2385.7977
2013-02-08,2407.6385
2013-02-18,2398.5400
2013-02-19,2355.6624
2013-02-20,2383.5538
2013-02-21,2316.3375
2013-02-22,2306.6774
2013-02-25,2322.1645
2013-02-26,2290.0549
2013-02-27,2305.4933
2013-02-28,2366.0670
2013-03-01,2376.7759
2013-03-04,2279.0616
2013-03-05,2341.9301
2013-03-06,2372.3616
2013-03-07,2344.7553
2013-03-08,2328.4314
2013-03-11,2321.1400
2013-03-12,2277.1465
2013-03-13,2253.9512
2013-03-14,2261.0161
2013-03-15,2265.3878
2013-03-18,2233.6098
2013-03-19,2248.0284
2013-03-20,2317.1845
2013-03-21,2330.8682
2013-03-22,2336.3204
2013-03-25,2333.0266
2013-03-26,2306.5071
2013-03-27,2313.8929
2013-03-28,2241.0454
2013-03-29,2239.2658
2013-04-01,2244.8436
2013-04-02,2227.5937
2013-04-03,2216.9010
2013-04-08,2214.7981
2013-04-09,2233.5536
2013-04-10,2227.8282
2013-04-11,2220.7394
2013-04-12,2204.9291
2013-04-15,2178.7007
2013-04-16,2199.6548
2013-04-17,2208.7298
2013-04-18,2215.5607
2013-04-19,2270.8455
2013-04-22,2275.9709
2013-04-23,2206.7378
2013-04-24,2251.8486
2013-04-25,2220.6789
2013-04-26,2192.4873
2013-05-02,2198.8268
2013-05-03,2240.5778
2013-05-06,2275.4832
2013-05-07,2279.7942
2013-05-08,2290.8594
2013-05-09,2281.0241
2013-05-10,2294.4495
2013-05-13,2294.2275
2013-05-14,2263.9884
2013-05-15,2284.9903
2013-05-16,2317.6873
2013-05-17,2352.7488
2013-05-20,2378.3958
2013-05-21,2395.2187
2013-05-22,2386.3744
2013-05-23,2361.4956
2013-05-24,2386.6296
2013-05-27,2400.0077
2013-05-28,2421.7043
2013-05-29,2428.7227
2013-05-30,2427.3080
2013-05-31,2407.3070
2013-06-03,2398.9430
2013-06-04,2358.1384
2013-06-05,2361.7332
2013-06-06,2327.9651
2013-06-07,2289.7591
2013-06-13,2219.7791
2013-06-14,2250.7129
2013-06-17,2249.4281
2013-06-18,2260.9749
2013-06-19,2247.3104
2013-06-20,2172.8514
2013-06-21,2166.0321
2013-06-24,2027.8147
2013-06-25,2021.8294
2013-06-26,2046.8099
2013-06-27,2026.7190
2013-06-28,2046.2654
2013-07-01,2077.3679
2013-07-02,2099.1766
2013-07-03,2092.2695
2013-07-04,2108.1971
2013-07-05,2104.1384
2013-07-08,2035.8531
2013-07-09,2041.5800
2013-07-10,2101.6160
2013-07-11,2182.7957
2013-07-12,2151.3248
2013-07-15,2190.7301
2013-07-16,2208.5729
2013-07-17,2175.9152
2013-07-18,2155.8061
2013-07-19,2103.6060
2013-07-22,2131.6978
2013-07-23,2190.0667
2013-07-24,2190.0674
2013-07-25,2162.2546
2013-07-26,2155.8962
2013-07-29,2112.6081
2013-07-30,2115.9308
2013-07-31,2123.2617
2013-08-01,2178.8536
2013-08-02,2183.5817
2013-08-05,2216.1778
2013-08-06,2235.3115
2013-08-07,2216.1088
2013-08-08,2218.7346
2013-08-09,2226.6079
2013-08-12,2274.6617
2013-08-13,2285.2903
2013-08-14,2278.0506
2013-08-15,2252.2685
2013-08-16,2219.2088
2013-08-19,2254.9359
2013-08-20,2244.6768
2013-08-21,2250.2605
2013-08-22,2251.2964
2013-08-23,2241.4076
2013-08-26,2289.4508
2013-08-27,2302.0611
2013-08-28,2285.4189
2013-08-29,2280.5502
2013-08-30,2263.4411
2013-09-02,2275.4970
2013-09-03,2310.8608
2013-09-04,2311.2972
2013-09-05,2310.6908
2013-09-06,2328.5526
2013-09-09,2381.5211
2013-09-10,2409.7133
2013-09-11,2400.3912
2013-09-12,2415.7427
2013-09-13,2410.4245
2013-09-16,2410.5307
2013-09-17,2364.7648
2013-09-18,2378.7262
2013-09-23,2422.9623
2013-09-24,2410.3926
2013-09-25,2397.6218
2013-09-26,2352.0298
2013-09-27,2361.2407
2013-09-30,2385.7764
2013-10-08,2421.8874
2013-10-09,2443.9107
2013-10-10,2421.6696
2013-10-11,2459.1910
2013-10-14,2473.7140
2013-10-15,2471.0884
2013-10-16,2411.0938
2013-10-17,2405.4876
2013-10-18,2419.2661
2013-10-21,2473.2336
2013-10-22,2446.0026
2013-10-23,2401.3803
2013-10-24,2383.3206
2013-10-25,2344.9795
2013-10-28,2342.1083
2013-10-29,2315.1762
2013-10-30,2351.4200
2013-10-31,2318.8737
2013-11-01,2319.5475
2013-11-04,2324.3600
2013-11-05,2342.6119
2013-11-06,2316.9745
2013-11-07,2294.8829
2013-11-08,2261.9285
2013-11-11,2272.2524
2013-11-12,2295.8382
2013-11-13,2248.7408
2013-11-14,2273.7583
2013-11-15,2320.4968
2013-11-18,2388.0341
2013-11-19,2384.0799
2013-11-20,2401.5114
2013-11-21,2390.2674
2013-11-22,2378.9506
2013-11-25,2374.6290
2013-11-26,2377.4093
2013-11-27,2407.2912
2013-11-28,2429.3073
2013-11-29,2440.4994
2013-12-02,2365.4345
2013-12-03,2399.0027
2013-12-04,2432.0318
2013-12-05,2423.7281
2013-12-06,2412.1374
2013-12-09,2424.1307
2013-12-10,2426.4633
2013-12-11,2394.6219
2013-12-12,2400.9593
2013-12-13,2403.7957
2013-12-16,2366.6506
2013-12-17,2353.2907
2013-12-18,2351.9716
2013-12-19,2329.1738
2013-12-20,2287.2174
2013-12-23,2287.0727
2013-12-24,2298.8668
2013-12-25,2324.0864
2013-12-26,2283.0580
2013-12-27,2322.4409
2013-12-30,2326.2586
2013-12-31,2344.1970
2014-01-02,2350.4008
2014-01-03,2328.8088
2014-01-06,2270.5120
2014-01-07,2279.1594
2014-01-08,2289.1021
2014-01-09,2261.7393
2014-01-10,2233.5439
2014-01-13,2225.1040
2014-01-14,2257.0748
2014-01-15,2264.3103
2014-01-16,2265.7354
2014-01-17,2237.6606
2014-01-20,2222.3265
2014-01-21,2252.0037
2014-01-22,2308.3399
2014-01-23,2312.1356
2014-01-24,2335.9412
2014-01-27,2317.7889
2014-01-28,2317.2876
2014-01-29,2334.6716
2014-01-30,2316.1153
2014-02-07,2344.8217
2014-02-10,2406.7256
2014-02-11,2417.1975
2014-02-12,2435.7584
2014-02-13,2407.1927
2014-02-14,2439.7267
2014-02-17,2475.3760
2014-02-18,2459.5531
2014-02-19,2473.8054
2014-02-20,2442.7670
2014-02-21,2425.6615
2014-02-24,2402.2019
2014-02-25,2322.8920
2014-02-26,2333.1240
2014-02-27,2310.2005
2014-02-28,2336.2127
2014-03-03,2369.1244
2014-03-04,2366.2538
2014-03-05,2352.4065
2014-03-06,2357.8737
2014-03-07,2350.6957
2014-03-10,2267.4734
2014-03-11,2271.7781
2014-03-12,2272.4683
2014-03-13,2301.9955
2014-03-14,2289.6174
2014-03-17,2326.9290
2014-03-18,2331.3211
2014-03-19,2320.6829
2014-03-20,2269.1380
2014-03-21,2328.3506
2014-03-24,2342.9512
2014-03-25,2341.9343
2014-03-26,2345.2317
2014-03-27,2313.7200
2014-03-28,2282.7451
2014-03-31,2270.9917
2014-04-01,2299.7064
2014-04-02,2305.1525
2014-04-03,2296.1375
2014-04-04,2321.4080
2014-04-08,2360.4010
2014-04-09,2373.7907
2014-04-10,2398.6632
2014-04-11,2391.0478
2014-04-14,2399.2251
2014-04-15,2370.4096
2014-04-16,2372.6283
2014-04-17,2368.2852
2014-04-18,2373.2912
2014-04-21,2334.1639
2014-04-22,2329.4756
2014-04-23,2323.5898
2014-04-24,2308.7590
2014-04-25,2270.2834
2014-04-28,2212.9089
2014-04-29,2241.2960
2014-04-30,2253.5585
2014-05-05,2265.6108
2014-05-06,2274.6708
2014-05-07,2243.2121
2014-05-08,2243.8727
2014-05-09,2231.0451
2014-05-12,2283.5139
2014-05-13,2279.7317
2014-05-14,2278.9444
2014-05-15,2241.0113
2014-05-16,2238.5607
2014-05-19,2217.3397
2014-05-20,2223.2404
2014-05-21,2244.5307
2014-05-22,2243.1566
2014-05-23,2266.2251
2014-05-26,2285.8699
2014-05-27,2277.0610
2014-05-28,2304.6773
2014-05-29,2282.9865
2014-05-30,2287.1972
2014-06-03,2282.1169
2014-06-04,2261.8948
2014-06-05,2290.1323
2014-06-06,2279.5168
2014-06-09,2271.7197
2014-06-10,2301.7727
2014-06-11,2308.9071
2014-06-12,2304.7196
2014-06-13,2331.2287
2014-06-16,2348.4206
2014-06-17,2326.3560
2014-06-18,2313.2798
2014-06-19,2261.1809
2014-06-20,2280.1732
2014-06-23,2292.4915
2014-06-24,2309.0536
2014-06-25,2298.2337
2014-06-26,2325.1149
2014-06-27,2336.5705
2014-06-30,2357.6363
2014-07-01,2366.0787
2014-07-02,2377.8769
2014-07-03,2393.4509
2014-07-04,2391.0989
2014-07-07,2390.1510
2014-07-08,2402.6175
2014-07-09,2366.0937
2014-07-10,2364.7046
2014-07-11,2382.9688
2014-07-14,2413.9798
2014-07-15,2410.7474
2014-07-16,2395.6098
2014-07-17,2382.6710
2014-07-18,2390.0218
2014-07-21,2387.7172
2014-07-22,2419.8240
2014-07-23,2409.4374
2014-07-24,2425.3941
2014-07-25,2450.6978
2014-07-28,2509.3645
2014-07-29,2529.6144
2014-07-30,2532.8337
2014-07-31,2559.7216
2014-08-01,2533.1109
2014-08-04,2578.8804
2014-08-05,2586.0503
2014-08-06,2592.0718
2014-08-07,2560.6531
2014-08-08,2573.9955
2014-08-11,2613.9730
2014-08-12,2618.0249
2014-08-13,2619.2087
2014-08-14,2599.7814
2014-08-15,2629.5969
2014-08-18,2659.8761
2014-08-19,2666.8075
2014-08-20,2661.8176
2014-08-21,2658.3447
2014-08-22,2675.1288
2014-08-25,2652.3308
2014-08-26,2614.4655
2014-08-27,2623.4567
2014-08-28,2601.2021
2014-08-29,2632.1693
2014-09-01,2668.6635
2014-09-02,2709.4786
2014-09-03,2733.3007
2014-09-04,2757.6845
2014-09-05,2776.7829
2014-09-09,2785.6049
2014-09-10,2787.1502
2014-09-11,2781.7142
2014-09-12,2809.5801
2014-09-15,2826.6641
2014-09-16,2746.4511
2014-09-17,2766.1497
2014-09-18,2782.2675
2014-09-19,2807.6867
2014-09-22,2763.8366
2014-09-23,2797.5602
2014-09-24,2843.1642
2014-09-25,2841.5999
2014-09-26,2849.3836
2014-09-29,2872.4795
2014-09-30,2886.9230
2014-10-08,2926.7028
2014-10-09,2935.1389
2014-10-10,2920.1554
2014-10-13,2913.3186
2014-10-14,2904.3851
2014-10-15,2922.0237
2014-10-16,2885.7597
2014-10-17,2865.0514
2014-10-20,2896.9826
2014-10-21,2871.1582
2014-10-22,2843.1659
2014-10-23,2803.2060
2014-10-24,2804.9073
2014-10-27,2805.8149
2014-10-28,2875.3501
2014-10-29,2919.0965
2014-10-30,2929.2672
2014-10-31,2946.7975
2014-11-03,2967.7062
2014-11-04,2958.8567
2014-11-05,2952.1657
2014-11-06,2967.9209
2014-11-07,2950.6497
2014-11-10,2999.8741
2014-11-11,2941.5907
2014-11-12,2989.9310
2014-11-13,2960.5122
2014-11-14,2955.2078
2014-11-17,2968.5596
2014-11-18,2961.0866
2014-11-19,2970.1640
2014-11-20,2968.4410
2014-11-21,3012.7726
2014-11-24,3069.5884
2014-11-25,3116.5342
2014-11-26,3149.0462
2014-11-27,3180.8340
2014-11-28,3212.4723
2014-12-01,3201.9071
2014-12-02,3282.7546
2014-12-03,3324.7291
2014-12-04,3431.9547
2014-12-05,3402.2204
2014-12-08,3484.9839
2014-12-09,3322.1788
2014-12-10,3445.5359
2014-12-11,3450.6997
2014-12-12,3475.3887
2014-12-15,3518.0572
2014-12-16,3569.1121
2014-12-17,3582.4769
2014-12-18,3569.9189
2014-12-19,3571.3831
2014-12-22,3498.8571
2014-12-23,3427.0230
2014-12-24,3402.8249
2014-12-25,3490.7739
2014-12-26,3566.9275
2014-12-29,3543.9070
2014-12-30,3514.6842
2014-12-31,3573.4819
2015-01-05,3654.6299
2015-01-06,3680.1953
2015-01-07,3683.2430
2015-01-08,3627.0515
2015-01-09,3609.9161
2015-01-12,3567.8895
2015-01-13,3592.8609
2015-01-14,3579.5579
2015-01-15,3655.1497
2015-01-16,3695.2903
2015-01-19,3473.0615
2015-01-20,3557.0899
2015-01-21,3689.6525
2015-01-22,3728.6869
2015-01-23,3715.7790
2015-01-26,3774.7591
2015-01-27,3765.2033
2015-01-28,3727.6734
2015-01-29,3691.8513
2015-01-30,3643.7429
2015-02-02,3590.2271
2015-02-03,3671.0827
2015-02-04,3646.7561
2015-02-05,3621.2200
2015-02-06,3551.7317
2015-02-09,3558.7899
2015-02-10,3616.7480
2015-02-11,3655.3307
2015-02-12,3676.1756
2015-02-13,3723.4267
2015-02-16,3777.7856
2015-02-17,3806.6345
2015-02-25,3778.5016
2015-02-26,3845.9309
2015-02-27,3871.5947
2015-03-02,3932.8695
2015-03-03,3870.0943
2015-03-04,3917.5815
2015-03-05,3905.6206
2015-03-06,3870.7088
2015-03-09,3934.1506
2015-03-10,3951.9327
2015-03-11,3953.2344
2015-03-12,3984.9179
2015-03-13,4029.4995
2015-03-16,4148.2057
2015-03-17,4209.0120
2015-03-18,4301.6797
2015-03-19,4315.8887
2015-03-20,4373.4976
2015-03-23,4481.9475
2015-03-24,4501.8857
2015-03-25,4511.0926
2015-03-26,4485.8160
2015-03-27,4525.8519
2015-03-30,4611.4025
2015-03-31,4598.7378
2015-04-01,4705.2927
2015-04-02,4763.5682
2015-04-03,4842.6024
2015-04-07,4957.6867
2015-04-08,4956.1206
2015-04-09,4914.0293
2015-04-10,5036.9822
2015-04-13,5141.9369
2015-04-14,5152.3342
2015-04-15,5009.2000
2015-04-16,5119.3340
2015-04-17,5186.3157
2015-04-20,5087.8646
2015-04-21,5249.3031
2015-04-22,5403.9609
2015-04-23,5438.7748
2015-04-24,5419.9956
2015-04-27,5508.8168
2015-04-28,5384.3032
2015-04-29,5467.9976
2015-04-30,5470.8308
2015-05-04,5519.1104
2015-05-05,5314.8886
2015-05-06,5263.1520
2015-05-07,5154.8992
2015-05-08,5329.7916
2015-05-11,5550.3613
2015-05-12,5665.1394
2015-05-13,5675.7465
2015-05-14,5684.1059
2015-05-15,5621.2568
2015-05-18,5676.6924
2015-05-19,5856.8440
2015-05-20,5945.2356
2015-05-21,6125.0601
2015-05-22,6248.2252
2015-05-25,6420.5665
2015-05-26,6626.8028
2015-05-27,6680.9892
2015-05-28,6240.9392
2015-05-29,6293.9139
2015-06-01,6639.3315
2015-06-02,6851.7341
2015-06-03,6871.8148
2015-06-04,6880.2018
2015-06-05,6975.5004
2015-06-08,6981.6123
2015-06-09,6962.6832
2015-06-10,7049.3456
2015-06-11,7132.1322
2015-06-12,7224.2644
2015-06-15,7067.8356
2015-06-16,6788.3894
2015-06-17,6922.5986
2015-06-18,6645.5906
2015-06-19,6180.0311
2015-06-23,6286.6925
2015-06-24,6437.5464
2015-06-25,6178.1612
2015-06-26,5633.9180
2015-06-29,5301.2064
2015-06-30,5631.7365
2015-07-01,5295.6058
2015-07-02,4975.3161
2015-07-03,4635.2585
2015-07-06,4588.1708
2015-07-07,4349.6699
2015-07-08,4015.7182
2015-07-09,4362.9793
2015-07-10,4697.1833
2015-07-13,4954.8411
2015-07-14,4974.9568
2015-07-15,4711.8463
2015-07-16,4778.0770
2015-07-17,5054.5184
2015-07-20,5134.0461
2015-07-21,5204.1691
2015-07-22,5248.8240
2015-07-23,5420.5878
2015-07-24,5330.2106
2015-07-27,4844.7753
2015-07-28,4734.7838
2015-07-29,4962.1658
2015-07-30,4799.3298
2015-07-31,4743.5066
2015-08-03,4626.3626
2015-08-04,4875.0640
2015-08-05,4799.8174
2015-08-06,4763.1945
2015-08-07,4917.9309
2015-08-10,5197.4941
2015-08-11,5211.5926
2015-08-12,5134.7812
2015-08-13,5263.6992
2015-08-14,5294.4142
2015-08-17,5359.8336
2015-08-18,4935.0459
2015-08-19,5051.6627
2015-08-20,4858.8353
2015-08-21,4571.8944
2015-08-24,4128.3529
2015-08-25,3767.8920
2015-08-26,3655.7211
2015-08-27,3858.3369
2015-08-28,4104.6349
2015-08-31,4015.5468
2015-09-01,3851.2126
2015-09-02,3781.3288
2015-09-07,3737.9917
2015-09-08,3898.5718
2015-09-09,4030.5192
2015-09-10,3963.5204
2015-09-11,3983.5079
2015-09-14,3766.1446
2015-09-15,3556.5870
2015-09-16,3806.5007
2015-09-17,3721.2370
2015-09-18,3763.1659
2015-09-21,3887.1021
2015-09-22,3922.8834
2015-09-23,3851.4532
2015-09-24,3900.5410
2015-09-25,3779.7617
2015-09-28,3839.4274
2015-09-29,3758.1244
2015-09-30,3777.8516
2015-10-08,3934.5299
2015-10-09,4000.7162
2015-10-12,4176.7736
2015-10-13,4210.5675
2015-10-14,4153.5132
2015-10-15,4291.0238
2015-10-16,4365.8373
2015-10-19,4367.6026
2015-10-20,4446.9520
2015-10-21,4197.7536
2015-10-22,4335.0177
2015-10-23,4448.3661
2015-10-26,4481.5407
2015-10-27,4506.0098
2015-10-28,4397.0567
2015-10-29,4428.6489
2015-10-30,4423.9262
2015-11-02,4328.9521
2015-11-03,4321.2562
2015-11-04,4559.8916
2015-11-05,4610.1349
2015-11-06,4737.9198
2015-11-09,4818.9154
2015-11-10,4838.1778
2015-11-11,4896.0966
2015-11-12,4885.4340
2015-11-13,4792.6335
2015-11-16,4870.8526
2015-11-17,4841.9881
2015-11-18,4764.7018
2015-11-19,4885.4282
2015-11-20,4935.4392
2015-11-23,4896.5052
2015-11-24,4932.7778
2015-11-25,5010.1085
2015-11-26,4992.8174
2015-11-27,4672.1795
2015-11-30,4698.5424
2015-12-01,4709.4021
2015-12-02,4758.5477
2015-12-03,4851.6976
2015-12-04,4799.3737
2015-12-07,4845.6710
2015-12-08,4747.6720
2015-12-09,4742.7249
2015-12-10,4730.1529
2015-12-11,4697.2698
2015-12-14,4811.5121
2015-12-15,4838.2219
2015-12-16,4855.5434
2015-12-17,4980.2628
2015-12-18,4983.5214
2015-12-21,5070.1831
2015-12-22,5107.0962
2015-12-23,5061.0275
2015-12-24,5035.6828
2015-12-25,5066.9300
2015-12-28,4932.3325
2015-12-29,4985.5973
2015-12-30,5023.4174
2015-12-31,4949.1953
2016-01-04,4534.4075
2016-01-05,4482.7447
2016-01-06,4595.6297
2016-01-07,4208.3515
2016-01-08,4270.3716
2016-01-11,3982.3778
2016-01-12,3991.9486
2016-01-13,3861.0293
2016-01-14,3986.1576
2016-01-15,3836.0848
2016-01-18,3890.4780
2016-01-19,4038.1686
2016-01-20,3989.1423
2016-01-21,3829.4100
2016-01-22,3886.3969
2016-01-25,3924.3307
2016-01-26,3631.7779
2016-01-27,3597.6812
2016-01-28,3450.6763
2016-01-29,3585.3366
2016-02-01,3530.4041
2016-02-02,3646.0243
2016-02-03,3651.7358
2016-02-04,3723.8562
2016-02-05,3687.7161
2016-02-15,3679.7448
2016-02-16,3833.1849
2016-02-17,3883.5525
2016-02-18,3872.9311
2016-02-19,3884.5579
2016-02-22,3976.8389
2016-02-23,3945.3136
2016-02-24,3966.3444
2016-02-25,3654.3998
2016-02-26,3667.6167
2016-02-29,3489.0276
2016-03-01,3569.2034
2016-03-02,3752.4739
2016-03-03,3762.4096
2016-03-04,3704.7443
2016-03-07,3766.2096
2016-03-08,3783.1705
2016-03-09,3707.6231
2016-03-10,3633.6898
2016-03-11,3630.6290
2016-03-14,3738.5268
2016-03-15,3724.8118
2016-03-16,3710.8740
2016-03-17,3810.2933
2016-03-18,3925.9910
2016-03-21,4037.7006
2016-03-22,4017.5754
2016-03-23,4049.3035
2016-03-24,3979.8127
2016-03-25,4008.1073
2016-03-28,3977.2732
2016-03-29,3914.5085
2016-03-30,4053.9082
2016-03-31,4062.2827
2016-04-01,4052.2932
2016-04-05,4147.0874
2016-04-06,4157.8750
2016-04-07,4088.8320
2016-04-08,4053.0577
2016-04-11,4135.7803
2016-04-12,4108.9729
2016-04-13,4171.7964
2016-04-14,4210.2105
2016-04-15,4207.7800
2016-04-18,4143.8979
2016-04-19,4160.5685
2016-04-20,4003.2391
2016-04-21,3961.3450
2016-04-22,3992.6692
2016-04-25,3972.3563
2016-04-26,4014.5266
2016-04-27,4000.5218
2016-04-28,3990.6383
2016-04-29,3986.7198
2016-05-03,4094.1689
2016-05-04,4094.2399
2016-05-05,4113.8905
2016-05-06,3963.6989
2016-05-09,3824.3732
2016-05-10,3819.8512
2016-05-11,3809.2462
2016-05-12,3809.4648
2016-05-13,3795.6236
2016-05-16,3852.0140
2016-05-17,3844.6919
2016-05-18,3761.8322
2016-05-19,3773.6541
2016-05-20,3810.2145
2016-05-23,3854.0584
2016-05-24,3814.9564
2016-05-25,3805.4827
2016-05-26,3820.8325
2016-05-27,3817.7631
2016-05-30,3809.7091
2016-05-31,3968.2447
2016-06-01,3981.0261
2016-06-02,4010.9610
2016-06-03,4032.2883
2016-06-06,4037.4148
2016-06-07,4042.3205
2016-06-08,4030.1987
2016-06-13,3853.8192
2016-06-14,3868.1333
2016-06-15,3972.5894
2016-06-16,3961.3543
2016-06-17,3988.2795
2016-06-20,3998.7529
2016-06-21,3968.2781
2016-06-22,4025.3699
