Wind,,,,,,,,,,,,
时间区间,2006-10-08:2020-03-06,2006-10-08:2020-03-06,2004-05-24:2020-03-06,2006-10-08:2020-03-06,1999-01-04:2020-03-06,1997-06-20:2020-03-06,2006-10-08:2020-03-06,2006-10-08:2020-03-06,2006-10-08:2020-03-06,2007-12-14:2020-03-06,2007-12-14:2020-03-06,2007-12-14:2020-03-06
频率,日,日,日,日,日,日,日,日,日,日,日,日
指标名称,SHIBOR1M,SHIBOR3M,IBO001,SHIBOR6M,R007,B0,SHIBORO/N,SHIBOR1W,SHIBOR2W,国债到期收益率:6个月,国债到期收益率:1年,国债到期收益率:2年
2013-04-12,3.2358,3.8803,2.0238,4.1000,2.9473,2.9486,2.0238,2.9700,3.1380,2.5223,2.6640,2.9759
2013-04-15,3.2128,3.8802,2.0655,4.1000,2.9725,2.9669,2.0533,2.9810,3.0490,2.5442,2.6620,2.9555
2013-04-16,3.2593,3.8803,2.0321,4.1000,3.0264,3.0207,2.0170,3.0440,3.0500,2.5906,2.6598,2.9480
2013-04-17,3.3020,3.8803,2.0353,4.1000,2.9981,2.9981,2.0138,3.0130,3.0980,2.6056,2.6737,2.9432
2013-04-18,3.3360,3.8803,2.2336,4.1000,2.9036,2.9009,2.2080,2.8950,3.4390,2.5809,2.7002,2.9691
2013-04-19,3.7970,3.8813,2.5361,4.1000,3.1076,3.1051,2.5030,3.0850,3.5000,2.6422,2.7394,2.9815
2013-04-22,4.1090,3.8828,2.6773,4.1000,3.1583,3.1579,2.6370,3.1230,3.5610,2.6642,2.8013,2.9874
2013-04-23,4.3030,3.8844,3.0075,4.1000,3.6412,3.6433,2.9700,3.5700,4.1070,2.7153,2.8478,2.9971
2013-04-24,4.6670,3.8837,4.0904,4.1000,4.7353,4.7426,4.0610,4.7540,4.6360,2.7467,2.8409,2.9827
2013-04-25,4.2940,3.8857,4.3212,4.1000,4.9876,4.9914,4.2910,5.0210,4.8510,2.7799,2.8358,2.9667
2013-04-26,3.9000,3.8843,3.0041,4.1000,3.5547,3.5555,3.0000,3.5270,4.0170,2.7766,2.8303,2.9626
2013-04-27,3.5850,3.8821,3.0218,4.1000,3.4926,3.4927,3.0160,3.5200,3.5440,0.0000,0.0000,0.0000
2013-04-28,3.4420,3.8821,2.8449,4.1000,2.9850,2.9912,2.8300,3.0300,3.2370,0.0000,0.0000,0.0000
2013-05-02,3.3000,3.8830,2.8085,4.1000,2.9485,2.9462,2.8000,2.9190,3.0100,2.7331,2.7763,2.9648
2013-05-03,3.2330,3.8814,3.0176,4.1000,3.2250,3.2215,3.0000,3.2370,3.0000,2.7038,2.7784,2.9601
2013-05-06,3.2330,3.8810,2.7933,4.1000,3.1982,3.1981,2.7800,3.2210,3.0670,2.6944,2.7949,2.9640
2013-05-07,3.2500,3.8808,2.3744,4.1000,3.1784,3.1793,2.3600,3.1760,3.1500,2.7008,2.8024,2.9614
2013-05-08,3.2565,3.8804,2.1273,4.1000,2.9861,2.9870,2.1100,2.9840,3.0600,2.7291,2.8289,2.9680
2013-05-09,3.2725,3.8803,2.1323,4.1000,3.1096,3.1083,2.1100,3.1060,3.1000,2.7625,2.8295,2.9737
2013-05-10,3.2740,3.8802,2.1626,4.1000,2.9710,2.9714,2.1400,2.9710,2.9935,2.7204,2.8373,2.9810
2013-05-13,3.3180,3.8800,2.1792,4.1000,2.9022,2.9035,2.1573,2.9010,3.0360,2.7471,2.8396,2.9780
2013-05-14,3.3100,3.8803,2.2556,4.1000,2.7954,2.7984,2.2400,2.7740,2.9690,2.7483,2.8439,2.9822
2013-05-15,3.2530,3.8803,2.2695,4.1000,2.7774,2.7728,2.2445,2.7670,2.9000,2.7404,2.8415,2.9801
2013-05-16,3.4000,3.8805,2.7236,4.1000,3.2116,3.2110,2.7020,3.1920,3.1800,2.7492,2.8479,2.9928
2013-05-17,3.9670,3.8823,2.8716,4.1000,3.7006,3.7034,2.8439,3.5858,3.3470,2.7609,2.8599,3.0040
2013-05-20,4.5170,3.8831,3.0338,4.1000,4.3802,4.3789,2.9570,4.2300,4.2200,2.7940,2.8705,3.0052
2013-05-21,4.5120,3.8834,3.3972,4.1000,4.4423,4.4410,3.3600,4.3750,4.3840,2.8255,2.8811,3.0110
2013-05-22,4.4560,3.8852,3.4635,4.1000,4.0287,4.0264,3.4240,3.9520,4.5090,2.7925,2.8739,3.0147
2013-05-23,4.6350,3.8847,3.7080,4.1000,4.2206,4.2203,3.6810,4.1920,4.7690,2.7859,2.8625,3.0151
2013-05-24,4.5950,3.8838,3.5280,4.1000,4.1590,4.1587,3.5040,4.1510,4.2380,2.7802,2.8510,3.0240
2013-05-27,4.3910,3.8834,3.5823,4.1000,4.0926,4.0944,3.5600,4.0800,3.8510,2.7779,2.8536,3.0138
2013-05-28,4.1457,3.8848,3.3638,4.1000,3.5423,3.5393,3.3500,3.5030,3.6945,2.7875,2.8588,3.0240
2013-05-29,3.6800,3.8821,3.0667,4.1000,3.7087,3.7094,3.0500,3.6700,3.8000,2.7832,2.8750,3.0265
2013-05-30,3.7500,3.8818,3.4124,4.1000,4.1836,4.1835,3.3900,4.1440,4.0210,2.8022,2.8793,3.0421
2013-05-31,4.0160,3.8821,4.5400,4.1000,4.8103,4.8114,4.5010,4.7810,4.7380,2.8012,2.8798,3.0567
2013-06-03,4.5010,3.8834,4.6239,4.1000,4.6601,4.6594,4.5990,4.6280,4.7980,2.8108,2.8907,3.0630
2013-06-04,4.3805,3.8835,4.5374,4.1000,4.7421,4.7486,4.5170,4.7160,4.8080,2.8259,2.8907,3.0759
2013-06-05,4.5120,3.8838,4.6559,4.1000,4.7987,4.7991,4.6230,4.7390,4.8730,2.8484,2.9121,3.0836
2013-06-06,5.0900,3.8938,6.0314,4.1000,5.3205,5.3097,5.9820,5.1370,5.2420,2.9536,2.9372,3.1046
2013-06-07,6.3415,4.5740,8.4768,4.1000,6.8509,6.8517,8.2940,6.6570,7.7400,2.9987,2.9868,3.1322
2013-06-08,6.6460,5.1080,9.6937,4.1000,7.8439,7.8374,9.5810,7.6030,8.1970,0.0000,0.0000,0.0000
2013-06-09,6.8110,5.1450,7.4834,4.1000,5.9699,5.9678,7.4900,6.6120,7.9500,0.0000,0.0000,0.0000
2013-06-13,6.9620,5.2050,6.8241,4.1000,6.3884,6.3883,6.6910,6.0800,7.0130,3.1329,3.1365,3.1359
2013-06-14,7.2100,5.2900,7.0478,4.1001,6.9016,6.9000,6.9680,6.8110,7.5220,3.1610,3.1299,3.1975
2013-06-17,7.2820,5.3190,4.8518,4.1000,6.8875,6.8914,4.8130,6.8480,5.9440,3.1249,3.1223,3.2033
2013-06-18,7.1780,5.3290,5.6329,4.1026,6.8207,6.8188,5.5960,6.7030,5.7100,3.2091,3.1703,3.2691
2013-06-19,7.6150,5.4080,7.7254,4.1032,8.2624,8.2269,7.6600,8.0750,7.8390,3.3014,3.2988,3.3465
2013-06-20,9.3990,5.8030,13.8284,4.2425,11.6217,11.6493,13.4440,11.0040,7.5940,3.6276,3.7739,3.6516
2013-06-21,9.6980,5.7900,8.9531,4.2591,9.2485,9.2495,8.4920,8.5430,8.5660,4.5621,3.7831,3.6515
2013-06-24,7.3550,5.7240,6.6000,4.2450,7.5326,7.5289,6.4890,7.3110,7.0890,4.4952,3.7276,3.6373
2013-06-25,8.4180,5.6410,5.7958,4.2551,7.4369,7.4008,5.7360,7.6440,6.7730,4.2932,3.6686,3.6175
2013-06-26,8.5450,5.5820,5.5997,4.2444,7.2877,7.2836,5.5530,7.2010,7.1030,4.1945,3.6272,3.4864
2013-06-27,8.3840,5.5390,5.5848,4.2425,6.7369,6.7366,5.5610,6.6840,6.6680,3.7352,3.5042,3.3506
2013-06-28,7.3500,5.4390,4.9954,4.2412,6.1622,6.1577,4.9410,6.1630,6.3310,3.6314,3.4640,3.2556
2013-07-01,6.8800,5.2950,4.4656,4.2390,5.4498,5.4501,4.4560,5.4230,6.0400,3.5550,3.4344,3.2401
2013-07-02,5.8000,5.2110,3.7969,4.2344,4.7592,4.7596,3.7860,4.7500,5.0740,3.5494,3.4085,3.2093
2013-07-03,5.2000,5.1480,3.3849,4.2300,4.2343,4.2351,3.4000,4.2420,4.6580,3.3455,3.3959,3.1707
2013-07-04,5.1020,5.0290,3.2973,4.2287,3.9550,3.9548,3.3480,3.9380,4.4640,3.3533,3.3735,3.1441
2013-07-05,4.7885,4.9390,3.3763,4.2273,3.8055,3.8040,3.3800,3.8160,4.2950,3.3468,3.3749,3.1293
2013-07-08,4.3000,4.7940,3.2637,4.2238,3.6684,3.6683,3.2560,3.6560,3.6860,3.3386,3.3993,3.1618
2013-07-09,4.2980,4.7230,3.2585,4.2215,3.6079,3.6085,3.2490,3.5960,3.6040,3.3725,3.3997,3.1745
2013-07-10,4.2690,4.7040,3.2641,4.2200,3.6044,3.6041,3.2510,3.5900,3.8500,3.4320,3.4708,3.2068
2013-07-11,4.3510,4.6955,3.3689,4.2199,3.8311,3.8308,3.3547,3.8100,3.9060,3.4153,3.5216,3.2569
2013-07-12,4.1280,4.6910,3.3152,4.2189,3.8114,3.8133,3.3000,3.8000,3.9280,3.4627,3.4965,3.2947
2013-07-15,4.2705,4.6785,3.3115,4.2185,3.8103,3.8106,3.2998,3.8090,3.9400,3.5444,3.4960,3.3150
2013-07-16,4.4240,4.6703,3.0339,4.2176,3.7139,3.7142,3.0130,3.7060,4.0000,3.5692,3.4349,3.3092
2013-07-17,4.5300,4.6620,2.9799,4.2166,3.6070,3.6059,2.9680,3.5960,3.9920,3.5404,3.4088,3.3358
2013-07-18,4.6100,4.6578,3.0233,4.2173,3.7377,3.7344,2.9980,3.6340,3.9960,3.5399,3.4165,3.3603
2013-07-19,4.6690,4.6525,3.0594,4.2173,3.7681,3.7672,3.0400,3.7450,4.0570,3.5107,3.4621,3.4164
2013-07-22,4.8060,4.6515,3.1363,4.2173,3.9369,3.9373,3.1035,3.9250,4.0990,3.6165,3.5010,3.4465
2013-07-23,4.9900,4.6517,3.1796,4.2173,4.0080,4.0086,3.1355,3.9590,4.1100,3.6252,3.5415,3.5602
2013-07-24,5.2930,4.6610,3.2682,4.2189,4.0479,4.0415,3.2300,4.0110,4.1310,3.6991,3.5720,3.6192
2013-07-25,5.4680,4.6601,3.3734,4.2185,4.3015,4.2990,3.3495,4.1320,4.2580,3.6931,3.5422,3.5764
2013-07-26,5.7220,4.6670,3.5751,4.2189,4.4144,4.4150,3.5500,4.3510,4.6200,3.5974,3.5110,3.5369
2013-07-29,5.9880,4.6710,3.7464,4.2201,5.1165,5.1165,3.7030,5.0570,5.5000,3.5017,3.5108,3.5527
2013-07-30,5.8890,4.6670,3.6610,4.2203,4.9978,4.9974,3.6410,4.9720,5.3400,3.4071,3.5067,3.5502
2013-07-31,5.3400,4.6645,3.7318,4.2199,4.9922,4.9922,3.6990,4.9710,5.4530,3.4961,3.4903,3.5316
2013-08-01,4.8460,4.6635,3.5708,4.2193,4.5875,4.5888,3.5490,4.5450,5.3600,3.4100,3.4542,3.5005
2013-08-02,4.6420,4.6595,3.2838,4.2198,4.3347,4.3362,3.2539,4.3140,4.5500,3.3915,3.4069,3.4780
2013-08-05,4.5750,4.6550,3.1217,4.2198,4.3470,4.3472,3.1000,4.3560,4.3100,3.3888,3.4156,3.4747
2013-08-06,4.6005,4.6538,3.1251,4.2193,4.1407,4.1417,3.1000,4.0660,4.5490,3.3624,3.4207,3.5050
2013-08-07,4.5800,4.6515,3.1181,4.2197,3.8867,3.8884,3.1005,3.8730,4.3610,3.3987,3.4356,3.5084
2013-08-08,4.5950,4.6504,3.1793,4.2198,3.7903,3.7920,3.1641,3.7585,4.4200,3.3391,3.4359,3.5187
2013-08-09,4.5350,4.6501,2.9336,4.2198,3.6557,3.6553,2.9140,3.6400,4.3000,3.3488,3.4340,3.5280
2013-08-12,4.5000,4.6500,2.9938,4.2200,3.6827,3.6828,2.9645,3.6480,4.1680,3.3674,3.4636,3.5370
2013-08-13,4.5240,4.6500,3.2434,4.2198,3.7339,3.7340,3.2253,3.7020,4.1600,3.4701,3.4931,3.6030
2013-08-14,4.5050,4.6500,3.4471,4.2198,3.8757,3.8758,3.4350,3.8550,4.1600,3.5350,3.5877,3.7299
2013-08-15,4.5170,4.6502,3.3030,4.2198,4.0085,4.0126,3.2830,3.9940,4.1190,3.5006,3.5616,3.7556
2013-08-16,4.5600,4.6503,3.2534,4.2198,3.8259,3.8256,3.2090,3.7720,3.8230,3.5036,3.5825,3.7239
2013-08-19,4.9250,4.6573,3.4598,4.2198,4.1785,4.1781,3.4030,4.0920,5.1560,3.5515,3.6214,3.7657
2013-08-20,5.2180,4.6636,3.8905,4.2198,4.5093,4.5103,3.8540,4.4280,5.4670,3.6080,3.6281,3.7887
2013-08-21,5.0400,4.6580,3.5539,4.2198,4.3234,4.3217,3.5170,4.2190,5.4000,3.6021,3.6206,3.7988
2013-08-22,4.9680,4.6620,3.3865,4.2198,4.1598,4.1604,3.3570,4.1150,5.0460,3.6379,3.6409,3.8375
2013-08-23,5.0160,4.6620,3.2994,4.2198,4.1835,4.1837,3.2650,4.1490,5.1710,3.6156,3.6639,3.8155
2013-08-26,5.0070,4.6619,3.0743,4.2198,4.0596,4.0626,3.0370,4.0230,5.1960,3.6012,3.6753,3.7889
2013-08-27,4.9740,4.6609,3.0494,4.2198,4.2496,4.2556,3.0060,4.2090,5.3820,3.6065,3.6217,3.7671
2013-08-28,4.9290,4.6586,3.1298,4.2198,4.2964,4.2974,3.0980,4.2590,5.0150,3.6039,3.6482,3.7878
2013-08-29,4.9030,4.6580,2.9913,4.2198,4.3507,4.3506,2.9570,4.3180,4.4000,3.6298,3.6559,3.8207
2013-08-30,4.8050,4.6572,3.0530,4.2198,3.7350,3.7370,3.0340,3.7355,4.3110,3.6199,3.6242,3.7938
2013-09-02,4.6000,4.6561,3.0359,4.2198,3.7489,3.7493,3.0188,3.7420,4.1500,3.6219,3.6323,3.7949
2013-09-03,4.5230,4.6558,3.0337,4.2198,3.7319,3.7320,3.0006,3.7500,3.7630,3.6467,3.6338,3.8187
2013-09-04,4.5810,4.6566,3.0393,4.2198,3.4880,3.4930,3.0050,3.4980,3.7470,3.6640,3.6378,3.8593
2013-09-05,4.5740,4.6566,2.9160,4.2200,3.4682,3.4681,2.8900,3.4560,3.7050,3.6765,3.6429,3.8795
2013-09-06,4.4840,4.6573,2.9693,4.2198,3.4745,3.4745,2.9500,3.4690,3.7160,3.6300,3.6473,3.8716
2013-09-09,4.5980,4.6564,2.9367,4.2198,3.5605,3.5612,2.9200,3.5540,3.7140,3.6331,3.6390,3.8632
2013-09-10,4.8620,4.6549,2.9202,4.2198,3.6289,3.6304,2.8955,3.6250,3.7460,3.6031,3.6580,3.8737
2013-09-11,5.1380,4.6559,3.0392,4.2198,3.4879,3.4883,3.0140,3.4820,3.7670,3.5986,3.6632,3.9249
2013-09-12,5.3740,4.6563,2.9851,4.2198,3.5699,3.5705,2.9670,3.4940,3.8000,3.5994,3.6879,3.9353
2013-09-13,5.4834,4.6571,2.9992,4.2200,3.5894,3.5887,2.9790,3.5700,3.8520,3.5941,3.6472,3.8904
2013-09-16,5.6700,4.6569,3.0319,4.2200,3.4986,3.4995,3.0080,3.4690,3.5920,3.5575,3.6335,3.8770
2013-09-17,5.8360,4.6579,3.5169,4.2200,3.6610,3.6603,3.4930,3.5830,3.6400,3.5806,3.5905,3.8274
2013-09-18,5.9130,4.6584,3.5769,4.2200,3.8310,3.8307,3.5570,3.7490,3.9325,3.5813,3.5924,3.8327
2013-09-22,5.9480,4.6617,3.5978,4.2200,4.0066,4.0066,3.5730,3.9910,4.0070,0.0000,0.0000,0.0000
2013-09-23,6.0040,4.6717,3.8557,4.2200,4.3997,4.4021,3.8150,4.2320,4.3500,3.5969,3.5802,3.8212
2013-09-24,6.1089,4.6731,3.6492,4.2200,4.5241,4.5245,3.6144,4.4400,4.8033,3.5734,3.5777,3.8024
2013-09-25,5.8560,4.6715,3.3668,4.2200,4.0290,4.0287,3.3470,3.9160,5.1825,3.4521,3.5804,3.8009
2013-09-26,5.4350,4.6732,3.1339,4.2200,4.1431,4.0922,3.1120,4.0550,5.5710,3.4364,3.5312,3.7577
2013-09-27,5.3300,4.6722,3.1471,4.2200,3.6922,3.6933,3.1477,3.6460,5.6528,3.4128,3.5096,3.7472
2013-09-29,5.3000,4.6732,3.1583,4.2200,3.8541,3.8517,3.1500,3.7490,5.7780,0.0000,0.0000,0.0000
2013-09-30,5.3000,4.6704,3.1534,4.2200,4.2510,4.2486,3.1260,4.2030,4.7740,3.4102,3.5095,3.7659
2013-10-08,5.1780,4.6685,3.1099,4.2200,4.4106,4.4177,3.0520,4.3930,4.7800,3.4050,3.5250,3.7538
2013-10-09,5.2130,4.6682,3.2730,4.2200,4.5345,4.5401,3.2320,4.5020,4.8160,3.4324,3.5120,3.7437
2013-10-10,5.1000,4.6681,3.3489,4.2200,4.4917,4.4911,3.3280,4.4800,4.9390,3.4322,3.5484,3.7519
2013-10-11,5.0000,4.6679,3.1165,4.2200,4.2533,4.2537,3.1000,4.2600,4.8470,3.4112,3.5471,3.7277
2013-10-12,4.8050,4.6673,3.0427,4.2200,4.2253,4.2363,3.0270,4.2460,4.7980,0.0000,0.0000,0.0000
2013-10-14,4.8500,4.6661,3.1269,4.2200,3.8248,3.8245,3.1130,3.8550,4.6500,3.4304,3.5490,3.7220
2013-10-15,4.7130,4.6655,3.1269,4.2200,3.8498,3.8487,3.1170,3.8450,3.8830,3.4479,3.5362,3.6949
2013-10-16,4.8570,4.6654,3.0671,4.2200,3.3406,3.3403,3.0550,3.3140,3.3570,3.4484,3.5406,3.7130
2013-10-17,4.7300,4.6681,3.0452,4.2200,3.3644,3.3636,3.0380,3.3500,3.3910,3.4483,3.5290,3.6884
2013-10-18,4.6130,4.6695,3.0067,4.2200,3.4945,3.4940,3.0010,3.4850,3.5730,3.4520,3.5416,3.7342
2013-10-21,4.6830,4.6775,3.0700,4.2200,3.5653,3.5653,3.0600,3.5480,3.6700,3.4433,3.5495,3.7408
2013-10-22,4.7070,4.6813,3.0691,4.2200,3.5753,3.5756,3.0520,3.5580,3.6000,3.4425,3.5486,3.7531
2013-10-23,4.8140,4.6843,3.8183,4.2200,4.0495,4.0513,3.7800,3.9920,3.8710,3.4482,3.5537,3.7585
2013-10-24,5.4000,4.6876,4.1342,4.2201,4.7894,4.7876,4.0880,4.6800,4.8820,3.4871,3.6304,3.8061
2013-10-25,6.4220,4.6910,4.4405,4.2201,5.0624,5.0501,4.3670,4.8910,5.8620,3.5033,3.6596,3.8064
2013-10-28,6.4770,4.6975,4.5011,4.2201,5.0017,5.0020,4.4340,4.8940,6.3960,3.5781,3.7441,3.8172
2013-10-29,6.1620,4.6966,4.5152,4.2200,5.0366,5.0329,4.4460,4.9470,6.4520,3.7150,3.7947,3.9342
2013-10-30,5.9240,4.6965,5.2961,4.2195,5.6906,5.6903,5.2300,5.5930,6.3490,3.9133,3.9801,4.0144
2013-10-31,5.3340,4.6948,4.6193,4.2200,5.0305,5.0316,4.5900,4.9930,5.5100,3.8087,3.9305,3.9856
2013-11-01,5.1620,4.6925,4.2961,4.2200,4.5996,4.5995,4.2883,4.6100,5.0300,3.8021,3.9149,3.9552
2013-11-04,4.6050,4.6921,4.1065,4.2200,4.4225,4.4276,4.0971,4.4230,4.5000,3.7809,3.9133,3.9727
2013-11-05,4.6155,4.6930,3.9285,4.2200,4.2410,4.2457,3.9147,4.2320,4.5570,3.8555,3.9138,3.9870
2013-11-06,4.8690,4.6926,3.6782,4.2200,3.8771,3.8774,3.6600,3.8660,4.5500,3.8832,3.9904,4.0076
2013-11-07,4.9740,4.6933,3.7475,4.2204,3.9028,3.9032,3.7300,3.8910,4.5520,3.8976,4.0103,4.0719
2013-11-08,5.0770,4.6944,3.7900,4.2201,3.9480,3.9478,3.7610,3.9390,4.5805,3.9276,4.0231,4.1551
2013-11-11,5.2690,4.6962,3.6253,4.2200,3.8209,3.8228,3.6000,3.7800,4.4580,3.9965,4.0943,4.2067
2013-11-12,4.8650,4.6978,3.3579,4.2200,3.5989,3.5998,3.3290,3.5450,4.3050,4.0470,4.1045,4.2204
2013-11-13,5.2510,4.6990,3.3650,4.2200,3.7433,3.7429,3.3360,3.6350,4.3590,4.0472,4.1030,4.3217
2013-11-14,5.3250,4.6997,4.2529,4.2202,4.2888,4.2896,4.1880,4.1930,4.4850,4.1360,4.0970,4.3497
2013-11-15,5.9490,4.7060,4.5382,4.2207,5.4470,5.4475,4.4540,5.3110,5.9020,4.1256,4.1260,4.4406
2013-11-18,6.4050,4.7095,4.5770,4.2206,5.4447,5.4447,4.5130,5.3570,6.1980,4.1669,4.1413,4.4507
2013-11-19,6.1210,4.7100,4.1088,4.2206,4.9298,4.9316,4.0750,4.8300,5.5320,4.2575,4.1453,4.4156
2013-11-20,6.1790,4.7092,4.0937,4.2207,4.8225,4.8222,4.0570,4.7510,5.4300,4.2840,4.1592,4.4071
2013-11-21,6.2830,4.7110,3.9157,4.2207,4.9039,4.9023,3.8890,4.7080,5.5990,4.2551,4.1622,4.3674
2013-11-22,6.3780,4.7118,3.9277,4.2207,4.8840,4.8848,3.8990,4.7630,5.9160,4.2261,4.1626,4.2996
2013-11-25,6.3780,4.7132,3.8869,4.2207,4.8583,4.8577,3.8470,4.7400,6.1650,4.2257,4.1327,4.2855
2013-11-26,6.5820,4.7156,3.7797,4.2207,4.7630,4.7622,3.7460,4.6775,5.9500,4.2778,4.1192,4.2714
2013-11-27,6.7040,4.7211,3.8109,4.2207,4.7793,4.7790,3.7640,4.6630,5.9680,4.2310,4.1031,4.2711
2013-11-28,6.5550,4.7181,3.7911,4.2207,4.9218,4.9201,3.7460,4.8230,6.2950,4.1842,4.0574,4.2438
2013-11-29,6.3650,4.7229,3.7637,4.2207,4.7160,4.7152,3.7260,4.6660,6.0660,4.0655,3.9910,4.1472
2013-12-02,6.2630,4.7197,3.7822,4.2207,4.6268,4.6265,3.7480,4.5710,5.9300,4.1895,3.9989,4.2658
2013-12-03,6.2800,4.7365,3.7642,4.2216,4.6233,4.6228,3.7250,4.6000,5.9130,4.1825,4.0295,4.2243
2013-12-04,6.2350,4.7778,3.7663,4.2320,4.5754,4.5754,3.7235,4.5770,5.7500,4.2065,3.9894,4.2008
2013-12-05,6.0800,4.8850,3.7383,4.2432,4.5690,4.5687,3.7030,4.5580,5.5090,4.2283,4.0213,4.2700
2013-12-06,5.5960,5.1670,3.7365,4.2513,4.5471,4.5479,3.7000,4.5500,5.0580,4.3254,4.0213,4.3006
2013-12-09,5.4500,5.2581,3.6499,4.3302,4.4889,4.4881,3.6200,4.4850,4.8820,4.3401,4.0501,4.3746
2013-12-10,5.2960,5.3380,3.5882,4.3995,4.4298,4.4338,3.5580,4.4440,4.7200,4.3779,4.0397,4.3827
2013-12-11,5.2380,5.3320,3.5408,4.4612,4.3417,4.3419,3.5100,4.3290,4.5500,4.3378,4.0618,4.3674
2013-12-12,5.4155,5.3222,3.4980,4.5197,4.3077,4.3075,3.4600,4.3050,4.5100,4.2721,4.0571,4.3790
2013-12-13,5.4230,5.3350,3.4630,4.5736,4.3089,4.3082,3.4321,4.3000,4.4100,4.2189,4.0615,4.3257
2013-12-16,5.5570,5.3310,3.5070,4.6207,4.4470,4.4462,3.4470,4.3580,4.3890,4.2529,4.0709,4.3149
2013-12-17,6.2350,5.3537,3.5439,4.6608,4.7754,4.7795,3.4700,4.4590,4.5520,4.2679,4.0744,4.3262
2013-12-18,6.7650,5.3850,3.6638,4.7054,6.3033,6.3051,3.5880,5.9020,5.0790,4.2474,4.0814,4.3269
2013-12-19,7.1012,5.4239,4.2450,4.7487,7.0582,7.0500,3.8460,6.4720,6.2180,4.2759,4.0953,4.3754
2013-12-20,7.5300,5.4580,4.7435,4.7818,8.2144,8.2127,3.9270,7.6540,7.0030,4.2973,4.1272,4.4105
2013-12-23,7.6560,5.5160,5.1945,4.8151,8.9372,8.9380,4.5150,8.8430,8.2460,4.2566,4.1339,4.3943
2013-12-24,6.6050,5.5174,4.2143,4.8369,6.4424,6.4595,4.1450,6.1970,5.7610,4.2349,4.0726,4.3738
2013-12-25,6.5090,5.5220,4.0760,4.8588,5.5759,5.5774,4.0500,5.6160,5.9410,4.2350,4.0860,4.3991
2013-12-26,6.5700,5.5380,4.0123,4.8763,5.3337,5.3332,4.0010,5.3290,6.1400,4.2374,4.1040,4.3841
2013-12-27,6.4920,5.5465,3.5083,4.8942,5.1005,5.0991,3.5130,5.0670,5.9490,4.2247,4.1149,4.3511
2013-12-30,6.1220,5.5530,3.2549,4.9068,4.9287,4.9266,3.2050,4.8410,5.9070,4.2190,4.0856,4.3331
2013-12-31,5.9130,5.5565,3.1859,4.9205,5.4041,5.4035,3.1480,5.2500,5.9620,4.1810,4.1785,4.3362
2014-01-02,5.9100,5.5657,3.1311,4.9306,4.9831,5.0049,3.1310,4.9810,5.7590,4.1883,4.1979,4.3499
2014-01-03,6.2010,5.5661,3.0114,4.9389,4.6964,4.6968,3.0060,4.7110,5.5240,4.1225,4.2109,4.3801
2014-01-06,6.4750,5.5732,2.9397,4.9476,4.5962,4.5987,2.9200,4.6330,5.4330,4.1021,4.1878,4.3906
2014-01-07,5.9250,5.5760,2.8966,4.9547,4.2615,4.2626,2.8750,4.2590,5.0740,4.0964,4.2052,4.3537
2014-01-08,5.6500,5.5821,2.8430,4.9585,4.0799,4.0922,2.8300,4.1260,4.9270,4.0232,4.1829,4.2793
2014-01-09,6.3140,5.5837,2.8148,4.9640,4.0167,4.0156,2.7940,4.0200,4.7990,4.0414,4.1661,4.3090
2014-01-10,5.6750,5.5841,2.7708,4.9673,4.0256,4.0256,2.7660,4.0410,4.7500,4.0437,4.1452,4.2993
2014-01-13,6.4650,5.5849,2.7533,4.9715,4.0149,4.0148,2.7380,4.0130,4.6360,3.8918,4.1189,4.3088
2014-01-14,6.4842,5.5865,2.7598,4.9742,4.0261,4.0244,2.7395,4.0036,4.6900,3.7901,4.0698,4.2836
2014-01-15,6.7420,5.5846,2.7895,4.9757,4.0195,4.0146,2.7513,3.9650,4.6410,3.7663,4.0825,4.2667
2014-01-16,6.6930,5.5812,2.7939,4.9788,4.3542,4.3544,2.7723,4.2560,4.6790,3.8556,3.9401,4.2301
2014-01-17,6.9640,5.5868,2.8698,4.9821,5.1688,5.1667,2.8170,4.7760,4.7350,3.7542,3.9428,4.1881
2014-01-20,7.4720,5.5893,4.0780,4.9854,6.5920,6.5838,3.8880,6.3290,5.5380,3.8537,3.9310,4.2110
2014-01-21,7.4270,5.5910,3.6718,4.9873,5.5484,5.5494,3.6410,5.5350,5.5620,3.8349,3.8238,4.1280
2014-01-22,6.9500,5.5924,3.6940,4.9887,5.2958,5.2952,3.6760,5.2240,5.5600,3.7507,3.7996,4.0448
2014-01-23,6.7080,5.5926,3.7284,4.9904,5.3964,5.3965,3.7000,5.2930,5.9400,3.6597,3.6912,3.8876
2014-01-24,6.8170,5.5946,3.7411,4.9922,4.6408,4.6394,3.7193,4.4490,6.7650,3.6724,3.6613,3.7833
2014-01-26,6.9950,5.5962,4.4116,4.9929,4.8441,4.8479,4.4000,4.7170,6.3500,0.0000,0.0000,0.0000
2014-01-27,6.8300,5.5989,4.5987,4.9933,4.9623,4.9567,4.5340,4.6890,6.0920,3.6407,3.6312,3.7806
2014-01-28,7.3330,5.5998,4.9016,4.9931,5.1597,5.1596,4.8477,4.9657,6.8070,3.5205,3.5623,3.8164
2014-01-29,7.1920,5.6000,4.8112,4.9938,5.3523,5.3473,4.8000,5.1080,7.0720,3.5833,3.5610,3.7929
2014-01-30,5.4410,5.6000,4.4426,4.9941,4.9887,4.9789,4.4350,4.9830,5.7330,3.5537,3.5532,3.8239
