Wind,,,,,,,,,,,,
时间区间,2006-10-08:2020-03-06,2006-10-08:2020-03-06,2004-05-24:2020-03-06,2006-10-08:2020-03-06,1999-01-04:2020-03-06,1997-06-20:2020-03-06,2006-10-08:2020-03-06,2006-10-08:2020-03-06,2006-10-08:2020-03-06,2007-12-14:2020-03-06,2007-12-14:2020-03-06,2007-12-14:2020-03-06
频率,日,日,日,日,日,日,日,日,日,日,日,日
指标名称,SHIBOR1M,SHIBOR3M,IBO001,SHIBOR6M,R007,B0,SHIBORO/N,SHIBOR1W,SHIBOR2W,国债到期收益率:6个月,国债到期收益率:1年,国债到期收益率:2年
2007-09-03,2.9081,3.2832,1.8289,3.3906,2.4612,2.4713,1.8197,2.4963,2.7768,0.0000,0.0000,0.0000
2007-09-04,2.9625,3.2864,1.8828,3.3937,2.1780,2.1805,1.8860,2.2348,2.7740,0.0000,0.0000,0.0000
2007-09-05,3.0903,3.2915,1.8201,3.4013,2.3618,2.3678,1.8122,2.3683,2.9631,0.0000,0.0000,0.0000
2007-09-06,3.2956,3.3000,1.8173,3.4066,2.4748,2.4389,1.8198,2.4385,3.2259,0.0000,0.0000,0.0000
2007-09-07,3.4738,3.3280,2.0160,3.4179,2.8528,2.8629,2.0446,2.8066,3.5218,0.0000,0.0000,0.0000
2007-09-10,3.8531,3.3473,2.2894,3.4312,3.6843,3.6806,2.2581,3.6100,3.9319,0.0000,0.0000,0.0000
2007-09-11,4.1363,3.3556,2.8119,3.4417,3.8060,3.7952,2.8184,3.8512,4.1002,0.0000,0.0000,0.0000
2007-09-12,4.2871,3.3629,2.9030,3.4520,3.8437,3.8536,2.8864,3.8910,4.1430,0.0000,0.0000,0.0000
2007-09-13,4.4456,3.3723,3.0700,3.4648,4.0301,4.0235,3.0194,4.0208,4.1600,0.0000,0.0000,0.0000
2007-09-14,4.6451,3.3918,4.0111,3.4795,5.7243,5.7197,4.0206,5.7509,5.8736,0.0000,0.0000,0.0000
2007-09-17,5.3337,3.4666,3.4275,3.5463,5.9300,5.9355,3.2914,5.9463,6.0105,0.0000,0.0000,0.0000
2007-09-18,5.8717,3.5073,3.1582,3.5820,5.9080,5.9073,3.1432,5.9535,6.0355,0.0000,0.0000,0.0000
2007-09-19,6.3635,3.5266,3.2577,3.6116,6.5187,6.5363,3.2635,6.4762,6.2860,0.0000,0.0000,0.0000
2007-09-20,7.0789,3.6236,3.7295,3.6321,6.7564,6.7563,3.7760,6.7893,7.8072,0.0000,0.0000,0.0000
2007-09-21,7.2733,3.7448,4.2301,3.6464,6.8409,6.8536,4.2018,6.9608,7.0872,0.0000,0.0000,0.0000
2007-09-24,7.1055,3.8113,3.8071,3.6628,6.9545,6.9665,3.8090,6.9561,6.9652,0.0000,0.0000,0.0000
2007-09-25,7.1711,3.8395,3.9074,3.6786,7.1017,7.1038,3.7234,7.0296,7.5808,0.0000,0.0000,0.0000
2007-09-26,7.0256,3.8553,3.8598,3.6869,4.8691,4.8728,3.9055,4.8686,5.8982,0.0000,0.0000,0.0000
2007-09-27,6.6504,3.8642,2.6762,3.6927,3.2895,3.2877,2.6627,3.3056,5.2718,0.0000,0.0000,0.0000
2007-09-28,3.4495,3.8557,2.0615,3.6962,2.0226,2.0232,2.1150,2.0380,2.2460,0.0000,0.0000,0.0000
2007-09-29,3.1827,3.8588,1.9884,3.7085,1.9642,1.9584,2.0026,1.9525,2.0104,0.0000,0.0000,0.0000
2007-09-30,3.1453,3.8534,1.9908,3.7144,1.9867,1.9859,1.9925,1.9878,2.0326,0.0000,0.0000,0.0000
2007-10-08,3.1782,3.8482,1.9683,3.7212,2.0062,2.0045,1.9981,2.0299,2.0573,0.0000,0.0000,0.0000
2007-10-09,3.2978,3.8508,1.9787,3.7293,2.0523,2.0493,1.9948,2.0418,2.1040,0.0000,0.0000,0.0000
2007-10-10,3.3180,3.8567,1.9014,3.7529,2.0843,2.0807,1.8974,2.0736,2.1522,0.0000,0.0000,0.0000
2007-10-11,3.3874,3.8640,1.9213,3.7653,2.1100,2.1052,1.9194,2.1003,2.1832,0.0000,0.0000,0.0000
2007-10-12,3.4038,3.8691,1.9150,3.7812,2.2243,2.2215,1.9120,2.2317,2.3091,0.0000,0.0000,0.0000
2007-10-15,3.5668,3.8707,1.9046,3.8006,2.3079,2.3081,1.8986,2.3043,2.3533,0.0000,0.0000,0.0000
2007-10-16,3.7896,3.8721,1.9035,3.8244,2.3007,2.3008,1.9072,2.3111,2.4758,0.0000,0.0000,0.0000
2007-10-17,3.8122,3.8746,1.8824,3.8340,2.3611,2.3602,1.8968,2.3622,5.1491,0.0000,0.0000,0.0000
2007-10-18,4.5113,3.8757,1.9002,3.8515,2.3805,2.3789,1.8977,2.3765,6.1652,0.0000,0.0000,0.0000
2007-10-19,5.4258,3.8804,1.9198,3.8699,2.5194,2.5199,1.9301,2.4901,6.6804,0.0000,0.0000,0.0000
2007-10-22,7.2128,3.8848,1.9491,3.8874,2.9517,2.9480,1.9517,3.1127,8.4609,0.0000,0.0000,0.0000
2007-10-23,7.5053,3.9020,2.2427,3.9023,5.8847,5.9723,2.2086,5.6935,8.9280,0.0000,0.0000,0.0000
2007-10-24,7.4802,3.9231,3.5449,3.9358,7.9983,8.0344,3.5629,7.9953,8.0863,0.0000,0.0000,0.0000
2007-10-25,7.7742,3.9504,5.0753,3.9264,8.8992,8.9000,5.0844,8.7470,7.7273,0.0000,0.0000,0.0000
2007-10-26,8.8271,4.0045,8.5221,3.9294,10.1213,10.1218,8.5282,10.0824,13.5786,0.0000,0.0000,0.0000
2007-10-29,4.0065,4.0081,2.8986,3.9317,2.9816,2.9695,2.9014,2.9373,2.9838,0.0000,0.0000,0.0000
2007-10-30,4.2873,4.0280,2.8372,3.9537,2.8820,2.8823,2.8379,2.8277,3.0828,0.0000,0.0000,0.0000
2007-10-31,3.7134,4.0516,2.9346,3.9782,3.0779,2.9550,2.8928,2.9119,3.3694,0.0000,0.0000,0.0000
2007-11-01,3.8813,4.0760,2.9292,3.9955,3.0032,3.0126,2.9161,2.9994,3.1817,0.0000,0.0000,0.0000
2007-11-02,4.3229,4.0907,2.3052,4.0117,3.0752,3.0744,2.3098,3.0685,3.1871,0.0000,0.0000,0.0000
2007-11-05,4.5621,4.1192,2.3034,4.0311,3.0404,3.0453,2.2977,3.0522,3.4723,0.0000,0.0000,0.0000
2007-11-06,4.6990,4.1374,2.3320,4.0499,3.0262,3.0323,2.2918,3.0424,3.8062,0.0000,0.0000,0.0000
2007-11-07,5.7794,4.1691,1.8675,4.0731,2.9744,2.9803,1.8649,3.0081,3.8413,0.0000,0.0000,0.0000
2007-11-08,5.7601,4.1988,1.9477,4.0911,2.6551,2.6612,1.9460,2.6551,4.2460,0.0000,0.0000,0.0000
2007-11-09,5.4863,4.2165,1.8919,4.1343,2.7303,2.7357,1.8902,2.8027,4.6365,0.0000,0.0000,0.0000
2007-11-12,5.3968,4.2275,1.8911,4.1407,2.4327,2.4333,1.8865,2.4014,5.0579,0.0000,0.0000,0.0000
2007-11-13,5.5011,4.2554,1.8721,4.1540,2.2892,2.2783,1.8839,2.2729,5.4424,0.0000,0.0000,0.0000
2007-11-14,5.5088,4.2796,1.8414,4.1789,2.1447,2.1361,1.8568,2.1487,5.6193,0.0000,0.0000,0.0000
2007-11-15,5.4853,4.2943,2.0819,4.1989,2.1840,2.1819,2.0909,2.1499,5.4991,0.0000,0.0000,0.0000
2007-11-16,5.3393,4.2993,1.9085,4.2121,2.0921,2.0935,1.9107,2.0724,5.4112,0.0000,0.0000,0.0000
2007-11-19,5.2143,4.3013,1.9024,4.2226,3.1764,3.1764,1.8938,3.0408,3.4906,0.0000,0.0000,0.0000
2007-11-20,5.0986,4.3158,1.8972,4.2475,4.0422,4.0421,1.8926,3.9973,4.4996,0.0000,0.0000,0.0000
2007-11-21,4.9957,4.3227,2.1138,4.2596,4.2590,4.2565,1.8948,4.2770,4.3796,0.0000,0.0000,0.0000
2007-11-22,4.7574,4.3236,1.9789,4.2632,2.3169,2.3173,1.9018,2.2612,2.9793,0.0000,0.0000,0.0000
2007-11-23,4.5771,4.3403,1.9104,4.2729,2.7465,2.7660,1.9025,2.7630,2.8701,0.0000,0.0000,0.0000
2007-11-26,4.2413,4.3464,1.8972,4.2818,2.7703,2.7702,1.8833,2.7718,2.8158,0.0000,0.0000,0.0000
2007-11-27,4.0948,4.3440,1.8961,4.2862,2.7059,2.7072,1.8921,2.7198,3.1599,0.0000,0.0000,0.0000
2007-11-28,4.0316,4.3554,1.8883,4.2988,2.0979,2.0979,1.8946,2.1140,3.7647,0.0000,0.0000,0.0000
2007-11-29,4.4768,4.3579,1.8822,4.3076,2.9263,2.9277,1.8809,2.9290,4.4314,0.0000,0.0000,0.0000
2007-11-30,4.5365,4.3535,1.8564,4.3103,3.0816,3.1530,1.8635,3.0539,4.7012,0.0000,0.0000,0.0000
2007-12-03,4.6047,4.3527,1.8510,4.3252,4.2315,4.2392,1.8468,4.1335,5.4214,0.0000,0.0000,0.0000
2007-12-04,4.8627,4.3515,1.8536,4.3311,4.3537,4.3510,1.8517,4.2877,5.3145,0.0000,0.0000,0.0000
2007-12-05,4.6646,4.3522,1.9460,4.3405,4.1204,4.1308,1.8720,4.1806,5.1462,0.0000,0.0000,0.0000
2007-12-06,4.6447,4.3533,1.9215,4.3463,3.9235,3.9233,1.8760,4.0401,5.0773,0.0000,0.0000,0.0000
2007-12-07,4.1427,4.3472,1.8974,4.3533,2.4543,2.4595,1.8973,2.6161,3.8276,0.0000,0.0000,0.0000
2007-12-10,4.1673,4.3467,1.9095,4.3590,2.5041,2.5025,1.9118,2.4939,4.3546,0.0000,0.0000,0.0000
2007-12-11,4.4289,4.3465,1.9161,4.3624,4.1130,4.0736,1.9135,4.1013,4.8653,0.0000,0.0000,0.0000
2007-12-12,4.7914,4.3485,1.9088,4.3653,4.4570,4.5347,1.9087,4.3563,4.9797,0.0000,0.0000,0.0000
2007-12-13,4.7326,4.3484,1.9051,4.3706,4.8415,4.8403,1.9052,4.8123,4.9495,0.0000,0.0000,0.0000
2007-12-14,4.6057,4.3458,1.9093,4.3753,3.3444,3.3412,1.9039,3.4585,4.8546,3.6808,3.7712,3.9300
2007-12-17,4.3470,4.3473,1.9101,4.3790,3.1818,3.1936,1.9030,3.2059,4.8060,3.7046,3.7897,3.9400
2007-12-18,4.2634,4.3548,1.8837,4.3817,2.8266,2.8343,1.8812,2.9164,3.8632,3.7216,3.8043,3.9504
2007-12-19,4.0395,4.3520,1.8993,4.3857,2.4698,2.4699,1.8955,2.4268,2.9680,3.7401,3.8171,3.9539
2007-12-20,3.7146,4.3574,1.8874,4.3894,2.3319,2.3410,1.8914,2.3875,2.6688,3.7119,3.7974,3.9481
2007-12-21,3.5026,4.3890,1.8938,4.4193,2.1546,2.1403,1.8928,2.1818,2.8823,3.6787,3.7708,3.9324
2007-12-24,3.2342,4.3993,1.8790,4.4285,2.0749,2.0756,1.8800,2.0822,2.6174,3.6044,3.7129,3.9008
2007-12-25,3.1323,4.4087,1.8906,4.4346,2.1943,2.1771,1.9094,2.0216,2.3633,3.6174,3.7000,3.8534
2007-12-26,3.1381,4.4135,1.8980,4.4419,2.3532,2.3592,1.9167,2.3803,2.4147,3.6259,3.7031,3.8515
2007-12-27,3.1419,4.4195,1.8368,4.4495,2.2821,2.2817,1.8421,2.3181,2.4031,3.6308,3.7083,3.8584
2007-12-28,3.1511,4.4254,1.8318,4.4554,2.4818,2.4859,1.8181,2.4898,2.4637,3.6665,3.7529,3.9130
2007-12-29,3.6136,4.4348,2.4543,4.4618,2.7812,2.7760,2.2894,2.6005,2.9837,0.0000,0.0000,0.0000
2008-01-02,3.6792,4.4404,2.5926,4.4662,2.8744,2.8731,2.5844,2.8624,2.9112,3.6811,3.7805,3.9579
2008-01-03,3.4737,4.4427,2.2782,4.4668,2.9290,2.9290,2.2990,2.9370,3.0068,3.6589,3.7630,3.9486
2008-01-04,3.3918,4.4446,2.3169,4.4699,2.7776,2.7805,2.2990,2.8432,2.9972,3.6252,3.7215,3.8975
2008-01-07,3.3197,4.4472,2.2766,4.4748,2.7430,2.7393,2.2723,2.7214,2.9813,3.6069,3.7017,3.8757
2008-01-08,3.3025,4.4565,2.0750,4.4879,2.4980,2.4920,2.0744,2.3719,2.8252,3.6190,3.6996,3.8515
2008-01-09,3.3371,4.4618,1.9188,4.4935,2.4409,2.4266,1.9088,2.3985,2.8256,3.6308,3.7144,3.8713
2008-01-10,3.3555,4.4613,2.1094,4.5064,2.4450,2.4333,1.8859,2.4238,2.8114,3.6392,3.7220,3.8791
2008-01-11,3.3419,4.4671,1.8926,4.5095,2.0276,2.0239,1.8842,2.0358,2.6406,3.5900,3.6773,3.8452
2008-01-14,3.3041,4.4692,1.8795,4.5085,2.0742,2.0608,1.8729,2.0070,2.7363,3.5901,3.6656,3.8159
2008-01-15,3.3430,4.4764,1.8824,4.5103,2.4215,2.4160,1.8755,2.2437,2.4973,3.5676,3.6375,3.7805
2008-01-16,3.4424,4.4820,1.8790,4.5137,2.5569,2.5529,1.8796,2.5686,2.8635,3.6054,3.6812,3.8332
2008-01-17,3.6397,4.4888,1.8968,4.5182,2.7249,2.7224,1.8789,2.7350,3.4898,3.5971,3.6732,3.8269
2008-01-18,3.5660,4.4907,1.8872,4.5237,2.6356,2.6466,1.8784,2.6494,3.4087,3.5944,3.6783,3.8422
2008-01-21,3.9284,4.4952,1.8789,4.5278,2.7194,2.7234,1.8711,2.7233,3.7702,3.5908,3.6752,3.8362
2008-01-22,4.0770,4.4981,1.9296,4.5337,3.8077,3.8165,1.8821,4.4169,5.0071,3.5843,3.6654,3.8206
2008-01-23,4.0967,4.5003,1.8840,4.5386,4.8850,4.8856,1.8803,4.8248,5.0324,3.5844,3.6667,3.8243
2008-01-24,4.0344,4.5033,1.8845,4.5446,5.1038,5.1448,1.8817,5.1930,4.8548,3.5775,3.6621,3.8213
2008-01-25,4.0176,4.5057,2.0060,4.5460,3.5400,3.5418,1.8730,3.5719,4.8680,3.5686,3.6524,3.8082
2008-01-28,4.0158,4.5051,1.9879,4.5454,3.0029,3.0037,1.8786,3.0046,3.6207,3.5624,3.6351,3.7706
2008-01-29,3.9653,4.5044,1.9053,4.5475,2.9632,2.9639,1.8898,2.9959,3.2949,3.5249,3.5990,3.7371
2008-01-30,3.6533,4.5027,1.8956,4.5477,3.2136,3.2146,1.8928,3.2497,3.2412,3.5209,3.6032,3.7531
2008-01-31,3.5386,4.5052,1.9875,4.5518,3.2041,3.2037,1.9881,3.2285,3.3016,3.4972,3.5822,3.7392
2008-02-01,3.4674,4.5062,1.9975,4.5540,2.9455,2.9362,1.9958,3.1306,3.1252,3.4714,3.5540,3.7062
2008-02-02,3.3605,4.5032,2.0014,4.5541,2.8274,2.8408,1.9967,2.9576,3.1131,0.0000,0.0000,0.0000
2008-02-03,3.3071,4.5041,1.9920,4.5549,2.9003,2.9041,1.9970,2.9082,3.0483,0.0000,0.0000,0.0000
2008-02-04,3.2063,4.5047,2.0131,4.5561,2.8747,2.8775,1.9996,2.8894,3.0068,3.4181,3.4800,3.5981
2008-02-05,3.1267,4.5029,2.1670,4.5558,2.5734,2.5720,2.2712,2.5757,2.5243,3.4053,3.4657,3.5834
2008-02-13,3.1976,4.5048,2.2454,4.5568,2.5928,2.5992,2.2381,2.5974,2.6212,3.3908,3.4474,3.5624
2008-02-14,3.1250,4.5033,2.2174,4.5567,2.6096,2.6200,2.2080,2.5956,2.6170,3.3948,3.4469,3.5555
2008-02-15,3.0941,4.5041,2.2073,4.5604,2.5870,2.5850,2.1937,2.6040,2.8506,3.3954,3.4477,3.5564
2008-02-18,3.1884,4.5043,2.1934,4.5648,2.5702,2.5741,2.1832,2.5594,3.1067,3.4099,3.4621,3.5689
2008-02-19,3.6029,4.5042,2.3150,4.5680,2.5849,2.5857,2.1850,2.5772,4.1059,3.4299,3.4796,3.5828
2008-02-20,3.7982,4.5047,2.3048,4.5731,2.6406,2.6341,2.2982,2.6436,4.4612,3.4374,3.4830,3.5807
2008-02-21,3.8795,4.5037,2.4061,4.5758,3.8684,3.8720,2.4054,3.8456,4.5290,3.4522,3.4990,3.5962
2008-02-22,3.9457,4.5068,2.6227,4.5811,3.8216,3.8389,2.4006,3.7484,4.4358,3.4421,3.4911,3.5911
2008-02-25,3.9834,4.5059,2.3933,4.5850,4.4669,4.4669,2.3900,4.4083,4.1171,3.4504,3.5037,3.6092
2008-02-26,3.9815,4.5054,2.4495,4.5879,4.1904,4.1961,2.4373,4.2134,3.6332,3.4511,3.5051,3.6119
2008-02-27,3.8279,4.5015,2.5117,4.5904,2.8299,2.8306,2.4928,2.8717,3.1676,3.4385,3.4995,3.6174
2008-02-28,3.7197,4.5013,2.4935,4.5944,2.8259,2.8259,2.4822,2.8214,3.1300,3.4511,3.5100,3.6249
2008-02-29,3.5356,4.5018,2.4833,4.5956,2.8142,2.8144,2.4847,2.8255,3.0927,3.4476,3.5062,3.6214
2008-03-03,3.3483,4.5016,2.4462,4.5949,2.8111,2.8119,2.4325,2.8168,2.8421,3.4509,3.5080,3.6213
2008-03-04,3.2489,4.5018,1.9533,4.5932,2.6069,2.6083,1.9427,2.6216,2.8245,3.4252,3.4899,3.6145
2008-03-05,3.2507,4.5020,1.9433,4.5919,2.5855,2.5863,1.9392,2.5884,2.8082,3.4136,3.4872,3.6248
2008-03-06,3.1744,4.4994,1.9393,4.5883,2.5614,2.5659,1.9307,2.5764,2.7078,3.3859,3.4712,3.6261
2008-03-07,3.1091,4.5001,1.9347,4.5877,2.3685,2.3749,1.9251,2.3757,2.6904,3.3787,3.4642,3.6194
2008-03-10,3.2005,4.5012,1.9315,4.5885,2.3318,2.3261,1.9239,2.3203,2.6067,3.3747,3.4618,3.6199
2008-03-11,3.1854,4.5030,1.9224,4.5911,2.4969,2.5005,1.9131,2.5213,2.5869,3.3761,3.4695,3.6354
2008-03-12,3.1560,4.5022,1.9146,4.5915,2.6897,2.6888,1.9055,2.6727,2.5698,3.3658,3.4651,3.6405
2008-03-13,3.1395,4.5012,1.9047,4.5924,2.5465,2.5465,1.8924,2.5808,2.6044,3.3560,3.4635,3.6502
2008-03-14,3.1649,4.5011,2.2670,4.5923,2.5495,2.5442,2.2537,2.5485,2.6631,3.3423,3.4526,3.6451
2008-03-17,3.2046,4.5011,2.1931,4.5920,2.5429,2.5359,2.1881,2.5233,2.6305,3.3408,3.4574,3.6581
2008-03-18,3.2108,4.5003,2.1762,4.5928,2.4760,2.4768,2.1643,2.4829,2.6697,3.3439,3.4523,3.6413
2008-03-19,3.2156,4.5012,2.1639,4.5941,2.4404,2.4473,2.1608,2.4586,2.6038,3.3426,3.4442,3.6245
2008-03-20,3.2145,4.5014,2.1383,4.5947,2.4331,2.4371,2.1344,2.4349,2.6130,3.3305,3.4349,3.6184
2008-03-21,3.2093,4.5016,2.2930,4.5946,2.4161,2.4158,2.2891,2.4193,2.6490,3.3039,3.4095,3.5978
2008-03-24,3.2139,4.5018,2.0576,4.5937,2.3657,2.3729,2.0503,2.3971,2.6195,3.2930,3.3982,3.5869
2008-03-25,3.2302,4.4998,2.0455,4.5923,2.3832,2.3830,2.0387,2.3832,2.6011,3.2839,3.3811,3.5577
2008-03-26,3.2339,4.4994,2.0763,4.5927,2.4618,2.4595,2.0751,2.4676,2.6773,3.2669,3.3626,3.5360
2008-03-27,3.2366,4.4986,2.0791,4.5930,2.3848,2.3837,2.0737,2.3846,2.6570,3.2670,3.3536,3.5128
2008-03-28,3.2766,4.4986,2.2630,4.5927,2.3908,2.3861,2.2597,2.3876,2.7707,3.2675,3.3516,3.5062
2008-03-31,3.2957,4.4982,2.2939,4.5925,2.8904,2.8907,2.2848,2.8836,2.9232,3.2861,3.3663,3.5138
2008-04-01,3.3039,4.4986,2.5561,4.5923,3.0938,3.0937,2.5914,3.1008,2.9951,3.2811,3.3630,3.5122
2008-04-02,3.3183,4.4979,2.3647,4.5934,3.1501,3.1493,2.3718,3.1539,3.6907,3.3093,3.3820,3.5190
2008-04-03,3.3685,4.4963,2.3489,4.5942,2.7830,2.7917,2.3610,2.7796,3.6332,3.3181,3.3875,3.5183
2008-04-07,3.5117,4.4943,2.3274,4.5947,3.2303,3.2330,2.3238,3.2093,3.5210,3.3281,3.4029,3.5408
2008-04-08,3.6742,4.4957,2.3486,4.5954,3.5846,3.5853,2.3385,3.4941,3.9874,3.3311,3.4101,3.5530
2008-04-09,3.6677,4.4951,2.5123,4.5967,3.9462,3.9477,2.3514,3.9241,4.3253,3.3301,3.4116,3.5597
2008-04-10,3.7118,4.4945,2.3768,4.5973,3.4556,3.4646,2.3665,3.4550,3.6993,3.3529,3.4266,3.5613
2008-04-11,3.4565,4.4956,2.3542,4.5955,2.8012,2.8088,2.3438,2.8371,3.4979,3.3347,3.4134,3.5568
2008-04-14,3.3577,4.4963,2.3954,4.5940,3.0604,3.0712,2.3969,3.0032,2.9851,3.3119,3.3934,3.5402
2008-04-15,3.3558,4.4973,2.3976,4.5944,3.2327,3.2333,2.3963,3.2160,3.2483,3.2900,3.3677,3.5101
2008-04-16,3.3292,4.4980,2.5681,4.5953,3.3346,3.3288,2.3949,3.3166,3.3006,3.2993,3.3737,3.5107
2008-04-17,3.3047,4.4958,2.4002,4.5933,3.2994,3.3103,2.3958,3.3252,3.3044,3.2878,3.3658,3.5091
2008-04-18,3.2710,4.4945,2.3259,4.5924,2.8391,2.8401,2.3197,2.8635,3.2547,3.2676,3.3543,3.5101
2008-04-21,3.2817,4.4918,2.2468,4.5886,2.8090,2.8090,2.2421,2.8147,3.3395,3.2537,3.3459,3.5096
2008-04-22,3.2896,4.4916,2.2414,4.5888,2.7928,2.7928,2.1281,2.7908,3.1972,3.2739,3.3560,3.5025
2008-04-23,3.2598,4.4927,2.1417,4.5876,2.6892,2.6918,2.1124,2.6984,3.1584,3.2867,3.3657,3.5069
2008-04-24,3.3040,4.4913,2.0937,4.5865,2.6932,2.6954,2.0911,2.6875,2.9423,3.2828,3.3605,3.5023
2008-04-25,3.3327,4.4904,2.1278,4.5863,2.8906,2.8957,2.1129,2.8919,2.9352,3.2824,3.3633,3.5109
2008-04-28,3.3679,4.4895,2.1296,4.5861,2.8479,2.8489,2.1279,2.8548,2.9876,3.3002,3.3774,3.5192
2008-04-29,3.4133,4.4897,2.1469,4.5861,2.9341,2.9375,2.1380,2.9408,3.1707,3.3205,3.3915,3.5226
2008-04-30,3.4340,4.4904,2.1678,4.5858,2.8145,2.8195,2.1660,2.8442,3.1434,3.3370,3.4032,3.5266
2008-05-04,3.4190,4.4906,2.1915,4.5863,2.8061,2.8062,2.1934,2.8024,3.1030,0.0000,0.0000,0.0000
2008-05-05,3.4120,4.4912,2.2469,4.5857,2.9738,2.9793,2.2528,2.9475,3.1543,3.3107,3.3748,3.4982
2008-05-06,3.4105,4.4920,2.3234,4.5853,2.9790,2.9786,2.3211,2.9511,3.2800,3.3043,3.3665,3.4905
2008-05-07,3.4713,4.4921,2.3502,4.5857,3.0476,3.0456,2.3472,3.0324,3.3268,3.3150,3.3837,3.5146
2008-05-08,3.4933,4.4930,2.3568,4.5859,3.0141,3.0162,2.3560,3.0113,3.3494,3.3274,3.4027,3.5432
2008-05-09,3.4339,4.4933,2.3630,4.5869,2.9529,2.9539,2.3620,2.9447,3.3536,3.3140,3.3970,3.5496
2008-05-12,3.4259,4.4947,2.4090,4.5874,3.2033,3.2037,2.4027,3.1280,3.4324,3.3087,3.3928,3.5495
2008-05-13,3.6789,4.4947,2.4600,4.5880,3.2950,3.2962,2.4504,3.2881,3.5134,3.3210,3.3975,3.5414
2008-05-14,3.6541,4.4939,2.5512,4.5883,3.3717,3.3719,2.5267,3.3722,3.5610,3.3440,3.4127,3.5454
2008-05-15,3.6595,4.4941,2.5619,4.5881,3.4830,3.4850,2.5295,3.4828,3.5922,3.3482,3.4216,3.5591
2008-05-16,3.6763,4.4938,2.5925,4.5875,3.9169,3.9178,2.5700,3.9612,3.7341,3.3664,3.4427,3.5852
2008-05-19,3.7351,4.4932,2.7616,4.5877,3.9341,3.9406,2.6057,3.9409,4.0657,3.3293,3.4190,3.5842
2008-05-20,3.7404,4.4927,2.6723,4.5876,3.9258,3.9271,2.6246,3.9510,4.0408,3.3746,3.4499,3.5938
2008-05-21,3.6783,4.4930,2.6488,4.5863,3.7318,3.7545,2.6445,3.7600,4.0050,3.3738,3.4450,3.5842
2008-05-22,3.6852,4.4928,2.6504,4.5876,3.8178,3.8192,2.6466,3.8651,3.6875,3.3799,3.4460,3.5750
2008-05-23,3.5212,4.4942,2.6398,4.5883,3.4857,3.4960,2.6389,3.5336,3.6095,3.3778,3.4433,3.5715
2008-05-26,3.5411,4.4911,2.7175,4.5889,3.4776,3.4853,2.7208,3.4797,3.4915,3.3886,3.4552,3.5852
2008-05-27,3.5788,4.4915,2.8702,4.5898,3.3880,3.4058,2.8719,3.4238,3.4812,3.4144,3.4749,3.5951
2008-05-28,3.5978,4.4929,2.1870,4.5891,3.0827,3.0833,2.1824,3.0743,3.4733,3.4024,3.4641,3.5857
2008-05-29,3.6019,4.4851,2.5115,4.5896,3.1965,3.1972,2.4972,3.2011,3.4457,3.3951,3.4637,3.5944
2008-05-30,3.5440,4.4804,2.8283,4.5897,3.1318,3.1343,2.8565,3.1339,3.3961,3.3665,3.4432,3.5864
2008-06-02,3.4924,4.4844,2.8571,4.5900,3.1361,3.1357,2.8555,3.1369,3.3453,3.3798,3.4556,3.5964
2008-06-03,3.5461,4.4846,2.8634,4.5896,3.1153,3.1307,2.8542,3.1201,3.2895,3.3706,3.4400,3.5717
2008-06-04,3.5858,4.4851,2.8894,4.5900,3.2763,3.2781,2.8719,3.2773,3.3011,3.3832,3.4515,3.5806
2008-06-05,3.5279,4.4836,2.8998,4.5895,3.3118,3.3119,2.8987,3.3075,3.7557,3.3759,3.4400,3.5631
2008-06-06,3.5099,4.4857,2.9908,4.5897,3.3363,3.3350,2.9689,3.3309,3.7154,3.4095,3.4746,3.5966
2008-06-10,4.1952,4.4864,3.4573,4.5904,4.9391,4.9446,3.4417,4.9910,5.0020,3.4296,3.4901,3.6057
2008-06-11,4.3414,4.4837,3.5211,4.5911,4.0606,4.1067,3.5199,4.1237,4.9694,3.4514,3.5131,3.6329
2008-06-12,4.2320,4.4809,3.4243,4.5919,3.5515,3.5524,3.4161,3.5518,4.1981,3.4768,3.5384,3.6590
2008-06-13,4.1022,4.4608,2.7028,4.5923,3.3410,3.3331,2.6442,3.3560,3.9813,3.4738,3.5417,3.6731
2008-06-16,4.0774,4.4650,2.4050,4.5921,3.2442,3.2596,2.3994,3.3501,3.9436,3.4783,3.5440,3.6728
2008-06-17,3.9919,4.4655,2.4754,4.5915,3.2148,3.2147,2.4708,3.2258,3.7689,3.4798,3.5418,3.6655
2008-06-18,3.9692,4.4701,2.5450,4.5907,3.1791,3.1854,2.5448,3.1923,3.3214,3.4801,3.5375,3.6551
2008-06-19,3.9599,4.4729,2.5441,4.5913,3.3733,3.3739,2.5426,3.3777,3.7800,3.4623,3.5184,3.6358
2008-06-20,3.9841,4.4751,2.6782,4.5909,3.1518,3.1547,2.6635,3.2246,3.5866,3.4580,3.5155,3.6369
2008-06-23,3.7201,4.4786,2.6835,4.5923,3.0387,3.0351,2.6813,3.0668,3.2924,3.4608,3.5192,3.6429
2008-06-24,3.7007,4.4771,2.6927,4.5912,3.0720,3.0724,2.6883,3.1053,3.3150,3.4655,3.5310,3.6656
2008-06-25,3.7278,4.4794,2.6451,4.5908,3.1365,3.1654,2.6481,3.1663,3.3023,3.4603,3.5220,3.6506
2008-06-26,3.7128,4.4801,2.6540,4.5912,3.2643,3.2653,2.6614,3.2893,3.3967,3.4552,3.5200,3.6540
