date	SPX.GI	N225.GI	000001.SH
2010/3/3	7637.5318	789.6456	3097.005
2010/3/4	7665.9547	781.8901	3023.373
2010/3/5	7773.4494	792.5307	3031.065
2010/3/8	7772.0841	799.4487	3053.232
2010/3/9	7785.2819	799.7809	3069.141
2010/3/10	7820.3921	800.9459	3048.927
2010/3/11	7851.8833	804.9798	3051.282
2010/3/12	7850.0617	809.7311	3013.412
2010/3/15	7853.4963	809.4628	2976.939
2010/3/16	7914.8218	811.1939	2992.841
2010/3/17	7960.7827	818.8385	3050.479
2010/3/18	7958.1887	811.2495	3046.089
2010/3/19	7917.8254	817.1256	3067.75
2010/3/22	7958.2854	816.4653	3074.576
2010/3/23	8015.2367	813.8901	3053.125
2010/3/24	7971.3238	816.2752	3056.808
2010/3/25	7957.9724	804.9626	3019.176
2010/3/26	7964.0766	811.829	3059.715
2010/3/29	8009.1037	811.164	3123.798
2010/3/30	8009.2103	821.8431	3128.468
2010/3/31	7982.88	814.2345	3109.105
2010/4/1	8041.8284	821.3922	3147.416
2010/4/2	8041.7106	821.4806	3157.957
2010/4/6	8119.1174	817.1559	3158.681
2010/4/7	8071.2855	822.0954	3148.222
2010/4/8	8098.5208	816.9427	3118.709
2010/4/9	8152.7696	817.3678	3145.347
2010/4/12	8167.0528	824.393	3129.263
2010/4/13	8172.7698	818.9887	3161.251
2010/4/14	8264.018	819.6496	3166.183
2010/4/15	8270.8594	823.8435	3164.966
2010/4/16	8137.5986	815.4995	3130.302
2010/4/19	8174.511	807.8708	2980.297
2010/4/20	8240.5046	803.4455	2979.533
2010/4/21	8232.2288	813.8988	3033.278
2010/4/22	8250.744	804.5829	2999.484
2010/4/23	8309.6402	797.334	2983.537
2010/4/26	8273.8169	809.4416	2969.503
2010/4/27	8080.2412	815.5977	2907.928
2010/4/28	8132.6999	801.4754	2900.331
2010/4/29	8238.0837	794.1011	2868.432
2010/4/30	8100.7019	803.2095	2870.611
2010/5/4	8011.5804	795.2703	2835.277
2010/5/5	7959.2495	796.2655	2857.151
2010/5/6	7701.7672	779.4912	2739.702
2010/5/7	7584.0888	773.8825	2688.383
2010/5/10	7917.3607	778.4293	2698.757
2010/5/11	7890.5783	765.0493	2647.574
2010/5/12	7999.1083	764.6264	2655.714
2010/5/13	7902.0744	778.4863	2710.507
2010/5/14	7753.6281	770.2709	2696.629
2010/5/17	7762.4579	757.7635	2559.931
2010/5/18	7652.3741	755.9068	2594.783
2010/5/19	7613.3384	758.614	2587.807
2010/5/20	7316.495	745.9742	2555.94
2010/5/21	7426.3122	743.2239	2583.522
2010/5/24	7330.5601	741.0041	2673.423
2010/5/25	7333.3694	717.2394	2622.63
2010/5/26	7291.9626	720.8939	2625.793
2010/5/27	7531.804	730.8161	2655.918
2010/5/28	7438.3825	731.2863	2655.767
2010/5/31	7438.4915	730.0443	2592.147
2010/6/1	7310.7008	728.6592	2568.283
2010/6/2	7499.8485	718.5912	2571.423
2010/6/3	7530.1232	735.2462	2552.656
2010/6/4	7271.1071	728.9454	2553.593
2010/6/7	7172.9243	713.6982	2511.729
2010/6/8	7251.7608	710.5479	2513.947
2010/6/9	7208.4625	705.8581	2583.87
2010/6/10	7421.0522	714.296	2562.58
2010/6/11	7453.3356	723.4682	2569.942
2010/6/17	7619.9863	746.8852	2560.245
2010/6/18	7629.7995	751.1357	2513.222
2010/6/21	7600.373	772.9698	2586.21
2010/6/22	7445.9174	755.8374	2588.698
2010/6/23	7437.0108	746.689	2569.872
2010/6/24	7311.8289	751.9923	2566.745
2010/6/25	7310.7697	737.098	2552.817
2010/6/28	7295.2557	736.6037	2535.278
2010/6/29	7070.1237	726.8732	2427.053
2010/6/30	6999.4485	719.5171	2398.37
2010/7/1	6971.5273	705.731	2373.792
2010/7/2	6924.9118	710.2411	2382.901
2010/7/5	6926.2411	713.9035	2363.947
2010/7/6	6969.2187	723.9969	2409.424
2010/7/7	7186.6161	717.9387	2421.117
2010/7/8	7252.8702	734.252	2415.15
2010/7/9	7303.5024	733.4495	2470.923
2010/7/12	7305.0793	726.6112	2490.718
2010/7/13	7426.6243	728.4918	2450.286
2010/7/14	7420.3243	745.9957	2470.44
2010/7/15	7427.6652	743.6744	2424.304
2010/7/16	7211.1544	728.7527	2424.271
2010/7/19	7263.075	736.4582	2475.421
2010/7/20	7347.2946	725.594	2528.73
2010/7/21	7252.0341	720.8074	2535.394
2010/7/22	7421.5353	721.248	2562.406
2010/7/23	7474.9321	734.304	2572.028
2010/7/26	7557.3148	735.1081	2588.683
2010/7/27	7545.3749	739.9376	2575.368
2010/7/28	7497.9022	753.723	2633.663
2010/7/29	7466.9414	752.3239	2648.116
2010/7/30	7463.34	746.3509	2637.503
2010/8/2	7626.8008	748.025	2672.516
2010/8/3	7587.9792	758.5175	2627.002
2010/8/4	7633.1057	750.3126	2638.522
2010/8/5	7631.0779	757.9872	2620.757
2010/8/6	7596.8677	760.3872	2658.392
2010/8/9	7633.4466	758.4571	2672.533
2010/8/10	7594.621	751.9733	2595.274
2010/8/11	7383.1203	737.685	2607.497
2010/8/12	7370.1734	735.828	2575.475
2010/8/13	7342.6774	731.6156	2606.7
2010/8/16	7346.692	729.0936	2661.708
2010/8/17	7426.9777	730.5157	2671.893
2010/8/18	7428.7993	733.8744	2666.301
2010/8/19	7303.3126	742.3856	2687.979
2010/8/20	7275.0604	730.1738	2642.307
2010/8/23	7256.8739	724.321	2639.366
2010/8/24	7152.6108	718.5408	2650.307
2010/8/25	7176.9827	712.9915	2596.58
2010/8/26	7125.3896	715.6802	2603.481
2010/8/27	7239.3185	724.5805	2610.742
2010/8/30	7135.2783	726.1036	2652.664
2010/8/31	7146.462	710.7339	2638.798
2010/9/1	7359.5837	721.7228	2622.882
2010/9/2	7413.007	730.4287	2655.776
2010/9/3	7507.6858	734.4531	2655.394
2010/9/6	7492.7749	747.2122	2696.25
2010/9/7	7402.566	743.1082	2698.363
2010/9/8	7462.0965	730.7399	2695.291
2010/9/9	7488.2175	734.7769	2656.352
2010/9/10	7503.3319	743.0602	2663.209
2010/9/13	7573.8347	747.1718	2688.32
2010/9/14	7553.7476	751.6911	2688.522
2010/9/15	7566.0958	770.2799	2652.503
2010/9/16	7555.5783	746.4577	2602.465
2010/9/17	7560.8131	754.1849	2598.689
2010/9/20	7668.7268	753.4918	2588.713
2010/9/21	7636.1841	750.9234	2591.55
2010/9/27	7663.6652	764.3139	2627.967
2010/9/28	7695.4433	755.1408	2611.354
2010/9/29	7662.3647	761.8826	2610.678
2010/9/30	7647.2953	749.5386	2655.658
2010/10/8	7786.6975	777.0828	2738.744
2010/10/11	7776.4134	779.3458	2806.942
2010/10/12	7811.1392	762.7331	2841.407
2010/10/13	7857.1023	766.1698	2861.361
2010/10/14	7815.4617	782.1198	2879.636
2010/10/15	7821.3106	774.5649	2971.16
2010/10/18	7883.1788	776.986	2955.227
2010/10/19	7759.4143	781.8247	3001.853
2010/10/20	7864.756	769.4976	3003.951
2010/10/21	7871.7441	771.1498	2983.533
2010/10/22	7898.1238	774.7342	2975.043
2010/10/25	7911.5237	772.907	3051.419
2010/10/26	7915.5698	775.4437	3041.543
2010/10/27	7912.0094	770.7784	2997.048
2010/10/28	7929.6687	768.9604	2992.579
2010/10/29	7916.956	760.5641	2978.835
2010/11/1	7921.8441	759.796	3054.021
2010/11/2	7987.9672	760.3516	3045.434
2010/11/3	8004.5291	759.0417	3030.988
2010/11/4	8145.447	768.8051	3086.939
2010/11/5	8165.3869	791.8339	3129.497
2010/11/8	8158.0989	799.4426	3159.512
2010/11/9	8078.8172	794.8028	3135
2010/11/10	8098.328	799.4081	3115.356
2010/11/11	8038.7317	794.2617	3147.744
2010/11/12	7943.4471	781.8942	2985.435
2010/11/15	7941.4418	789.7584	3014.413
2010/11/16	7829.0088	782.8863	2894.538
2010/11/17	7836.4449	782.1365	2838.857
2010/11/18	7952.6034	799.9689	2865.452
2010/11/19	7967.167	796.5595	2888.566
2010/11/22	7952.34	803.9958	2884.371
2010/11/23	7848.1942	806.7977	2828.282
2010/11/24	7979.6928	801.4058	2859.936
2010/11/25	7975.8581	803.8306	2898.261
2010/11/26	7915.8138	797.9543	2871.698
2010/11/29	7922.3592	802.7581	2866.356
2010/11/30	7881.5879	787.9079	2820.181
2010/12/1	8054.8591	797.6856	2823.449
2010/12/2	8146.5057	805.8349	2843.607
2010/12/3	8157.181	809.6141	2842.431
2010/12/6	8135.5827	816.2151	2857.178
2010/12/7	8145.8919	817.2408	2875.861
2010/12/8	8182.31	815.5986	2848.546
2010/12/9	8218.4382	816.9149	2810.949
2010/12/10	8261.5602	811.4926	2841.04
2010/12/13	8265.185	817.3555	2922.954
2010/12/14	8260.4224	821.576	2927.077
2010/12/15	8222.432	818.411	2911.414
2010/12/16	8281.8642	815.5405	2898.138
2010/12/17	8283.5699	816.8155	2893.74
2010/12/20	8308.4211	809.2827	2852.916
2010/12/21	8355.2596	824.6023	2904.115
2010/12/22	8377.3284	821.5933	2877.9
2010/12/23	8353.2475	822.9901	2855.22
2010/12/24	8341.3082	820.8344	2835.157
2010/12/27	8338.119	827.8475	2781.402
2010/12/28	8337.8805	824.7073	2732.99
2010/12/29	8345.6646	832.2286	2751.527
2010/12/30	8330.8135	832.6034	2759.575
2010/12/31	8328.9724	831.202	2808.077
2011/1/4	8410.6293	842.0069	2852.648
2011/1/5	8462.9545	839.306	2838.593
2011/1/6	8448.428	838.6111	2824.197
2011/1/7	8435.2582	839.246	2838.801
2011/1/10	8424.6643	843.0408	2791.809
2011/1/11	8439.0968	839.6877	2804.047
2011/1/12	8503.7963	834.6112	2821.305
2011/1/13	8472.4309	841.2294	2827.713
2011/1/14	8521.9343	835.9126	2791.344
2011/1/17	8522.0636	834.3682	2706.66
2011/1/18	8533.0163	837.7947	2708.979
2011/1/19	8445.9299	841.3586	2758.097
2011/1/20	8434.737	836.6026	2677.652
2011/1/21	8455.4798	816.0435	2715.294
2011/1/24	8504.4412	824.1949	2695.72
2011/1/25	8506.423	834.3805	2677.432
2011/1/26	8541.9391	833.1922	2708.814
2011/1/27	8560.8497	840.7972	2749.15
2011/1/28	8414.9096	824.9006	2752.75
2011/1/31	8474.3733	821.3167	2790.694
2011/2/1	8611.7877	824.1587	2798.96
2011/2/9	8697.9948	849.8086	2774.065
2011/2/10	8704.3818	846.7657	2818.163
2011/2/11	8766.0101	839.9463	2827.328
2011/2/14	8791.3135	849.9669	2899.134
2011/2/15	8755.4371	850.3518	2899.237
2011/2/16	8800.3354	850.1909	2923.896
2011/2/17	8820.0294	852.681	2926.964
2011/2/18	8834.4541	855.8873	2899.792
2011/2/21	8824.2472	858.114	2932.246
2011/2/22	8651.912	846.2333	2855.516
2011/2/23	8606.3527	840.2027	2862.634
2011/2/24	8593.485	835.5896	2878.603
2011/2/25	8679.1349	844.8251	2878.565
2011/2/28	8726.7369	854.8143	2905.053
2011/3/1	8583.3719	862.7098	2918.92
2011/3/2	8601.1612	842.3073	2913.808
2011/3/3	8743.8074	849.9727	2902.978
2011/3/4	8676.1242	852.7231	2942.306
2011/3/7	8601.1345	837.3236	2996.211
2011/3/8	8682.639	840.3101	2999.942
2011/3/9	8678.8675	840.1074	3002.154
2011/3/10	8510.5563	828.1559	2957.143
2011/3/11	8575.641	813.0635	2933.796
2011/3/14	8517.4119	770.8706	2937.627
2011/3/15	8419.194	690.46	2896.256
2011/3/16	8259.964	736.755	2930.804
2011/3/17	8367.0667	741.5982	2897.298
2011/3/18	8400.2506	745.489	2906.886
2011/3/21	8521.5276	746.4557	2909.137
2011/3/22	8486.0962	778.3027	2919.142
2011/3/23	8511.9922	764.7834	2948.477
2011/3/24	8594.6438	764.7925	2946.706
2011/3/25	8615.9004	772.1214	2977.814
2011/3/28	8597.2047	762.2539	2984.005
2011/3/29	8658.825	760.9546	2958.077
2011/3/30	8711.526	772.208	2955.771
2011/3/31	8692.6718	769.5116	2928.111
2011/4/1	8730.883	762.4193	2967.41
2011/4/6	8747.2528	737.6035	3001.36
2011/4/7	8728.6231	734.8475	3007.909
2011/4/8	8688.8881	750.6965	3030.021
2011/4/11	8662.1008	747.7268	3022.746
2011/4/12	8599.863	741.4404	3021.369
2011/4/13	8592.1667	749.2932	3050.398
2011/4/14	8588.9422	753.7105	3042.635
2011/4/15	8617.6424	748.8963	3050.526
2011/4/18	8523.8693	751.124	3057.329
2011/4/19	8577.4467	746.7572	2999.041
2011/4/20	8686.4526	757.296	3007.037
2011/4/21	8723.4623	768.0816	3026.668
2011/4/22	8713.8331	771.4494	3010.517
2011/4/25	8700.6225	766.8994	2964.951
2011/4/26	8780.3673	762.2769	2938.981
2011/4/27	8824.8043	773.4961	2925.408
2011/4/28	8850.0584	781.1927	2887.044
2011/4/29	8862.1014	785.2016	2911.511
2011/5/3	8818.3013	802.0867	2932.188
2011/5/4	8759.3315	803.2172	2866.017
2011/5/5	8681.4878	807.1489	2872.404
2011/5/6	8711.7021	796.0712	2863.886
2011/5/9	8749.2695	788.6435	2872.46
2011/5/10	8814.7542	794.5242	2890.634
2011/5/11	8716.5412	792.8991	2883.42
2011/5/12	8766.8993	779.2656	2844.083
2011/5/13	8697.7792	775.4909	2871.031
2011/5/16	8653.3873	769.4049	2849.067
2011/5/17	8652.723	769.1406	2852.773
2011/5/18	8724.341	772.7538	2872.771
2011/5/19	8739.8493	766.51	2859.574
2011/5/20	8663.9884	763.8974	2858.459
2011/5/23	8562.6415	751.3254	2774.569
2011/5/24	8560.8219	752.8285	2767.056
2011/5/25	8576.3206	745.1237	2741.741
2011/5/26	8606.512	757.4578	2736.527
2011/5/27	8638.5728	760.7935	2709.947
2011/5/30	8632.9822	761.9944	2706.361
2011/5/31	8722.9494	777.5729	2743.472
2011/6/1	8523.1478	774.2836	2743.572
2011/6/2	8519.1425	764.6134	2705.181
2011/6/3	8431.0175	761.3227	2728.02
2011/6/7	8328.4671	763.0659	2744.3
2011/6/8	8290.909	763.7243	2750.288
2011/6/9	8356.587	767.2936	2703.345
2011/6/10	8242.6866	767.7011	2705.143
2011/6/13	8253.1592	762.3383	2700.379
2011/6/14	8348.2309	772.1393	2730.04
2011/6/15	8199.4154	770.0338	2705.431
2011/6/16	8214.6875	754.0035	2664.283
2011/6/17	8228.6394	750.7117	2642.818
2011/6/20	8270.4779	754.5475	2621.253
2011/6/21	8380.7189	763.2621	2646.483
2011/6/22	8325.6077	775.8143	2649.321
2011/6/23	8308.8656	772.2209	2688.249
2011/6/24	8212.199	778.1683	2746.211
2011/6/27	8288.6475	767.7111	2758.23
2011/6/28	8392.4372	773.3368	2759.202
2011/6/29	8461.296	783.1244	2728.483
2011/6/30	8546.6538	787.6725	2762.076
2011/7/1	8665.6554	789.9982	2759.362
2011/7/4	8662.4402	797.3168	2812.818
2011/7/5	8649.3942	797.378	2816.355
2011/7/6	8666.7622	806.185	2810.479
2011/7/7	8759.6637	804.9963	2794.267
2011/7/8	8695.0579	806.9937	2797.774
2011/7/11	8538.2878	806.9721	2802.692
2011/7/12	8505.5563	801.3989	2754.582
2011/7/13	8529.338	811.4978	2795.476
2011/7/14	8460.5357	815.6859	2810.444
2011/7/15	8510.8193	815.7321	2820.169
2011/7/18	8443.5859	816.54	2816.688
2011/7/19	8581.8203	809.6516	2796.983
2011/7/20	8563.8657	814.8505	2794.205
2011/7/21	8672.3477	820.0912	2765.894
2011/7/22	8674.7065	831.6537	2770.79
2011/7/25	8626.8247	827.0153	2688.746
2011/7/26	8587.0172	831.4665	2703.026
2011/7/27	8406.8843	830.561	2723.492
2011/7/28	8381.2573	818.8713	2708.777
2011/7/29	8327.7108	814.6272	2701.729
2011/8/1	8287.7649	823.9569	2703.783
2011/8/2	8078.4647	820.4678	2679.259
2011/8/3	8121.757	803.7664	2678.485
2011/8/4	7726.7707	806.4739	2684.039
2011/8/5	7730.124	758.5726	2626.423
2011/8/8	7198.6875	748.6837	2526.816
2011/8/9	7543.4718	742.9375	2526.07
2011/8/10	7191.5807	752.3486	2549.176
2011/8/11	7503.8406	746.6866	2581.508
2011/8/12	7541.0833	744.7596	2593.173
2011/8/15	7702.7136	754.8444	2626.77
2011/8/16	7624.7183	757.6198	2608.166
2011/8/17	7640.4184	755.0223	2601.261
2011/8/18	7293.5442	746.0974	2559.472
2011/8/19	7194.1873	726.1645	2534.358
2011/8/22	7192.1109	719.3962	2515.863
2011/8/23	7437.5289	727.3637	2554.019
2011/8/24	7524.393	718.3749	2541.091
2011/8/25	7411.9087	728.9217	2615.261
2011/8/26	7525.636	727.0837	2612.188
2011/8/29	7730.3541	736.6005	2576.413
2011/8/30	7744.3729	743.4334	2566.595
2011/8/31	7784.6848	745.9323	2567.34
2011/9/1	7691.3057	752.3273	2556.042
2011/9/2	7501.1987	743.1352	2528.28
2011/9/5	7504.7206	730.8144	2478.739
2011/9/6	7451.2437	714.0224	2470.524
2011/9/7	7667.3324	723.2355	2516.09
2011/9/8	7576.5965	725.7753	2498.943
2011/9/9	7378.069	720.0793	2497.753
2011/9/13	7504.2568	714.5446	2471.305
2011/9/14	7601.0143	708.1147	2484.827
2011/9/15	7723.5529	721.6393	2479.055
2011/9/16	7757.779	736.2926	2482.343
2011/9/19	7687.8738	735.4416	2437.795
2011/9/20	7678.9509	726.3049	2447.755
2011/9/21	7440.6619	730.254	2512.963
2011/9/22	7207.4964	712.188	2443.057
2011/9/23	7254.9691	716.7506	2433.159
2011/9/26	7412.0618	697.3138	2393.183
2011/9/27	7494.2229	718.9739	2415.054
2011/9/28	7323.389	716.3999	2392.062
2011/9/29	7387.6866	724.5601	2365.343
2011/9/30	7190.061	721.9327	2359.22
2011/10/10	7597.8276	712.356	2344.787
2011/10/11	7589.6466	725.8027	2348.516
2011/10/12	7677.8686	724.4199	2420
2011/10/13	7671.7677	728.8799	2438.79
2011/10/14	7808.167	724.8735	2431.375
2011/10/17	7650.6791	731.9454	2440.402
2011/10/18	7811.675	725.1677	2383.485
2011/10/19	7710.2023	728.9191	2377.512
2011/10/20	7736.2004	719.3422	2331.366
2011/10/21	7878.7371	718.4732	2317.275
2011/10/24	7970.252	736.2613	2370.333
2011/10/25	7795.2496	729.5675	2409.672
2011/10/26	7881.2352	729.4912	2427.48
2011/10/27	8154.1919	743.072	2435.614
2011/10/28	8133.3346	754.239	2473.41
2011/10/31	7924.9919	750.7103	2468.25
2011/11/1	7710.8596	712.9823	2470.019
2011/11/2	7835.5356	698.6644	2504.108
2011/11/3	7970.2158	699.3988	2508.09
2011/11/4	7916.0273	712.6054	2528.294
2011/11/7	7971.7917	709.354	2509.799
2011/11/8	8069.8112	701.2088	2503.836
2011/11/9	7768.7724	712.1412	2524.919
2011/11/10	7850.8328	691.3871	2479.536
2011/11/11	8002.319	694.8659	2481.084
2011/11/14	7923.8926	705.3313	2528.714
2011/11/15	7979.0435	702.6762	2529.761
2011/11/16	7855.4917	697.2628	2466.959
2011/11/17	7728.871	699.561	2463.046
2011/11/18	7725.2126	691.3572	2416.562
2011/11/21	7578.0476	689.5504	2415.13
2011/11/22	7550.5882	686.6479	2412.625
2011/11/23	7377.1341	686.0741	2395.065
2011/11/24	7385.499	672.5332	2397.554
2011/11/25	7363.8113	671.2016	2380.224
2011/11/28	7582.8292	678.5051	2383.034
2011/11/29	7599.8547	689.535	2412.393
2011/11/30	7915.9515	685.8519	2333.414
2011/12/1	7884.7877	701.6236	2386.86
2011/12/2	7877.5367	703.8433	2360.664
2011/12/5	7963.4761	705.4005	2333.229
2011/12/6	7970.3939	698.1124	2325.905
2011/12/7	7987.4895	710.9092	2332.73
2011/12/8	7815.7808	706.5878	2329.82
2011/12/9	7951.8797	695.969	2315.27
2011/12/12	7826.4842	705.4681	2291.545
2011/12/13	7766.1027	695.3606	2248.59
2011/12/14	7682.4541	692.3667	2228.525
2011/12/15	7710.4081	680.6781	2180.895
2011/12/16	7726.79	683.7488	2224.84
2011/12/19	7630.2271	674.375	2218.235
2011/12/20	7863.7596	677.0389	2215.93
2011/12/21	7866.2803	687.1873	2191.148
2011/12/22	7931.9262	679.882	2186.297
2011/12/23	7998.0244	678.3625	2204.784
2011/12/26	7992.71	686.5976	2190.11
2011/12/27	7991.4435	683.8204	2166.205
2011/12/28	7890.9767	683.7452	2170.013
2011/12/29	7976.8554	681.024	2173.561
2011/12/30	7924.0118	685.7543	2199.417
2012/1/4	8047.1177	703.6239	2169.39
2012/1/5	8085.4102	698.0181	2148.452
2012/1/6	8071.4146	686.4649	2163.395
2012/1/9	8098.6345	689.3679	2225.89
2012/1/10	8162.1986	692.0403	2285.744
2012/1/11	8162.6574	693.7484	2276.046
2012/1/12	8191.4465	689.4464	2275.01
2012/1/13	8147.1777	699.4496	2244.58
2012/1/16	8160.7132	690.2177	2206.193
2012/1/17	8182.4628	697.0387	2298.376
2012/1/18	8267.4668	703.8324	2266.384
2012/1/19	8304.0909	710.8988	2296.075
2012/1/20	8305.0462	717.8422	2319.118
2012/1/30	8279.3159	722.3666	2285.038
2012/1/31	8283.2757	727.5186	2292.61
2012/2/1	8355.4051	729.4154	2268.08
2012/2/2	8360.8436	735.409	2312.556
2012/2/3	8486.588	731.2396	2330.405
2012/2/6	8483.7978	736.4626	2331.136
2012/2/7	8502.0408	735.2049	2291.902
2012/2/8	8508.3929	738.8637	2347.53
2012/2/9	8518.5018	735.8431	2349.589
2012/2/10	8450.1734	724.9534	2351.981
2012/2/13	8507.9052	728.4386	2351.855
2012/2/14	8500.9924	734.7022	2344.771
2012/2/15	8456.7074	743.2164	2366.702
2012/2/16	8554.4298	741.6254	2356.86
2012/2/17	8569.079	748.5377	2357.181
2012/2/20	8567.3094	749.8248	2363.597
2012/2/21	8576.4742	747.4934	2381.43
2012/2/22	8551.6288	753.7915	2403.587
2012/2/23	8594.0247	752.9644	2409.554
2012/2/24	8599.3819	758.7857	2439.628
2012/2/27	8613.7656	746.9571	2447.057
2012/2/28	8639.3825	762.265	2451.857
2012/2/29	8592.722	759.4531	2428.487
2012/3/1	8658.9655	753.5831	2426.115
2012/3/2	8625.9297	757.6221	2460.693
2012/3/5	8611.7874	750.4575	2445.002
2012/3/6	8482.1094	747.032	2410.445
2012/3/7	8550.38	749.681	2394.794
2012/3/8	8637.3319	760.2498	2420.276
2012/3/9	8646.4884	767.2909	2439.462
2012/3/12	8676.5317	760.817	2434.859
2012/3/13	8830.6401	759.9128	2455.795
2012/3/14	8829.6964	765.4175	2391.23
2012/3/15	8886.7333	763.7509	2373.774
2012/3/16	8874.3544	766.119	2404.736
2012/3/19	8892.985	765.9738	2410.184
2012/3/20	8858.852	766.562	2376.839
2012/3/21	8851.1136	760.713	2378.195
2012/3/22	8775.0711	764.8173	2375.772
2012/3/23	8786.5645	761.6226	2349.539
2012/3/26	8903.8986	760.7651	2350.599
2012/3/27	8876.2757	777.0327	2347.179
2012/3/28	8842.5332	771.8592	2284.881
2012/3/29	8831.1217	769.4725	2252.16
2012/3/30	8865.3327	773.3082	2262.788
2012/4/5	8812.7973	747.6226	2302.241
2012/4/6	8817.9702	742.4453	2306.553
2012/4/9	8710.7626	738.2696	2285.777
2012/4/10	8565.6382	735.4195	2305.863
2012/4/11	8625.3367	738.1222	2308.925
2012/4/12	8739.4709	740.4953	2350.864
2012/4/13	8616.0579	748.6887	2359.161
2012/4/16	8622.8127	736.5033	2357.026
2012/4/17	8747.4499	739.4494	2334.985
2012/4/18	8719.1793	750.1214	2380.848
2012/4/19	8675.1468	741.8242	2378.634
2012/4/20	8690.5288	738.4621	2406.863
2012/4/23	8607.6212	737.2185	2388.588
2012/4/24	8643.8226	735.1176	2388.834
2012/4/25	8750.6387	738.7601	2406.813
2012/4/26	8795.9343	738.6227	2404.697
2012/4/27	8811.2764	736.5551	2396.316
2012/5/2	8788.2768	732.4943	2438.436
2012/5/3	8724.7264	733.9014	2440.08
2012/5/4	8587.1321	733.9577	2452.014
2012/5/7	8608.906	717.5487	2451.947
2012/5/8	8564.7071	721.035	2448.884
2012/5/9	8515.5672	711.9729	2408.587
2012/5/10	8547.3249	711.2938	2410.23
2012/5/11	8519.8607	705.4582	2394.983
2012/5/14	8436.9584	706.5643	2380.725
2012/5/15	8397.7953	702.8202	2374.843
2012/5/16	8373.3984	692.0184	2346.192
2012/5/17	8251.0212	699.209	2378.886
2012/5/18	8186.9561	685.5722	2344.52
2012/5/21	8306.0025	688.2678	2348.3
2012/5/22	8304.9071	693.6032	2373.307
2012/5/23	8336.2503	676.0997	2363.437
2012/5/24	8352.9048	681.7821	2350.973
2012/5/25	8336.5293	681.18	2333.553
2012/5/28	8333.3666	683.2585	2361.367
2012/5/29	8429.1554	688.0647	2389.636
2012/5/30	8312.9216	687.2365	2384.668
2012/5/31	8301.5957	685.9214	2372.234
2012/6/1	8091.0156	681.01	2373.436
2012/6/4	8087.8118	671.6972	2308.55
2012/6/5	8127.5738	676.3184	2311.916
2012/6/6	8319.6439	686.6249	2309.555
2012/6/7	8306.7918	689.0781	2293.13
2012/6/8	8376.5804	672.4689	2281.447
2012/6/11	8268.3799	684.2047	2305.856
2012/6/12	8381.0001	681.0595	2289.791
2012/6/13	8319.3772	682.6646	2318.924
2012/6/14	8398.7158	682.8291	2295.946
2012/6/15	8471.8433	681.3381	2306.85
2012/6/18	8472.7864	693.8182	2316.052
2012/6/19	8557.4468	690.8336	2300.795
2012/6/20	8541.3893	696.7889	2292.877
2012/6/21	8356.015	700.7018	2260.877
2012/6/25	8306.6516	684.7942	2224.114
2012/6/26	8343.7888	687.8775	2222.067
2012/6/27	8413.696	694.9819	2216.934
2012/6/28	8398.2038	704.3204	2195.843
2012/6/29	8615.5258	717.372	2225.431
2012/7/2	8622.6494	712.9856	2226.11
2012/7/3	8680.7836	720.6216	2229.193
2012/7/4	8672.9516	720.5586	2227.315
2012/7/5	8642.1483	718.076	2201.353
2012/7/6	8568.2155	716.4189	2223.579
2012/7/9	8560.1251	708.3429	2170.814
2012/7/10	8477.4197	704.8539	2164.437
2012/7/11	8479.1713	705.6725	2175.383
2012/7/12	8437.6853	692.5345	2185.491
2012/7/13	8581.2265	696.4029	2185.895
2012/7/16	8556.0877	696.5163	2147.955
2012/7/17	8613.8943	701.293	2161.186
2012/7/18	8667.7329	696.8738	2169.099
2012/7/19	8689.357	705.4911	2184.841
2012/7/20	8600.0198	694.9334	2168.638
2012/7/23	8544.74	685.3197	2141.402
2012/7/24	8476.7217	685.7188	2146.589
2012/7/25	8486.1025	678.7255	2136.151
2012/7/26	8619.9428	684.8705	2126.004
2012/7/27	8776.655	692.8613	2128.765
2012/7/30	8769.3646	696.9491	2109.914
2012/7/31	8733.8542	704.5433	2103.634
2012/8/1	8705.3238	700.5429	2123.36
2012/8/2	8653.008	698.9173	2111.182
2012/8/3	8821.7977	694.846	2132.796
2012/8/6	8832.8653	703.4611	2154.916
2012/8/7	8875.0298	713.2178	2157.62
2012/8/8	8886.9899	715.8037	2160.99
2012/8/9	8891.9284	725.6145	2174.102
2012/8/10	8919.8234	717.7081	2168.814
2012/8/13	8909.9204	720.1503	2136.078
2012/8/14	8906.9531	722.3112	2142.525
2012/8/15	8922.5855	718.4746	2118.945
2012/8/16	8987.7807	730.2759	2112.197
2012/8/17	8998.0834	733.4948	2114.891
2012/8/20	9002.0056	732.2529	2106.957
2012/8/21	8962.0415	731.9584	2118.268
2012/8/22	8954.1765	729.1694	2107.711
2012/8/23	8877.4097	739.628	2113.072
2012/8/24	8933.1585	730.3232	2092.104
2012/8/27	8941.0612	730.2382	2055.708
2012/8/28	8936.5122	727.6857	2073.154
2012/8/29	8941.2372	730.6276	2053.235
2012/8/30	8877.6014	723.1673	2052.585
2012/8/31	8924.6094	713.3454	2047.522
2012/9/3	8919.8271	711.5917	2059.147
2012/9/4	8907.6006	710.2898	2043.649
2012/9/5	8906.2302	701.8416	2037.681
