,万得全A,,,,,,,,,,
,881001.WI,,,,,,,,,,
日期,前收盘价,开盘价,最高价,最低价,收盘价,成交量,成交额,涨跌,涨跌幅,复权因子,换手率
Date,pre_close,open,high,low,close,volume,amt,chg,pct_chg,adjfactor,turn
2009-09-07,2464.2466,2464.2466,2521.1306,2464.2466,2487.3386,19903745600.0000,227292384000.0000,23.0920,0.9371,1.000000,1.9245
2009-09-08,2487.3386,2487.3386,2535.0740,2447.4275,2535.0740,19461771200.0000,228748352000.0000,47.7354,1.9191,1.000000,1.8830
2009-09-09,2535.0740,2535.0740,2555.9111,2509.4934,2550.4365,20228528000.0000,245692784000.0000,15.3625,0.6060,1.000000,1.9553
2009-09-10,2550.4365,2550.4365,2556.8071,2515.0732,2526.4753,16407052800.0000,189697968000.0000,-23.9612,-0.9395,1.000000,1.5907
2009-09-11,2526.4753,2526.4753,2589.8013,2518.1555,2581.6362,18574904000.0000,215893104000.0000,55.1609,2.1833,1.000000,1.8089
2009-09-14,2581.6362,2581.6362,2629.2842,2581.6362,2629.2842,22284780800.0000,254600112000.0000,47.6480,1.8457,1.000000,2.1417
2009-09-15,2629.2842,2629.2842,2656.1423,2615.4377,2641.1228,22436905600.0000,256680112000.0000,11.8386,0.4503,1.000000,2.1539
2009-09-16,2641.1228,2641.1228,2641.1228,2579.5522,2618.2334,22729177600.0000,264918960000.0000,-22.8894,-0.8667,1.000000,2.1821
2009-09-17,2618.2334,2618.2334,2676.0125,2618.2334,2669.7319,24406600000.0000,278408640000.0000,51.4985,1.9669,1.000000,2.3387
2009-09-18,2669.7319,2669.7319,2680.2117,2560.3538,2579.6609,26044025600.0000,291558464000.0000,-90.0710,-3.3738,1.000000,2.4990
2009-09-21,2579.6609,2579.6609,2598.4082,2502.7991,2597.3918,18960844800.0000,217803536000.0000,17.7309,0.6873,1.000000,1.9606
2009-09-22,2597.3918,2597.3918,2621.1682,2539.2153,2539.2256,19068745600.0000,219865936000.0000,-58.1662,-2.2394,1.000000,1.8255
2009-09-23,2539.2256,2539.2256,2558.8289,2465.3997,2480.3601,16707505600.0000,188711440000.0000,-58.8655,-2.3182,1.000000,1.5992
2009-09-24,2480.3601,2480.3601,2512.9976,2417.2122,2482.1772,15563196800.0000,173672336000.0000,1.8171,0.0733,1.000000,1.4893
2009-09-25,2482.1772,2482.1772,2488.8354,2444.7249,2462.6953,11502419200.0000,126776016000.0000,-19.4819,-0.7849,1.000000,1.1025
2009-09-28,2462.6953,2462.6953,2487.9321,2387.7380,2398.6887,11000451200.0000,119479016000.0000,-64.0066,-2.5990,1.000000,1.0523
2009-09-29,2398.6887,2398.6887,2408.6189,2341.2556,2381.9404,11270556000.0000,116751432000.0000,-16.7483,-0.6982,1.000000,1.0877
2009-09-30,2381.9404,2381.9404,2427.4216,2381.9404,2406.5757,10060255200.0000,109416216000.0000,24.6353,1.0343,1.000000,0.9583
2009-10-09,2406.5757,2406.5757,2524.8850,2406.5757,2524.8125,12960088000.0000,146653120000.0000,118.2368,4.9131,1.000000,1.2363
2009-10-12,2524.8125,2524.8125,2550.8228,2517.9070,2521.8665,13519264000.0000,157156720000.0000,-2.9460,-0.1167,1.000000,1.2882
2009-10-13,2521.8665,2521.8665,2560.0767,2512.7307,2559.8716,12301933600.0000,139856352000.0000,38.0051,1.5070,1.000000,1.1710
2009-10-14,2559.8716,2559.8716,2614.3323,2559.8716,2582.9204,19351553600.0000,219997280000.0000,23.0488,0.9004,1.000000,1.8360
2009-10-15,2582.9204,2582.9204,2619.4512,2577.4705,2590.6694,15287803200.0000,175292896000.0000,7.7490,0.3000,1.000000,1.4596
2009-10-16,2590.6694,2590.6694,2610.6470,2549.6555,2591.2881,14495507200.0000,168641184000.0000,0.6187,0.0239,1.000000,1.3013
2009-10-19,2591.2881,2591.2881,2652.0996,2583.0166,2652.0996,19162040000.0000,229766896000.0000,60.8115,2.3468,1.000000,1.7167
2009-10-20,2652.0996,2652.0996,2691.3518,2652.0996,2691.3518,22339937600.0000,267926896000.0000,39.2522,1.4800,1.000000,2.0003
2009-10-21,2691.3518,2691.3518,2712.4019,2674.1577,2680.6519,21374707200.0000,249934064000.0000,-10.6999,-0.3976,1.000000,1.9157
2009-10-22,2680.6519,2680.6519,2688.8955,2660.1636,2669.2310,17244014400.0000,202097184000.0000,-11.4209,-0.4260,1.000000,1.5438
2009-10-23,2669.2310,2669.2310,2730.1506,2669.2310,2716.1458,22234793600.0000,258279392000.0000,46.9148,1.7576,1.000000,1.9921
2009-10-26,2716.1458,2716.1458,2728.2004,2692.1426,2716.3091,18734649600.0000,221319296000.0000,0.1633,0.0060,1.000000,1.6819
2009-10-27,2716.3091,2716.3091,2716.3091,2644.3188,2644.3188,18240348800.0000,217625936000.0000,-71.9903,-2.6503,1.000000,1.4212
2009-10-28,2644.3188,2644.3188,2658.5024,2605.7732,2656.7363,16235028800.0000,189621712000.0000,12.4175,0.4696,1.000000,1.1894
2009-10-29,2656.7363,2656.7363,2656.7363,2591.0588,2598.5413,17196707200.0000,193647760000.0000,-58.1950,-2.1905,1.000000,1.2502
2009-10-30,2598.5413,2598.5413,2658.7527,2598.5413,2631.8694,16769665600.0000,197290448000.0000,33.3281,1.2826,1.000000,1.2519
2009-11-02,2631.8694,2631.8694,2712.6462,2569.0696,2712.1897,21568569600.0000,256743888000.0000,80.3203,3.0518,1.000000,1.5691
2009-11-03,2712.1897,2712.1897,2752.7434,2712.1897,2747.9316,24570358400.0000,290581536000.0000,35.7419,1.3178,1.000000,1.7940
2009-11-04,2747.9316,2747.9316,2774.6846,2734.2075,2763.1917,24000700800.0000,283571904000.0000,15.2601,0.5553,1.000000,1.7483
2009-11-05,2763.1917,2763.1917,2787.7986,2755.7903,2783.9746,22690457600.0000,256366640000.0000,20.7829,0.7521,1.000000,1.6528
2009-11-06,2783.9746,2783.9746,2810.6204,2783.9744,2792.7505,25836212800.0000,297533440000.0000,8.7759,0.3152,1.000000,1.8856
2009-11-09,2792.7505,2792.7505,2806.2104,2774.6738,2805.3755,22011705600.0000,258237360000.0000,12.6250,0.4521,1.000000,1.5996
2009-11-10,2805.3755,2805.3755,2831.1736,2805.3755,2812.5911,22560505600.0000,268256752000.0000,7.2156,0.2572,1.000000,1.6360
2009-11-11,2812.5911,2812.5911,2820.8457,2786.8669,2812.2412,19886684800.0000,234189968000.0000,-0.3499,-0.0124,1.000000,1.4481
2009-11-12,2812.2412,2812.2412,2838.3906,2805.7126,2814.8062,21666268800.0000,251233632000.0000,2.5650,0.0912,1.000000,1.5724
2009-11-13,2814.8062,2814.8062,2832.9204,2776.2678,2832.8015,22747478400.0000,269273568000.0000,17.9953,0.6393,1.000000,1.6511
2009-11-16,2832.8015,2832.8015,2908.9126,2832.8015,2908.8071,30231328000.0000,366689056000.0000,76.0056,2.6831,1.000000,2.1946
2009-11-17,2908.8071,2908.8071,2928.1479,2906.8640,2916.7578,25546676800.0000,310441632000.0000,7.9507,0.2733,1.000000,1.8661
2009-11-18,2916.7578,2916.7578,2939.4302,2909.6580,2932.8501,24872753600.0000,297410624000.0000,16.0923,0.5517,1.000000,1.8037
2009-11-19,2932.8501,2932.8501,2951.3574,2915.2549,2950.7432,27265750400.0000,322858880000.0000,17.8931,0.6101,1.000000,1.9760
2009-11-20,2950.7432,2950.7432,2965.4714,2918.4939,2944.5063,27577494400.0000,328421856000.0000,-6.2369,-0.2114,1.000000,1.9996
2009-11-23,2944.5063,2944.5063,2976.3118,2944.5063,2976.0454,26534054400.0000,331401568000.0000,31.5391,1.0711,1.000000,1.9195
2009-11-24,2976.0454,2976.0454,2997.6479,2857.7278,2867.0957,38613180800.0000,471815296000.0000,-108.9497,-3.6609,1.000000,2.8019
2009-11-25,2867.0957,2867.0957,2934.5459,2836.6445,2934.5142,29504470400.0000,357463552000.0000,67.4185,2.3515,1.000000,2.1373
2009-11-26,2934.5142,2934.5142,2944.1938,2812.0342,2823.1077,34301068800.0000,420430688000.0000,-111.4065,-3.7964,1.000000,2.4822
2009-11-27,2823.1077,2823.1077,2826.1667,2743.1741,2757.7820,23707105600.0000,285743936000.0000,-65.3257,-2.3140,1.000000,1.7230
2009-11-30,2757.7820,2757.7820,2855.1345,2757.7820,2855.1345,21652361600.0000,267027664000.0000,97.3525,3.5301,1.000000,1.5631
2009-12-01,2855.1345,2855.1345,2904.5427,2841.2935,2901.8079,25629592000.0000,313983008000.0000,46.6734,1.6347,1.000000,1.8471
2009-12-02,2901.8079,2901.8079,2941.7446,2901.8079,2934.1360,27531920000.0000,341360128000.0000,32.3281,1.1141,1.000000,1.9766
2009-12-03,2934.1360,2934.1360,2937.0015,2899.1858,2932.4329,25109035200.0000,316221792000.0000,-1.7031,-0.0580,1.000000,1.8096
2009-12-04,2932.4329,2932.4329,2965.2122,2866.4241,2950.3362,32647219200.0000,410485728000.0000,17.9033,0.6105,1.000000,2.3530
2009-12-07,2950.3362,2950.3362,2973.4929,2942.6318,2972.4902,21327830400.0000,274223392000.0000,22.1540,0.7509,1.000000,1.5322
2009-12-08,2972.4902,2972.4902,2973.6931,2916.9272,2947.2083,21784590400.0000,272963424000.0000,-25.2819,-0.8505,1.000000,1.5610
2009-12-09,2947.2083,2947.2083,2947.2083,2891.4460,2901.2964,18087600000.0000,227580080000.0000,-45.9119,-1.5578,1.000000,1.3010
2009-12-10,2901.2964,2901.2964,2934.7014,2890.6423,2917.0291,15010097600.0000,190948576000.0000,15.7327,0.5423,1.000000,1.0786
2009-12-11,2917.0291,2917.0291,2941.5076,2907.3198,2912.7725,14886363200.0000,185990560000.0000,-4.2566,-0.1459,1.000000,1.0742
2009-12-14,2912.7725,2912.7725,2950.6467,2850.6907,2946.9395,18024345600.0000,225873824000.0000,34.1670,1.1730,1.000000,1.2969
2009-12-15,2946.9395,2946.9395,2954.1465,2926.1453,2931.4055,16326921600.0000,211197600000.0000,-15.5340,-0.5271,1.000000,1.1717
2009-12-16,2931.4055,2931.4055,2949.9814,2904.6563,2912.1089,14731678400.0000,189639376000.0000,-19.2966,-0.6583,1.000000,1.1237
2009-12-17,2912.1089,2912.1089,2926.6426,2839.0273,2841.1541,16142846400.0000,200859104000.0000,-70.9548,-2.4365,1.000000,1.1565
2009-12-18,2841.1541,2841.1541,2841.1541,2770.7000,2774.1475,15768633600.0000,191565056000.0000,-67.0066,-2.3584,1.000000,1.1274
2009-12-21,2774.1475,2774.1475,2787.9209,2753.1897,2787.9209,11438116800.0000,144210000000.0000,13.7734,0.4965,1.000000,0.8164
2009-12-22,2787.9209,2787.9209,2792.9839,2715.5044,2724.9814,13083443200.0000,162838240000.0000,-62.9395,-2.2576,1.000000,0.9348
2009-12-23,2724.9814,2724.9814,2755.1785,2717.0740,2753.5435,12114229600.0000,148710944000.0000,28.5621,1.0482,1.000000,0.8637
2009-12-24,2753.5435,2753.5435,2835.9695,2753.5435,2831.7480,15824566400.0000,203884944000.0000,78.2045,2.8401,1.000000,1.1259
2009-12-25,2831.7480,2831.7480,2841.2341,2813.3303,2828.4138,13248272000.0000,169024480000.0000,-3.3342,-0.1177,1.000000,0.9575
2009-12-28,2828.4138,2828.4138,2876.4028,2828.4138,2871.1904,14423041600.0000,184183728000.0000,42.7766,1.5124,1.000000,1.0226
2009-12-29,2871.1904,2871.1904,2890.7117,2849.5942,2890.7117,14971393600.0000,190852528000.0000,19.5213,0.6799,1.000000,1.1323
2009-12-30,2890.7117,2890.7117,2926.3169,2885.3091,2924.0989,19249249600.0000,248513968000.0000,33.3872,1.1550,1.000000,1.3696
2009-12-31,2924.0989,2924.0989,2941.0769,2910.9590,2939.7869,17173627200.0000,218345648000.0000,15.6880,0.5365,1.000000,1.2195
2010-01-04,2939.7869,2939.7869,2956.2969,2917.8525,2917.8525,16825809600.0000,218434592000.0000,-21.9344,-0.7461,1.000000,1.1935
2010-01-05,2917.8525,2917.8525,2946.1157,2892.7610,2941.4729,19902710400.0000,266704304000.0000,23.6204,0.8095,1.000000,1.4126
2010-01-06,2941.4729,2941.4729,2955.7122,2921.2031,2921.8748,19430168000.0000,261635216000.0000,-19.5981,-0.6663,1.000000,1.3835
2010-01-07,2921.8748,2921.8748,2930.2322,2846.9248,2860.3718,19705929600.0000,260691040000.0000,-61.5030,-2.1049,1.000000,1.4381
2010-01-08,2860.3718,2860.3718,2872.8828,2825.4075,2872.4092,15651548800.0000,203243696000.0000,12.0374,0.4208,1.000000,1.1175
2010-01-11,2872.4092,2872.4092,2956.3193,2865.2175,2879.4717,20738478400.0000,280219840000.0000,7.0625,0.2459,1.000000,1.4518
2010-01-12,2879.4717,2879.4717,2929.6306,2852.7104,2929.6306,21839104000.0000,289211328000.0000,50.1589,1.7419,1.000000,1.5323
2010-01-13,2929.6306,2929.6306,2929.6306,2842.4792,2849.6272,24350361600.0000,322649312000.0000,-80.0034,-2.7308,1.000000,1.7067
2010-01-14,2849.6272,2849.6272,2897.3682,2849.1719,2896.4685,21918868800.0000,289347328000.0000,46.8413,1.6438,1.000000,1.5322
2010-01-15,2896.4685,2896.4685,2920.3992,2884.7261,2909.5247,19527065600.0000,258748928000.0000,13.0562,0.4508,1.000000,1.3644
2010-01-18,2909.5247,2909.5247,2928.5186,2892.0847,2928.5186,21116174400.0000,278507264000.0000,18.9939,0.6528,1.000000,1.4778
2010-01-19,2928.5186,2928.5186,2943.6553,2921.0403,2930.5088,20709748800.0000,272635840000.0000,1.9902,0.0680,1.000000,1.4423
2010-01-20,2930.5088,2930.5088,2936.1753,2831.1655,2834.6848,24940611200.0000,321105152000.0000,-95.8240,-3.2699,1.000000,1.7448
2010-01-21,2834.6848,2834.6848,2862.5864,2814.2578,2848.9463,17458835200.0000,225749424000.0000,14.2615,0.5031,1.000000,1.2223
2010-01-22,2848.9463,2848.9463,2848.9463,2751.9814,2810.1230,20652220800.0000,258909248000.0000,-38.8233,-1.3627,1.000000,1.4449
2010-01-25,2810.1230,2810.1230,2818.9314,2776.7820,2777.9014,12392997600.0000,154918528000.0000,-32.2216,-1.1466,1.000000,0.8648
2010-01-26,2777.9014,2777.9014,2790.8760,2687.5767,2703.8921,14567608000.0000,179568992000.0000,-74.0093,-2.6642,1.000000,1.0191
2010-01-27,2703.8921,2703.8921,2712.8699,2655.7297,2671.9570,11963740800.0000,150314240000.0000,-31.9351,-1.1811,1.000000,0.8341
2010-01-28,2671.9570,2671.9570,2694.4121,2653.1597,2685.3835,11252439200.0000,141800304000.0000,13.4265,0.5025,1.000000,0.8080
2010-01-29,2685.3835,2685.3835,2719.9521,2662.6260,2687.7942,13206940800.0000,166260016000.0000,2.4107,0.0898,1.000000,0.9142
2010-02-01,2687.7942,2687.7942,2687.7942,2621.8450,2649.4207,14298649600.0000,179713200000.0000,-38.3735,-1.4277,1.000000,0.9870
2010-02-02,2649.4207,2649.4207,2692.0640,2638.3318,2640.9209,12958399200.0000,162112128000.0000,-8.4998,-0.3208,1.000000,0.9020
2010-02-03,2640.9209,2640.9209,2699.1272,2591.8953,2699.0854,16235614400.0000,199693296000.0000,58.1645,2.2024,1.000000,1.1296
2010-02-04,2699.0854,2699.0854,2717.7788,2669.8291,2699.5786,16578744000.0000,199075520000.0000,0.4932,0.0183,1.000000,1.1448
2010-02-05,2699.5786,2699.5786,2699.5786,2629.1069,2648.3767,16344084800.0000,193912464000.0000,-51.2019,-1.8967,1.000000,1.1356
2010-02-08,2648.3767,2648.3767,2661.4255,2631.2903,2645.0698,10527968000.0000,127321264000.0000,-3.3069,-0.1249,1.000000,0.7327
2010-02-09,2645.0698,2645.0698,2662.9565,2637.0347,2653.5195,9800287200.0000,114564248000.0000,8.4497,0.3195,1.000000,0.6940
2010-02-10,2653.5195,2653.5195,2686.8813,2653.5195,2686.8813,8964500800.0000,114799912000.0000,33.3618,1.2573,1.000000,0.6247
2010-02-11,2686.8813,2686.8813,2703.8716,2681.2620,2688.6826,8973567200.0000,111333976000.0000,1.8013,0.0670,1.000000,0.6245
2010-02-12,2688.6826,2688.6826,2719.4448,2688.6826,2719.0105,8773130400.0000,112469272000.0000,30.3279,1.1280,1.000000,0.6110
2010-02-22,2719.0105,2719.0105,2728.2300,2705.1401,2707.8972,10664208000.0000,131702216000.0000,-11.1133,-0.4087,1.000000,0.7399
2010-02-23,2707.8972,2707.8972,2707.8972,2651.5166,2695.8149,12609394400.0000,159578000000.0000,-12.0823,-0.4462,1.000000,0.8804
2010-02-24,2695.8149,2695.8149,2737.8621,2670.7107,2737.2981,15432451200.0000,187746288000.0000,41.4832,1.5388,1.000000,1.0656
2010-02-25,2737.2981,2737.2981,2777.7244,2737.2981,2776.0027,19330806400.0000,239793856000.0000,38.7046,1.4140,1.000000,1.3338
2010-02-26,2776.0027,2776.0027,2785.8274,2759.5952,2771.1150,16391800000.0000,205316848000.0000,-4.8877,-0.1761,1.000000,1.1584
2010-03-01,2771.1150,2771.1150,2809.3679,2771.1150,2804.8689,18193804800.0000,229342784000.0000,33.7539,1.2181,1.000000,1.2565
2010-03-02,2804.8689,2804.8689,2815.4883,2785.4248,2796.9819,17840723200.0000,224618640000.0000,-7.8870,-0.2812,1.000000,1.2322
2010-03-03,2796.9819,2796.9819,2819.8503,2785.6099,2819.6604,19329172800.0000,240093200000.0000,22.6785,0.8108,1.000000,1.3341
2010-03-04,2819.6604,2819.6604,2827.2271,2739.7661,2746.6982,21181936000.0000,262259744000.0000,-72.9622,-2.5876,1.000000,1.4601
2010-03-05,2746.6982,2746.6982,2766.5923,2734.1719,2753.2737,14794785600.0000,182916144000.0000,6.5755,0.2394,1.000000,1.0234
2010-03-08,2753.2737,2753.2737,2781.2065,2753.2737,2775.3411,13164101600.0000,163926240000.0000,22.0674,0.8015,1.000000,0.9076
2010-03-09,2775.3411,2775.3411,2802.3535,2753.6565,2790.0388,15142896000.0000,188530944000.0000,14.6977,0.5296,1.000000,1.0395
2010-03-10,2790.0388,2790.0388,2803.2727,2754.8098,2767.6985,13786560000.0000,172725904000.0000,-22.3403,-0.8007,1.000000,0.9496
2010-03-11,2767.6985,2767.6985,2785.8887,2742.5991,2765.7578,12820066400.0000,165809024000.0000,-1.9407,-0.0701,1.000000,0.8822
2010-03-12,2765.7578,2765.7578,2771.4807,2728.2771,2729.1772,11776509600.0000,152676512000.0000,-36.5806,-1.3226,1.000000,0.8134
2010-03-15,2729.1772,2729.1772,2729.6826,2683.5693,2696.2683,10245044000.0000,131642912000.0000,-32.9089,-1.2058,1.000000,0.7060
2010-03-16,2696.2683,2696.2683,2715.3342,2686.1455,2715.1270,9502518400.0000,121040696000.0000,18.8587,0.6994,1.000000,0.6581
2010-03-17,2715.1270,2715.1270,2773.4214,2715.1270,2773.3787,14047635200.0000,180138928000.0000,58.2517,2.1455,1.000000,0.9666
2010-03-18,2773.3787,2773.3787,2787.8792,2759.5574,2770.2295,14706574400.0000,187813280000.0000,-3.1492,-0.1136,1.000000,1.0190
2010-03-19,2770.2295,2770.2295,2792.1641,2757.8528,2790.5957,14277960000.0000,180872128000.0000,20.3662,0.7352,1.000000,0.9991
2010-03-22,2790.5957,2790.5957,2804.8171,2785.4736,2799.6973,15472958400.0000,194595888000.0000,9.1016,0.3262,1.000000,1.0642
2010-03-23,2799.6973,2799.6973,2805.7502,2777.5247,2781.6460,14907499200.0000,190458640000.0000,-18.0513,-0.6448,1.000000,1.0284
2010-03-24,2781.6460,2781.6460,2801.7432,2781.6460,2789.1377,14886147200.0000,193983952000.0000,7.4917,0.2693,1.000000,1.0242
2010-03-25,2789.1377,2789.1377,2789.1377,2748.2593,2754.7568,15178710400.0000,198136656000.0000,-34.3809,-1.2327,1.000000,1.0424
2010-03-26,2754.7568,2754.7568,2799.6487,2745.7178,2792.1946,14386016000.0000,185503456000.0000,37.4378,1.3590,1.000000,0.9908
2010-03-29,2792.1946,2792.1946,2849.4189,2792.1946,2847.2852,19141982400.0000,248415504000.0000,55.0906,1.9730,1.000000,1.3319
2010-03-30,2847.2852,2847.2852,2858.5315,2838.7441,2854.9307,15982385600.0000,215668240000.0000,7.6455,0.2685,1.000000,1.0952
2010-03-31,2854.9307,2854.9307,2854.9307,2834.5227,2841.9175,16021595200.0000,215866896000.0000,-13.0132,-0.4558,1.000000,1.1055
2010-04-01,2841.9175,2841.9175,2879.2358,2841.9175,2879.1970,20506624000.0000,276144320000.0000,37.2795,1.3118,1.000000,1.4039
2010-04-02,2879.1970,2879.1970,2889.3252,2873.3411,2888.1436,19905812800.0000,263594128000.0000,8.9466,0.3107,1.000000,1.3632
2010-04-06,2888.1436,2888.1436,2903.7920,2872.4480,2887.6794,19044454400.0000,256034608000.0000,-0.4642,-0.0161,1.000000,1.2976
2010-04-07,2887.6794,2887.6794,2890.9814,2866.0415,2882.0188,16913438400.0000,232023392000.0000,-5.6606,-0.1960,1.000000,1.1558
2010-04-08,2882.0188,2882.0188,2882.0188,2851.6331,2859.2031,18730446400.0000,259410464000.0000,-22.8157,-0.7917,1.000000,1.2782
2010-04-09,2859.2031,2859.2031,2888.7075,2856.6162,2888.3198,17324358400.0000,241295456000.0000,29.1167,1.0184,1.000000,1.1902
2010-04-12,2888.3198,2888.3198,2898.7944,2860.5205,2877.9897,22721081600.0000,315876032000.0000,-10.3301,-0.3577,1.000000,1.5440
2010-04-13,2877.9897,2877.9897,2908.3459,2834.6711,2891.6836,23915862400.0000,339650592000.0000,13.6939,0.4758,1.000000,1.6282
2010-04-14,2891.6836,2891.6836,2904.4917,2879.1826,2903.6780,17941062400.0000,249993440000.0000,11.9944,0.4148,1.000000,1.2208
2010-04-15,2903.6780,2903.6780,2910.8601,2865.5354,2890.3345,18150273600.0000,251187216000.0000,-13.3435,-0.4595,1.000000,1.2307
2010-04-16,2890.3345,2890.3345,2890.3345,2854.9753,2865.4258,13820180800.0000,188030976000.0000,-24.9087,-0.8618,1.000000,0.9374
2010-04-19,2865.4258,2833.5520,2865.4260,2727.5449,2729.0161,21134227200.0000,275526144000.0000,-136.4097,-4.7605,1.000000,1.4318
2010-04-20,2729.0161,2727.5388,2732.3962,2693.3955,2732.1860,17386107200.0000,229254912000.0000,3.1699,0.1162,1.000000,1.1753
2010-04-21,2732.1860,2736.2761,2791.6367,2731.3667,2790.0979,19699228800.0000,267570208000.0000,57.9119,2.1196,1.000000,1.3403
2010-04-22,2790.0979,2780.6946,2791.0610,2745.3364,2769.5701,20463214400.0000,282747680000.0000,-20.5278,-0.7357,1.000000,1.3852
2010-04-23,2769.5701,2764.4404,2785.4407,2738.4421,2753.2810,17854356800.0000,252814528000.0000,-16.2891,-0.5881,1.000000,1.2109
2010-04-26,2753.2810,2755.3215,2763.9055,2736.9170,2741.5742,15282516800.0000,217178624000.0000,-11.7068,-0.4252,1.000000,1.0335
2010-04-27,2741.5742,2733.5500,2741.5742,2643.7976,2685.8318,17735526400.0000,233990544000.0000,-55.7424,-2.0332,1.000000,1.2016
2010-04-28,2685.8318,2658.5115,2694.9050,2643.8127,2675.7263,13657656000.0000,186508112000.0000,-10.1055,-0.3763,1.000000,0.9142
2010-04-29,2675.7263,2686.6770,2702.4282,2635.8384,2636.4863,14770115200.0000,200054672000.0000,-39.2400,-1.4665,1.000000,0.9835
2010-04-30,2636.4863,2632.8809,2638.6699,2578.5637,2623.2981,14496518400.0000,186507808000.0000,-13.1882,-0.5002,1.000000,0.9665
2010-05-04,2623.2981,2575.0129,2623.2981,2563.8772,2595.6350,10804876000.0000,139987568000.0000,-27.6631,-1.0545,1.000000,0.7156
2010-05-05,2595.6350,2567.5793,2626.7029,2543.9700,2626.0454,14993808000.0000,194238208000.0000,30.4104,1.1716,1.000000,0.9880
2010-05-06,2626.0454,2612.7981,2626.0454,2523.5847,2525.6462,14965539200.0000,198234432000.0000,-100.3992,-3.8232,1.000000,0.9928
2010-05-07,2525.6462,2472.8982,2525.6462,2458.1682,2480.2161,14600316800.0000,189922576000.0000,-45.4301,-1.7988,1.000000,0.9617
2010-05-10,2480.2161,2481.1675,2501.0957,2429.3469,2479.5588,13317662400.0000,168480208000.0000,-0.6573,-0.0265,1.000000,0.8745
2010-05-11,2479.5588,2524.2683,2530.2354,2418.4993,2426.5657,13996380800.0000,174087328000.0000,-52.9931,-2.1372,1.000000,0.9235
2010-05-12,2426.5657,2406.8494,2444.8115,2379.2817,2425.7080,12985708800.0000,153366672000.0000,-0.8577,-0.0353,1.000000,0.8534
2010-05-13,2425.7080,2424.0994,2482.4351,2414.1785,2482.4351,13132136800.0000,153737248000.0000,56.7271,2.3386,1.000000,0.8629
2010-05-14,2482.4351,2466.0178,2489.7705,2452.8359,2474.2952,11767971200.0000,143219456000.0000,-8.1399,-0.3279,1.000000,0.7732
2010-05-17,2474.2952,2441.5959,2474.2952,2341.6084,2342.5325,12908335200.0000,147800688000.0000,-131.7627,-5.3253,1.000000,0.8406
2010-05-18,2342.5325,2336.9644,2383.4556,2309.6848,2376.4202,13337641600.0000,146575104000.0000,33.8877,1.4466,1.000000,0.8711
2010-05-19,2376.4202,2363.2561,2408.3831,2340.4355,2373.8977,11724785600.0000,139273664000.0000,-2.5225,-0.1061,1.000000,0.7608
2010-05-20,2373.8977,2356.2456,2399.9900,2338.3223,2342.7744,10964583200.0000,129793872000.0000,-31.1233,-1.3111,1.000000,0.7112
2010-05-21,2342.7744,2284.1797,2379.6267,2275.4631,2379.2729,13746382400.0000,156610720000.0000,36.4985,1.5579,1.000000,0.8888
2010-05-24,2379.2729,2395.1714,2472.7085,2379.2729,2467.0898,18493654400.0000,220189904000.0000,87.8169,3.6909,1.000000,1.1963
2010-05-25,2467.0898,2449.5908,2467.0898,2410.5586,2425.8643,15234040000.0000,181746304000.0000,-41.2255,-1.6710,1.000000,0.9899
2010-05-26,2425.8643,2423.3110,2446.7361,2412.1606,2429.6675,11370433600.0000,137695936000.0000,3.8032,0.1568,1.000000,0.7391
2010-05-27,2429.6675,2425.2908,2471.1077,2396.2764,2465.9141,14486105600.0000,174741920000.0000,36.2466,1.4918,1.000000,0.9384
2010-05-28,2465.9141,2487.8826,2493.6372,2451.9666,2466.4604,14631462400.0000,181142400000.0000,0.5463,0.0222,1.000000,0.9521
2010-05-31,2466.4604,2456.8860,2475.8367,2405.1763,2405.4834,13326928000.0000,163737168000.0000,-60.9770,-2.4722,1.000000,0.8637
2010-06-01,2405.4834,2387.5833,2406.1797,2342.6201,2377.6880,12528870400.0000,148376784000.0000,-27.7954,-1.1555,1.000000,0.8167
2010-06-02,2377.6880,2358.1907,2386.1206,2335.2080,2386.0808,10713064800.0000,127150632000.0000,8.3928,0.3530,1.000000,0.6939
2010-06-03,2386.0808,2395.7861,2414.7415,2371.1785,2371.7124,11883180000.0000,144720512000.0000,-14.3684,-0.6022,1.000000,0.7775
2010-06-04,2371.7124,2359.4954,2383.0095,2353.0603,2379.9822,9934505600.0000,120356912000.0000,8.2698,0.3487,1.000000,0.6434
2010-06-07,2379.9822,2335.8796,2379.9822,2324.6743,2346.9521,11383563200.0000,142563856000.0000,-33.0301,-1.3878,1.000000,0.7376
2010-06-08,2346.9521,2344.7725,2368.4063,2328.2651,2351.7310,10991511200.0000,138596128000.0000,4.7789,0.2036,1.000000,0.7174
2010-06-09,2351.7310,2361.9431,2423.4861,2343.1243,2418.7344,16072681600.0000,193337472000.0000,67.0034,2.8491,1.000000,1.0378
2010-06-10,2418.7344,2398.1780,2421.1787,2392.4419,2400.9795,13914046400.0000,163552800000.0000,-17.7549,-0.7341,1.000000,0.9016
2010-06-11,2400.9795,2412.5354,2423.6357,2400.9795,2403.2544,12112552000.0000,151714704000.0000,2.2749,0.0947,1.000000,0.7763
2010-06-17,2403.2544,2419.4893,2425.9771,2389.2363,2389.9202,9859212000.0000,127540640000.0000,-13.3342,-0.5548,1.000000,0.6298
