,沪深300,,,,,,,,,,
,000300.SH,,,,,,,,,,
日期,前收盘价,开盘价,最高价,最低价,收盘价,成交量,成交额,涨跌,涨跌幅,复权因子,换手率
Date,pre_close,open,high,low,close,volume,amt,chg,pct_chg,adjfactor,turn
2009-06-10,2960.5560,2972.4230,2995.6990,2966.5850,2989.5950,10179003900.0000,116455490983.0000,29.0390,0.9809,1.000000,2.1120
2009-06-11,2989.5950,2982.9690,3000.8570,2951.2730,2961.6290,8711599700.0000,101890292029.0000,-27.9660,-0.9354,1.000000,1.8054
2009-06-12,2961.6290,2955.5690,2976.8640,2883.3180,2906.2860,8006706700.0000,92135559576.0000,-55.3430,-1.8687,1.000000,1.6591
2009-06-15,2906.2860,2911.4230,2967.0990,2898.0670,2966.1920,7435209000.0000,92689634822.0000,59.9060,2.0613,1.000000,1.5398
2009-06-16,2966.1920,2936.5080,2979.4130,2929.0410,2961.2200,7017924200.0000,89928387200.0000,-4.9720,-0.1676,1.000000,1.4533
2009-06-17,2961.2200,2957.5760,3017.4090,2930.4940,3010.5880,7729311800.0000,99945527361.0000,49.3680,1.6672,1.000000,1.5985
2009-06-18,3010.5880,3014.4370,3061.7470,3014.4370,3057.4280,9628131600.0000,122777117707.0000,46.8400,1.5558,1.000000,1.9912
2009-06-19,3057.4280,3061.9030,3086.7200,3047.2700,3080.0010,10251806900.0000,119434478996.0000,22.5730,0.7383,1.000000,2.1167
2009-06-22,3080.0010,3106.3870,3116.1550,3072.5340,3082.5630,10395258300.0000,122685100457.0000,2.5620,0.0832,1.000000,2.1455
2009-06-23,3082.5630,3036.4040,3128.5270,3028.4540,3083.8950,11150673400.0000,127094783710.0000,1.3320,0.0432,1.000000,2.2990
2009-06-24,3083.8950,3079.4950,3121.2070,3068.2420,3120.7300,10942431300.0000,132431167614.0000,36.8350,1.1944,1.000000,2.2561
2009-06-25,3120.7300,3125.6620,3141.1660,3103.8710,3117.9210,8280688700.0000,107706587875.0000,-2.8090,-0.0900,1.000000,1.7057
2009-06-26,3117.9210,3126.2280,3137.0820,3109.3160,3128.4210,7050090800.0000,88663497082.0000,10.5000,0.3368,1.000000,1.4521
2009-06-29,3128.4210,3132.1130,3182.4150,3122.1640,3179.9720,8499707500.0000,107539211987.0000,51.5510,1.6478,1.000000,1.7465
2009-06-30,3179.9720,3191.6410,3195.7160,3159.6260,3166.4740,8678234700.0000,118926140375.0000,-13.4980,-0.4245,1.000000,1.7810
2009-07-01,3166.4740,3153.5370,3238.7920,3150.6540,3237.9030,9695056500.0000,129830699673.0000,71.4290,2.2558,1.000000,2.0160
2009-07-02,3237.9030,3248.2040,3285.0930,3247.5730,3282.3590,11298929400.0000,152594570796.0000,44.4560,1.3730,1.000000,2.3485
2009-07-03,3282.3590,3254.9300,3327.6690,3249.1100,3327.1350,10573259200.0000,142531351824.0000,44.7760,1.3641,1.000000,2.1975
2009-07-06,3327.1350,3333.0960,3378.0550,3333.0960,3374.7530,13526404900.0000,175857353189.0000,47.6180,1.4312,1.000000,2.0611
2009-07-07,3374.7530,3368.3300,3393.2240,3327.3540,3340.4930,12960079900.0000,160450593377.0000,-34.2600,-1.0152,1.000000,1.9748
2009-07-08,3340.4930,3306.4280,3368.0660,3261.3200,3352.2690,11386759200.0000,147303052306.0000,11.7760,0.3525,1.000000,1.7346
2009-07-09,3352.2690,3348.2210,3396.4830,3334.6800,3396.3040,11308152300.0000,148249544332.0000,44.0350,1.3136,1.000000,1.7220
2009-07-10,3396.3040,3398.9110,3428.0290,3375.9650,3398.3100,10617491200.0000,140745850321.0000,2.0060,0.0591,1.000000,1.6166
2009-07-13,3398.3100,3382.5740,3403.7400,3358.5180,3361.0110,9961965100.0000,132301021218.0000,-37.2990,-1.0976,1.000000,1.5168
2009-07-14,3361.0110,3375.8730,3454.7530,3375.8730,3454.7530,10752042500.0000,143258163937.0000,93.7420,2.7891,1.000000,1.6354
2009-07-15,3454.7530,3467.1320,3497.5080,3467.1320,3493.3050,13348300200.0000,176773125049.0000,38.5520,1.1159,1.000000,2.0285
2009-07-16,3493.3050,3516.7780,3543.0190,3489.5620,3501.2400,12931332900.0000,178974318282.0000,7.9350,0.2271,1.000000,1.9651
2009-07-17,3501.2400,3499.5100,3527.4650,3482.8710,3519.8090,10654970400.0000,146140273258.0000,18.5690,0.5304,1.000000,1.6192
2009-07-20,3519.8090,3532.5190,3594.8720,3515.5340,3591.1230,13646853900.0000,189689538401.0000,71.3140,2.0261,1.000000,2.0735
2009-07-21,3591.1230,3603.4020,3610.3260,3533.1620,3539.8320,13060096100.0000,184934839282.0000,-51.2910,-1.4283,1.000000,1.9843
2009-07-22,3539.8320,3532.6320,3607.3710,3532.3840,3606.9240,11523854600.0000,168877710757.0000,67.0920,1.8953,1.000000,1.7509
2009-07-23,3606.9240,3613.5980,3653.8370,3596.3640,3651.9690,11638160900.0000,160980372868.0000,45.0450,1.2488,1.000000,1.7664
2009-07-24,3651.9690,3672.2060,3687.4930,3591.8800,3667.5560,12797935200.0000,182205122628.0000,15.5870,0.4268,1.000000,1.9420
2009-07-27,3667.5560,3680.1500,3744.2420,3669.5080,3743.6260,13880804000.0000,200824101964.0000,76.0700,2.0741,1.000000,2.1054
2009-07-28,3743.6260,3745.5490,3756.7820,3705.0450,3755.8180,14626788500.0000,210479421884.0000,12.1920,0.3257,1.000000,2.2186
2009-07-29,3755.8180,3741.7840,3765.5900,3453.6410,3558.5080,16740612600.0000,226560268677.0000,-197.3100,-5.2534,1.000000,2.5332
2009-07-30,3558.5080,3587.0470,3656.9220,3511.2910,3634.8180,13496887900.0000,185493784271.0000,76.3100,2.1444,1.000000,2.0424
2009-07-31,3634.8180,3670.1910,3735.8040,3635.5480,3734.6220,13223983400.0000,184431882907.0000,99.8040,2.7458,1.000000,1.9964
2009-08-03,3734.6220,3754.2180,3789.9350,3716.5730,3787.0330,13641589900.0000,198440898510.0000,52.4110,1.4034,1.000000,2.0304
2009-08-04,3787.0330,3803.0610,3803.0610,3712.4310,3786.6150,14103573900.0000,205134118106.0000,-0.4180,-0.0110,1.000000,2.0992
2009-08-05,3786.6150,3781.4010,3789.1270,3691.9760,3740.9360,13344445300.0000,194012131121.0000,-45.6790,-1.2063,1.000000,1.9862
2009-08-06,3740.9360,3707.9070,3739.5780,3602.5750,3663.1200,11810152500.0000,178406415790.0000,-77.8160,-2.0801,1.000000,1.7495
2009-08-07,3663.1200,3655.4620,3686.5430,3539.6970,3555.0950,10057575100.0000,148656081457.0000,-108.0250,-2.9490,1.000000,1.4899
2009-08-10,3555.0950,3589.7160,3613.4570,3485.3640,3544.5390,8487068100.0000,126564928658.0000,-10.5560,-0.2969,1.000000,1.2552
2009-08-11,3544.5390,3558.6450,3569.1500,3509.7170,3556.3750,6449719700.0000,95318920590.0000,11.8360,0.3339,1.000000,0.9539
2009-08-12,3556.3750,3546.5000,3546.5000,3390.3610,3397.4000,9253538600.0000,131867958961.0000,-158.9750,-4.4701,1.000000,1.3682
2009-08-13,3397.4000,3398.8890,3448.8620,3338.8480,3440.8200,8708180000.0000,123584066605.0000,43.4200,1.2780,1.000000,1.2876
2009-08-14,3440.8200,3437.9510,3454.9450,3334.7290,3344.4620,8824862700.0000,126573245767.0000,-96.3580,-2.8004,1.000000,1.3048
2009-08-17,3344.4620,3283.4360,3319.8040,3137.4770,3140.2710,9172390200.0000,121242721313.0000,-204.1910,-6.1053,1.000000,1.3546
2009-08-18,3140.2710,3110.7080,3186.8150,3083.2030,3171.9860,7734303500.0000,100691271214.0000,31.7150,1.0099,1.000000,1.1318
2009-08-19,3171.9860,3178.2810,3183.0070,2982.2220,3014.5680,8160402000.0000,104778744883.0000,-157.4180,-4.9628,1.000000,1.1939
2009-08-20,3014.5680,3021.2510,3146.5680,3021.2510,3144.3900,7951921600.0000,107656322586.0000,129.8220,4.3065,1.000000,1.1634
2009-08-21,3144.3900,3135.3730,3221.1660,3113.7040,3203.6240,8661680500.0000,113910783483.0000,59.2340,1.8838,1.000000,1.2672
2009-08-24,3203.6240,3222.3970,3241.5240,3178.8560,3229.6000,8041406800.0000,110907923668.0000,25.9760,0.8108,1.000000,1.1743
2009-08-25,3229.6000,3210.8510,3210.8510,3019.1190,3109.8300,9753013900.0000,128446120873.0000,-119.7700,-3.7085,1.000000,1.4243
2009-08-26,3109.8300,3082.6800,3203.7860,3065.4630,3172.3860,8203640400.0000,109792468845.0000,62.5560,2.0116,1.000000,1.1980
2009-08-27,3172.3860,3149.5660,3212.2700,3116.8940,3156.3010,8012520100.0000,103604608420.0000,-16.0850,-0.5070,1.000000,1.1701
2009-08-28,3156.3010,3152.0370,3168.1910,3030.7310,3046.7810,8401794600.0000,108787276883.0000,-109.5200,-3.4699,1.000000,1.2267
2009-08-31,3046.7810,3003.5430,3003.5430,2825.7670,2830.2710,8451731100.0000,105568316049.0000,-216.5100,-7.1062,1.000000,1.2316
2009-09-01,2830.2710,2804.5840,2901.2770,2795.4860,2843.7000,7053530600.0000,87743214169.0000,13.4290,0.4745,1.000000,1.0279
2009-09-02,2843.7000,2824.6410,2904.7860,2813.6180,2890.9260,6084338600.0000,76293192942.0000,47.2260,1.6607,1.000000,0.8866
2009-09-03,2890.9260,2898.4490,3059.9870,2892.6490,3051.9640,9315744700.0000,118821388280.0000,161.0380,5.5705,1.000000,1.3575
2009-09-04,3051.9640,3055.3470,3099.3850,3038.9900,3077.1420,8698471500.0000,116181665634.0000,25.1780,0.8250,1.000000,1.2669
2009-09-07,3077.1420,3097.7890,3153.2270,3078.1260,3104.2080,8279074000.0000,113813192654.0000,27.0660,0.8796,1.000000,1.2054
2009-09-08,3104.2080,3084.1990,3170.9670,3047.3000,3170.9670,8396563400.0000,117969333590.0000,66.7590,2.1506,1.000000,1.2225
2009-09-09,3170.9670,3188.3110,3207.3880,3143.7390,3194.9090,9119115500.0000,131813702373.0000,23.9420,0.7550,1.000000,1.3277
2009-09-10,3194.9090,3179.1870,3204.1240,3150.1720,3162.9140,6656600700.0000,91467422572.0000,-31.9950,-1.0014,1.000000,0.9692
2009-09-11,3162.9140,3152.8150,3253.4520,3152.6890,3238.1330,8068966000.0000,108989361370.0000,75.2190,2.3782,1.000000,1.1748
2009-09-14,3238.1330,3248.3480,3298.9050,3240.5340,3293.3940,8739388300.0000,117064809248.0000,55.2610,1.7066,1.000000,1.2652
2009-09-15,3293.3940,3298.8100,3325.7430,3264.9490,3302.6420,8709217700.0000,116411498836.0000,9.2480,0.2808,1.000000,1.2573
2009-09-16,3302.6420,3290.3870,3296.9400,3212.4450,3258.2360,8824448100.0000,123641482344.0000,-44.4060,-1.3446,1.000000,1.2739
2009-09-17,3258.2360,3274.5820,3329.1160,3274.5820,3320.0960,9133340400.0000,125325999692.0000,61.8600,1.8986,1.000000,1.3185
2009-09-18,3320.0960,3325.0610,3330.4320,3170.9620,3199.6890,10048840400.0000,131631978332.0000,-120.4070,-3.6266,1.000000,1.4507
2009-09-21,3199.6890,3163.5120,3210.6430,3090.6070,3208.6040,7280197400.0000,99685177047.0000,8.9150,0.2786,1.000000,1.0505
2009-09-22,3208.6040,3196.0090,3237.2170,3131.0160,3131.0260,7342510100.0000,101633736512.0000,-77.5780,-2.4178,1.000000,1.0594
2009-09-23,3131.0260,3130.1420,3159.1730,3041.4150,3060.0690,6601371600.0000,89049563859.0000,-70.9570,-2.2663,1.000000,0.9514
2009-09-24,3060.0690,3041.8200,3122.0550,2989.2360,3080.9260,6515210200.0000,86891307312.0000,20.8570,0.6816,1.000000,0.9390
2009-09-25,3080.9260,3057.1060,3090.0690,3028.4070,3058.5280,4582049200.0000,60733021040.0000,-22.3980,-0.7270,1.000000,0.6604
2009-09-28,3058.5280,3066.3680,3088.0810,2959.7440,2972.6430,4191835200.0000,54593201741.0000,-85.8850,-2.8081,1.000000,0.6039
2009-09-29,2972.6430,2975.5310,2998.5500,2923.9260,2972.2860,4593235200.0000,56674417416.0000,-0.3570,-0.0120,1.000000,0.6601
2009-09-30,2972.2860,2992.9800,3033.7380,2988.2920,3004.8050,4218452400.0000,54803607410.0000,32.5190,1.0941,1.000000,0.6062
2009-10-09,3004.8050,3078.7530,3164.0310,3071.2700,3163.7080,5687104000.0000,76061663011.0000,158.9030,5.2883,1.000000,0.8173
2009-10-12,3163.7080,3181.5810,3193.5900,3151.2560,3151.6320,5896196000.0000,81562328647.0000,-12.0760,-0.3817,1.000000,0.8472
2009-10-13,3151.6320,3144.0220,3199.9210,3140.4980,3198.5170,5071370400.0000,68577125621.0000,46.8850,1.4876,1.000000,0.7286
2009-10-14,3198.5170,3209.0650,3276.5530,3204.3140,3227.3990,8097812000.0000,111183227114.0000,28.8820,0.9030,1.000000,1.1634
2009-10-15,3227.3990,3258.5460,3287.6280,3227.0880,3239.6430,6056201000.0000,85391959068.0000,12.2440,0.3794,1.000000,0.8700
2009-10-16,3239.6430,3250.1020,3268.4250,3188.4340,3241.7090,5563625500.0000,78892050311.0000,2.0660,0.0638,1.000000,0.7376
2009-10-19,3241.7090,3238.8480,3330.7890,3231.8070,3329.1580,7768314300.0000,113841454115.0000,87.4490,2.6976,1.000000,1.0271
2009-10-20,3329.1580,3355.3580,3379.6300,3343.0180,3377.5740,8942627800.0000,128508372174.0000,48.4160,1.4543,1.000000,1.1824
2009-10-21,3377.5740,3375.0270,3414.6570,3358.5500,3369.2850,8348894000.0000,117445160682.0000,-8.2890,-0.2454,1.000000,1.1038
2009-10-22,3369.2850,3364.1450,3381.1450,3341.4150,3347.3200,6093658300.0000,87978516122.0000,-21.9650,-0.6519,1.000000,0.8057
2009-10-23,3347.3200,3354.9840,3436.3910,3354.9840,3413.2520,8672542900.0000,120908995107.0000,65.9320,1.9697,1.000000,1.1466
2009-10-26,3413.2520,3421.6960,3432.8950,3385.4400,3414.2390,6844252400.0000,97800974844.0000,0.9870,0.0289,1.000000,0.9049
2009-10-27,3414.2390,3384.2940,3392.1020,3314.3230,3314.7220,7420955100.0000,105228807264.0000,-99.5170,-2.9148,1.000000,0.7376
2009-10-28,3314.7220,3303.7730,3337.1670,3258.2740,3329.3270,6259484900.0000,86228533019.0000,14.6050,0.4406,1.000000,0.6221
2009-10-29,3329.3270,3265.1860,3291.1800,3239.0050,3247.0510,6130535400.0000,84414939041.0000,-82.2760,-2.4713,1.000000,0.6090
2009-10-30,3247.0510,3305.3760,3329.5400,3276.3180,3280.3720,6064706200.0000,84226415461.0000,33.3210,1.0262,1.000000,0.6025
2009-11-02,3280.3720,3205.8350,3394.7240,3198.3090,3392.8030,8198115800.0000,110679455347.0000,112.4310,3.4274,1.000000,0.8145
2009-11-03,3392.8030,3402.5280,3447.4810,3397.2550,3435.4250,8379109800.0000,115935434869.0000,42.6220,1.2562,1.000000,0.8324
2009-11-04,3435.4250,3443.5170,3476.3400,3415.2160,3453.8880,8606527300.0000,117780698755.0000,18.4630,0.5374,1.000000,0.8550
2009-11-05,3453.8880,3458.8650,3471.8300,3432.2600,3464.3180,8064778400.0000,103539079575.0000,10.4300,0.3020,1.000000,0.8012
2009-11-06,3464.3180,3491.0750,3506.0270,3474.3640,3483.0210,9219031500.0000,124138421517.0000,18.7030,0.5399,1.000000,0.9159
2009-11-09,3483.0210,3487.1070,3495.8870,3452.6140,3495.7880,7805090400.0000,108916000934.0000,12.7670,0.3666,1.000000,0.7754
2009-11-10,3495.7880,3520.3950,3532.1860,3501.4990,3503.7760,8430098700.0000,116073645890.0000,7.9880,0.2285,1.000000,0.8375
2009-11-11,3503.7760,3500.5860,3514.8290,3468.8590,3495.6740,7262632100.0000,100494402438.0000,-8.1020,-0.2312,1.000000,0.7214
2009-11-12,3495.6740,3506.9520,3529.0610,3487.6800,3499.9920,7996266100.0000,106569499622.0000,4.3180,0.1235,1.000000,0.7941
2009-11-13,3499.9920,3489.5380,3518.8940,3445.3600,3518.7220,9121017100.0000,122356578945.0000,18.7300,0.5351,1.000000,0.9043
2009-11-16,3518.7220,3541.0530,3625.8870,3541.0530,3625.7980,12315732300.0000,170544813035.0000,107.0760,3.0430,1.000000,1.2209
2009-11-17,3625.7980,3644.9620,3649.4220,3619.9860,3628.3540,9739136800.0000,135058674684.0000,2.5560,0.0705,1.000000,0.9650
2009-11-18,3628.3540,3633.8510,3652.8090,3612.7940,3630.2290,8922628300.0000,119034890321.0000,1.8750,0.0517,1.000000,0.8841
2009-11-19,3630.2290,3638.0730,3653.8990,3604.6120,3642.4370,9494009500.0000,125514316335.0000,12.2080,0.3363,1.000000,0.9407
2009-11-20,3642.4370,3630.5760,3658.2140,3597.3060,3631.0130,9475075100.0000,127585253384.0000,-11.4240,-0.3136,1.000000,0.9389
2009-11-23,3631.0130,3636.5290,3666.2700,3628.1950,3665.5090,9399094100.0000,135750450821.0000,34.4960,0.9500,1.000000,0.9313
2009-11-24,3665.5090,3680.7460,3698.1290,3538.8580,3548.0800,14756682200.0000,203721992217.0000,-117.4290,-3.2036,1.000000,1.4621
2009-11-25,3548.0800,3541.5120,3630.3010,3508.0570,3629.6290,11460232900.0000,157030857712.0000,81.5490,2.2984,1.000000,1.1352
2009-11-26,3629.6290,3635.7900,3646.6070,3472.9480,3485.7730,12788237900.0000,180809383854.0000,-143.8560,-3.9634,1.000000,1.2668
