,沪深300,,,,,,,,,,
,000300.SH,,,,,,,,,,
日期,前收盘价,开盘价,最高价,最低价,收盘价,成交量,成交额,涨跌,涨跌幅,复权因子,换手率
Date,pre_close,open,high,low,close,volume,amt,chg,pct_chg,adjfactor,turn
2018-08-31,3351.0942,3333.3801,3356.5757,3310.8726,3334.5036,7620563000.0000,96091892858.0000,-16.5906,-0.4951,1.000000,0.2823
2018-09-03,3334.5036,3320.6898,3325.6070,3291.7842,3321.8248,6642985500.0000,81305681453.0000,-12.6788,-0.3802,1.000000,0.2461
2018-09-04,3321.8248,3324.1860,3370.9630,3307.9585,3363.8984,6708880700.0000,85892034874.0000,42.0736,1.2666,1.000000,0.2485
2018-09-05,3363.8984,3349.6983,3354.1991,3298.1412,3298.1412,6430188800.0000,80656675217.0000,-65.7572,-1.9548,1.000000,0.2382
2018-09-06,3298.1412,3286.6645,3311.4973,3253.7552,3262.8808,6230028800.0000,79373138216.0000,-35.2604,-1.0691,1.000000,0.2308
2018-09-07,3262.8808,3273.8906,3316.6149,3253.7250,3277.6438,6394740800.0000,81263439990.0000,14.7630,0.4525,1.000000,0.2369
2018-09-10,3277.6438,3271.3818,3277.8840,3227.8481,3230.0681,6381705100.0000,76175580337.0000,-47.5757,-1.4515,1.000000,0.2364
2018-09-11,3230.0681,3229.7052,3245.6170,3209.1121,3224.2116,5849130500.0000,67722118923.0000,-5.8565,-0.1813,1.000000,0.2167
2018-09-12,3224.2116,3216.9911,3225.6014,3194.9785,3202.0248,5462789900.0000,68887020056.0000,-22.1868,-0.6881,1.000000,0.2024
2018-09-13,3202.0248,3239.6852,3249.5930,3191.3975,3236.5662,6729032700.0000,85887962113.0000,34.5414,1.0787,1.000000,0.2493
2018-09-14,3236.5662,3242.8307,3254.1043,3227.9439,3242.0902,6013064000.0000,76481211956.0000,5.5240,0.1707,1.000000,0.2228
2018-09-17,3242.0902,3224.9267,3230.7878,3200.5096,3204.9224,5225954700.0000,60650940908.0000,-37.1678,-1.1464,1.000000,0.1936
2018-09-18,3204.9224,3193.6423,3270.1070,3193.6423,3269.4319,7042503500.0000,83899137593.0000,64.5095,2.0128,1.000000,0.2609
2018-09-19,3269.4319,3261.9970,3335.9913,3258.3097,3312.4823,8917066600.0000,109395423838.0000,43.0504,1.3168,1.000000,0.3303
2018-09-20,3312.4823,3314.8758,3332.3093,3303.0730,3310.1258,6456105700.0000,76660845175.0000,-2.3565,-0.0711,1.000000,0.2391
2018-09-21,3310.1258,3320.6958,3410.4856,3307.7670,3410.4856,10841600500.0000,123573117858.0000,100.3598,3.0319,1.000000,0.4015
2018-09-25,3410.4856,3375.9717,3394.3771,3367.0253,3379.8043,6905469300.0000,82870029933.0000,-30.6813,-0.8996,1.000000,0.2557
2018-09-26,3379.8043,3388.5576,3448.2595,3383.2352,3417.2413,9317334300.0000,119113319089.0000,37.4370,1.1077,1.000000,0.3451
2018-09-27,3417.2413,3415.9532,3423.7100,3394.7320,3403.5902,6976524100.0000,87573300845.0000,-13.6511,-0.3995,1.000000,0.2584
2018-09-28,3403.5902,3409.9598,3444.9884,3404.6973,3438.8649,8437775600.0000,94880274572.0000,35.2747,1.0364,1.000000,0.3122
2018-10-08,3438.8649,3361.5594,3364.4641,3285.2530,3290.8988,9788898900.0000,114164218382.0000,-147.9661,-4.3028,1.000000,0.3621
2018-10-09,3290.8988,3290.1705,3309.7978,3276.1322,3288.6906,6672327400.0000,78372941345.0000,-2.2082,-0.0671,1.000000,0.2468
2018-10-10,3288.6906,3295.4288,3315.7310,3256.5815,3281.5978,6449282800.0000,79166808585.0000,-7.0928,-0.2157,1.000000,0.2386
2018-10-11,3281.5978,3179.5408,3209.5202,3099.0402,3124.1139,12094134200.0000,125723084486.0000,-157.4839,-4.7990,1.000000,0.4474
2018-10-12,3124.1139,3123.3715,3184.1220,3094.9657,3170.7262,9861115100.0000,104423076623.0000,46.6123,1.4920,1.000000,0.3648
2018-10-15,3170.7262,3173.8467,3183.1297,3120.2306,3126.4516,6960502300.0000,77137696800.0000,-44.2746,-1.3964,1.000000,0.2575
2018-10-16,3126.4516,3128.5764,3166.0918,3089.3668,3100.9738,6888772100.0000,75206470956.0000,-25.4778,-0.8149,1.000000,0.2548
2018-10-17,3100.9738,3140.6838,3149.1344,3062.5540,3118.2463,7683713800.0000,86132695913.0000,17.2725,0.5570,1.000000,0.2843
2018-10-18,3118.2463,3097.7903,3097.7903,3043.3817,3044.3918,7377196800.0000,79703731919.0000,-73.8545,-2.3685,1.000000,0.2729
2018-10-19,3044.3918,3017.7488,3137.7475,3009.4983,3134.9455,9883968800.0000,110951369122.0000,90.5537,2.9744,1.000000,0.3656
2018-10-22,3134.9455,3159.5614,3297.3803,3159.5614,3270.2732,14586204500.0000,170651306178.0000,135.3277,4.3167,1.000000,0.5396
2018-10-23,3270.2732,3273.1271,3276.0205,3163.5704,3183.4257,12101324100.0000,142589176815.0000,-86.8475,-2.6557,1.000000,0.4477
2018-10-24,3183.4257,3169.4571,3245.3971,3164.2930,3188.2018,11090974400.0000,120954387288.0000,4.7761,0.1500,1.000000,0.4100
2018-10-25,3188.2018,3107.8402,3197.3212,3099.8887,3194.3084,10695181700.0000,113291746430.0000,6.1066,0.1915,1.000000,0.3953
2018-10-26,3194.3084,3204.2845,3218.1021,3151.9244,3173.6350,10129935400.0000,106070366760.0000,-20.6734,-0.6472,1.000000,0.3744
2018-10-29,3173.6350,3157.4879,3158.8114,3062.5803,3076.8889,9183978900.0000,108479490211.0000,-96.7461,-3.0484,1.000000,0.3393
2018-10-30,3076.8889,3061.9300,3146.6276,3050.7709,3110.2605,11607010100.0000,131767102719.0000,33.3716,1.0846,1.000000,0.4287
2018-10-31,3110.2605,3116.6582,3168.9187,3106.0279,3153.8234,11120745500.0000,117099697836.0000,43.5629,1.4006,1.000000,0.4107
2018-11-01,3153.8234,3185.2020,3217.8034,3173.0992,3177.0338,13265337900.0000,145919304280.0000,23.2104,0.7359,1.000000,0.4899
2018-11-02,3177.0338,3258.6093,3290.2455,3222.4354,3290.2455,15346610400.0000,178340643411.0000,113.2117,3.5634,1.000000,0.5668
2018-11-05,3290.2455,3269.4695,3279.8781,3230.3632,3262.8351,10970668300.0000,123630922689.0000,-27.4104,-0.8331,1.000000,0.4050
2018-11-06,3262.8351,3254.9778,3254.9778,3213.8950,3243.1504,8386913800.0000,91703898055.0000,-19.6847,-0.6033,1.000000,0.3095
2018-11-07,3243.1504,3243.8775,3270.5003,3218.4219,3221.9101,9161552800.0000,101814918975.0000,-21.2403,-0.6549,1.000000,0.3381
2018-11-08,3221.9101,3251.7281,3253.5735,3207.7084,3212.7737,7641454000.0000,85221664741.0000,-9.1364,-0.2836,1.000000,0.2820
2018-11-09,3212.7737,3193.3039,3193.3039,3166.3106,3167.4442,8428276200.0000,88194192202.0000,-45.3295,-1.4109,1.000000,0.3108
2018-11-12,3167.4442,3160.2465,3206.5127,3152.4399,3205.1407,8806239100.0000,97363052032.0000,37.6965,1.1901,1.000000,0.3247
2018-11-13,3205.1407,3164.9222,3254.7684,3161.0979,3237.3823,12649346400.0000,125603047265.0000,32.2416,1.0059,1.000000,0.4663
2018-11-14,3237.3823,3233.6409,3239.2448,3200.2285,3204.9427,11380865900.0000,105386565968.0000,-32.4396,-1.0020,1.000000,0.4196
2018-11-15,3204.9427,3201.2814,3242.3836,3198.7814,3242.3715,9855881000.0000,100119192332.0000,37.4288,1.1678,1.000000,0.3633
2018-11-16,3242.3715,3242.8790,3282.3900,3223.7215,3257.6735,12687683500.0000,135379803919.0000,15.3020,0.4719,1.000000,0.4677
2018-11-19,3257.6735,3258.7919,3294.6031,3251.0665,3294.6031,11595659500.0000,123188777592.0000,36.9296,1.1336,1.000000,0.4275
2018-11-20,3294.6031,3268.0768,3278.7845,3213.6833,3218.4076,10936115400.0000,114155066806.0000,-76.1955,-2.3127,1.000000,0.4032
2018-11-21,3218.4076,3187.1025,3230.2578,3185.2393,3226.4918,8411972600.0000,87813273908.0000,8.0842,0.2512,1.000000,0.3102
2018-11-22,3226.4918,3232.9731,3235.4524,3199.6981,3214.4273,6509829100.0000,70083372615.0000,-12.0645,-0.3739,1.000000,0.2400
2018-11-23,3214.4273,3208.5930,3212.1952,3139.3857,3143.4752,8463825500.0000,86864946184.0000,-70.9521,-2.2073,1.000000,0.3121
2018-11-26,3143.4752,3148.6721,3169.4418,3131.6360,3141.2434,5937914000.0000,61899479599.0000,-2.2318,-0.0710,1.000000,0.2189
2018-11-27,3141.2434,3152.7743,3162.0121,3126.2890,3137.2413,5540783200.0000,61946261110.0000,-4.0021,-0.1274,1.000000,0.2043
2018-11-28,3137.2413,3137.7477,3179.4108,3126.6179,3178.9326,7488195500.0000,77620553113.0000,41.6913,1.3289,1.000000,0.2761
2018-11-29,3178.9326,3198.8259,3204.8565,3137.6542,3137.6542,8049846600.0000,86927611883.0000,-41.2784,-1.2985,1.000000,0.2968
2018-11-30,3137.6542,3136.1962,3175.1540,3132.4230,3172.6900,7092104400.0000,77297697684.0000,35.0358,1.1166,1.000000,0.2615
2018-12-03,3172.6900,3260.6862,3273.6397,3228.3611,3260.9502,12148715700.0000,145828416490.0000,88.2602,2.7819,1.000000,0.4477
2018-12-04,3260.9502,3256.2282,3267.9400,3243.6951,3267.7095,7941503900.0000,90543600274.0000,6.7593,0.2073,1.000000,0.2927
2018-12-05,3267.7095,3224.2556,3266.9039,3219.9785,3252.0041,7615305200.0000,90909093830.0000,-15.7054,-0.4806,1.000000,0.2805
2018-12-06,3252.0041,3218.1130,3223.5219,3179.8948,3181.6730,7632877100.0000,95678883444.0000,-70.3311,-2.1627,1.000000,0.2811
2018-12-07,3181.6730,3187.4919,3193.8191,3176.7061,3181.5646,5336192400.0000,66323970657.0000,-0.1084,-0.0034,1.000000,0.1965
2018-12-10,3181.5646,3153.5228,3170.1523,3134.3845,3144.7631,6343727300.0000,73717204733.0000,-36.8015,-1.1567,1.000000,0.2337
2018-12-11,3144.7631,3148.2256,3161.9557,3143.6072,3159.8158,5322387700.0000,60014969779.0000,15.0527,0.4787,1.000000,0.1960
2018-12-12,3159.8158,3181.5660,3182.2107,3160.2784,3170.6092,5330991400.0000,60536223474.0000,10.7934,0.3416,1.000000,0.1964
2018-12-13,3170.6092,3178.8910,3234.0817,3169.4234,3219.6924,9044275500.0000,103375478637.0000,49.0832,1.5481,1.000000,0.3331
2018-12-14,3219.6924,3207.3481,3210.7221,3165.9109,3165.9109,8430125000.0000,91576900505.0000,-53.7815,-1.6704,1.000000,0.3104
2018-12-17,3165.9109,3158.2844,3167.5125,3134.3653,3161.1966,6649700700.0000,77151490858.0000,-4.7143,-0.1489,1.000000,0.2481
2018-12-18,3161.1966,3139.9493,3165.0018,3114.4684,3128.4265,6382031900.0000,72035451400.0000,-32.7701,-1.0366,1.000000,0.2381
2018-12-19,3128.4265,3133.7416,3137.0099,3086.7579,3091.1255,5552229900.0000,67872922423.0000,-37.3010,-1.1923,1.000000,0.2071
2018-12-20,3091.1255,3083.5441,3097.7202,3044.2929,3067.4169,6974946300.0000,78181426504.0000,-23.7086,-0.7670,1.000000,0.2602
2018-12-21,3067.4169,3055.3258,3057.4007,3007.6096,3029.3951,7675810100.0000,84824064753.0000,-38.0218,-1.2395,1.000000,0.2863
2018-12-24,3029.3951,3015.4974,3040.3524,3007.3292,3038.1981,5729961500.0000,63880740605.0000,8.8030,0.2906,1.000000,0.2137
2018-12-25,3038.1981,3006.8787,3030.1418,2964.8750,3017.2815,7868942500.0000,80413567307.0000,-20.9166,-0.6885,1.000000,0.2935
2018-12-26,3017.2815,3012.8690,3029.0608,2996.4829,3002.0327,5564703200.0000,58574968998.0000,-15.2488,-0.5054,1.000000,0.2075
2018-12-27,3002.0327,3042.9491,3047.2348,2990.5057,2990.5057,8054178500.0000,81159269974.0000,-11.5270,-0.3840,1.000000,0.3004
2018-12-28,2990.5057,2994.7950,3024.3525,2984.8177,3010.6536,7105377900.0000,78145310042.0000,20.1479,0.6737,1.000000,0.2649
2019-01-02,3010.6536,3017.0674,3018.7759,2958.4883,2969.5353,6866302100.0000,76105571278.0000,-41.1183,-1.3658,1.000000,0.2551
2019-01-03,2969.5353,2963.0186,3000.4413,2953.2548,2964.8421,7086710300.0000,76664797393.0000,-4.6932,-0.1580,1.000000,0.2633
2019-01-04,2964.8421,2940.1916,3036.8147,2935.8295,3035.8741,10331897200.0000,107141037088.0000,71.0320,2.3958,1.000000,0.3837
2019-01-07,3035.8741,3055.1535,3061.7490,3035.9123,3054.3030,10116435900.0000,105703940791.0000,18.4289,0.6070,1.000000,0.3755
2019-01-08,3054.3030,3049.8747,3055.5100,3038.5339,3047.7035,8617058500.0000,79628882664.0000,-6.5995,-0.2161,1.000000,0.3199
2019-01-09,3047.7035,3065.2307,3117.9614,3062.8474,3078.4759,10736435000.0000,117129678906.0000,30.7724,1.0097,1.000000,0.3985
2019-01-10,3078.4759,3077.4817,3092.5411,3062.5721,3072.6864,8527175600.0000,90206871737.0000,-5.7895,-0.1881,1.000000,0.3166
2019-01-11,3072.6864,3082.2615,3102.8333,3071.0264,3094.7782,7178642400.0000,77420239579.0000,22.0918,0.7190,1.000000,0.2666
2019-01-14,3094.7782,3092.4984,3097.4064,3064.3827,3067.7845,6612170200.0000,68115969095.0000,-26.9937,-0.8722,1.000000,0.2454
2019-01-15,3067.7845,3071.5185,3129.3708,3064.6705,3127.9904,8877296200.0000,99976891144.0000,60.2059,1.9625,1.000000,0.3295
2019-01-16,3127.9904,3126.1347,3135.0117,3117.2926,3128.6517,8021434100.0000,85781591791.0000,0.6613,0.0211,1.000000,0.2977
2019-01-17,3128.6517,3132.6285,3141.7099,3110.0608,3111.4168,8017487100.0000,82888206986.0000,-17.2349,-0.5509,1.000000,0.2976
2019-01-18,3111.4168,3124.5025,3171.6864,3120.3458,3168.1739,10396383400.0000,106780658491.0000,56.7571,1.8242,1.000000,0.3858
2019-01-21,3168.1739,3170.8773,3199.2134,3170.8773,3185.6364,9391502200.0000,105536986580.0000,17.4625,0.5512,1.000000,0.3485
2019-01-22,3185.6364,3181.9494,3181.9494,3135.3378,3143.3171,7299052800.0000,78150876313.0000,-42.3193,-1.3284,1.000000,0.2709
2019-01-23,3143.3171,3136.0960,3157.6269,3131.8673,3141.0532,5987047800.0000,62669652004.0000,-2.2639,-0.0720,1.000000,0.2222
2019-01-24,3141.0532,3146.6046,3165.6296,3125.3008,3158.7817,7293463600.0000,80963877219.0000,17.7285,0.5644,1.000000,0.2707
2019-01-25,3158.7817,3165.1814,3203.1747,3164.4082,3184.4696,8396772900.0000,93207954748.0000,25.6879,0.8132,1.000000,0.3116
2019-01-28,3184.4696,3203.1189,3228.8678,3174.7243,3183.7777,8262243100.0000,97371496147.0000,-0.6919,-0.0217,1.000000,0.3066
2019-01-29,3183.7777,3177.2610,3200.9898,3148.2345,3193.9698,7765833400.0000,85943908590.0000,10.1921,0.3201,1.000000,0.2882
2019-01-30,3193.9698,3181.6551,3202.8960,3167.8934,3168.4829,6374651700.0000,73005123447.0000,-25.4869,-0.7980,1.000000,0.2365
2019-01-31,3168.4829,3182.6987,3216.0673,3178.0105,3201.6331,8624783900.0000,97509924771.0000,33.1502,1.0462,1.000000,0.3198
2019-02-01,3201.6331,3225.7335,3247.4956,3207.7168,3247.3971,8201964100.0000,94766412763.0000,45.7640,1.4294,1.000000,0.3042
2019-02-11,3247.3971,3239.8079,3307.0638,3239.8079,3306.4725,9881843400.0000,114752354821.0000,59.0754,1.8192,1.000000,0.3664
2019-02-12,3306.4725,3306.3523,3335.3606,3298.6337,3330.3353,12223246200.0000,122834101007.0000,23.8628,0.7217,1.000000,0.4533
2019-02-13,3330.3353,3337.7794,3405.5773,3329.1436,3397.0276,16382833200.0000,168866262062.0000,66.6923,2.0026,1.000000,0.6076
2019-02-14,3397.0276,3392.8547,3415.3994,3381.9821,3402.1403,15112729000.0000,138649287971.0000,5.1127,0.1505,1.000000,0.5599
2019-02-15,3402.1403,3391.2420,3395.0294,3335.8705,3338.7047,14366860300.0000,141555060948.0000,-63.4356,-1.8646,1.000000,0.5323
2019-02-18,3338.7047,3366.4230,3445.7448,3366.4230,3445.7448,18288608900.0000,180449742544.0000,107.0401,3.2060,1.000000,0.6769
2019-02-19,3445.7448,3454.7216,3480.7938,3419.0731,3439.6078,17908378500.0000,185762746553.0000,-6.1370,-0.1781,1.000000,0.6628
2019-02-20,3439.6078,3449.9321,3463.7735,3421.5050,3451.9273,14739031100.0000,145570263070.0000,12.3195,0.3582,1.000000,0.5455
2019-02-21,3451.9273,3450.1411,3500.2519,3431.6310,3442.7056,18014328700.0000,185197154785.0000,-9.2217,-0.2671,1.000000,0.6667
2019-02-22,3442.7056,3439.3781,3520.1182,3417.9784,3520.1182,18723797400.0000,202869288708.0000,77.4126,2.2486,1.000000,0.6929
2019-02-25,3520.1182,3575.8528,3729.4831,3574.6885,3729.4831,34255712200.0000,376382393433.0000,209.3649,5.9477,1.000000,1.2678
2019-02-26,3729.4831,3734.7059,3762.1128,3679.2705,3684.6935,35803869800.0000,387632860075.0000,-44.7896,-1.2010,1.000000,1.3251
2019-02-27,3684.6935,3682.8116,3737.6317,3638.3334,3678.3921,28623600700.0000,307306148139.0000,-6.3014,-0.1710,1.000000,1.0593
2019-02-28,3678.3921,3675.2642,3695.4646,3650.0537,3669.3703,18481022000.0000,206010958185.0000,-9.0218,-0.2453,1.000000,0.6840
2019-03-01,3669.3703,3699.2157,3749.7143,3668.7653,3749.7143,20471100400.0000,235620623488.0000,80.3440,2.1896,1.000000,0.7576
2019-03-04,3749.7143,3783.0367,3886.5797,3764.7764,3794.1040,32349012600.0000,376397284706.0000,44.3897,1.1838,1.000000,1.1972
2019-03-05,3794.1040,3785.3762,3816.1621,3770.7858,3816.0132,23085316600.0000,261464122212.0000,21.9092,0.5775,1.000000,0.8544
2019-03-06,3816.0132,3822.8588,3855.1556,3787.5225,3848.0903,31807737100.0000,331155616598.0000,32.0771,0.8406,1.000000,1.1772
2019-03-07,3848.0903,3841.1456,3845.1820,3778.8004,3808.8497,32984654800.0000,359339152916.0000,-39.2406,-1.0197,1.000000,1.2207
2019-03-08,3808.8497,3721.4016,3774.5431,3656.1917,3657.5790,31799007700.0000,349296691227.0000,-151.2707,-3.9716,1.000000,1.1768
2019-03-11,3657.5790,3663.9772,3731.9091,3650.8125,3729.9546,23091286500.0000,268718458805.0000,72.3756,1.9788,1.000000,0.8546
2019-03-12,3729.9546,3758.3151,3804.7200,3723.6785,3755.3519,27492638200.0000,325180619759.0000,25.3973,0.6809,1.000000,1.0174
2019-03-13,3755.3519,3758.7130,3763.0926,3708.8145,3724.1941,23368224800.0000,286171048160.0000,-31.1578,-0.8297,1.000000,0.8648
2019-03-14,3724.1941,3710.2934,3747.8190,3673.8509,3698.4858,19081723700.0000,231820149390.0000,-25.7083,-0.6903,1.000000,0.7061
2019-03-15,3698.4858,3713.9360,3782.2364,3713.9360,3745.0050,17517454400.0000,224194362925.0000,46.5192,1.2578,1.000000,0.6482
2019-03-18,3745.0050,3753.6436,3851.7479,3733.6781,3851.7479,21692806000.0000,276473448870.0000,106.7429,2.8503,1.000000,0.8026
2019-03-19,3851.7479,3856.5885,3868.3350,3815.2187,3833.9626,18172711000.0000,224096889634.0000,-17.7853,-0.4617,1.000000,0.6724
2019-03-20,3833.9626,3825.3356,3855.1465,3790.5119,3835.4397,17563209000.0000,215406993602.0000,1.4771,0.0385,1.000000,0.6498
2019-03-21,3835.4397,3840.2783,3864.0696,3823.4661,3836.8913,19631031000.0000,231993445602.0000,1.4516,0.0378,1.000000,0.7263
2019-03-22,3836.8913,3838.1255,3845.5808,3786.5917,3833.8013,17135699300.0000,198518386319.0000,-3.0900,-0.0805,1.000000,0.6340
2019-03-25,3833.8013,3776.4426,3807.1793,3741.6062,3742.8252,19858632900.0000,223396564361.0000,-90.9761,-2.3730,1.000000,0.7346
2019-03-26,3742.8252,3766.5287,3770.8430,3687.5472,3700.4388,17304657900.0000,196547811179.0000,-42.3864,-1.1325,1.000000,0.6401
2019-03-27,3700.4388,3724.4058,3750.2642,3703.4508,3743.3878,13875845400.0000,177507528442.0000,42.9490,1.1606,1.000000,0.5133
2019-03-28,3743.3878,3731.0612,3755.7160,3710.0814,3728.3953,13327212900.0000,172604392908.0000,-14.9925,-0.4005,1.000000,0.4930
2019-03-29,3728.3953,3739.7739,3876.3790,3739.7739,3872.3412,21563910300.0000,283022298648.0000,143.9459,3.8608,1.000000,0.7974
2019-04-01,3872.3412,3901.1698,3982.9091,3901.1698,3973.9280,27138270400.0000,340799403573.0000,101.5868,2.6234,1.000000,1.0036
2019-04-02,3973.9280,3986.3443,3988.0975,3956.5059,3971.2852,22600034100.0000,281892057021.0000,-2.6428,-0.0665,1.000000,0.8357
2019-04-03,3971.2852,3947.8697,4026.4972,3939.7837,4022.1566,23191736800.0000,284826495445.0000,50.8714,1.2810,1.000000,0.8575
2019-04-04,4022.1566,4039.7415,4072.1138,4021.7055,4062.2309,26041093900.0000,313539431378.0000,40.0743,0.9963,1.000000,0.9629
2019-04-08,4062.2309,4097.1027,4122.6034,4017.4887,4057.2286,26750557600.0000,324670452523.0000,-5.0023,-0.1231,1.000000,0.9891
2019-04-09,4057.2286,4063.8139,4084.2430,4038.2825,4075.4301,18295680800.0000,243187913128.0000,18.2015,0.4486,1.000000,0.6765
2019-04-10,4075.4301,4062.4425,4115.3780,4035.4741,4085.8470,19468761300.0000,278282025052.0000,10.4169,0.2556,1.000000,0.7199
2019-04-11,4085.8470,4083.4618,4097.1249,3990.2390,3997.5778,16904964100.0000,236259156719.0000,-88.2692,-2.1604,1.000000,0.6248
2019-04-12,3997.5778,3986.7822,4006.9335,3961.4640,3988.6168,13586211800.0000,178795939062.0000,-8.9610,-0.2242,1.000000,0.5022
2019-04-15,3988.6168,4056.4919,4085.3882,3974.2264,3975.5244,18264557100.0000,236298721391.0000,-13.0924,-0.3282,1.000000,0.6742
2019-04-16,3975.5244,3958.0963,4085.7891,3943.4879,4085.7891,20204196600.0000,250569206656.0000,110.2647,2.7736,1.000000,0.7458
2019-04-17,4085.7891,4080.7172,4106.6158,4057.5032,4087.2398,18036711700.0000,228824429887.0000,1.4507,0.0355,1.000000,0.6653
2019-04-18,4087.2398,4085.1148,4094.0533,4056.2356,4072.0753,14656212300.0000,187812687767.0000,-15.1645,-0.3710,1.000000,0.5406
2019-04-19,4072.0753,4076.2953,4120.6356,4046.2042,4120.6078,15079491000.0000,194701690763.0000,48.5325,1.1918,1.000000,0.5562
2019-04-22,4120.6078,4125.9717,4126.0907,4015.4748,4025.6109,18935374500.0000,244380549239.0000,-94.9969,-2.3054,1.000000,0.6984
2019-04-23,4025.6109,4021.6277,4061.0858,4005.2832,4019.0053,15561165000.0000,204121505816.0000,-6.6056,-0.1641,1.000000,0.5725
2019-04-24,4019.0053,4033.6292,4044.3375,3967.8058,4030.0887,14549869500.0000,186497961652.0000,11.0834,0.2758,1.000000,0.5351
2019-04-25,4030.0887,4013.6027,4022.5631,3938.3251,3941.8160,15972207100.0000,197530997752.0000,-88.2727,-2.1903,1.000000,0.5874
2019-04-26,3941.8160,3921.8909,3943.8331,3887.2525,3889.2748,14200806800.0000,186572137127.0000,-52.5412,-1.3329,1.000000,0.5223
2019-04-29,3889.2748,3896.5824,3953.2288,3875.4520,3900.3339,15387092700.0000,203946553152.0000,11.0591,0.2843,1.000000,0.5659
2019-04-30,3900.3339,3887.1799,3923.1082,3885.1470,3913.2110,11623337600.0000,161665923924.0000,12.8771,0.3302,1.000000,0.4275
2019-05-06,3913.2110,3775.0765,3791.6119,3647.1405,3684.6168,19747288200.0000,254115400089.0000,-228.5942,-5.8416,1.000000,0.7261
2019-05-07,3684.6168,3702.2656,3738.1767,3671.8341,3720.6684,13284765400.0000,183659159181.0000,36.0516,0.9784,1.000000,0.4885
2019-05-08,3720.6684,3648.5489,3722.9325,3642.4981,3667.4574,11286735500.0000,145058486354.0000,-53.2110,-1.4301,1.000000,0.4148
2019-05-09,3667.4574,3637.3460,3656.8966,3584.8227,3599.7001,10103739400.0000,141829095760.0000,-67.7573,-1.8475,1.000000,0.3713
2019-05-10,3599.7001,3643.0557,3732.9238,3589.2906,3730.4513,14800384700.0000,195067170793.0000,130.7512,3.6323,1.000000,0.5437
2019-05-13,3730.4513,3675.7597,3702.9012,3658.0004,3668.7255,10339186000.0000,135053926707.0000,-61.7258,-1.6546,1.000000,0.3794
2019-05-14,3668.7255,3630.4388,3683.2619,3630.4388,3645.1503,10231346000.0000,135262868908.0000,-23.5752,-0.6426,1.000000,0.3754
2019-05-15,3645.1503,3674.9931,3741.0406,3674.9931,3727.0923,11016176900.0000,152534546781.0000,81.9420,2.2480,1.000000,0.4042
2019-05-16,3727.0923,3720.0390,3745.1405,3707.9032,3743.9635,11625827400.0000,139851940057.0000,16.8712,0.4527,1.000000,0.4265
2019-05-17,3743.9635,3744.8751,3745.3555,3637.5826,3648.7609,12845324500.0000,154092349652.0000,-95.2026,-2.5428,1.000000,0.4712
2019-05-20,3648.7609,3635.7357,3644.5000,3583.8324,3617.7924,10896347700.0000,134194262584.0000,-30.9685,-0.8487,1.000000,0.3997
2019-05-21,3617.7924,3619.4369,3690.0884,3610.6817,3666.7762,11102292000.0000,133071381089.0000,48.9838,1.3540,1.000000,0.4072
2019-05-22,3666.7762,3663.1533,3679.2727,3634.7479,3649.3796,9834612800.0000,121775244163.0000,-17.3966,-0.4744,1.000000,0.3606
2019-05-23,3649.3796,3629.5284,3631.4743,3578.1129,3583.9646,9989778100.0000,125611969477.0000,-65.4150,-1.7925,1.000000,0.3663
2019-05-24,3583.9646,3584.9016,3623.3904,3580.7853,3593.9139,8093404800.0000,101337496380.0000,9.9493,0.2776,1.000000,0.2967
2019-05-27,3593.9139,3592.6027,3648.0267,3556.2567,3637.1971,10883087100.0000,133399053908.0000,43.2832,1.2043,1.000000,0.3989
2019-05-28,3637.1971,3633.0182,3683.2306,3627.7878,3672.2605,11788624000.0000,148966334657.0000,35.0634,0.9640,1.000000,0.4320
2019-05-29,3672.2605,3642.5415,3693.2273,3637.3481,3663.9090,9335544100.0000,120002034237.0000,-8.3515,-0.2274,1.000000,0.3421
2019-05-30,3663.9090,3648.8495,3650.9718,3612.6248,3641.1833,9420256100.0000,112864079305.0000,-22.7257,-0.6203,1.000000,0.3453
2019-05-31,3641.1833,3640.9963,3668.1796,3627.5448,3629.7893,8922226700.0000,108264201339.0000,-11.3940,-0.3129,1.000000,0.3270
2019-06-03,3629.7893,3640.6126,3672.8136,3613.1274,3632.0127,10072318000.0000,123902446407.0000,2.2234,0.0613,1.000000,0.3691
2019-06-04,3632.0127,3632.5602,3636.1280,3584.4612,3598.4666,8709709400.0000,109467236536.0000,-33.5461,-0.9236,1.000000,0.3192
2019-06-05,3598.4666,3627.7947,3634.4536,3593.9515,3597.1050,8864202000.0000,114634228239.0000,-1.3616,-0.0378,1.000000,0.3248
2019-06-06,3597.1050,3601.0356,3601.0356,3557.0167,3564.6778,8553440300.0000,104367267724.0000,-32.4272,-0.9015,1.000000,0.3129
2019-06-10,3564.6778,3578.0084,3623.7301,3568.2787,3610.7435,9237506100.0000,117346608913.0000,46.0657,1.2923,1.000000,0.3379
2019-06-11,3610.7435,3617.5239,3723.1419,3617.5239,3719.2759,14348280600.0000,180899072311.0000,108.5324,3.0058,1.000000,0.5248
2019-06-12,3719.2759,3706.8635,3711.8793,3683.9394,3691.0957,11917885300.0000,132296097905.0000,-28.1802,-0.7577,1.000000,0.4359
2019-06-13,3691.0957,3689.5834,3697.5917,3654.2742,3685.3933,9633171800.0000,110459901918.0000,-5.7024,-0.1545,1.000000,0.3521
