,CBOT10年期美国国债
,TY.CBT
日期,收盘价
Date,close
2009-08-14,117.2656
2009-08-17,117.7500
2009-08-18,117.5156
2009-08-19,117.9688
2009-08-20,118.1094
2009-08-21,117.1563
2009-08-24,117.5625
2009-08-25,117.8750
2009-08-26,118.0000
2009-08-27,117.8594
2009-08-28,116.7188
2009-08-31,117.2188
2009-09-01,117.5313
2009-09-02,118.0469
2009-09-03,117.7500
2009-09-04,117.0313
2009-09-07,117.0313
2009-09-08,117.0156
2009-09-09,116.9375
2009-09-10,117.9063
2009-09-11,117.9844
2009-09-14,117.5469
2009-09-15,117.1875
2009-09-16,116.8906
2009-09-17,117.4063
2009-09-18,116.8438
2009-09-21,116.8125
2009-09-22,117.0313
2009-09-23,117.4375
2009-09-24,117.7031
2009-09-25,117.9844
2009-09-28,118.1875
2009-09-29,118.2969
2009-09-30,118.3281
2009-10-09,118.2813
2009-10-12,118.5469
2009-10-13,118.9063
2009-10-14,118.1563
2009-10-15,117.7656
2009-10-16,118.1250
2009-10-19,118.2344
2009-10-20,118.6406
2009-10-21,118.0156
2009-10-22,117.9688
2009-10-23,117.5938
2009-10-26,117.0781
2009-10-27,117.9219
2009-10-28,118.2500
2009-10-29,117.7188
2009-10-30,118.6094
2009-11-02,118.4844
2009-11-03,118.1563
2009-11-04,117.8281
2009-11-05,118.0781
2009-11-06,118.4219
2009-11-09,118.5313
2009-11-10,118.5781
2009-11-11,119.0313
2009-11-12,118.9219
2009-11-13,118.9531
2009-11-16,119.6875
2009-11-17,119.7500
2009-11-18,119.4375
2009-11-19,119.6563
2009-11-20,119.5625
2009-11-23,119.6250
2009-11-24,120.0938
2009-11-25,120.4688
2009-11-26,120.4688
2009-11-27,121.0781
2009-11-30,121.1719
2009-12-01,120.8281
2009-12-02,120.4063
2009-12-03,120.0625
2009-12-04,119.2031
2009-12-07,119.5781
2009-12-08,120.1406
2009-12-09,120.0313
2009-12-10,119.5156
2009-12-11,119.0156
2009-12-14,118.9219
2009-12-15,118.6094
2009-12-16,118.7188
2009-12-17,119.5313
2009-12-18,119.1094
2009-12-21,113.8281
2009-12-22,113.4219
2009-12-23,113.3125
2009-12-24,113.3125
2009-12-25,113.3125
2009-12-28,112.7031
2009-12-29,112.8438
2009-12-30,113.0313
2009-12-31,113.0313
2010-01-04,112.6875
2010-01-05,113.2969
2010-01-06,113.0313
2010-01-07,112.9063
2010-01-08,112.9063
2010-01-11,112.9063
2010-01-12,113.5938
2010-01-13,113.1719
2010-01-14,113.6563
2010-01-15,114.1250
2010-01-18,114.1250
2010-01-19,113.9219
2010-01-20,114.2500
2010-01-21,114.6563
2010-01-22,114.7813
2010-01-25,114.5781
2010-01-26,114.7031
2010-01-27,114.5938
2010-01-28,114.6406
2010-01-29,115.1563
2010-02-01,114.8281
2010-02-02,115.0469
2010-02-03,114.5781
2010-02-04,115.3125
2010-02-05,115.9844
2010-02-08,115.6094
2010-02-09,115.3281
2010-02-10,115.0313
2010-02-11,114.8594
2010-02-12,115.1719
2010-02-22,114.3438
2010-02-23,115.2344
2010-02-24,115.2969
2010-02-25,115.7188
2010-02-26,116.0625
2010-03-01,115.9688
2010-03-02,115.9219
2010-03-03,115.9375
2010-03-04,116.0625
2010-03-05,115.5938
2010-03-08,115.4688
2010-03-09,115.6406
2010-03-10,115.4531
2010-03-11,115.3594
2010-03-12,115.3594
2010-03-15,115.3906
2010-03-16,115.8906
2010-03-17,115.8906
2010-03-18,115.6719
2010-03-19,115.5313
2010-03-22,115.8438
2010-03-23,115.8438
2010-03-24,114.6563
2010-03-25,114.1094
2010-03-26,114.5000
2010-03-29,114.4844
2010-03-30,114.4844
2010-03-31,114.8125
2010-04-01,114.6094
2010-04-02,114.6094
2010-04-06,113.7656
2010-04-07,114.5938
2010-04-08,114.3906
2010-04-09,114.4844
2010-04-12,114.8438
2010-04-13,115.1875
2010-04-14,114.8906
2010-04-15,115.0000
2010-04-16,115.7031
2010-04-19,115.4063
2010-04-20,115.3750
2010-04-21,115.8125
2010-04-22,115.4531
2010-04-23,115.0625
2010-04-26,115.1875
2010-04-27,116.3125
2010-04-28,115.6406
2010-04-29,116.0938
2010-04-30,116.6250
2010-05-04,116.8594
2010-05-05,117.4063
2010-05-06,118.8438
2010-05-07,118.5469
2010-05-10,117.7656
2010-05-11,117.8750
2010-05-12,117.6563
2010-05-13,117.7813
2010-05-14,118.7031
2010-05-17,118.5156
2010-05-18,119.1563
2010-05-19,119.2500
2010-05-20,119.9844
2010-05-21,120.4531
2010-05-24,120.3281
2010-05-25,120.8906
2010-05-26,120.3281
2010-05-27,119.5000
2010-05-28,119.8750
2010-05-31,119.8750
2010-06-01,119.8906
2010-06-02,119.5469
2010-06-03,119.3281
2010-06-04,120.7344
2010-06-07,120.8594
2010-06-08,121.0313
2010-06-09,120.8594
2010-06-10,119.8438
2010-06-11,120.6563
2010-06-17,120.7188
2010-06-18,120.4375
2010-06-21,120.2969
2010-06-22,120.9063
2010-06-23,121.3594
2010-06-24,121.3281
2010-06-25,121.4844
2010-06-28,122.1406
2010-06-29,122.5313
2010-06-30,122.5469
2010-07-01,122.6094
2010-07-02,122.3125
2010-07-05,122.3125
2010-07-06,122.7344
2010-07-07,122.4375
2010-07-08,122.1563
2010-07-09,121.9219
2010-07-12,122.1094
2010-07-13,121.6563
2010-07-14,122.2344
2010-07-15,122.7813
2010-07-16,123.2031
2010-07-19,123.0313
2010-07-20,123.2344
2010-07-21,123.5000
2010-07-22,123.1719
2010-07-23,122.6719
2010-07-26,122.7344
2010-07-27,122.3281
2010-07-28,122.8594
2010-07-29,123.0938
2010-07-30,123.8125
2010-08-02,123.4219
2010-08-03,123.9844
2010-08-04,123.6250
2010-08-05,123.8906
2010-08-06,124.5781
2010-08-09,124.5156
2010-08-10,124.9844
2010-08-11,125.6094
2010-08-12,125.3438
2010-08-13,125.5781
2010-08-16,126.2031
2010-08-17,125.6719
2010-08-18,125.6094
2010-08-19,125.9531
2010-08-20,125.5313
2010-08-23,125.6563
2010-08-24,126.4063
2010-08-25,125.9219
2010-08-26,126.2188
2010-08-27,124.3438
2010-08-30,125.2813
2010-08-31,125.6250
2010-09-01,124.7969
2010-09-02,124.5469
2010-09-03,124.0156
2010-09-06,124.0156
2010-09-07,124.8438
2010-09-08,124.4375
2010-09-09,123.6250
2010-09-10,123.3906
2010-09-13,123.9063
2010-09-14,124.4375
2010-09-15,124.1875
2010-09-16,123.9063
2010-09-17,124.1406
2010-09-20,124.4063
2010-09-21,125.3750
2010-09-27,125.9531
2010-09-28,126.4375
2010-09-29,126.1563
2010-09-30,126.0469
2010-10-08,127.3125
2010-10-11,127.4375
2010-10-12,127.0781
2010-10-13,127.2188
2010-10-14,126.6719
2010-10-15,126.2344
2010-10-18,126.8906
2010-10-19,127.0313
2010-10-20,127.0469
2010-10-21,126.6406
2010-10-22,126.4219
2010-10-25,126.4219
2010-10-26,125.7188
2010-10-27,125.2188
2010-10-28,125.8594
2010-10-29,126.2813
2010-11-01,126.3125
2010-11-02,126.5313
2010-11-03,126.5781
2010-11-04,127.7500
2010-11-05,127.4219
2010-11-08,127.3594
2010-11-09,126.5313
2010-11-10,126.9688
2010-11-11,126.4844
2010-11-12,125.9375
2010-11-15,124.7656
2010-11-16,125.0469
2010-11-17,124.8750
2010-11-18,124.4844
2010-11-19,124.5156
2010-11-22,125.0938
2010-11-23,125.4063
2010-11-24,124.2813
2010-11-25,124.2813
2010-11-26,124.5938
2010-11-29,123.9219
2010-11-30,124.1094
2010-12-01,122.8281
2010-12-02,122.4375
2010-12-03,122.6250
2010-12-06,123.3281
2010-12-07,121.3906
2010-12-08,120.7969
2010-12-09,120.7656
2010-12-10,120.2188
2010-12-13,120.6563
2010-12-14,119.2813
2010-12-15,118.9063
2010-12-16,119.2188
2010-12-17,120.2500
2010-12-20,120.0781
2010-12-21,120.2344
2010-12-22,120.0000
2010-12-23,119.5938
2010-12-24,119.5938
2010-12-27,119.9375
2010-12-28,119.0313
2010-12-29,120.2500
2010-12-30,119.9844
2010-12-31,120.4375
2011-01-04,120.3125
2011-01-05,119.2344
2011-01-06,119.8125
2011-01-07,120.6719
2011-01-10,120.8750
2011-01-11,120.5469
2011-01-12,120.5625
2011-01-13,121.1094
2011-01-14,120.8594
2011-01-17,120.8594
2011-01-18,120.5938
2011-01-19,120.7813
2011-01-20,119.8281
2011-01-21,120.1563
2011-01-24,120.2344
2011-01-25,120.9219
2011-01-26,120.2500
2011-01-27,120.6719
2011-01-28,121.1563
2011-01-31,120.7969
2011-02-01,120.2969
2011-02-09,118.5781
2011-02-10,118.1250
2011-02-11,118.5000
2011-02-14,118.6250
2011-02-15,118.6406
2011-02-16,118.5938
2011-02-17,119.0156
2011-02-18,119.0625
2011-02-21,119.0625
2011-02-22,120.0938
2011-02-23,119.8125
2011-02-24,120.0469
2011-02-25,118.9375
2011-02-28,119.0469
2011-03-01,119.1250
2011-03-02,118.7188
2011-03-03,117.8281
2011-03-04,118.6250
2011-03-07,118.6094
2011-03-08,118.3438
2011-03-09,118.9219
2011-03-10,119.6250
2011-03-11,119.6875
2011-03-14,120.1875
2011-03-15,120.3438
2011-03-16,121.2500
2011-03-17,120.9375
2011-03-18,120.6875
2011-03-21,120.2031
2011-03-22,120.0469
2011-03-23,119.9688
2011-03-24,119.5000
2011-03-25,119.1875
2011-03-28,119.0781
2011-03-29,118.7656
2011-03-30,119.1250
2011-03-31,119.0313
2011-04-01,118.9688
2011-04-06,118.3750
2011-04-07,118.4688
2011-04-08,118.3750
2011-04-11,118.4531
2011-04-12,119.0938
2011-04-13,119.3906
2011-04-14,119.2031
2011-04-15,119.8125
2011-04-18,120.1875
2011-04-19,120.2500
2011-04-20,119.9063
2011-04-21,119.9844
2011-04-22,119.9844
2011-04-25,120.3281
2011-04-26,120.6719
2011-04-27,120.4219
2011-04-28,120.9531
2011-04-29,121.1406
2011-05-03,121.4375
2011-05-04,121.6406
2011-05-05,122.0625
2011-05-06,122.2813
2011-05-09,122.4688
2011-05-10,122.0938
2011-05-11,122.4219
2011-05-12,122.1719
2011-05-13,122.5000
2011-05-16,122.7500
2011-05-17,122.9375
2011-05-18,122.5313
2011-05-19,122.6094
2011-05-20,122.8125
2011-05-23,123.0000
2011-05-24,123.0781
2011-05-25,123.1406
2011-05-26,123.7500
2011-05-27,122.4688
2011-05-30,122.4688
2011-05-31,122.6094
2011-06-01,123.3125
2011-06-02,122.9688
2011-06-03,123.3281
2011-06-07,123.2656
2011-06-08,123.7188
2011-06-09,123.2656
2011-06-10,123.5156
2011-06-13,123.3438
2011-06-14,122.5313
2011-06-15,123.6875
2011-06-16,124.1406
2011-06-17,123.9063
2011-06-20,123.8125
2011-06-21,123.6406
2011-06-22,123.6563
2011-06-23,124.3438
2011-06-24,124.7344
2011-06-27,124.4063
2011-06-28,123.3281
2011-06-29,122.8438
2011-06-30,122.3281
2011-07-01,121.9844
2011-07-04,121.9844
2011-07-05,122.6563
2011-07-06,122.9844
2011-07-07,122.4688
2011-07-08,123.7188
2011-07-11,124.5469
2011-07-12,124.6250
2011-07-13,124.7969
2011-07-14,124.4375
2011-07-15,124.8594
2011-07-18,124.9219
2011-07-19,124.9219
2011-07-20,124.5938
2011-07-21,124.0000
2011-07-22,124.3281
2011-07-25,124.1250
2011-07-26,124.5313
2011-07-27,124.2344
2011-07-28,124.5000
2011-07-29,125.6875
2011-08-01,126.1406
2011-08-02,126.9531
2011-08-03,127.0469
2011-08-04,128.0000
2011-08-05,127.0469
2011-08-08,128.5781
2011-08-09,129.8281
2011-08-10,130.0625
2011-08-11,129.2188
2011-08-12,129.8750
2011-08-15,129.5625
2011-08-16,130.0781
2011-08-17,130.3594
2011-08-18,130.7813
2011-08-19,130.7969
2011-08-22,130.5938
2011-08-23,130.3281
2011-08-24,129.5781
2011-08-25,129.9844
2011-08-26,130.2813
2011-08-29,128.7500
2011-08-30,129.4219
2011-08-31,129.0313
2011-09-01,129.5938
2011-09-02,130.3594
2011-09-05,130.3594
2011-09-06,130.2969
2011-09-07,129.9531
2011-09-08,130.3281
2011-09-09,130.8906
2011-09-13,130.1875
2011-09-14,130.0156
2011-09-15,129.4844
2011-09-16,129.5625
2011-09-19,130.5469
2011-09-20,130.4688
2011-09-21,130.7500
2011-09-22,131.7500
2011-09-23,130.9688
2011-09-26,130.3438
2011-09-27,129.5625
2011-09-28,129.6719
2011-09-29,129.9844
2011-09-30,130.0938
2011-10-10,127.5938
2011-10-11,128.2344
2011-10-12,127.9219
2011-10-13,128.4375
2011-10-14,128.1250
2011-10-17,128.7188
2011-10-18,128.8281
2011-10-19,128.8438
2011-10-20,128.7031
2011-10-21,128.6563
2011-10-24,128.3438
2011-10-25,129.1250
2011-10-26,128.5781
2011-10-27,127.3125
2011-10-28,128.0938
2011-10-31,129.0625
2011-11-01,130.2500
2011-11-02,130.3125
2011-11-03,130.0469
2011-11-04,130.2500
2011-11-07,130.5469
2011-11-08,130.0469
2011-11-09,130.8125
2011-11-10,130.3438
2011-11-11,129.7813
2011-11-14,130.4531
2011-11-15,130.3281
2011-11-16,130.5000
2011-11-17,130.8281
2011-11-18,130.2969
2011-11-21,130.5781
2011-11-22,130.7969
2011-11-23,131.2188
2011-11-24,131.2188
2011-11-25,130.6563
2011-11-28,130.7188
2011-11-29,129.7344
2011-11-30,129.3438
2011-12-01,129.1406
2011-12-02,129.6719
2011-12-05,129.5625
2011-12-06,129.3281
2011-12-07,129.9688
2011-12-08,130.3750
2011-12-09,129.8438
2011-12-12,130.2031
2011-12-13,130.4844
2011-12-14,130.8125
2011-12-15,130.7188
2011-12-16,131.1719
2011-12-19,131.3281
2011-12-20,130.6250
2011-12-21,130.4219
2011-12-22,130.4531
2011-12-23,129.8594
2011-12-26,129.8594
2011-12-27,129.9531
2011-12-28,130.7031
2011-12-29,130.8438
2011-12-30,131.1250
2012-01-04,130.3906
2012-01-05,130.5000
2012-01-06,130.7500
2012-01-09,130.8594
2012-01-10,130.7188
2012-01-11,131.2031
2012-01-12,130.9688
2012-01-13,131.5469
2012-01-16,131.5469
2012-01-17,131.5938
2012-01-18,131.2656
2012-01-19,130.7031
2012-01-20,130.2656
2012-01-30,132.0313
2012-01-31,132.2500
2012-02-01,131.9844
2012-02-02,132.1719
2012-02-03,131.3281
2012-02-06,131.6719
2012-02-07,131.1563
2012-02-08,131.0938
2012-02-09,130.7813
2012-02-10,131.3906
2012-02-13,131.1250
2012-02-14,131.5313
2012-02-15,131.5781
2012-02-16,130.9844
2012-02-17,130.9219
2012-02-20,130.9219
2012-02-21,130.6406
2012-02-22,131.0469
2012-02-23,131.2031
2012-02-24,131.1875
2012-02-27,131.6250
2012-02-28,131.3906
2012-02-29,130.9531
2012-03-01,130.5313
2012-03-02,131.0938
2012-03-05,130.8750
2012-03-06,131.4219
2012-03-07,131.2188
2012-03-08,130.9063
2012-03-09,130.7188
2012-03-12,130.7500
2012-03-13,130.1250
2012-03-14,128.7656
2012-03-15,128.8438
2012-03-16,128.6094
2012-03-19,127.9531
2012-03-20,127.9219
2012-03-21,128.5625
2012-03-22,128.7344
2012-03-23,129.0469
2012-03-26,129.0625
2012-03-27,129.5938
2012-03-28,129.5781
2012-03-29,129.9063
2012-03-30,129.4844
2012-04-05,129.9688
2012-04-06,129.9688
2012-04-09,131.1406
2012-04-10,131.5938
2012-04-11,131.3281
2012-04-12,131.1406
2012-04-13,131.5313
2012-04-16,131.6875
2012-04-17,131.4219
2012-04-18,131.5625
2012-04-19,131.7656
2012-04-20,131.6719
2012-04-23,131.9844
2012-04-24,131.7813
2012-04-25,131.6875
2012-04-26,131.9219
2012-04-27,132.1563
2012-05-02,132.1875
2012-05-03,132.1875
2012-05-04,132.6406
2012-05-07,132.6406
2012-05-08,132.9219
2012-05-09,132.9063
2012-05-10,132.7813
2012-05-11,133.0781
2012-05-14,133.4219
2012-05-15,133.3750
2012-05-16,133.4219
2012-05-17,133.7656
2012-05-18,133.8125
2012-05-21,133.6250
2012-05-22,133.3125
2012-05-23,133.7969
2012-05-24,133.5469
2012-05-25,133.7656
2012-05-28,133.7656
2012-05-29,133.8281
2012-05-30,133.7031
2012-05-31,133.9375
2012-06-01,134.7344
2012-06-04,134.0938
2012-06-05,133.9375
2012-06-06,133.2969
2012-06-07,133.4219
2012-06-08,133.4844
2012-06-11,133.7813
2012-06-12,133.2188
2012-06-13,133.7188
2012-06-14,133.5156
2012-06-15,133.7813
2012-06-18,133.7344
2012-06-19,133.4844
2012-06-20,133.2031
2012-06-21,133.3594
2012-06-25,133.5625
2012-06-26,133.4375
2012-06-27,133.5469
2012-06-28,133.9219
2012-06-29,133.3750
2012-07-02,134.0156
2012-07-03,133.6406
2012-07-04,133.6406
2012-07-05,133.9531
2012-07-06,134.3594
2012-07-09,134.5469
2012-07-10,134.6250
2012-07-11,134.5938
2012-07-12,134.6563
2012-07-13,134.5469
2012-07-16,134.8125
2012-07-17,134.5469
2012-07-18,134.7500
2012-07-19,134.4688
2012-07-20,134.9063
2012-07-23,135.0625
2012-07-24,135.2656
2012-07-25,135.2344
2012-07-26,135.0313
2012-07-27,134.1250
2012-07-30,134.5625
2012-07-31,134.6563
2012-08-01,134.1563
2012-08-02,134.6250
2012-08-03,133.9063
2012-08-06,134.1094
2012-08-07,133.5781
2012-08-08,133.4844
2012-08-09,133.4531
2012-08-10,133.7344
2012-08-13,133.6250
2012-08-14,133.1406
2012-08-15,132.5781
2012-08-16,132.3594
2012-08-17,132.5000
2012-08-20,132.5156
2012-08-21,132.6094
2012-08-22,133.3125
2012-08-23,133.6875
2012-08-24,133.5781
2012-08-27,133.8125
2012-08-28,133.9531
2012-08-29,133.8438
2012-08-30,133.1406
2012-08-31,133.7188
2012-09-03,133.7188
2012-09-04,133.4063
2012-09-05,133.3594
2012-09-06,132.7344
2012-09-07,133.0156
2012-09-10,132.8594
2012-09-11,132.7813
2012-09-12,132.3438
2012-09-13,132.7656
2012-09-14,131.8906
2012-09-17,132.0313
2012-09-18,132.2031
2012-09-19,132.3750
2012-09-20,132.4063
2012-09-21,132.6719
2012-09-24,132.9219
2012-09-25,133.1719
2012-09-26,133.6406
2012-09-27,133.5000
2012-09-28,133.4844
2012-10-08,133.2656
2012-10-09,133.0469
2012-10-10,133.2188
2012-10-11,133.2656
2012-10-12,133.3125
2012-10-15,133.3125
2012-10-16,132.8750
2012-10-17,132.0781
2012-10-18,131.9844
2012-10-19,132.3906
2012-10-22,132.1094
2012-10-23,132.3750
2012-10-24,132.3750
2012-10-25,131.9063
2012-10-26,132.5625
2012-10-29,132.7813
2012-10-30,132.6719
2012-10-31,133.0313
2012-11-01,132.8281
2012-11-02,132.7813
2012-11-05,133.1406
2012-11-06,132.7031
2012-11-07,133.5781
2012-11-08,133.8594
2012-11-09,133.9063
2012-11-12,133.8906
2012-11-13,134.0469
2012-11-14,134.0469
2012-11-15,134.0313
2012-11-16,134.1875
2012-11-19,133.9063
2012-11-20,133.6094
2012-11-21,133.3906
2012-11-22,133.3906
2012-11-23,133.3281
2012-11-26,133.5469
2012-11-27,133.7188
2012-11-28,133.9844
2012-11-29,133.5313
2012-11-30,133.6406
2012-12-03,133.4688
2012-12-04,133.5781
2012-12-05,133.7969
2012-12-06,133.8750
2012-12-07,133.5625
2012-12-10,133.6250
2012-12-11,133.4063
2012-12-12,133.0625
2012-12-13,132.7344
2012-12-14,132.7969
2012-12-17,132.3906
2012-12-18,131.9375
2012-12-19,132.1563
2012-12-20,132.1563
2012-12-21,132.4844
2012-12-24,132.3281
2012-12-25,132.3281
2012-12-26,132.5000
2012-12-27,132.9219
2012-12-28,132.9531
2012-12-31,132.7813
2013-01-04,131.5156
2013-01-07,131.5781
2013-01-08,131.8594
2013-01-09,132.0625
2013-01-10,131.7188
2013-01-11,131.9063
2013-01-14,132.0313
2013-01-15,132.2656
2013-01-16,132.2969
2013-01-17,131.8750
2013-01-18,132.1406
2013-01-21,132.1406
2013-01-22,132.2656
2013-01-23,132.2969
2013-01-24,132.2344
2013-01-25,131.4063
2013-01-28,131.2188
2013-01-29,131.2188
2013-01-30,131.1875
2013-01-31,131.2813
2013-02-01,131.1250
2013-02-04,131.5000
2013-02-05,131.2188
2013-02-06,131.6094
2013-02-07,131.7500
2013-02-08,131.7344
2013-02-18,131.5313
2013-02-19,131.3438
2013-02-20,131.4688
2013-02-21,131.7969
2013-02-22,131.9063
2013-02-25,132.5000
2013-02-26,132.6719
2013-02-27,131.4375
2013-02-28,131.5469
2013-03-01,131.7813
2013-03-04,131.6250
2013-03-05,131.5313
2013-03-06,131.2031
2013-03-07,130.7188
2013-03-08,130.2188
2013-03-11,130.2188
2013-03-12,130.4844
2013-03-13,130.4688
2013-03-14,130.4844
2013-03-15,130.8906
2013-03-18,131.2031
2013-03-19,131.5625
2013-03-20,131.3906
2013-03-21,131.4063
2013-03-22,131.5156
2013-03-25,131.5781
2013-03-26,131.7031
2013-03-27,132.1250
2013-03-28,131.9844
2013-03-29,131.9844
2013-04-01,132.1250
2013-04-02,131.9844
2013-04-03,132.4063
2013-04-08,132.8594
2013-04-09,132.8125
2013-04-10,132.4219
2013-04-11,132.5469
2013-04-12,132.9844
2013-04-15,133.0469
2013-04-16,132.9531
2013-04-17,133.0625
2013-04-18,133.1406
2013-04-19,133.0000
2013-04-22,133.0938
2013-04-23,133.0781
2013-04-24,133.1094
2013-04-25,133.0625
2013-04-26,133.4375
2013-05-02,133.6406
2013-05-03,132.8594
2013-05-06,132.6719
2013-05-07,132.6250
2013-05-08,132.7813
2013-05-09,132.7188
2013-05-10,132.0781
2013-05-13,131.9688
2013-05-14,131.7188
2013-05-15,131.8438
2013-05-16,132.4688
2013-05-17,131.8594
2013-05-20,131.8125
2013-05-21,131.9063
2013-05-22,131.2344
2013-05-23,131.2656
2013-05-24,131.3438
2013-05-27,131.3438
2013-05-28,130.3906
2013-05-29,130.4688
2013-05-30,129.4844
2013-05-31,129.2188
2013-06-03,129.3906
2013-06-04,129.3125
2013-06-05,129.5469
2013-06-06,129.7813
2013-06-07,129.0781
2013-06-13,129.0156
2013-06-14,129.6094
2013-06-17,129.3125
2013-06-18,129.2344
2013-06-19,127.9063
2013-06-20,127.0938
2013-06-21,126.2656
2013-06-24,125.9531
2013-06-25,125.7031
2013-06-26,126.1563
2013-06-27,126.6406
2013-06-28,126.5625
2013-07-01,126.5625
2013-07-02,126.6094
2013-07-03,126.6250
2013-07-04,126.6250
2013-07-05,124.6563
2013-07-08,125.2656
2013-07-09,125.5000
2013-07-10,125.7188
2013-07-11,126.3125
2013-07-12,126.0781
2013-07-15,126.5000
2013-07-16,126.5938
2013-07-17,127.0938
2013-07-18,126.6875
2013-07-19,127.0781
2013-07-22,127.1406
2013-07-23,126.9375
2013-07-24,126.3906
2013-07-25,126.2969
2013-07-26,126.6250
2013-07-29,126.5313
2013-07-30,126.4063
2013-07-31,125.8594
2013-08-01,125.5938
2013-08-02,126.1900
2013-08-05,126.2500
2013-08-06,126.3281
2013-08-07,126.7188
2013-08-08,126.7969
2013-08-09,126.2650
2013-08-12,126.6250
2013-08-13,125.7656
2013-08-14,125.7813
2013-08-15,125.4688
2013-08-16,125.0156
2013-08-19,124.5938
2013-08-20,125.1250
2013-08-21,125.1563
2013-08-22,124.2656
2013-08-23,124.8750
2013-08-26,125.0625
2013-08-27,125.7188
2013-08-28,125.2344
2013-08-29,125.5000
2013-08-30,124.2813
2013-09-02,124.2813
2013-09-03,123.4688
2013-09-04,123.0938
2013-09-05,122.4219
2013-09-06,122.9375
2013-09-09,123.3125
2013-09-10,122.9375
2013-09-11,123.3594
2013-09-12,123.5156
2013-09-13,123.5625
2013-09-16,123.9844
2013-09-17,124.1563
2013-09-18,125.5625
2013-09-23,125.4531
2013-09-24,125.9219
2013-09-25,126.2813
2013-09-26,125.9844
2013-09-27,126.3594
2013-09-30,126.4063
2013-10-08,126.4063
2013-10-09,126.2344
2013-10-10,125.8125
2013-10-11,126.1250
2013-10-14,125.7656
2013-10-15,125.8125
2013-10-16,126.2344
2013-10-17,126.9531
2013-10-18,126.8750
2013-10-21,126.6563
2013-10-22,127.4844
2013-10-23,127.7344
2013-10-24,127.4219
2013-10-25,127.6250
2013-10-28,127.1600
2013-10-29,127.6094
2013-10-30,128.0313
2013-10-31,127.3438
2013-11-01,126.7656
2013-11-04,127.0000
2013-11-05,126.5938
2013-11-06,126.9063
2013-11-07,127.1250
2013-11-08,126.1875
2013-11-11,126.0156
2013-11-12,125.8125
2013-11-13,126.2344
2013-11-14,126.7031
2013-11-15,126.7344
2013-11-18,127.0313
2013-11-19,126.8594
2013-11-20,126.6094
2013-11-21,126.4219
2013-11-22,126.5938
2013-11-25,126.7500
2013-11-26,127.0469
2013-11-27,126.4219
2013-11-28,126.4219
2013-11-29,125.3906
2013-12-02,124.8750
2013-12-03,125.1250
2013-12-04,124.5938
2013-12-05,124.3906
2013-12-06,124.2813
2013-12-09,124.5156
2013-12-10,124.8750
2013-12-11,124.5625
2013-12-12,124.3281
2013-12-13,124.2656
2013-12-16,
2013-12-17,124.5625
2013-12-18,124.2969
2013-12-19,123.6250
2013-12-20,123.6563
2013-12-23,123.5625
2013-12-24,123.0469
2013-12-25,123.0469
2013-12-26,122.9688
2013-12-27,123.0781
2013-12-30,123.2188
2013-12-31,123.0625
2014-01-02,123.1094
2014-01-03,123.1719
2014-01-06,123.5156
2014-01-07,123.6250
2014-01-08,123.0938
2014-01-09,123.2969
2014-01-10,124.2969
2014-01-13,124.5781
2014-01-14,124.1719
2014-01-15,123.9531
2014-01-16,124.2969
2014-01-17,124.4219
2014-01-20,124.4219
2014-01-21,124.3594
2014-01-22,123.9688
2014-01-23,124.7813
2014-01-24,125.0938
2014-01-27,125.0156
2014-01-28,125.0156
2014-01-29,125.5938
2014-01-30,125.4219
2014-02-07,126.0156
2014-02-10,125.9063
2014-02-11,125.5000
2014-02-12,125.2500
2014-02-13,125.7656
2014-02-14,125.6406
2014-02-17,125.6406
2014-02-18,125.9531
2014-02-19,125.6875
2014-02-20,125.5000
2014-02-21,125.5469
2014-02-24,125.5156
2014-02-25,125.7813
2014-02-26,125.8594
2014-02-27,126.2969
2014-02-28,124.5313
2014-03-03,124.9844
2014-03-04,124.3125
2014-03-05,124.2813
2014-03-06,124.0625
2014-03-07,123.5469
2014-03-10,123.6875
2014-03-11,123.5781
2014-03-12,124.0781
2014-03-13,124.6563
2014-03-14,124.6563
2014-03-17,124.4063
2014-03-18,124.4688
2014-03-19,123.4531
2014-03-20,123.3906
2014-03-21,123.4219
2014-03-24,123.4219
2014-03-25,123.4531
2014-03-26,123.7813
2014-03-27,123.8594
2014-03-28,123.4531
2014-03-31,123.5000
2014-04-01,123.3594
2014-04-02,122.9063
2014-04-03,122.9688
2014-04-04,123.6094
2014-04-08,123.8438
2014-04-09,123.8281
2014-04-10,124.8281
2014-04-11,124.7969
2014-04-14,124.6094
2014-04-15,124.6563
2014-04-16,124.3438
2014-04-17,123.7656
2014-04-18,123.7656
2014-04-21,123.8281
2014-04-22,123.6094
2014-04-23,124.0313
2014-04-24,123.8750
2014-04-25,124.0625
2014-04-28,124.0625
2014-04-29,123.8125
2014-04-30,124.4063
2014-05-05,124.5781
2014-05-06,124.6563
2014-05-07,124.8281
2014-05-08,124.8281
2014-05-09,125.0000
2014-05-12,124.7500
2014-05-13,124.6875
2014-05-14,125.6094
2014-05-15,125.9219
2014-05-16,125.8438
2014-05-19,125.7813
2014-05-20,125.9531
2014-05-21,125.5781
2014-05-22,125.6250
2014-05-23,125.8281
2014-05-26,125.8281
2014-05-27,125.7813
2014-05-28,126.4688
2014-05-29,126.4219
2014-05-30,125.4844
2014-06-03,124.4375
2014-06-04,124.3125
2014-06-05,124.5156
2014-06-06,124.3438
