,上证综指
,000001.SH
日期,收盘价
Date,close
2010-04-28,2900.3310
2010-04-29,2868.4320
2010-04-30,2870.6110
2010-05-04,2835.2770
2010-05-05,2857.1510
2010-05-06,2739.7020
2010-05-07,2688.3830
2010-05-10,2698.7570
2010-05-11,2647.5740
2010-05-12,2655.7140
2010-05-13,2710.5070
2010-05-14,2696.6290
2010-05-17,2559.9310
2010-05-18,2594.7830
2010-05-19,2587.8070
2010-05-20,2555.9400
2010-05-21,2583.5220
2010-05-24,2673.4230
2010-05-25,2622.6300
2010-05-26,2625.7930
2010-05-27,2655.9180
2010-05-28,2655.7670
2010-05-31,2592.1470
2010-06-01,2568.2830
2010-06-02,2571.4230
2010-06-03,2552.6560
2010-06-04,2553.5930
2010-06-07,2511.7290
2010-06-08,2513.9470
2010-06-09,2583.8700
2010-06-10,2562.5800
2010-06-11,2569.9420
2010-06-17,2560.2450
2010-06-18,2513.2220
2010-06-21,2586.2100
2010-06-22,2588.6980
2010-06-23,2569.8720
2010-06-24,2566.7450
2010-06-25,2552.8170
2010-06-28,2535.2780
2010-06-29,2427.0530
2010-06-30,2398.3700
2010-07-01,2373.7920
2010-07-02,2382.9010
2010-07-05,2363.9470
2010-07-06,2409.4240
2010-07-07,2421.1170
2010-07-08,2415.1500
2010-07-09,2470.9230
2010-07-12,2490.7180
2010-07-13,2450.2860
2010-07-14,2470.4400
2010-07-15,2424.3040
2010-07-16,2424.2710
2010-07-19,2475.4210
2010-07-20,2528.7300
2010-07-21,2535.3940
2010-07-22,2562.4060
2010-07-23,2572.0280
2010-07-26,2588.6830
2010-07-27,2575.3680
2010-07-28,2633.6630
2010-07-29,2648.1160
2010-07-30,2637.5030
2010-08-02,2672.5160
2010-08-03,2627.0020
2010-08-04,2638.5220
2010-08-05,2620.7570
2010-08-06,2658.3920
2010-08-09,2672.5330
2010-08-10,2595.2740
2010-08-11,2607.4970
2010-08-12,2575.4750
2010-08-13,2606.7000
2010-08-16,2661.7080
2010-08-17,2671.8930
2010-08-18,2666.3010
2010-08-19,2687.9790
2010-08-20,2642.3070
2010-08-23,2639.3660
2010-08-24,2650.3070
2010-08-25,2596.5800
2010-08-26,2603.4810
2010-08-27,2610.7420
2010-08-30,2652.6640
2010-08-31,2638.7980
2010-09-01,2622.8820
2010-09-02,2655.7760
2010-09-03,2655.3940
2010-09-06,2696.2500
2010-09-07,2698.3630
2010-09-08,2695.2910
2010-09-09,2656.3520
2010-09-10,2663.2090
2010-09-13,2688.3200
2010-09-14,2688.5220
2010-09-15,2652.5030
2010-09-16,2602.4650
2010-09-17,2598.6890
2010-09-20,2588.7130
2010-09-21,2591.5500
2010-09-27,2627.9670
2010-09-28,2611.3540
2010-09-29,2610.6780
2010-09-30,2655.6580
2010-10-08,2738.7440
2010-10-11,2806.9420
2010-10-12,2841.4070
2010-10-13,2861.3610
2010-10-14,2879.6360
2010-10-15,2971.1600
2010-10-18,2955.2270
2010-10-19,3001.8530
2010-10-20,3003.9510
2010-10-21,2983.5330
2010-10-22,2975.0430
2010-10-25,3051.4190
2010-10-26,3041.5430
2010-10-27,2997.0480
2010-10-28,2992.5790
2010-10-29,2978.8350
2010-11-01,3054.0210
2010-11-02,3045.4340
2010-11-03,3030.9880
2010-11-04,3086.9390
2010-11-05,3129.4970
2010-11-08,3159.5120
2010-11-09,3135.0000
2010-11-10,3115.3560
2010-11-11,3147.7440
2010-11-12,2985.4350
2010-11-15,3014.4130
2010-11-16,2894.5380
2010-11-17,2838.8570
2010-11-18,2865.4520
2010-11-19,2888.5660
2010-11-22,2884.3710
2010-11-23,2828.2820
2010-11-24,2859.9360
2010-11-25,2898.2610
2010-11-26,2871.6980
2010-11-29,2866.3560
2010-11-30,2820.1810
2010-12-01,2823.4490
2010-12-02,2843.6070
2010-12-03,2842.4310
2010-12-06,2857.1780
2010-12-07,2875.8610
2010-12-08,2848.5460
2010-12-09,2810.9490
2010-12-10,2841.0400
2010-12-13,2922.9540
2010-12-14,2927.0770
2010-12-15,2911.4140
2010-12-16,2898.1380
2010-12-17,2893.7400
2010-12-20,2852.9160
2010-12-21,2904.1150
2010-12-22,2877.9000
2010-12-23,2855.2200
2010-12-24,2835.1570
2010-12-27,2781.4020
2010-12-28,2732.9900
2010-12-29,2751.5270
2010-12-30,2759.5750
2010-12-31,2808.0770
2011-01-04,2852.6480
2011-01-05,2838.5930
2011-01-06,2824.1970
2011-01-07,2838.8010
2011-01-10,2791.8090
2011-01-11,2804.0470
2011-01-12,2821.3050
2011-01-13,2827.7130
2011-01-14,2791.3440
2011-01-17,2706.6600
2011-01-18,2708.9790
2011-01-19,2758.0970
2011-01-20,2677.6520
2011-01-21,2715.2940
2011-01-24,2695.7200
2011-01-25,2677.4320
2011-01-26,2708.8140
2011-01-27,2749.1500
2011-01-28,2752.7500
2011-01-31,2790.6940
2011-02-01,2798.9600
2011-02-09,2774.0650
2011-02-10,2818.1630
2011-02-11,2827.3280
2011-02-14,2899.1340
2011-02-15,2899.2370
2011-02-16,2923.8960
2011-02-17,2926.9640
2011-02-18,2899.7920
2011-02-21,2932.2460
2011-02-22,2855.5160
2011-02-23,2862.6340
2011-02-24,2878.6030
2011-02-25,2878.5650
2011-02-28,2905.0530
2011-03-01,2918.9200
2011-03-02,2913.8080
2011-03-03,2902.9780
2011-03-04,2942.3060
2011-03-07,2996.2110
2011-03-08,2999.9420
2011-03-09,3002.1540
2011-03-10,2957.1430
2011-03-11,2933.7960
2011-03-14,2937.6270
2011-03-15,2896.2560
2011-03-16,2930.8040
2011-03-17,2897.2980
2011-03-18,2906.8860
2011-03-21,2909.1370
2011-03-22,2919.1420
2011-03-23,2948.4770
2011-03-24,2946.7060
2011-03-25,2977.8140
2011-03-28,2984.0050
2011-03-29,2958.0770
2011-03-30,2955.7710
2011-03-31,2928.1110
2011-04-01,2967.4100
2011-04-06,3001.3600
2011-04-07,3007.9090
2011-04-08,3030.0210
2011-04-11,3022.7460
2011-04-12,3021.3690
2011-04-13,3050.3980
2011-04-14,3042.6350
2011-04-15,3050.5260
2011-04-18,3057.3290
2011-04-19,2999.0410
2011-04-20,3007.0370
2011-04-21,3026.6680
2011-04-22,3010.5170
2011-04-25,2964.9510
2011-04-26,2938.9810
2011-04-27,2925.4080
2011-04-28,2887.0440
2011-04-29,2911.5110
2011-05-03,2932.1880
2011-05-04,2866.0170
2011-05-05,2872.4040
2011-05-06,2863.8860
2011-05-09,2872.4600
2011-05-10,2890.6340
2011-05-11,2883.4200
2011-05-12,2844.0830
2011-05-13,2871.0310
2011-05-16,2849.0670
2011-05-17,2852.7730
2011-05-18,2872.7710
2011-05-19,2859.5740
2011-05-20,2858.4590
2011-05-23,2774.5690
2011-05-24,2767.0560
2011-05-25,2741.7410
2011-05-26,2736.5270
2011-05-27,2709.9470
2011-05-30,2706.3610
2011-05-31,2743.4720
2011-06-01,2743.5720
2011-06-02,2705.1810
2011-06-03,2728.0200
2011-06-07,2744.3000
2011-06-08,2750.2880
2011-06-09,2703.3450
2011-06-10,2705.1430
2011-06-13,2700.3790
2011-06-14,2730.0400
2011-06-15,2705.4310
2011-06-16,2664.2830
2011-06-17,2642.8180
2011-06-20,2621.2530
2011-06-21,2646.4830
2011-06-22,2649.3210
2011-06-23,2688.2490
2011-06-24,2746.2110
2011-06-27,2758.2300
2011-06-28,2759.2020
2011-06-29,2728.4830
2011-06-30,2762.0760
2011-07-01,2759.3620
2011-07-04,2812.8180
2011-07-05,2816.3550
2011-07-06,2810.4790
2011-07-07,2794.2670
2011-07-08,2797.7740
2011-07-11,2802.6920
2011-07-12,2754.5820
2011-07-13,2795.4760
2011-07-14,2810.4440
2011-07-15,2820.1690
2011-07-18,2816.6880
2011-07-19,2796.9830
2011-07-20,2794.2050
2011-07-21,2765.8940
2011-07-22,2770.7900
2011-07-25,2688.7460
2011-07-26,2703.0260
2011-07-27,2723.4920
2011-07-28,2708.7770
2011-07-29,2701.7290
2011-08-01,2703.7830
2011-08-02,2679.2590
2011-08-03,2678.4850
2011-08-04,2684.0390
2011-08-05,2626.4230
2011-08-08,2526.8160
2011-08-09,2526.0700
2011-08-10,2549.1760
2011-08-11,2581.5080
2011-08-12,2593.1730
2011-08-15,2626.7700
2011-08-16,2608.1660
2011-08-17,2601.2610
2011-08-18,2559.4720
2011-08-19,2534.3580
2011-08-22,2515.8630
2011-08-23,2554.0190
2011-08-24,2541.0910
2011-08-25,2615.2610
2011-08-26,2612.1880
2011-08-29,2576.4130
2011-08-30,2566.5950
2011-08-31,2567.3400
2011-09-01,2556.0420
2011-09-02,2528.2800
2011-09-05,2478.7390
2011-09-06,2470.5240
2011-09-07,2516.0900
2011-09-08,2498.9430
2011-09-09,2497.7530
2011-09-13,2471.3050
2011-09-14,2484.8270
2011-09-15,2479.0550
2011-09-16,2482.3430
2011-09-19,2437.7950
2011-09-20,2447.7550
2011-09-21,2512.9630
2011-09-22,2443.0570
2011-09-23,2433.1590
2011-09-26,2393.1830
2011-09-27,2415.0540
2011-09-28,2392.0620
2011-09-29,2365.3430
2011-09-30,2359.2200
2011-10-10,2344.7870
2011-10-11,2348.5160
2011-10-12,2420.0000
2011-10-13,2438.7900
2011-10-14,2431.3750
2011-10-17,2440.4020
2011-10-18,2383.4850
2011-10-19,2377.5120
2011-10-20,2331.3660
2011-10-21,2317.2750
2011-10-24,2370.3330
2011-10-25,2409.6720
2011-10-26,2427.4800
2011-10-27,2435.6140
2011-10-28,2473.4100
2011-10-31,2468.2500
2011-11-01,2470.0190
2011-11-02,2504.1080
2011-11-03,2508.0900
2011-11-04,2528.2940
2011-11-07,2509.7990
2011-11-08,2503.8360
2011-11-09,2524.9190
2011-11-10,2479.5360
2011-11-11,2481.0840
2011-11-14,2528.7140
2011-11-15,2529.7610
2011-11-16,2466.9590
2011-11-17,2463.0460
2011-11-18,2416.5620
2011-11-21,2415.1300
2011-11-22,2412.6250
2011-11-23,2395.0650
2011-11-24,2397.5540
2011-11-25,2380.2240
2011-11-28,2383.0340
2011-11-29,2412.3930
2011-11-30,2333.4140
2011-12-01,2386.8600
2011-12-02,2360.6640
2011-12-05,2333.2290
2011-12-06,2325.9050
2011-12-07,2332.7300
2011-12-08,2329.8200
2011-12-09,2315.2700
2011-12-12,2291.5450
2011-12-13,2248.5900
2011-12-14,2228.5250
2011-12-15,2180.8950
2011-12-16,2224.8400
2011-12-19,2218.2350
2011-12-20,2215.9300
2011-12-21,2191.1480
2011-12-22,2186.2970
2011-12-23,2204.7840
2011-12-26,2190.1100
2011-12-27,2166.2050
2011-12-28,2170.0130
2011-12-29,2173.5610
2011-12-30,2199.4170
2012-01-04,2169.3900
2012-01-05,2148.4520
2012-01-06,2163.3950
2012-01-09,2225.8900
2012-01-10,2285.7440
2012-01-11,2276.0460
2012-01-12,2275.0100
2012-01-13,2244.5800
2012-01-16,2206.1930
2012-01-17,2298.3760
2012-01-18,2266.3840
2012-01-19,2296.0750
2012-01-20,2319.1180
2012-01-30,2285.0380
2012-01-31,2292.6100
2012-02-01,2268.0800
2012-02-02,2312.5560
2012-02-03,2330.4050
2012-02-06,2331.1360
2012-02-07,2291.9020
2012-02-08,2347.5300
2012-02-09,2349.5890
2012-02-10,2351.9810
2012-02-13,2351.8550
2012-02-14,2344.7710
2012-02-15,2366.7020
2012-02-16,2356.8600
2012-02-17,2357.1810
2012-02-20,2363.5970
2012-02-21,2381.4300
2012-02-22,2403.5870
2012-02-23,2409.5540
2012-02-24,2439.6280
2012-02-27,2447.0570
2012-02-28,2451.8570
2012-02-29,2428.4870
2012-03-01,2426.1150
2012-03-02,2460.6930
2012-03-05,2445.0020
2012-03-06,2410.4450
2012-03-07,2394.7940
2012-03-08,2420.2760
2012-03-09,2439.4620
2012-03-12,2434.8590
2012-03-13,2455.7950
2012-03-14,2391.2300
2012-03-15,2373.7740
2012-03-16,2404.7360
2012-03-19,2410.1840
2012-03-20,2376.8390
2012-03-21,2378.1950
2012-03-22,2375.7720
2012-03-23,2349.5390
2012-03-26,2350.5990
2012-03-27,2347.1790
2012-03-28,2284.8810
2012-03-29,2252.1600
2012-03-30,2262.7880
2012-04-05,2302.2410
2012-04-06,2306.5530
2012-04-09,2285.7770
2012-04-10,2305.8630
2012-04-11,2308.9250
2012-04-12,2350.8640
2012-04-13,2359.1610
2012-04-16,2357.0260
2012-04-17,2334.9850
2012-04-18,2380.8480
2012-04-19,2378.6340
2012-04-20,2406.8630
2012-04-23,2388.5880
2012-04-24,2388.8340
2012-04-25,2406.8130
2012-04-26,2404.6970
2012-04-27,2396.3160
2012-05-02,2438.4360
2012-05-03,2440.0800
2012-05-04,2452.0140
2012-05-07,2451.9470
2012-05-08,2448.8840
2012-05-09,2408.5870
2012-05-10,2410.2300
2012-05-11,2394.9830
2012-05-14,2380.7250
2012-05-15,2374.8430
2012-05-16,2346.1920
2012-05-17,2378.8860
2012-05-18,2344.5200
2012-05-21,2348.3000
2012-05-22,2373.3070
2012-05-23,2363.4370
2012-05-24,2350.9730
2012-05-25,2333.5530
2012-05-28,2361.3670
2012-05-29,2389.6360
2012-05-30,2384.6680
2012-05-31,2372.2340
2012-06-01,2373.4360
2012-06-04,2308.5500
2012-06-05,2311.9160
2012-06-06,2309.5550
2012-06-07,2293.1300
2012-06-08,2281.4470
2012-06-11,2305.8560
2012-06-12,2289.7910
2012-06-13,2318.9240
2012-06-14,2295.9460
2012-06-15,2306.8500
2012-06-18,2316.0520
2012-06-19,2300.7950
2012-06-20,2292.8770
2012-06-21,2260.8770
2012-06-25,2224.1140
2012-06-26,2222.0670
2012-06-27,2216.9340
2012-06-28,2195.8430
2012-06-29,2225.4310
2012-07-02,2226.1100
2012-07-03,2229.1930
2012-07-04,2227.3150
2012-07-05,2201.3530
2012-07-06,2223.5790
2012-07-09,2170.8140
2012-07-10,2164.4370
2012-07-11,2175.3830
2012-07-12,2185.4910
2012-07-13,2185.8950
2012-07-16,2147.9550
2012-07-17,2161.1860
2012-07-18,2169.0990
2012-07-19,2184.8410
2012-07-20,2168.6380
2012-07-23,2141.4020
2012-07-24,2146.5890
2012-07-25,2136.1510
2012-07-26,2126.0040
2012-07-27,2128.7650
2012-07-30,2109.9140
2012-07-31,2103.6340
2012-08-01,2123.3600
2012-08-02,2111.1820
2012-08-03,2132.7960
2012-08-06,2154.9160
2012-08-07,2157.6200
2012-08-08,2160.9900
2012-08-09,2174.1020
2012-08-10,2168.8140
2012-08-13,2136.0780
2012-08-14,2142.5250
2012-08-15,2118.9450
2012-08-16,2112.1970
2012-08-17,2114.8910
2012-08-20,2106.9570
2012-08-21,2118.2680
2012-08-22,2107.7110
2012-08-23,2113.0720
2012-08-24,2092.1040
2012-08-27,2055.7080
2012-08-28,2073.1540
2012-08-29,2053.2350
2012-08-30,2052.5850
2012-08-31,2047.5220
2012-09-03,2059.1470
2012-09-04,2043.6490
2012-09-05,2037.6810
2012-09-06,2051.9180
2012-09-07,2127.7620
2012-09-10,2134.8930
2012-09-11,2120.5540
2012-09-12,2126.5540
2012-09-13,2110.3790
2012-09-14,2123.8470
2012-09-17,2078.5000
2012-09-18,2059.5430
2012-09-19,2067.8310
2012-09-20,2024.8370
2012-09-21,2026.6900
2012-09-24,2033.1920
2012-09-25,2029.2930
2012-09-26,2004.1720
2012-09-27,2056.3230
2012-09-28,2086.1690
2012-10-08,2074.4190
2012-10-09,2115.2300
2012-10-10,2119.9420
2012-10-11,2102.8680
2012-10-12,2104.9320
2012-10-15,2098.7030
2012-10-16,2098.8080
2012-10-17,2105.6180
2012-10-18,2131.6880
2012-10-19,2128.3020
2012-10-22,2132.7580
2012-10-23,2114.4470
2012-10-24,2115.9900
2012-10-25,2101.5800
2012-10-26,2066.2090
2012-10-29,2058.9430
2012-10-30,2062.3470
2012-10-31,2068.8800
2012-11-01,2104.4280
2012-11-02,2117.0460
2012-11-05,2114.0270
2012-11-06,2105.9990
2012-11-07,2105.7300
2012-11-08,2071.5090
2012-11-09,2069.0670
2012-11-12,2079.2740
2012-11-13,2047.8890
2012-11-14,2055.4190
2012-11-15,2030.2900
2012-11-16,2014.7250
2012-11-19,2016.9820
2012-11-20,2008.9230
2012-11-21,2030.3190
2012-11-22,2015.6110
2012-11-23,2027.3840
2012-11-26,2017.4640
2012-11-27,1991.1650
2012-11-28,1973.5230
2012-11-29,1963.4880
2012-11-30,1980.1170
2012-12-03,1959.7670
2012-12-04,1975.1430
2012-12-05,2031.9070
2012-12-06,2029.2370
2012-12-07,2061.7860
2012-12-10,2083.7700
2012-12-11,2074.7040
2012-12-12,2082.7260
2012-12-13,2061.4760
2012-12-14,2150.6250
2012-12-17,2160.3420
2012-12-18,2162.4640
2012-12-19,2162.2390
2012-12-20,2168.3530
2012-12-21,2153.3100
2012-12-24,2159.0530
2012-12-25,2213.6110
2012-12-26,2219.1320
2012-12-27,2205.8970
2012-12-28,2233.2520
2012-12-31,2269.1280
2013-01-04,2276.9920
2013-01-07,2285.3640
2013-01-08,2276.0700
2013-01-09,2275.3400
2013-01-10,2283.6580
2013-01-11,2242.9970
2013-01-14,2311.7400
2013-01-15,2325.6820
2013-01-16,2309.4990
2013-01-17,2284.9090
2013-01-18,2317.0700
2013-01-21,2328.2210
2013-01-22,2315.1390
2013-01-23,2320.9110
2013-01-24,2302.5980
2013-01-25,2291.3040
2013-01-28,2346.5050
2013-01-29,2358.9770
2013-01-30,2382.4750
2013-01-31,2385.4220
2013-02-01,2419.0200
2013-02-04,2428.1540
2013-02-05,2433.1300
2013-02-06,2434.4770
2013-02-07,2418.5300
2013-02-08,2432.4020
2013-02-18,2421.5580
2013-02-19,2382.9140
2013-02-20,2397.1780
2013-02-21,2325.9510
2013-02-22,2314.1640
2013-02-25,2325.8190
2013-02-26,2293.3410
2013-02-27,2313.2200
2013-02-28,2365.5930
2013-03-01,2359.5060
2013-03-04,2273.4040
2013-03-05,2326.3060
2013-03-06,2347.1790
2013-03-07,2324.2930
2013-03-08,2318.6110
2013-03-11,2310.5930
2013-03-12,2286.6050
2013-03-13,2263.9680
2013-03-14,2270.2770
2013-03-15,2278.4010
2013-03-18,2240.0160
2013-03-19,2257.4340
2013-03-20,2317.3740
2013-03-21,2324.2420
2013-03-22,2328.2780
2013-03-25,2326.7150
2013-03-26,2297.6690
2013-03-27,2301.2590
2013-03-28,2236.3020
2013-03-29,2236.6210
2013-04-01,2234.3950
2013-04-02,2227.7400
2013-04-03,2225.2950
2013-04-08,2211.5920
2013-04-09,2225.7750
2013-04-10,2226.1260
2013-04-11,2219.5530
2013-04-12,2206.7800
2013-04-15,2181.9420
2013-04-16,2194.8460
2013-04-17,2193.7960
2013-04-18,2197.6020
2013-04-19,2244.6430
2013-04-22,2242.1690
2013-04-23,2184.5380
2013-04-24,2218.3180
2013-04-25,2199.3070
2013-04-26,2177.9120
2013-05-02,2174.1230
2013-05-03,2205.4970
2013-05-06,2231.1660
2013-05-07,2235.5750
2013-05-08,2246.3000
2013-05-09,2232.9710
2013-05-10,2246.8310
2013-05-13,2241.9200
2013-05-14,2217.0100
2013-05-15,2224.7970
2013-05-16,2251.8060
2013-05-17,2282.8700
2013-05-20,2299.9860
2013-05-21,2305.1140
2013-05-22,2302.4030
2013-05-23,2275.6670
2013-05-24,2288.5330
2013-05-27,2293.0770
2013-05-28,2321.3180
2013-05-29,2324.0170
2013-05-30,2317.7490
2013-05-31,2300.5950
2013-06-03,2299.2520
2013-06-04,2272.4160
2013-06-05,2270.9310
2013-06-06,2242.1100
2013-06-07,2210.8980
2013-06-13,2148.3550
2013-06-14,2162.0410
2013-06-17,2156.2150
2013-06-18,2159.2910
2013-06-19,2143.4540
2013-06-20,2084.0210
2013-06-21,2073.0950
2013-06-24,1963.2350
2013-06-25,1959.5080
2013-06-26,1951.4950
2013-06-27,1950.0130
2013-06-28,1979.2060
2013-07-01,1995.2420
2013-07-02,2006.5600
2013-07-03,1994.2680
2013-07-04,2006.0980
2013-07-05,2007.1990
2013-07-08,1958.2730
2013-07-09,1965.4540
2013-07-10,2008.1260
2013-07-11,2072.9910
2013-07-12,2039.4860
2013-07-15,2059.3900
2013-07-16,2065.7200
2013-07-17,2044.9220
2013-07-18,2023.3960
2013-07-19,1992.6480
2013-07-22,2004.7620
2013-07-23,2043.8760
2013-07-24,2033.3290
2013-07-25,2021.1740
2013-07-26,2010.8500
2013-07-29,1976.3060
2013-07-30,1990.0640
2013-07-31,1993.7990
2013-08-01,2029.0670
2013-08-02,2029.4180
2013-08-05,2050.4810
2013-08-06,2060.5000
2013-08-07,2046.7780
2013-08-08,2044.8950
2013-08-09,2052.2350
2013-08-12,2101.2830
2013-08-13,2106.1560
2013-08-14,2100.1370
2013-08-15,2081.8800
2013-08-16,2068.4520
2013-08-19,2085.6020
2013-08-20,2072.5950
2013-08-21,2072.9610
2013-08-22,2067.1240
2013-08-23,2057.4580
2013-08-26,2096.4740
2013-08-27,2103.5670
2013-08-28,2101.3010
2013-08-29,2097.2270
2013-08-30,2098.3820
2013-09-02,2098.4480
2013-09-03,2123.1120
2013-09-04,2127.6180
2013-09-05,2122.4300
2013-09-06,2139.9930
2013-09-09,2212.5160
2013-09-10,2237.9840
2013-09-11,2241.2680
2013-09-12,2255.6050
2013-09-13,2236.2170
2013-09-16,2231.4010
2013-09-17,2185.5600
2013-09-18,2191.8510
2013-09-23,2221.0440
2013-09-24,2207.5310
2013-09-25,2198.5150
2013-09-26,2155.8090
2013-09-27,2160.0270
2013-09-30,2174.6650
2013-10-08,2198.1990
2013-10-09,2211.7690
2013-10-10,2190.9290
2013-10-11,2228.1460
2013-10-14,2237.7730
2013-10-15,2233.4120
2013-10-16,2193.0740
2013-10-17,2188.5420
2013-10-18,2193.7800
2013-10-21,2229.2370
2013-10-22,2210.6520
2013-10-23,2183.1070
2013-10-24,2164.3220
2013-10-25,2132.9550
2013-10-28,2133.8690
2013-10-29,2128.8640
2013-10-30,2160.4630
2013-10-31,2141.6140
2013-11-01,2149.5620
2013-11-04,2149.6340
2013-11-05,2157.2400
2013-11-06,2139.6070
2013-11-07,2129.4000
2013-11-08,2106.1270
2013-11-11,2109.4710
2013-11-12,2126.7720
2013-11-13,2087.9410
2013-11-14,2100.5060
2013-11-15,2135.8270
2013-11-18,2197.2190
2013-11-19,2193.1250
2013-11-20,2206.6130
2013-11-21,2205.7660
2013-11-22,2196.3780
2013-11-25,2186.1150
2013-11-26,2183.0730
2013-11-27,2201.0700
2013-11-28,2219.3720
2013-11-29,2220.5040
2013-12-02,2207.3710
2013-12-03,2222.6700
2013-12-04,2251.7620
2013-12-05,2247.0630
2013-12-06,2237.1080
2013-12-09,2238.2000
2013-12-10,2237.4920
2013-12-11,2204.1660
2013-12-12,2202.7960
2013-12-13,2196.0750
2013-12-16,2160.8610
2013-12-17,2151.0790
2013-12-18,2148.2850
2013-12-19,2127.7920
2013-12-20,2084.7940
2013-12-23,2089.7070
2013-12-24,2092.9050
2013-12-25,2106.3540
2013-12-26,2073.0990
2013-12-27,2101.2510
2013-12-30,2097.5290
2013-12-31,2115.9780
2014-01-02,2109.3870
2014-01-03,2083.1360
2014-01-06,2045.7090
2014-01-07,2047.3170
2014-01-08,2044.3400
2014-01-09,2027.6220
2014-01-10,2013.2980
2014-01-13,2009.5640
2014-01-14,2026.8420
2014-01-15,2023.3480
2014-01-16,2023.7010
2014-01-17,2004.9490
2014-01-20,1991.2530
2014-01-21,2008.3130
2014-01-22,2051.7490
2014-01-23,2042.1800
2014-01-24,2054.3920
2014-01-27,2033.3000
2014-01-28,2038.5130
2014-01-29,2049.9140
2014-01-30,2033.0830
2014-02-07,2044.4970
2014-02-10,2086.0670
2014-02-11,2103.6710
2014-02-12,2109.9550
2014-02-13,2098.4010
2014-02-14,2115.8480
2014-02-17,2135.4150
2014-02-18,2119.0660
2014-02-19,2142.5540
2014-02-20,2138.7820
2014-02-21,2113.6930
2014-02-24,2076.6860
2014-02-25,2034.2190
2014-02-26,2041.2540
2014-02-27,2047.3540
2014-02-28,2056.3020
2014-03-03,2075.2350
2014-03-04,2071.4730
2014-03-05,2053.0840
2014-03-06,2059.5780
2014-03-07,2057.9080
2014-03-10,1999.0650
2014-03-11,2001.1570
2014-03-12,1997.6920
2014-03-13,2019.1110
2014-03-14,2004.3390
2014-03-17,2023.6730
2014-03-18,2025.1960
2014-03-19,2021.7340
2014-03-20,1993.4790
2014-03-21,2047.6190
2014-03-24,2066.2790
2014-03-25,2067.3110
2014-03-26,2063.6700
2014-03-27,2046.5880
2014-03-28,2041.7120
2014-03-31,2033.3060
2014-04-01,2047.4600
2014-04-02,2058.9880
2014-04-03,2043.7020
2014-04-04,2058.8310
2014-04-08,2098.2840
2014-04-09,2105.2370
2014-04-10,2134.3000
2014-04-11,2130.5420
2014-04-14,2131.5390
2014-04-15,2101.6010
2014-04-16,2105.1220
2014-04-17,2098.8850
2014-04-18,2097.7480
2014-04-21,2065.8260
2014-04-22,2072.8310
2014-04-23,2067.3820
2014-04-24,2057.0330
2014-04-25,2036.5190
2014-04-28,2003.4870
2014-04-29,2020.3410
2014-04-30,2026.3580
2014-05-05,2027.3530
2014-05-06,2028.0380
2014-05-07,2010.0830
2014-05-08,2015.2740
2014-05-09,2011.1350
2014-05-12,2052.8710
2014-05-13,2050.7280
2014-05-14,2047.9100
2014-05-15,2024.9740
2014-05-16,2026.5040
2014-05-19,2005.1830
2014-05-20,2008.1190
2014-05-21,2024.9510
2014-05-22,2021.2850
2014-05-23,2034.5690
2014-05-26,2041.4760
2014-05-27,2034.5650
2014-05-28,2050.2280
2014-05-29,2040.5950
2014-05-30,2039.2120
2014-06-03,2038.3050
2014-06-04,2024.8340
2014-06-05,2040.8780
2014-06-06,2029.9560
2014-06-09,2030.5020
2014-06-10,2052.5320
2014-06-11,2054.9480
2014-06-12,2051.7130
2014-06-13,2070.7150
2014-06-16,2085.9830
2014-06-17,2066.6980
2014-06-18,2055.5190
2014-06-19,2023.7350
2014-06-20,2026.6740
2014-06-23,2024.3650
2014-06-24,2033.9310
2014-06-25,2025.5020
2014-06-26,2038.6770
2014-06-27,2036.5100
2014-06-30,2048.3270
2014-07-01,2050.3810
2014-07-02,2059.4180
2014-07-03,2063.2290
2014-07-04,2059.3750
2014-07-07,2059.9270
2014-07-08,2064.0210
2014-07-09,2038.6120
2014-07-10,2038.3420
2014-07-11,2046.9610
2014-07-14,2066.6460
2014-07-15,2070.3570
2014-07-16,2067.2760
2014-07-17,2055.5910
2014-07-18,2059.0670
2014-07-21,2054.4790
2014-07-22,2075.4810
2014-07-23,2078.4890
2014-07-24,2105.0620
2014-07-25,2126.6140
2014-07-28,2177.9480
2014-07-29,2183.1920
2014-07-30,2181.2430
2014-07-31,2201.5620
2014-08-01,2185.3030
2014-08-04,2223.3310
2014-08-05,2219.9450
2014-08-06,2217.4650
2014-08-07,2187.6690
2014-08-08,2194.4250
2014-08-11,2224.6540
2014-08-12,2221.5950
2014-08-13,2222.8770
2014-08-14,2206.4660
2014-08-15,2226.7340
2014-08-18,2239.4660
2014-08-19,2245.3300
2014-08-20,2240.2110
2014-08-21,2230.4580
2014-08-22,2240.8120
2014-08-25,2229.2740
2014-08-26,2207.1060
2014-08-27,2209.4650
2014-08-28,2195.8180
2014-08-29,2217.2000
2014-09-01,2235.5110
2014-09-02,2266.0460
2014-09-03,2288.6270
2014-09-04,2306.8620
2014-09-05,2326.4320
2014-09-09,2326.5270
2014-09-10,2318.3050
2014-09-11,2311.6790
2014-09-12,2331.9500
2014-09-15,2339.1400
2014-09-16,2296.5550
2014-09-17,2307.8930
2014-09-18,2315.9280
2014-09-19,2329.4510
2014-09-22,2289.8660
2014-09-23,2309.7180
2014-09-24,2343.5750
2014-09-25,2345.1030
2014-09-26,2347.7180
2014-09-29,2357.7110
