,万得全A,,,,,,,,,,
,881001.WI,,,,,,,,,,
日期,前收盘价,开盘价,最高价,最低价,收盘价,成交量,成交额,涨跌,涨跌幅,复权因子,换手率
Date,pre_close,open,high,low,close,volume,amt,chg,pct_chg,adjfactor,turn
2007/1/4,1449.5112,1449.5112,1500.6626,1449.5112,1461.2643,16498836800,1.16758E+11,11.7531,0.8108,1,5.1207
2007/1/5,1461.2643,1461.2643,1474.478,1440.5717,1474.4288,14478360000,97951080000,13.1645,0.9009,1,4.5051
2007/1/8,1474.4288,1474.4288,1522.0564,1474.4111,1522.0564,15282361600,1.05623E+11,47.6276,3.2302,1,4.7331
2007/1/9,1522.0564,1522.0564,1565.2524,1521.032,1564.7432,15597289600,1.08249E+11,42.6868,2.8045,1,4.9196
2007/1/10,1564.7432,1564.7432,1603.9949,1560.381,1603.9025,16632195200,1.17962E+11,39.1593,2.5026,1,5.1186
2007/1/11,1603.9025,1603.9025,1635.4847,1589.0994,1595.1082,18343177600,1.26112E+11,-8.7943,-0.5483,1,5.6233
2007/1/12,1595.1082,1595.1082,1608.5006,1543.6719,1550.6074,15708843200,1.09439E+11,-44.5008,-2.7898,1,4.8614
2007/1/15,1550.6074,1550.6074,1630.5848,1548.8744,1630.5848,13575251200,1.00413E+11,79.9774,5.1578,1,4.1873
2007/1/16,1630.5848,1630.5848,1678.8066,1630.5848,1678.5862,16270072000,1.23326E+11,48.0014,2.9438,1,4.9993
2007/1/17,1678.5862,1678.5862,1708.4004,1623.704,1653.6207,19226734400,1.46955E+11,-24.9655,-1.4873,1,5.8876
2007/1/18,1653.6207,1653.6207,1672.5852,1612.7006,1668.848,16817193600,1.2613E+11,15.2273,0.9208,1,5.1624
2007/1/19,1668.848,1668.848,1725.1941,1668.8479,1725.1941,18540699200,1.38051E+11,56.3461,3.3763,1,5.6569
2007/1/22,1725.1941,1725.1941,1796.2345,1725.194,1796.1405,20681891200,1.54675E+11,70.9464,4.1124,1,6.308
2007/1/23,1796.1405,1796.1405,1811.5706,1741.6084,1806.541,21123932800,1.62204E+11,10.4005,0.579,1,6.4623
2007/1/24,1806.541,1806.541,1836.9576,1792.4867,1825.2535,18026630400,1.4251E+11,18.7125,1.0358,1,5.4849
2007/1/25,1825.2535,1825.2535,1825.2535,1756.7125,1758.4696,17406955200,1.37741E+11,-66.7839,-3.6589,1,5.3166
2007/1/26,1758.4696,1758.4696,1796.9805,1685.1184,1789.0554,16153662400,1.24999E+11,30.5858,1.7393,1,4.9601
2007/1/29,1789.0554,1789.0554,1839.144,1789.0554,1838.6967,16638107200,1.33305E+11,49.6413,2.7747,1,5.0163
2007/1/30,1838.6967,1838.6967,1853.0276,1810.9664,1825.1704,16417120000,1.30114E+11,-13.5263,-0.7356,1,4.9508
2007/1/31,1825.1704,1825.1704,1825.1704,1707.4567,1719.2134,16761134400,1.28774E+11,-105.957,-5.8053,1,5.0628
2007/2/1,1719.2134,1719.2134,1738.3151,1667.705,1728.2465,13841571200,1.03887E+11,9.0331,0.5254,1,4.186
2007/2/2,1728.2465,1728.2465,1735.571,1670.1853,1672.5308,12567311200,96515600000,-55.7157,-3.2238,1,3.7899
2007/2/5,1672.5308,1672.5308,1685.0438,1648.5234,1666.0814,9926260000,75671504000,-6.4494,-0.3856,1,3.0396
2007/2/6,1666.0814,1666.0814,1699.9851,1631.4008,1699.8691,12208259200,97969744000,33.7877,2.028,1,3.6725
2007/2/7,1699.8691,1699.8691,1743.3102,1699.8691,1735.4707,13699302400,1.11655E+11,35.6016,2.0944,1,4.1241
2007/2/8,1735.4707,1735.4707,1768.9165,1727.8418,1765.7152,13235920800,1.05391E+11,30.2445,1.7427,1,3.983
2007/2/9,1765.7152,1765.7152,1773.064,1745.5933,1761.6945,12024660000,93816800000,-4.0207,-0.2277,1,3.6284
2007/2/12,1761.6945,1761.6945,1818.356,1761.6945,1818.356,11963192000,95761464000,56.6615,3.2163,1,3.5984
2007/2/13,1818.356,1818.356,1848.7271,1818.356,1847.5122,11942737600,94600400000,29.1562,1.6034,1,3.5974
2007/2/14,1847.5122,1847.5122,1898.1461,1846.6234,1892.7006,14190732800,1.12621E+11,45.1884,2.4459,1,4.2382
2007/2/15,1892.7006,1892.7006,1950.2717,1892.7006,1950.0917,16348992000,1.31379E+11,57.3911,3.0322,1,4.9139
2007/2/16,1950.0917,1950.0917,1991.5156,1948.3632,1962.6274,17434008000,1.42079E+11,12.5357,0.6428,1,5.2484
2007/2/26,1962.6274,1962.6274,2004.5729,1944.2827,2004.4292,16545569600,1.35967E+11,41.8018,2.1299,1,4.9132
2007/2/27,2004.4292,2004.4292,2017.6721,1824.9467,1826.5634,24411859200,1.96477E+11,-177.8658,-8.8736,1,7.2354
2007/2/28,1826.5634,1826.5634,1902.7141,1796.5858,1897.1541,18131819200,1.45145E+11,70.5907,3.8647,1,5.4407
2007/3/1,1897.1541,1897.1541,1903.0394,1822.5046,1848.9214,19134969600,1.49375E+11,-48.2327,-2.5424,1,5.6926
2007/3/2,1848.9214,1848.9214,1887.0209,1839.2148,1876.7981,14358630400,1.15445E+11,27.8767,1.5077,1,4.2365
2007/3/5,1876.7981,1876.7981,1904.0306,1808.5386,1863.0814,16228961600,1.30826E+11,-13.7167,-0.7309,1,4.7869
2007/3/6,1863.0814,1863.0814,1896.5096,1844.0161,1885.1532,11903124800,98032672000,22.0718,1.1847,1,3.5234
2007/3/7,1885.1532,1885.1532,1934.4777,1885.1532,1934.3635,13303119200,1.12647E+11,49.2103,2.6104,1,3.9286
2007/3/8,1934.3635,1934.3635,1967.8438,1919.2524,1967.4681,13913516800,1.15942E+11,33.1046,1.7114,1,4.0904
2007/3/9,1967.4681,1967.4681,1980.9464,1937.5089,1961.9891,16279715200,1.37844E+11,-5.479,-0.2785,1,4.7801
2007/3/12,1961.9891,1961.9891,1981.0656,1933.9707,1980.9224,15841256000,1.32885E+11,18.9333,0.965,1,4.6621
2007/3/13,1980.9224,1980.9224,2003.6951,1975.4393,2001.3391,16549155200,1.37511E+11,20.4167,1.0307,1,4.8569
2007/3/14,2001.3391,2001.3391,2001.3392,1930.7351,1977.7578,17543180800,1.46806E+11,-23.5813,-1.1783,1,5.1362
2007/3/15,1977.7578,1977.7578,2015.1292,1976.4041,2015.0339,15563774400,1.3516E+11,37.2761,1.8848,1,4.5869
2007/3/16,2015.0339,2015.0339,2029.8999,1959.3464,1983.3287,18314948800,1.57902E+11,-31.7052,-1.5734,1,5.3786
2007/3/19,1983.3287,1983.3287,2029.1578,1917.3571,2018.7631,16155814400,1.41323E+11,35.4344,1.7866,1,4.7819
2007/3/20,2018.7631,2018.7631,2042.8082,2017.0524,2042.1212,14121960000,1.26734E+11,23.3581,1.1571,1,4.1333
2007/3/21,2042.1212,2042.1212,2069.6357,2038.0986,2069.5432,15382976000,1.40765E+11,27.422,1.3428,1,4.5018
2007/3/22,2069.5432,2069.5432,2100.7424,2069.5432,2077.7656,18938516800,1.73077E+11,8.2224,0.3973,1,5.5397
2007/3/23,2077.7656,2077.7656,2091.9607,2038.8402,2090.4841,17988790400,1.61429E+11,12.7185,0.6121,1,5.2633
2007/3/26,2090.4841,2090.4841,2134.1033,2090.4841,2134.1003,18618712000,1.68857E+11,43.6162,2.0864,1,5.4394
2007/3/27,2134.1003,2134.1003,2159.4668,2125.5457,2156.3018,19115652800,1.77379E+11,22.2015,1.0403,1,5.565
2007/3/28,2156.3018,2156.3018,2170.3022,2067.0359,2152.7859,24004657600,2.20823E+11,-3.5159,-0.1631,1,7.0065
2007/3/29,2152.7859,2152.7859,2160.7063,2117.126,2117.1543,21215435200,2.0297E+11,-35.6316,-1.6551,1,6.2209
2007/3/30,2117.1543,2117.1543,2133.1321,2109.6665,2124.8176,13412904000,1.26396E+11,7.6633,0.362,1,3.9076
2007/4/2,2124.8176,2124.8176,2175.4551,2124.8176,2175.4551,14353302400,1.41664E+11,50.6375,2.3831,1,4.1504
2007/4/3,2175.4551,2175.4551,2206.2659,2175.4551,2206.2659,16486344000,1.66211E+11,30.8108,1.4163,1,4.7425
2007/4/4,2206.2659,2206.2659,2232.8154,2197.3535,2225.7449,17122982400,1.75219E+11,19.479,0.8829,1,4.917
2007/4/5,2225.7449,2225.7449,2259.9727,2214.4526,2256.6045,17133614400,1.72813E+11,30.8596,1.3865,1,4.9189
2007/4/6,2256.6045,2256.6045,2285.1455,2230.7766,2280.9285,18353099200,1.8861E+11,24.324,1.0779,1,5.2712
2007/4/9,2280.9285,2280.9285,2329.613,2280.9285,2326.5596,20822668800,2.15558E+11,45.6311,2.0005,1,5.9536
2007/4/10,2326.5596,2326.5596,2354.563,2283.1794,2354.563,21946176000,2.31394E+11,28.0034,1.2036,1,6.2698
2007/4/11,2354.563,2354.563,2384.8105,2354.563,2384.8105,22326811200,2.40922E+11,30.2475,1.2846,1,6.3714
2007/4/12,2384.8105,2384.8105,2432.0334,2380.8225,2432.0334,21301641600,2.3571E+11,47.2229,1.9802,1,6.0357
2007/4/13,2432.0334,2432.0334,2458.9629,2412.3159,2423.2295,22939166400,2.57404E+11,-8.8039,-0.362,1,6.5657
2007/4/16,2423.2295,2423.2295,2491.9861,2423.2295,2491.8245,20025876800,2.24935E+11,68.595,2.8307,1,5.6698
2007/4/17,2491.8245,2491.8245,2532.3503,2448.3735,2531.1584,24816689600,2.77768E+11,39.3339,1.5785,1,7.0283
2007/4/18,2531.1584,2531.1584,2569.7195,2512.0337,2565.8223,23303651200,2.67332E+11,34.6639,1.3695,1,6.6155
2007/4/19,2565.8223,2565.8223,2565.8223,2381.3748,2441.9038,26477587200,2.95157E+11,-123.9185,-4.8296,1,7.4331
2007/4/20,2441.9038,2441.9038,2560.8342,2441.9038,2554.6775,21185161600,2.41219E+11,112.7737,4.6183,1,5.9553
2007/4/23,2554.6775,2554.6775,2664.1882,2554.6775,2662.6802,24921192000,2.88006E+11,108.0027,4.2276,1,7.0016
2007/4/24,2662.6802,2662.6802,2710.4839,2649.6626,2678.5886,26496633600,3.16381E+11,15.9084,0.5975,1,7.4099
2007/4/25,2678.5886,2678.5886,2689.4065,2619.063,2677.5464,22126619200,2.61269E+11,-1.0422,-0.0389,1,6.2056
2007/4/26,2677.5464,2677.5464,2712.4346,2670.3884,2712.311,17973123200,2.20596E+11,34.7646,1.2984,1,5.0292
2007/4/27,2712.311,2712.311,2721.3606,2671.9937,2699.519,18475740800,2.32228E+11,-12.792,-0.4716,1,5.3887
2007/4/30,2699.519,2699.519,2749.8748,2683.7217,2744.2964,20991091200,2.68393E+11,44.7774,1.6587,1,5.9074
2007/5/8,2744.2964,2744.2964,2853.4333,2744.2964,2848.9771,23792710400,3.09029E+11,104.6807,3.8145,1,6.566
2007/5/9,2848.9771,2848.9771,2873.7842,2747.1199,2861.5015,29417360000,3.721E+11,12.5244,0.4396,1,8.1252
2007/5/10,2861.5015,2861.5015,2895.0305,2838.7717,2882.4983,24421070400,3.04991E+11,20.9968,0.7338,1,6.7257
2007/5/11,2882.4983,2882.4983,2882.4983,2817.0288,2869.6846,20393516800,2.70381E+11,-12.8137,-0.4445,1,5.61
2007/5/14,2869.6846,2869.6846,2914.1555,2807.5928,2890.4812,20215289600,2.72787E+11,20.7966,0.7247,1,5.5367
2007/5/15,2890.4812,2890.4812,2905.4058,2790.8853,2795.0479,21162438400,2.81293E+11,-95.4333,-3.3016,1,6.0107
2007/5/16,2795.0479,2795.0479,2869.9395,2755.0723,2869.8296,18966355200,2.51769E+11,74.7817,2.6755,1,5.1655
2007/5/17,2869.8296,2869.8296,2945.8997,2869.8296,2935.7014,20474849600,2.79255E+11,65.8718,2.2953,1,5.5547
2007/5/18,2935.7014,2935.7014,2958.5864,2913.9602,2940.5273,18941622400,2.56045E+11,4.8259,0.1644,1,5.1452
2007/5/21,2940.5273,2940.5273,3003.8691,2839.3115,2999.2437,22736302400,3.09242E+11,58.7164,1.9968,1,6.1167
2007/5/22,2999.2437,2999.2437,3060.1504,2999.2437,3044.1614,25310944000,3.49475E+11,44.9177,1.4976,1,6.7762
2007/5/23,3044.1614,3044.1614,3109.5339,3039.5581,3109.29,23280742400,3.26092E+11,65.1286,2.1395,1,6.2624
2007/5/24,3109.29,3109.29,3136.3191,3043.8384,3097.6194,26958409600,3.80264E+11,-11.6706,-0.3753,1,7.2303
2007/5/25,3097.6194,3097.6194,3156.5239,3071.5549,3147.6848,22690180800,3.31528E+11,50.0654,1.6163,1,6.0573
2007/5/28,3147.6848,3147.6848,3228.8591,3147.6848,3214.5708,26410600000,3.91794E+11,66.886,2.1249,1,7.0079
2007/5/29,3214.5708,3214.5708,3282.9788,3209.3083,3282.6885,25395974400,3.78131E+11,68.1177,2.119,1,6.7512
2007/5/30,3282.6885,3282.6885,3282.6885,3027.0513,3050.2522,27612240000,4.10638E+11,-232.4363,-7.0807,1,7.3366
2007/5/31,3050.2522,3050.2522,3073.645,2862.9939,3019.6184,25613768000,3.64666E+11,-30.6338,-1.0043,1,6.7739
2007/6/1,3019.6184,3019.6184,3060.2012,2865.3066,2880.1553,23570208000,3.42912E+11,-139.4631,-4.6186,1,6.238
2007/6/4,2880.1553,2880.1553,2880.1553,2650.5549,2654.4648,16599985600,2.2112E+11,-225.6905,-7.8361,1,4.4013
2007/6/5,2654.4648,2654.4648,2716.9993,2451.0005,2716.3667,23329062400,2.7393E+11,61.9019,2.332,1,6.1514
2007/6/6,2716.3667,2716.3667,2785.1597,2650.8843,2752.7961,22588547200,2.74574E+11,36.4294,1.3411,1,5.9521
2007/6/7,2752.7961,2752.7961,2860.9409,2752.7961,2860.8347,21680361600,2.73975E+11,108.0386,3.9247,1,5.6985
2007/6/8,2860.8347,2860.8347,2916.4927,2847.5295,2897.3096,20996022400,2.79458E+11,36.4749,1.275,1,5.5045
2007/6/11,2897.3096,2897.3096,2969.9373,2897.3093,2966.8245,20735264000,2.81596E+11,69.5149,2.3993,1,5.4367
2007/6/12,2966.8245,2966.8245,3044.4404,2881.0476,3044.3606,23426392000,3.23765E+11,77.5361,2.6134,1,6.1233
2007/6/13,3044.3606,3044.3606,3142.2854,3044.3606,3123.2249,25301177600,3.42748E+11,78.8643,2.5905,1,6.6049
2007/6/14,3123.2249,3123.2249,3138.0906,3048.7212,3089.4182,21209324800,2.89849E+11,-33.8067,-1.0824,1,5.5321
2007/6/15,3089.4182,3089.4182,3117.7866,3046.9607,3101.7402,16702444800,2.35799E+11,12.322,0.3988,1,4.3568
2007/6/18,3101.7402,3101.7402,3206.5684,3101.7402,3194.188,19201003200,2.79515E+11,92.4478,2.9805,1,5.0661
2007/6/19,3194.188,3194.188,3230.5503,3165.1116,3230.3083,19360518400,2.79446E+11,36.1203,1.1308,1,5.0383
2007/6/20,3230.3083,3230.3083,3263.5544,3137.0723,3152.2109,20979318400,3.01419E+11,-78.0974,-2.4176,1,5.4879
2007/6/21,3152.2109,3152.2109,3189.8416,3102.3552,3165.4724,17371707200,2.52094E+11,13.2615,0.4207,1,4.489
2007/6/22,3165.4724,3165.4724,3174.5471,2976.1531,3031.8625,18286089600,2.58962E+11,-133.6099,-4.2209,1,4.738
2007/6/25,3031.8625,3031.8625,3070.8418,2862.4221,2881.1841,15466072000,2.17222E+11,-150.6784,-4.9698,1,4.0132
2007/6/26,2881.1841,2881.1841,2921.0469,2774.3333,2920.2795,13512924800,1.74915E+11,39.0954,1.3569,1,3.6174
2007/6/27,2920.2795,2920.2795,3007.6589,2899.7104,2999.6868,14813332800,2.00627E+11,79.4073,2.7192,1,3.8152
2007/6/28,2999.6868,2999.6868,3015.3035,2848.7773,2848.9597,14538244800,1.93424E+11,-150.7271,-5.0248,1,3.7743
2007/6/29,2848.9597,2848.9597,2848.9597,2718.5391,2754.3779,12892128000,1.60695E+11,-94.5818,-3.3199,1,3.3433
2007/7/2,2754.3779,2754.3779,2783.3855,2670.2048,2760.4216,10931740800,1.3462E+11,6.0437,0.2194,1,2.8124
2007/7/3,2760.4216,2760.4216,2811.865,2739.0496,2809.459,10522485600,1.31737E+11,49.0374,1.7764,1,2.6985
2007/7/4,2809.459,2809.459,2818.5166,2735.6042,2746.8796,8885486400,1.14186E+11,-62.5794,-2.2275,1,2.2744
2007/7/5,2746.8796,2746.8796,2746.8796,2590.7004,2591.6316,9718278400,1.15795E+11,-155.248,-5.6518,1,2.4975
2007/7/6,2591.6316,2591.6316,2724.5654,2541.832,2722.426,12332032000,1.43711E+11,130.7944,5.0468,1,3.1512
2007/7/9,2722.426,2722.426,2819.7996,2722.426,2804.9187,12984107200,1.583E+11,82.4927,3.0301,1,3.319
2007/7/10,2804.9187,2804.9187,2813.2986,2749.4546,2758.6067,11830312800,1.48133E+11,-46.312,-1.6511,1,3.0143
2007/7/11,2758.6067,2758.6067,2778.1016,2727.929,2775.2383,8047796000,1.00798E+11,16.6316,0.6029,1,2.0443
2007/7/12,2775.2383,2775.2383,2806.7942,2765.8928,2791.7754,7532740800,92091304000,16.5371,0.5959,1,1.9873
2007/7/13,2791.7754,2791.7754,2797.2354,2752.5366,2789.4084,6690622000,82834232000,-2.367,-0.0848,1,1.7046
2007/7/16,2789.4084,2789.4084,2795.0505,2701.8721,2702.0237,7129681600,89997376000,-87.3847,-3.1327,1,1.8161
2007/7/17,2702.0237,2702.0237,2781.4255,2668.6355,2763.1792,7405524800,94891800000,61.1555,2.2633,1,1.8822
2007/7/18,2763.1792,2763.1792,2812.876,2741.3262,2775.5237,9205386400,1.21828E+11,12.3445,0.4468,1,2.3497
2007/7/19,2775.5237,2775.5237,2798.1553,2756.4341,2781.9294,6810829600,86451008000,6.4057,0.2308,1,1.8579
2007/7/20,2781.9294,2781.9294,2896.2068,2781.9292,2895.5549,12219544800,1.5778E+11,113.6255,4.0844,1,3.1085
2007/7/23,2895.5549,2895.5549,3032.3877,2895.5549,3032.2051,17793398400,2.32477E+11,136.6502,4.7193,1,4.5175
2007/7/24,3032.2051,3032.2051,3100.9482,3024.4402,3038.0762,16819284800,2.19948E+11,5.8711,0.1936,1,4.2664
2007/7/25,3038.0762,3038.0762,3112.4441,3037.9575,3112.2461,14080558400,1.93569E+11,74.1699,2.4413,1,3.5751
2007/7/26,3112.2461,3112.2461,3173.5542,3107.7341,3157.769,15129224000,2.07641E+11,45.5229,1.4627,1,3.8314
2007/7/27,3157.769,3157.769,3185.8555,3101.8103,3182.2007,15397324800,2.12695E+11,24.4317,0.7737,1,3.8952
2007/7/30,3182.2007,3182.2007,3266.6394,3181.7085,3252.5361,17056940800,2.39725E+11,70.3354,2.2103,1,4.3124
2007/7/31,3252.5361,3252.5361,3293.5374,3211.2056,3291.1372,16406046400,2.34855E+11,38.6011,1.1868,1,4.1366
2007/8/1,3291.1372,3291.1372,3316.6987,3144.8118,3153.1858,19037774400,2.66406E+11,-137.9514,-4.1916,1,4.7968
2007/8/2,3153.1858,3153.1858,3268.7705,3153.1858,3263.3955,14933030400,2.21224E+11,110.2097,3.4952,1,3.7597
2007/8/3,3263.3955,3263.3955,3358.0159,3263.3955,3357.9233,17366345600,2.69623E+11,94.5278,2.8966,1,4.3777
2007/8/6,3357.9233,3357.9233,3430.7852,3357.9233,3430.3716,17246032000,2.64592E+11,72.4483,2.1575,1,4.3101
2007/8/7,3430.3716,3430.3716,3466.3931,3376.7524,3435.0791,17699811200,2.81479E+11,4.7075,0.1372,1,4.4466
2007/8/8,3435.0791,3435.0791,3441.7856,3324.5371,3390.5125,17000468800,2.42417E+11,-44.5666,-1.2974,1,4.2978
2007/8/9,3390.5125,3390.5125,3455.3789,3388.8569,3452.5203,14155734400,2.11655E+11,62.0078,1.8289,1,3.5599
2007/8/10,3452.5203,3452.5203,3452.5203,3332.8979,3404.4961,15153131200,2.25934E+11,-48.0242,-1.391,1,3.8133
2007/8/13,3404.4961,3404.4961,3421.7249,3353.1069,3396.7952,15923648000,2.32025E+11,-7.7009,-0.2262,1,4.0118
2007/8/14,3396.7952,3396.7952,3464.5928,3389.6484,3460.4612,12801436000,1.9237E+11,63.666,1.8743,1,3.2139
2007/8/15,3460.4612,3460.4612,3483.8865,3381.907,3456.7722,13220027200,1.98561E+11,-3.689,-0.1066,1,3.318
2007/8/16,3456.7722,3456.7722,3456.7722,3381.0613,3424.3484,13507299200,1.98953E+11,-32.4238,-0.938,1,3.394
2007/8/17,3424.3484,3424.3484,3458.9705,3361.467,3367.7742,13426649600,2.0145E+11,-56.5742,-1.6521,1,3.3749
2007/8/20,3367.7742,3367.7742,3533.5918,3367.7742,3533.2041,14787409600,2.21718E+11,165.4299,4.9121,1,3.6928
2007/8/21,3533.2041,3533.2041,3599.9812,3533.2041,3585.4617,15960168000,2.44408E+11,52.2576,1.479,1,3.9758
2007/8/22,3585.4617,3585.4617,3652.6707,3525.2478,3637.2507,16965296000,2.61964E+11,51.789,1.4444,1,4.2118
2007/8/23,3637.2507,3637.2507,3699.6997,3622.2415,3689.8472,15555932800,2.48034E+11,52.5965,1.4461,1,3.8788
2007/8/24,3689.8472,3689.8472,3740.3787,3689.8472,3733.0925,16404032000,2.5393E+11,43.2453,1.172,1,4.0828
2007/8/27,3733.0925,3733.0925,3773.4443,3700.072,3735.8879,17597486400,2.73756E+11,2.7954,0.0749,1,4.3835
2007/8/28,3735.8879,3735.8879,3750.7585,3660.5325,3741.2141,16312211200,2.63803E+11,5.3262,0.1426,1,4.0407
2007/8/29,3741.2141,3741.2141,3761.7405,3664.9534,3693.9543,15419492800,2.53064E+11,-47.2598,-1.2632,1,3.8173
2007/8/30,3693.9543,3693.9543,3766.8828,3693.8879,3763.9858,15766993600,2.43098E+11,70.0315,1.8958,1,3.8964
2007/8/31,3763.9858,3763.9858,3813.7634,3763.9858,3804.9426,16232256000,2.46162E+11,40.9568,1.0881,1,4.0011
2007/9/3,3804.9426,3804.9426,3899.793,3804.9424,3890.7791,19342432000,2.97897E+11,85.8365,2.2559,1,4.7656
2007/9/4,3890.7791,3890.7791,3902.272,3837.4065,3854.9917,18337697600,2.86516E+11,-35.7874,-0.9198,1,4.5192
2007/9/5,3854.9917,3854.9917,3878.2273,3794.1196,3864.7783,14945665600,2.37362E+11,9.7866,0.2539,1,3.6643
2007/9/6,3864.7783,3864.7783,3923.147,3864.7783,3903.8408,16264595200,2.55232E+11,39.0625,1.0107,1,3.9835
2007/9/7,3903.8408,3903.8408,3903.8408,3814.7722,3819.8743,18255420800,2.90634E+11,-83.9665,-2.1509,1,4.4923
2007/9/10,3819.8743,3819.8743,3883.7395,3819.8743,3883.7395,15407395200,2.37497E+11,63.8652,1.6719,1,3.7952
2007/9/11,3883.7395,3883.7395,3905.2856,3676.8135,3685.7551,16640076800,2.62218E+11,-197.9844,-5.0978,1,4.0944
2007/9/12,3685.7551,3685.7551,3746.2305,3620.5493,3732.8308,14698443200,2.28806E+11,47.0757,1.2772,1,3.6085
2007/9/13,3732.8308,3732.8308,3824.5425,3732.8308,3823.9597,12988343200,2.1606E+11,91.1289,2.4413,1,3.1974
2007/9/14,3823.9597,3823.9597,3870.2068,3776.9641,3864.2683,14003278400,2.30748E+11,40.3086,1.0541,1,3.4466
2007/9/17,3864.2683,3864.2683,3943.4243,3856.5793,3940.2336,15771518400,2.53786E+11,75.9653,1.9658,1,3.886
2007/9/18,3940.2336,3940.2336,3963.9438,3886.417,3939.093,15742963200,2.61264E+11,-1.1406,-0.0289,1,3.8638
2007/9/19,3939.093,3939.093,3952.5662,3875.3376,3894.1179,13174530400,2.15427E+11,-44.9751,-1.1418,1,3.337
2007/9/20,3894.1179,3894.1179,3945.0171,3894.1179,3944.2568,13141792800,2.1962E+11,50.1389,1.2876,1,3.1876
2007/9/21,3944.2568,3944.2568,3958.2424,3841.6421,3920.7708,14088033600,2.335E+11,-23.486,-0.5954,1,3.426
2007/9/24,3920.7708,3920.7708,3963.271,3873.9612,3943.9827,12706110400,2.20746E+11,23.2119,0.592,1,3.0857
2007/9/25,3943.9827,3943.9827,3961.4475,3882.9468,3905.9512,10657656000,1.84415E+11,-38.0315,-0.9643,1,3.2045
2007/9/26,3905.9512,3905.9512,3926.3098,3825.8953,3843.9109,9427760800,1.5987E+11,-62.0403,-1.5884,1,2.2561
2007/9/27,3843.9109,3843.9109,3888.0833,3825.313,3887.5906,8658109600,1.47568E+11,43.6797,1.1363,1,2.0718
2007/9/28,3887.5906,3887.5906,3994.9297,3887.5906,3988.595,11576276000,2.01876E+11,101.0044,2.5981,1,2.8173
2007/10/8,3988.595,3988.595,4076.6938,3988.595,4025.3083,13753305600,2.37331E+11,36.7133,0.9205,1,3.291
2007/10/9,4025.3083,4025.3083,4051.0325,3981.1113,4048.6301,11854424800,2.03841E+11,23.3218,0.5794,1,2.9225
2007/10/10,4048.6301,4048.6301,4108.0293,4029.322,4052.4971,13547123200,2.45263E+11,3.867,0.0955,1,3.2172
2007/10/11,4052.4971,4052.4971,4082.2686,4022.062,4072.532,13707444800,2.5581E+11,20.0349,0.4944,1,3.2433
2007/10/12,4072.532,4072.532,4085.7729,3860.78,4038.012,16863062400,3.09004E+11,-34.52,-0.8476,1,4.0176
2007/10/15,4038.012,4038.012,4080.1421,3988.3464,4076.0029,13855264000,2.70242E+11,37.9909,0.9408,1,3.3007
2007/10/16,4076.0029,4076.0029,4116.6235,4059.5225,4116.0049,12152220000,2.2835E+11,40.002,0.9814,1,2.8545
2007/10/17,4116.0049,4116.0049,4125.6553,4065.8225,4085.3821,10348251200,1.96061E+11,-30.6228,-0.744,1,2.4284
2007/10/18,4085.3821,4085.3821,4085.3892,3947.9153,3957.9939,10404530400,1.94851E+11,-127.3882,-3.1181,1,2.433
2007/10/19,3957.9939,3957.9939,4019.4568,3929.9636,3958.9578,8362248000,1.60489E+11,0.9639,0.0244,1,1.9335
2007/10/22,3958.9578,3958.9578,3958.9578,3854.9412,3857.7544,8104084000,1.45035E+11,-101.2034,-2.5563,1,1.884
2007/10/23,3857.7544,3857.7544,3889.9331,3777.9604,3889.3213,8691032000,1.54564E+11,31.5669,0.8183,1,2.0214
2007/10/24,3889.3213,3889.3213,3936.2354,3885.751,3890.6287,8877893600,1.64614E+11,1.3074,0.0336,1,2.0631
2007/10/25,3890.6287,3890.6287,3890.6287,3678.9241,3691.928,10713828000,1.81407E+11,-198.7007,-5.1072,1,2.4825
2007/10/26,3691.928,3691.928,3729.5073,3626.7935,3707.1091,7826166400,1.34681E+11,15.1811,0.4112,1,1.8003
2007/10/29,3707.1091,3707.1091,3777.2258,3707.1091,3776.8704,7209948000,1.21873E+11,69.7613,1.8818,1,1.6238
2007/10/30,3776.8704,3776.8704,3844.8015,3754.1309,3844.3313,7615284000,1.30271E+11,67.4609,1.7862,1,1.7212
2007/10/31,3844.3313,3844.3313,3933.0225,3844.3313,3930.7908,10243484000,1.77179E+11,86.4595,2.249,1,2.3121
2007/11/1,3930.7908,3930.7908,3936.5698,3859.4143,3859.4529,9328527200,1.6372E+11,-71.3379,-1.8148,1,2.11
2007/11/2,3859.4529,3859.4529,3859.4529,3749.4771,3766.8074,8610841600,1.55024E+11,-92.6455,-2.4005,1,1.9434
2007/11/5,3766.8074,3766.8074,3794.6606,3705.761,3724.0388,7002753600,1.24615E+11,-42.7686,-1.1354,1,1.919
2007/11/6,3724.0388,3724.0388,3754.4321,3691.8374,3706.2698,6382310800,1.16697E+11,-17.769,-0.4771,1,1.424
2007/11/7,3706.2698,3706.2698,3747.8335,3644.3271,3721.2622,6290306400,1.10445E+11,14.9924,0.4045,1,1.4064
2007/11/8,3721.2622,3721.2622,3721.2622,3553.8325,3555.1064,7226028800,1.25625E+11,-166.1558,-4.465,1,1.616
2007/11/9,3555.1064,3555.1064,3571.6025,3466.1179,3515.4631,6820424000,1.16123E+11,-39.6433,-1.1151,1,1.527
