,中证800,,,,,,,,,,
,000906.SH,,,,,,,,,,
日期,前收盘价,开盘价,最高价,最低价,收盘价,成交量,成交额,涨跌,涨跌幅,复权因子,换手率
Date,pre_close,open,high,low,close,volume,amt,chg,pct_chg,adjfactor,turn
2010-01-11,3644.7290,3741.5770,3743.9620,3633.8870,3651.7410,14706990400.0000,204180393760.0000,7.0120,0.1924,1.000000,1.1858
2010-01-12,3651.7410,3646.9120,3713.0390,3612.9240,3712.5090,15580496800.0000,210343161878.0000,60.7680,1.6641,1.000000,1.2560
2010-01-13,3712.5090,3625.0850,3678.6870,3604.9810,3612.3730,18035670900.0000,243318984929.0000,-100.1360,-2.6973,1.000000,1.4538
2010-01-14,3612.3730,3623.6300,3674.7530,3611.4480,3674.2530,15127173500.0000,202669157782.0000,61.8800,1.7130,1.000000,1.2193
2010-01-15,3674.2530,3678.2000,3705.9980,3657.9840,3691.6220,13105647400.0000,177111219104.0000,17.3690,0.4727,1.000000,1.0561
2010-01-18,3691.6220,3682.2360,3722.1030,3670.6040,3721.5880,14613866500.0000,196095628684.0000,29.9660,0.8117,1.000000,1.1776
2010-01-19,3721.5880,3727.7730,3744.4940,3713.3170,3727.1960,14103817600.0000,188861572176.0000,5.6080,0.1507,1.000000,1.1364
2010-01-20,3727.1960,3731.0760,3733.8740,3594.5850,3602.5960,17058168200.0000,222740053863.0000,-124.6000,-3.3430,1.000000,1.3743
2010-01-21,3602.5960,3603.8220,3635.7450,3571.4370,3616.9810,12153174300.0000,161563046804.0000,14.3850,0.3993,1.000000,0.9790
2010-01-22,3616.9810,3571.3900,3594.7900,3483.9500,3558.3110,14912058700.0000,189186706239.0000,-58.6700,-1.6221,1.000000,1.2013
2010-01-25,3558.3110,3533.0380,3563.0920,3514.9760,3516.9430,9824425400.0000,126297717121.0000,-41.3680,-1.1626,1.000000,0.7027
2010-01-26,3516.9430,3514.4070,3529.5470,3389.3480,3413.0780,10327251300.0000,129053905313.0000,-103.8650,-2.9533,1.000000,0.8300
2010-01-27,3413.0780,3412.5710,3427.1780,3353.9990,3372.5260,8561554600.0000,108470854901.0000,-40.5520,-1.1881,1.000000,0.6880
2010-01-28,3372.5260,3369.7060,3403.8770,3347.5550,3392.1970,7911804500.0000,101495803239.0000,19.6710,0.5833,1.000000,0.6357
2010-01-29,3392.1970,3375.3530,3442.0560,3361.5290,3397.6040,9015067800.0000,114938988947.0000,5.4070,0.1594,1.000000,0.7243
2010-02-01,3397.6040,3391.3080,3391.3400,3307.5960,3348.2180,10009640900.0000,126101306684.0000,-49.3860,-1.4536,1.000000,0.8042
2010-02-02,3348.2180,3365.0790,3404.9080,3334.0630,3337.3390,8866253800.0000,113737844517.0000,-10.8790,-0.3249,1.000000,0.7121
2010-02-03,3337.3390,3348.5910,3417.0170,3269.1560,3416.5960,11332557300.0000,142900133368.0000,79.2570,2.3749,1.000000,0.9101
2010-02-04,3416.5960,3393.2920,3441.7550,3376.3120,3415.7780,11084650900.0000,135475731064.0000,-0.8180,-0.0239,1.000000,0.8902
2010-02-05,3415.7780,3340.6270,3377.4130,3318.4630,3344.6720,10877625000.0000,131022585104.0000,-71.1060,-2.0817,1.000000,0.8728
2010-02-08,3344.6720,3341.6970,3363.4730,3324.3150,3342.9190,6930202700.0000,84043346956.0000,-1.7530,-0.0524,1.000000,0.5561
2010-02-09,3342.9190,3338.3150,3369.3970,3335.1130,3357.6470,6584973700.0000,78273770119.0000,14.7280,0.4406,1.000000,0.5283
2010-02-10,3357.6470,3382.5830,3404.2650,3371.3080,3403.9580,6011709000.0000,78514202098.0000,46.3110,1.3793,1.000000,0.4823
2010-02-11,3403.9580,3406.2830,3426.9140,3397.0000,3407.0980,6027646200.0000,75560140527.0000,3.1400,0.0922,1.000000,0.4836
2010-02-12,3407.0980,3418.8110,3444.5370,3416.0090,3443.2050,5856961700.0000,76024239127.0000,36.1070,1.0598,1.000000,0.4699
2010-02-22,3443.2050,3440.6410,3458.7110,3426.4960,3429.5270,6975319800.0000,86923911322.0000,-13.6780,-0.3972,1.000000,0.5596
2010-02-23,3429.5270,3422.1250,3422.1250,3352.6860,3409.4180,8158500900.0000,107281722427.0000,-20.1090,-0.5863,1.000000,0.6545
2010-02-24,3409.4180,3388.2280,3465.0120,3375.0990,3464.6610,9801400500.0000,119680348762.0000,55.2430,1.6203,1.000000,0.7863
2010-02-25,3464.6610,3472.6010,3518.9710,3470.1060,3516.8380,12310602600.0000,155343149872.0000,52.1770,1.5060,1.000000,0.9875
2010-02-26,3516.8380,3509.8490,3529.1910,3496.9450,3509.3840,10163781000.0000,129076735274.0000,-7.4540,-0.2120,1.000000,0.8152
2010-03-01,3509.3840,3516.2920,3559.4270,3514.9470,3553.4230,11436695700.0000,144728330670.0000,44.0390,1.2549,1.000000,0.9155
2010-03-02,3553.4230,3556.7790,3569.3330,3529.2930,3543.6620,11366323500.0000,143927524349.0000,-9.7610,-0.2747,1.000000,0.9098
2010-03-03,3543.6620,3545.1170,3576.3260,3528.3300,3575.7670,12419628300.0000,155320435367.0000,32.1050,0.9060,1.000000,0.9940
2010-03-04,3575.7670,3579.6340,3588.3650,3468.1230,3475.3210,13781751500.0000,171014557458.0000,-100.4460,-2.8091,1.000000,1.1029
2010-03-05,3475.3210,3478.2260,3504.6290,3459.7350,3486.1240,9800061300.0000,118369699817.0000,10.8030,0.3108,1.000000,0.7843
2010-03-08,3486.1240,3495.7540,3524.9810,3486.2660,3516.8030,8658034400.0000,106241881673.0000,30.6790,0.8800,1.000000,0.6928
2010-03-09,3516.8030,3516.0660,3549.4420,3483.9980,3533.5880,10141391500.0000,126475937577.0000,16.7850,0.4773,1.000000,0.8114
2010-03-10,3533.5880,3532.0090,3548.2130,3485.0500,3500.9690,9122063700.0000,113708394972.0000,-32.6190,-0.9231,1.000000,0.7297
2010-03-11,3500.9690,3502.1080,3521.7440,3463.4300,3491.6590,8504887200.0000,107315541696.0000,-9.3100,-0.2659,1.000000,0.6803
2010-03-12,3491.6590,3491.8990,3500.1700,3442.5390,3443.4330,7535755600.0000,93575054888.0000,-48.2260,-1.3812,1.000000,0.6027
2010-03-15,3443.4330,3440.5690,3445.7000,3381.7240,3396.2340,6777308400.0000,84533680845.0000,-47.1990,-1.3707,1.000000,0.5418
2010-03-16,3396.2340,3396.5250,3420.2340,3379.7080,3419.8710,5851225600.0000,73444687232.0000,23.6370,0.6960,1.000000,0.4678
2010-03-17,3419.8710,3429.7730,3499.6850,3424.7480,3499.6090,9017038700.0000,114942506454.0000,79.7380,2.3316,1.000000,0.7208
2010-03-18,3499.6090,3505.0650,3523.9420,3483.8880,3497.3790,9673936000.0000,120999540661.0000,-2.2300,-0.0637,1.000000,0.7732
2010-03-19,3497.3790,3500.3240,3527.0540,3480.1560,3524.7140,9247773300.0000,116506927443.0000,27.3350,0.7816,1.000000,0.7374
2010-03-22,3524.7140,3528.9270,3542.7100,3518.3200,3536.7450,9663978200.0000,121399612674.0000,12.0310,0.3413,1.000000,0.7706
2010-03-23,3536.7450,3539.0970,3543.0990,3504.0950,3509.0840,9358820300.0000,118893269913.0000,-27.6610,-0.7821,1.000000,0.7459
2010-03-24,3509.0840,3515.0960,3530.9660,3507.3110,3514.6370,9199073300.0000,116400507312.0000,5.5530,0.1582,1.000000,0.7333
2010-03-25,3514.6370,3508.1190,3508.1190,3457.6600,3464.7210,9393840100.0000,117448354352.0000,-49.9160,-1.4202,1.000000,0.7485
2010-03-26,3464.7210,3460.7560,3522.8810,3454.3610,3514.0450,9266424700.0000,116241548110.0000,49.3240,1.4236,1.000000,0.7382
2010-03-29,3514.0450,3533.4790,3589.0730,3531.9210,3587.8170,13500814800.0000,171660674129.0000,73.7720,2.0993,1.000000,1.0751
2010-03-30,3587.8170,3589.4840,3603.5560,3578.3600,3598.3270,10378070300.0000,138497163231.0000,10.5100,0.2929,1.000000,0.8261
2010-03-31,3598.3270,3600.2980,3600.8200,3574.6140,3583.7130,10223256300.0000,133843381219.0000,-14.6140,-0.4061,1.000000,0.8137
2010-04-01,3583.7130,3587.1580,3634.7790,3587.1580,3634.3330,12965152600.0000,170092009112.0000,50.6200,1.4125,1.000000,1.0319
2010-04-02,3634.3330,3642.1510,3655.1820,3632.9170,3649.7020,12850539800.0000,170713898038.0000,15.3690,0.4229,1.000000,1.0214
2010-04-06,3649.7020,3664.0330,3674.0060,3627.9130,3649.8060,12258876000.0000,164789276397.0000,0.1040,0.0029,1.000000,0.9739
2010-04-07,3649.8060,3647.9570,3651.7540,3617.5020,3637.3210,10730041400.0000,142806999372.0000,-12.4850,-0.3421,1.000000,0.8523
2010-04-08,3637.3210,3631.4290,3635.0340,3593.9560,3605.4410,11936083300.0000,161885965380.0000,-31.8800,-0.8765,1.000000,0.9480
2010-04-09,3605.4410,3607.3680,3645.7910,3603.9680,3645.5640,10969979200.0000,151782940314.0000,40.1230,1.1128,1.000000,0.8711
2010-04-12,3645.5640,3654.6120,3660.0040,3605.3010,3630.5580,14684686800.0000,199468416393.0000,-15.0060,-0.4116,1.000000,1.1651
2010-04-13,3630.5580,3630.2210,3669.5600,3573.6780,3651.8940,15337713800.0000,212943600862.0000,21.3360,0.5877,1.000000,1.2165
2010-04-14,3651.8940,3652.4710,3673.2490,3636.5080,3672.5070,11650842200.0000,163273438617.0000,20.6130,0.5644,1.000000,0.9240
2010-04-15,3672.5070,3674.6930,3680.6020,3623.7000,3653.1960,11530280700.0000,158716903567.0000,-19.3110,-0.5258,1.000000,0.9135
2010-04-16,3653.1960,3645.4630,3648.0980,3605.8440,3619.5610,9018610500.0000,121321608505.0000,-33.6350,-0.9207,1.000000,0.7133
2010-04-19,3619.5610,3576.1840,3576.1840,3434.7830,3435.6390,14669374700.0000,189648673709.0000,-183.9220,-5.0813,1.000000,1.1590
2010-04-20,3435.6390,3433.9780,3457.2020,3384.5120,3444.8980,11685693200.0000,153804503640.0000,9.2590,0.2695,1.000000,0.9230
2010-04-21,3444.8980,3449.9040,3524.1280,3443.3450,3523.0540,13088171600.0000,176647094344.0000,78.1560,2.2687,1.000000,1.0337
2010-04-22,3523.0540,3509.4320,3530.0680,3467.5260,3496.5860,13707689600.0000,185294974546.0000,-26.4680,-0.7513,1.000000,1.0825
2010-04-23,3496.5860,3492.3980,3521.5650,3461.7040,3480.0480,11701657900.0000,165166752974.0000,-16.5380,-0.4730,1.000000,0.9240
2010-04-26,3480.0480,3485.2790,3499.9880,3460.7800,3466.1160,9940465000.0000,139086233102.0000,-13.9320,-0.4003,1.000000,0.7843
2010-04-27,3466.1160,3456.2590,3456.2590,3335.1410,3390.9440,11901244100.0000,154763060762.0000,-75.1720,-2.1688,1.000000,0.9386
2010-04-28,3390.9440,3357.6040,3407.2350,3337.7870,3377.3560,9031526300.0000,121395670519.0000,-13.5880,-0.4007,1.000000,0.6981
2010-04-29,3377.3560,3394.4840,3412.2480,3318.0270,3318.2720,9655437100.0000,131019494956.0000,-59.0840,-1.7494,1.000000,0.7463
2010-04-30,3318.2720,3314.3460,3321.5410,3241.2380,3300.6210,9829753500.0000,126105639838.0000,-17.6510,-0.5319,1.000000,0.7593
2010-05-04,3300.6210,3234.8630,3300.0210,3221.4670,3261.4600,7308620200.0000,92901094913.0000,-39.1610,-1.1865,1.000000,0.5644
2010-05-05,3261.4600,3222.6240,3300.3760,3195.0130,3300.0110,10296893900.0000,133088718803.0000,38.5510,1.1820,1.000000,0.7902
2010-05-06,3300.0110,3281.4320,3281.4320,3159.4640,3160.7510,10375391300.0000,137942419438.0000,-139.2600,-4.2200,1.000000,0.7962
2010-05-07,3160.7510,3091.7120,3161.0580,3074.5590,3099.5440,10333094900.0000,130334143508.0000,-61.2070,-1.9365,1.000000,0.7924
2010-05-10,3099.5440,3103.2230,3131.3140,3035.7060,3101.0450,9040133100.0000,113548204327.0000,1.5010,0.0484,1.000000,0.6924
2010-05-11,3101.0450,3163.1030,3170.2940,3021.6610,3031.2850,9838930100.0000,120558243520.0000,-69.7600,-2.2496,1.000000,0.7535
2010-05-12,3031.2850,3007.6420,3057.0820,2966.1800,3025.6450,8957410500.0000,105435373184.0000,-5.6400,-0.1861,1.000000,0.6859
2010-05-13,3025.6450,3025.9400,3102.6950,3008.4260,3102.6560,9166264000.0000,106976926264.0000,77.0110,2.5453,1.000000,0.7008
2010-05-14,3102.6560,3080.2620,3114.1230,3065.8330,3092.7340,7944115900.0000,96785393885.0000,-9.9220,-0.3198,1.000000,0.6068
2010-05-17,3092.7340,3050.1300,3050.1300,2917.2430,2918.7240,8976997900.0000,101998498373.0000,-174.0100,-5.6264,1.000000,0.6801
2010-05-18,2918.7240,2911.9350,2984.4970,2878.2210,2974.7720,9222265500.0000,101101201650.0000,56.0480,1.9203,1.000000,0.6981
2010-05-19,2974.7720,2951.8990,3012.9440,2924.4860,2968.4420,8053673900.0000,93561414006.0000,-6.3300,-0.2128,1.000000,0.6095
2010-05-20,2968.4420,2943.2530,3002.9200,2918.9860,2924.9820,7560912500.0000,88914147881.0000,-43.4600,-1.4641,1.000000,0.5720
2010-05-21,2924.9820,2847.5220,2974.9360,2836.9640,2974.6880,9470619600.0000,106255693469.0000,49.7060,1.6994,1.000000,0.7164
2010-05-24,2974.6880,2996.3400,3103.2790,2996.3400,3092.9970,12892161400.0000,150715192343.0000,118.3090,3.9772,1.000000,0.9744
2010-05-25,3092.9970,3069.7830,3079.1780,3018.2520,3039.6690,10261934400.0000,120259003493.0000,-53.3280,-1.7242,1.000000,0.7752
2010-05-26,3039.6690,3037.0330,3065.6610,3019.8010,3041.8370,7408827300.0000,87337088198.0000,2.1680,0.0713,1.000000,0.5593
2010-05-27,3041.8370,3034.9550,3100.1520,2996.7060,3092.7810,9709757000.0000,114028837721.0000,50.9440,1.6748,1.000000,0.7324
2010-05-28,3092.7810,3120.3900,3129.1250,3070.0750,3088.2440,9684910200.0000,116604845611.0000,-4.5370,-0.1467,1.000000,0.7305
2010-05-31,3088.2440,3072.3220,3098.0010,3001.3410,3001.6180,8762507500.0000,103899216143.0000,-86.6260,-2.8050,1.000000,0.6607
2010-06-01,3001.6180,2978.6460,3005.1570,2918.9350,2963.3210,8359761700.0000,95806362257.0000,-38.2970,-1.2759,1.000000,0.6298
2010-06-02,2963.3210,2947.3220,2985.4490,2916.5450,2985.0570,7229582000.0000,82494692547.0000,21.7360,0.7335,1.000000,0.5445
2010-06-03,2985.0570,2997.4100,3020.8940,2961.8840,2962.2440,7713078500.0000,89868331302.0000,-22.8130,-0.7642,1.000000,0.5809
2010-06-04,2962.2440,2944.9910,2980.0530,2936.3210,2975.5900,6416141600.0000,73750953165.0000,13.3460,0.4505,1.000000,0.4831
2010-06-07,2975.5900,2917.4770,2951.5340,2902.4080,2933.5270,7451235500.0000,86463409872.0000,-42.0630,-1.4136,1.000000,0.5609
2010-06-08,2933.5270,2930.7530,2962.8290,2910.0230,2943.4460,6937977800.0000,82230773106.0000,9.9190,0.3381,1.000000,0.5218
2010-06-09,2943.4460,2956.2450,3033.1670,2934.1420,3029.2420,10776780500.0000,122681304229.0000,85.7960,2.9148,1.000000,0.8084
2010-06-10,3029.2420,3004.3680,3033.8740,2996.3370,3005.8080,8479250500.0000,98224391971.0000,-23.4340,-0.7736,1.000000,0.6354
2010-06-11,3005.8080,3021.6990,3035.5490,3004.8740,3007.9880,7497659000.0000,88565056055.0000,2.1800,0.0725,1.000000,0.5605
2010-06-17,3007.9880,3028.2220,3035.9170,2984.8010,2985.0060,6161071700.0000,73612549251.0000,-22.9820,-0.7640,1.000000,0.4605
2010-06-18,2985.0060,2979.4540,2990.9830,2902.0510,2914.7140,7685096700.0000,89466513285.0000,-70.2920,-2.3548,1.000000,0.5742
2010-06-21,2914.7140,2914.6660,3005.0860,2897.7180,3004.1940,9034772400.0000,98780515865.0000,89.4800,3.0699,1.000000,0.6743
2010-06-22,3004.1940,2996.9500,3024.9500,2989.6050,3012.8910,7371259000.0000,81448815450.0000,8.6970,0.2895,1.000000,0.5494
2010-06-23,3012.8910,2996.7760,3020.0380,2957.9770,2987.9130,6686832800.0000,74734078343.0000,-24.9780,-0.8290,1.000000,0.4983
2010-06-24,2987.9130,2983.4010,3012.7710,2968.8710,2987.2540,5419146800.0000,60635492542.0000,-0.6590,-0.0221,1.000000,0.4036
2010-06-25,2987.2540,2973.4810,2985.6320,2934.3890,2957.5270,5647349700.0000,62622154352.0000,-29.7270,-0.9951,1.000000,0.4193
2010-06-28,2957.5270,2955.0870,2969.9090,2920.6530,2929.1240,4882951300.0000,54057498381.0000,-28.4030,-0.9604,1.000000,0.3624
2010-06-29,2929.1240,2929.5400,2937.0630,2786.0040,2786.5050,8233419500.0000,85033623033.0000,-142.6190,-4.8690,1.000000,0.6103
2010-06-30,2786.5050,2764.0070,2766.0610,2728.2400,2749.5080,6123613400.0000,61274395536.0000,-36.9970,-1.3277,1.000000,0.4525
2010-07-01,2749.5080,2744.1460,2763.3520,2707.4160,2708.8720,5532111700.0000,55353237622.0000,-40.6360,-1.4779,1.000000,0.4056
2010-07-02,2708.8720,2705.3320,2719.7730,2624.3210,2711.3080,7579096800.0000,73847833509.0000,2.4360,0.0899,1.000000,0.5556
2010-07-05,2711.3080,2680.4070,2707.3080,2650.0960,2690.0020,5466282700.0000,52474577633.0000,-21.3060,-0.7858,1.000000,0.4004
2010-07-06,2690.0020,2682.3070,2749.9140,2680.4400,2749.5400,6930677400.0000,67834636951.0000,59.5380,2.2133,1.000000,0.5074
2010-07-07,2749.5400,2749.3980,2773.9140,2736.5300,2773.7580,6466860300.0000,65377224389.0000,24.2180,0.8808,1.000000,0.4734
2010-07-08,2773.7580,2784.6040,2794.5730,2750.6300,2766.2450,6184943700.0000,61987855309.0000,-7.5130,-0.2709,1.000000,0.4528
2010-07-09,2766.2450,2768.5390,2857.8830,2747.4060,2844.0300,9922633900.0000,101612210430.0000,77.7850,2.8119,1.000000,0.7261
2010-07-12,2844.0300,2844.6920,2889.4260,2834.2460,2875.3170,9847692700.0000,102673048143.0000,31.2870,1.1001,1.000000,0.7202
2010-07-13,2875.3170,2847.7610,2847.7610,2809.8080,2830.4250,7767380100.0000,79476952419.0000,-44.8920,-1.5613,1.000000,0.5675
2010-07-14,2830.4250,2836.7240,2884.4650,2836.7240,2852.3670,8209851900.0000,84984694090.0000,21.9420,0.7752,1.000000,0.5996
2010-07-15,2852.3670,2848.4380,2878.6310,2798.8660,2799.3960,7315107100.0000,73742842762.0000,-52.9710,-1.8571,1.000000,0.5342
2010-07-16,2799.3960,2786.0370,2815.0930,2759.5470,2809.6810,6305051300.0000,63023229441.0000,10.2850,0.3674,1.000000,0.4588
2010-07-19,2809.6810,2782.9540,2887.6120,2774.3170,2878.9530,8894230600.0000,95276496492.0000,69.2720,2.4655,1.000000,0.6449
2010-07-20,2878.9530,2882.6250,2950.7070,2882.6250,2946.9690,12581184900.0000,134527116195.0000,68.0160,2.3625,1.000000,0.9122
2010-07-21,2946.9690,2949.9850,2975.4020,2938.1690,2953.1740,12279958000.0000,127211265984.0000,6.2050,0.2106,1.000000,0.8888
2010-07-22,2953.1740,2943.5460,2991.4930,2939.0520,2991.4780,10724368900.0000,110683583662.0000,38.3040,1.2970,1.000000,0.7762
2010-07-23,2991.4780,2997.0500,3013.2700,2972.1250,3000.4610,10922902600.0000,116732065081.0000,8.9830,0.3003,1.000000,0.7905
2010-07-26,3000.4610,3006.4590,3025.6160,2985.9510,3025.4450,9743789800.0000,105465732564.0000,24.9840,0.8327,1.000000,0.7050
2010-07-27,3025.4450,3017.9180,3028.7810,2999.6680,3012.7480,9086616700.0000,100160717803.0000,-12.6970,-0.4197,1.000000,0.6569
2010-07-28,3012.7480,3011.8620,3087.0300,3000.1110,3084.9780,13788796100.0000,145109067556.0000,72.2300,2.3975,1.000000,0.9958
2010-07-29,3084.9780,3089.0220,3110.6910,3071.4370,3102.4180,15871444500.0000,157505559751.0000,17.4400,0.5653,1.000000,1.1379
2010-07-30,3102.4180,3094.7800,3100.5770,3065.0430,3094.5470,10987388100.0000,115892114696.0000,-7.8710,-0.2537,1.000000,0.7878
2010-08-02,3094.5470,3094.3820,3151.4390,3093.9480,3147.9270,12601643500.0000,132631556659.0000,53.3800,1.7250,1.000000,0.9035
2010-08-03,3147.9270,3156.1010,3160.8590,3092.4860,3092.7190,14115426800.0000,151596739698.0000,-55.2080,-1.7538,1.000000,1.0118
2010-08-04,3092.7190,3083.6830,3111.4350,3044.0130,3111.4190,12600480100.0000,134319107187.0000,18.7000,0.6046,1.000000,0.9032
2010-08-05,3111.4190,3109.8140,3120.7650,3074.0400,3094.6760,12557215900.0000,136482204334.0000,-16.7430,-0.5381,1.000000,0.8999
2010-08-06,3094.6760,3091.1430,3149.2880,3063.8170,3148.9160,13861117100.0000,152625467781.0000,54.2400,1.7527,1.000000,0.9933
2010-08-09,3148.9160,3146.2870,3179.9990,3140.7610,3176.3300,13471749500.0000,151917196439.0000,27.4140,0.8706,1.000000,0.9649
2010-08-10,3176.3300,3177.8180,3182.4420,3075.6500,3076.0180,14092054500.0000,154560003105.0000,-100.3120,-3.1581,1.000000,1.0092
2010-08-11,3076.0180,3065.3580,3113.3490,3065.3580,3099.8610,9761797900.0000,107671548460.0000,23.8430,0.7751,1.000000,0.6989
2010-08-12,3099.8610,3068.6030,3111.5730,3054.6710,3062.0670,10521988100.0000,116278445658.0000,-37.7940,-1.2192,1.000000,0.7532
2010-08-13,3062.0670,3063.4810,3109.3430,3042.9340,3108.9080,10035730700.0000,110147687380.0000,46.8410,1.5297,1.000000,0.7183
2010-08-16,3108.9080,3105.2430,3186.9440,3097.5450,3181.2590,13732063600.0000,155824803082.0000,72.3510,2.3272,1.000000,0.9827
2010-08-17,3181.2590,3187.8840,3212.2720,3177.7160,3203.9910,13336461400.0000,151934472897.0000,22.7320,0.7146,1.000000,0.9540
2010-08-18,3203.9910,3207.8610,3222.5660,3180.8000,3199.9200,12764480800.0000,147018891375.0000,-4.0710,-0.1271,1.000000,0.9127
2010-08-19,3199.9200,3202.4880,3236.6820,3186.7930,3215.2030,13623772700.0000,161188535296.0000,15.2830,0.4776,1.000000,0.9741
2010-08-20,3215.2030,3201.9710,3208.7910,3143.8750,3151.4670,12996205300.0000,149704673892.0000,-63.7360,-1.9823,1.000000,0.9270
2010-08-23,3151.4670,3148.7100,3176.2370,3144.5840,3156.9790,9745217300.0000,115309266842.0000,5.5120,0.1749,1.000000,0.6950
2010-08-24,3156.9790,3153.1160,3197.4110,3127.0480,3179.3240,11579346000.0000,126906325441.0000,22.3450,0.7078,1.000000,0.8256
2010-08-25,3179.3240,3159.6870,3173.3050,3106.1450,3107.4400,11789601900.0000,128296802640.0000,-71.8840,-2.2610,1.000000,0.8405
2010-08-26,3107.4400,3117.1580,3136.8120,3101.1850,3118.9770,9107198100.0000,101248622820.0000,11.5370,0.3713,1.000000,0.6488
2010-08-27,3118.9770,3115.8530,3135.0070,3101.3100,3131.8630,7773947100.0000,91549802484.0000,12.8860,0.4131,1.000000,0.5528
2010-08-30,3131.8630,3148.5310,3203.9280,3148.5310,3200.1570,12116278900.0000,145927707429.0000,68.2940,2.1806,1.000000,0.8613
2010-08-31,3200.1570,3190.1210,3206.0110,3180.0450,3197.5480,12482959500.0000,154973002464.0000,-2.6090,-0.0815,1.000000,0.8874
2010-09-01,3197.5480,3202.2580,3222.4330,3140.3930,3171.0050,14162453100.0000,168933017018.0000,-26.5430,-0.8301,1.000000,1.0067
2010-09-02,3171.0050,3204.1250,3228.0310,3189.2250,3218.9860,13582725100.0000,168425250322.0000,47.9810,1.5131,1.000000,0.9655
2010-09-03,3218.9860,3224.7340,3233.1150,3189.9210,3225.1490,14023366900.0000,171548679077.0000,6.1630,0.1915,1.000000,0.9968
2010-09-06,3225.1490,3241.3840,3273.4370,3235.0270,3267.0810,15809964000.0000,188991470890.0000,41.9320,1.3002,1.000000,1.1234
2010-09-07,3267.0810,3270.2630,3281.8460,3248.5790,3278.8110,12768722600.0000,149012584265.0000,11.7300,0.3590,1.000000,0.9073
2010-09-08,3278.8110,3264.6930,3286.7530,3250.2760,3284.7530,12809850600.0000,159722955576.0000,5.9420,0.1812,1.000000,0.9102
2010-09-09,3284.7530,3291.4710,3291.8660,3224.4090,3229.2270,15164278400.0000,188988919228.0000,-55.5260,-1.6904,1.000000,1.0775
2010-09-10,3229.2270,3230.0260,3247.6360,3187.7990,3243.0740,12740078000.0000,160521461085.0000,13.8470,0.4288,1.000000,0.9052
2010-09-13,3243.0740,3245.3760,3294.8710,3237.7730,3282.9280,12963450200.0000,167442150685.0000,39.8540,1.2289,1.000000,0.9211
2010-09-14,3282.9280,3291.6110,3304.8370,3275.0840,3288.0630,13115571700.0000,164339932678.0000,5.1350,0.1564,1.000000,0.9318
2010-09-15,3288.0630,3287.9560,3287.9560,3222.8990,3232.2510,13187592900.0000,160139969832.0000,-55.8120,-1.6974,1.000000,0.9373
2010-09-16,3232.2510,3226.7170,3237.6250,3137.0330,3165.2340,13009051500.0000,152230167115.0000,-67.0170,-2.0734,1.000000,0.9246
2010-09-17,3165.2340,3171.8610,3187.3670,3150.7530,3166.6970,9402418300.0000,114753041845.0000,1.4630,0.0462,1.000000,0.6678
2010-09-20,3166.6970,3170.6570,3178.0840,3127.7750,3147.8980,8908949600.0000,104800084141.0000,-18.7990,-0.5936,1.000000,0.6316
2010-09-21,3147.8980,3157.2170,3167.8490,3136.4870,3152.8180,6426601300.0000,79325882797.0000,4.9200,0.1563,1.000000,0.4555
2010-09-27,3152.8180,3167.3290,3215.2990,3163.6980,3214.9940,8555210700.0000,107821374095.0000,62.1760,1.9721,1.000000,0.6049
2010-09-28,3214.9940,3211.1170,3215.0250,3185.7720,3192.0040,10033884000.0000,133655465380.0000,-22.9900,-0.7151,1.000000,0.7094
2010-09-29,3192.0040,3187.9150,3213.2660,3166.2590,3174.9810,9673571900.0000,123961727318.0000,-17.0230,-0.5333,1.000000,0.6833
2010-09-30,3174.9810,3157.5170,3237.0200,3155.0990,3237.0200,9828926600.0000,125003330705.0000,62.0390,1.9540,1.000000,0.6943
2010-10-08,3237.0200,3267.9160,3357.3720,3265.3920,3344.4880,15154620800.0000,200474591295.0000,107.4680,3.3200,1.000000,1.0705
2010-10-11,3344.4880,3367.6580,3443.2040,3367.6580,3419.5840,23533031600.0000,310655002577.0000,75.0960,2.2454,1.000000,1.6451
2010-10-12,3419.5840,3407.4790,3455.2680,3390.9680,3454.7150,19519514500.0000,263528550340.0000,35.1310,1.0273,1.000000,1.3639
2010-10-13,3454.7150,3458.4990,3500.0980,3441.5650,3496.5050,22197817700.0000,292584323048.0000,41.7900,1.2097,1.000000,1.5509
2010-10-14,3496.5050,3519.7370,3544.8260,3466.9300,3472.0180,25532530100.0000,323701911175.0000,-24.4870,-0.7003,1.000000,1.7839
2010-10-15,3472.0180,3451.6580,3557.3290,3444.8850,3557.3290,26524152700.0000,338162456148.0000,85.3110,2.4571,1.000000,1.8458
2010-10-18,3557.3290,3573.2990,3603.0040,3498.6620,3529.6890,30155661000.0000,370110370523.0000,-27.6400,-0.7770,1.000000,2.0980
2010-10-19,3529.6890,3525.4110,3612.5680,3509.1870,3612.3170,19560493400.0000,245789906134.0000,82.6280,2.3409,1.000000,1.3599
2010-10-20,3612.3170,3536.8370,3672.5140,3532.8710,3632.2790,24316651700.0000,332474805097.0000,19.9620,0.5526,1.000000,1.6902
2010-10-21,3632.2790,3640.7480,3655.0670,3589.0590,3621.9650,19178266000.0000,261389330418.0000,-10.3140,-0.2840,1.000000,1.3329
2010-10-22,3621.9650,3615.3410,3659.9600,3597.9070,3633.4990,18243377900.0000,249223283828.0000,11.5340,0.3184,1.000000,1.2678
