,收盘价
,close
日期,中证500
Date,000905.SH
2012-05-24,3678.0930
2012-05-25,3635.5160
2012-05-28,3687.4550
2012-05-29,3745.6780
2012-05-30,3752.2190
2012-05-31,3753.5930
2012-06-01,3744.4370
2012-06-04,3621.8080
2012-06-05,3617.6140
2012-06-06,3600.1630
2012-06-07,3581.1370
2012-06-08,3564.1580
2012-06-11,3630.3140
2012-06-12,3608.3910
2012-06-13,3674.8750
2012-06-14,3652.7050
2012-06-15,3648.9940
2012-06-18,3684.7270
2012-06-19,3657.9580
2012-06-20,3636.0900
2012-06-21,3590.8370
2012-06-25,3493.1160
2012-06-26,3489.9720
2012-06-27,3476.4030
2012-06-28,3427.8190
2012-06-29,3470.9650
2012-07-02,3509.5030
2012-07-03,3515.7780
2012-07-04,3497.7480
2012-07-05,3418.2020
2012-07-06,3486.5460
2012-07-09,3398.8050
2012-07-10,3365.6650
2012-07-11,3404.1040
2012-07-12,3450.3020
2012-07-13,3435.0840
2012-07-16,3311.0890
2012-07-17,3334.2860
2012-07-18,3352.8480
2012-07-19,3392.6560
2012-07-20,3369.9130
2012-07-23,3337.8560
2012-07-24,3361.0900
2012-07-25,3332.0850
2012-07-26,3302.3360
2012-07-27,3283.5920
2012-07-30,3217.4520
2012-07-31,3159.1920
2012-08-01,3216.1840
2012-08-02,3195.8630
2012-08-03,3259.8560
2012-08-06,3337.2670
2012-08-07,3368.2520
2012-08-08,3356.4850
2012-08-09,3405.0580
2012-08-10,3395.8490
2012-08-13,3318.1000
2012-08-14,3349.5850
2012-08-15,3310.8390
2012-08-16,3286.8280
2012-08-17,3286.7780
2012-08-20,3289.4390
2012-08-21,3335.7530
2012-08-22,3306.1110
2012-08-23,3327.9900
2012-08-24,3265.7490
2012-08-27,3184.3310
2012-08-28,3200.9930
2012-08-29,3179.5400
2012-08-30,3129.4950
2012-08-31,3139.5000
2012-09-03,3200.3060
2012-09-04,3164.8260
2012-09-05,3181.8000
2012-09-06,3217.9360
2012-09-07,3334.6600
2012-09-10,3363.6050
2012-09-11,3350.0880
2012-09-12,3376.1220
2012-09-13,3329.2990
2012-09-14,3338.0380
2012-09-17,3237.7040
2012-09-18,3224.2590
2012-09-19,3255.8660
2012-09-20,3161.7630
2012-09-21,3143.7100
2012-09-24,3167.1610
2012-09-25,3144.4080
2012-09-26,3071.9890
2012-09-27,3141.0820
2012-09-28,3199.7520
2012-10-08,3183.3650
2012-10-09,3265.6170
2012-10-10,3296.9230
2012-10-11,3248.0450
2012-10-12,3240.3990
2012-10-15,3223.1890
2012-10-16,3233.2290
2012-10-17,3240.7780
2012-10-18,3294.8350
2012-10-19,3285.4450
2012-10-22,3298.4880
2012-10-23,3259.0670
2012-10-24,3257.9210
2012-10-25,3226.1720
2012-10-26,3163.2950
2012-10-29,3158.9430
2012-10-30,3160.6870
2012-10-31,3168.0970
2012-11-01,3228.1900
2012-11-02,3249.5520
2012-11-05,3235.3520
2012-11-06,3213.2600
2012-11-07,3209.1410
2012-11-08,3129.5680
2012-11-09,3116.9780
2012-11-12,3136.3080
2012-11-13,3072.1210
2012-11-14,3081.2540
2012-11-15,3026.8440
2012-11-16,3009.1530
2012-11-19,3016.1590
2012-11-20,3004.1830
2012-11-21,3035.2820
2012-11-22,2995.0930
2012-11-23,3005.4590
2012-11-26,2970.3230
2012-11-27,2864.1690
2012-11-28,2800.5370
2012-11-29,2774.1760
2012-11-30,2816.6240
2012-12-03,2749.1340
2012-12-04,2783.4120
2012-12-05,2886.1860
2012-12-06,2884.3480
2012-12-07,2950.1930
2012-12-10,3002.2310
2012-12-11,2982.0270
2012-12-12,2982.8850
2012-12-13,2943.2760
2012-12-14,3066.2310
2012-12-17,3091.8750
2012-12-18,3086.5840
2012-12-19,3099.0920
2012-12-20,3108.8600
2012-12-21,3101.0740
2012-12-24,3117.6980
2012-12-25,3189.0880
2012-12-26,3228.6750
2012-12-27,3199.4810
2012-12-28,3235.1950
2012-12-31,3275.8600
2013-01-04,3258.2510
2013-01-07,3288.3690
2013-01-08,3327.0400
2013-01-09,3334.9870
2013-01-10,3356.3500
2013-01-11,3271.1790
2013-01-14,3384.7450
2013-01-15,3450.6820
2013-01-16,3450.5600
2013-01-17,3408.0220
2013-01-18,3464.6450
2013-01-21,3491.1220
2013-01-22,3435.4340
2013-01-23,3441.7450
2013-01-24,3369.7320
2013-01-25,3364.0610
2013-01-28,3449.7940
2013-01-29,3482.5190
2013-01-30,3500.5780
2013-01-31,3479.6380
2013-02-01,3507.7090
2013-02-04,3484.3620
2013-02-05,3520.6460
2013-02-06,3544.3850
2013-02-07,3557.6670
2013-02-08,3608.5890
2013-02-18,3627.7760
2013-02-19,3561.3570
2013-02-20,3635.3750
2013-02-21,3560.3170
2013-02-22,3548.3580
2013-02-25,3587.5870
2013-02-26,3533.2040
2013-02-27,3535.8960
2013-02-28,3608.1990
2013-03-01,3648.4220
2013-03-04,3518.7170
2013-03-05,3597.9220
2013-03-06,3653.9340
2013-03-07,3609.6400
2013-03-08,3570.3800
2013-03-11,3571.1050
2013-03-12,3481.1750
2013-03-13,3449.3500
2013-03-14,3464.8540
2013-03-15,3471.2140
2013-03-18,3427.1200
2013-03-19,3438.0720
2013-03-20,3527.7720
2013-03-21,3565.0200
2013-03-22,3579.9200
2013-03-25,3568.5230
2013-03-26,3543.8120
2013-03-27,3552.2570
2013-03-28,3448.9770
2013-03-29,3447.2850
2013-04-01,3470.9600
2013-04-02,3428.5000
2013-04-03,3397.2320
2013-04-08,3411.1300
2013-04-09,3444.3710
2013-04-10,3437.2670
2013-04-11,3423.2170
2013-04-12,3394.5170
2013-04-15,3346.8510
2013-04-16,3383.0810
2013-04-17,3412.4160
2013-04-18,3423.0120
2013-04-19,3495.2420
2013-04-22,3511.6240
2013-04-23,3416.4490
2013-04-24,3484.5680
2013-04-25,3431.4010
2013-04-26,3367.7660
2013-05-02,3383.3980
2013-05-03,3448.6400
2013-05-06,3514.4570
2013-05-07,3521.4770
2013-05-08,3553.8480
2013-05-09,3555.7690
2013-05-10,3577.3270
2013-05-13,3590.7580
2013-05-14,3549.3030
2013-05-15,3597.1060
2013-05-16,3635.7550
2013-05-17,3691.3990
2013-05-20,3737.7480
2013-05-21,3787.0590
2013-05-22,3755.8740
2013-05-23,3724.2290
2013-05-24,3782.0710
2013-05-27,3820.4270
2013-05-28,3827.7820
2013-05-29,3856.3190
2013-05-30,3865.1340
2013-05-31,3841.2180
2013-06-03,3814.5100
2013-06-04,3739.7240
2013-06-05,3755.1480
2013-06-06,3688.7360
2013-06-07,3616.2100
2013-06-13,3515.0500
2013-06-14,3584.9780
2013-06-17,3593.3710
2013-06-18,3605.7580
2013-06-19,3583.2980
2013-06-20,3465.0040
2013-06-21,3446.4830
2013-06-24,3232.9620
2013-06-25,3219.1340
2013-06-26,3285.8180
2013-06-27,3233.2220
2013-06-28,3235.9780
2013-07-01,3304.5910
2013-07-02,3359.0530
2013-07-03,3364.1840
2013-07-04,3390.4880
2013-07-05,3371.5290
2013-07-08,3240.4770
2013-07-09,3259.9110
2013-07-10,3361.3950
2013-07-11,3455.8840
2013-07-12,3425.1350
2013-07-15,3493.4410
2013-07-16,3536.3130
2013-07-17,3485.0740
2013-07-18,3481.2010
2013-07-19,3394.3060
2013-07-22,3461.2810
2013-07-23,3544.9660
2013-07-24,3566.2820
2013-07-25,3498.2420
2013-07-26,3494.1590
2013-07-29,3426.5930
2013-07-30,3411.2190
2013-07-31,3430.7430
2013-08-01,3521.1520
2013-08-02,3533.6090
2013-08-05,3592.5380
2013-08-06,3631.1240
2013-08-07,3596.3180
2013-08-08,3605.8500
2013-08-09,3618.7440
2013-08-12,3676.1950
2013-08-13,3695.5520
2013-08-14,3681.0820
2013-08-15,3631.3210
2013-08-16,3554.3480
2013-08-19,3609.0280
2013-08-20,3599.6370
2013-08-21,3627.5010
2013-08-22,3636.4690
2013-08-23,3627.9700
2013-08-26,3703.5930
2013-08-27,3732.0980
2013-08-28,3703.9200
2013-08-29,3701.0830
2013-08-30,3664.1480
2013-09-02,3689.9590
2013-09-03,3744.8710
2013-09-04,3755.2390
2013-09-05,3762.5690
2013-09-06,3792.8320
2013-09-09,3831.9270
2013-09-10,3870.9230
2013-09-11,3834.2580
2013-09-12,3845.0680
2013-09-13,3849.8200
2013-09-16,3854.2070
2013-09-17,3786.2920
2013-09-18,3822.1230
2013-09-23,3899.6250
2013-09-24,3903.5180
2013-09-25,3889.2210
2013-09-26,3808.2160
2013-09-27,3822.7580
2013-09-30,3872.8930
2013-10-08,3938.0680
2013-10-09,3981.0580
2013-10-10,3959.6300
2013-10-11,4026.9160
2013-10-14,4068.3200
2013-10-15,4074.0830
2013-10-16,3963.2120
2013-10-17,3956.9650
2013-10-18,3970.6410
2013-10-21,4069.0330
2013-10-22,4026.5160
2013-10-23,3924.2190
2013-10-24,3898.1560
2013-10-25,3821.7790
2013-10-28,3808.7030
2013-10-29,3703.8600
2013-10-30,3764.4530
2013-10-31,3713.8290
2013-11-01,3702.4450
2013-11-04,3728.1880
2013-11-05,3777.4040
2013-11-06,3737.1060
2013-11-07,3685.0400
2013-11-08,3629.9400
2013-11-11,3645.8400
2013-11-12,3680.5360
2013-11-13,3611.7600
2013-11-14,3659.8300
2013-11-15,3736.4520
2013-11-18,3827.8820
2013-11-19,3840.3650
2013-11-20,3878.5840
2013-11-21,3865.4100
2013-11-22,3842.7560
2013-11-25,3839.6020
2013-11-26,3845.6760
2013-11-27,3889.7550
2013-11-28,3922.6660
2013-11-29,3946.3830
2013-12-02,3770.8650
2013-12-03,3859.9550
2013-12-04,3932.9980
2013-12-05,3928.7240
2013-12-06,3918.7830
2013-12-09,3947.7040
2013-12-10,3950.4860
2013-12-11,3906.7800
2013-12-12,3916.9620
2013-12-13,3925.4340
2013-12-16,3857.7150
2013-12-17,3834.0270
2013-12-18,3834.0450
2013-12-19,3795.0230
2013-12-20,3747.0020
2013-12-23,3742.7380
2013-12-24,3768.7030
2013-12-25,3808.4530
2013-12-26,3743.1320
2013-12-27,3800.7740
2013-12-30,3813.0030
2013-12-31,3829.0960
2014-01-02,3847.8790
2014-01-03,3816.3160
2014-01-06,3710.8980
2014-01-07,3733.6620
2014-01-08,3738.2050
2014-01-09,3696.0230
2014-01-10,3628.6340
2014-01-13,3612.0200
2014-01-14,3683.5340
2014-01-15,3708.1420
2014-01-16,3714.3140
2014-01-17,3671.9150
2014-01-20,3644.1250
2014-01-21,3700.1080
2014-01-22,3799.0420
2014-01-23,3825.4860
2014-01-24,3882.6680
2014-01-27,3881.9470
2014-01-28,3873.8100
2014-01-29,3908.4500
2014-01-30,3885.4160
2014-02-07,3957.6710
2014-02-10,4074.6300
2014-02-11,4080.3780
2014-02-12,4125.4120
2014-02-13,4064.4230
2014-02-14,4134.1600
2014-02-17,4212.7450
2014-02-18,4207.6990
2014-02-19,4207.9940
2014-02-20,4149.0710
2014-02-21,4121.9170
2014-02-24,4105.7920
2014-02-25,3961.4390
2014-02-26,3987.4800
2014-02-27,3934.7270
2014-02-28,3975.9290
2014-03-03,4058.7990
2014-03-04,4059.5670
2014-03-05,4037.7840
2014-03-06,4032.7560
2014-03-07,4012.4470
2014-03-10,3860.2440
2014-03-11,3864.2600
2014-03-12,3865.6620
2014-03-13,3907.1460
2014-03-14,3888.9750
2014-03-17,3967.1500
2014-03-18,3989.2010
2014-03-19,3980.6730
2014-03-20,3876.5780
2014-03-21,3952.3920
2014-03-24,3985.8610
2014-03-25,3991.1440
2014-03-26,4001.5020
2014-03-27,3944.0440
2014-03-28,3865.2950
2014-03-31,3840.5360
2014-04-01,3899.4880
2014-04-02,3902.0430
2014-04-03,3896.2800
2014-04-04,3939.2290
2014-04-08,3981.6250
2014-04-09,4018.5470
2014-04-10,4038.8400
2014-04-11,4021.1940
2014-04-14,4051.3300
2014-04-15,4021.9060
2014-04-16,4019.8830
2014-04-17,4014.9400
2014-04-18,4029.2620
2014-04-21,3965.3370
2014-04-22,3947.1690
2014-04-23,3929.1680
2014-04-24,3884.8110
2014-04-25,3800.6810
2014-04-28,3684.5930
2014-04-29,3738.9260
2014-04-30,3766.1700
2014-05-05,3798.2880
2014-05-06,3817.9800
2014-05-07,3749.9650
2014-05-08,3754.0110
2014-05-09,3716.0220
2014-05-12,3812.7580
2014-05-13,3806.8900
2014-05-14,3803.8030
2014-05-15,3732.3370
2014-05-16,3726.6560
2014-05-19,3705.3640
2014-05-20,3715.7100
2014-05-21,3747.3340
2014-05-22,3746.1400
2014-05-23,3786.5630
2014-05-26,3827.4870
2014-05-27,3818.3220
2014-05-28,3861.5880
2014-05-29,3821.8670
2014-05-30,3829.2380
2014-06-03,3822.7160
2014-06-04,3789.2940
2014-06-05,3832.0550
2014-06-06,3818.3330
2014-06-09,3797.4290
2014-06-10,3840.0190
2014-06-11,3858.0510
2014-06-12,3850.1130
2014-06-13,3891.5570
2014-06-16,3914.9810
2014-06-17,3879.3440
2014-06-18,3858.0990
2014-06-19,3755.6940
2014-06-20,3789.3420
2014-06-23,3815.8790
2014-06-24,3839.2030
2014-06-25,3814.0300
2014-06-26,3861.9500
2014-06-27,3889.3230
2014-06-30,3924.9030
2014-07-01,3951.7260
2014-07-02,3979.3100
2014-07-03,4019.6470
2014-07-04,4004.5610
2014-07-07,4014.4880
2014-07-08,4039.7070
2014-07-09,3982.4040
2014-07-10,3982.1980
2014-07-11,4029.7510
2014-07-14,4090.8020
2014-07-15,4093.1130
2014-07-16,4062.1190
2014-07-17,4031.4400
2014-07-18,4042.5210
2014-07-21,4030.2420
2014-07-22,4083.2880
2014-07-23,4057.1130
2014-07-24,4054.2230
2014-07-25,4089.8010
2014-07-28,4168.3730
2014-07-29,4207.8620
2014-07-30,4214.8360
2014-07-31,4257.0450
2014-08-01,4210.2190
2014-08-04,4278.8470
2014-08-05,4300.1200
2014-08-06,4328.6010
2014-08-07,4286.0900
2014-08-08,4311.6970
2014-08-11,4377.0180
2014-08-12,4399.8060
2014-08-13,4401.8090
2014-08-14,4373.5040
2014-08-15,4423.6360
2014-08-18,4483.5440
2014-08-19,4496.9380
2014-08-20,4497.3990
2014-08-21,4495.4400
2014-08-22,4521.7520
2014-08-25,4487.1420
2014-08-26,4407.5880
2014-08-27,4421.2120
2014-08-28,4381.4940
2014-08-29,4427.8790
2014-09-01,4507.4420
2014-09-02,4576.1200
2014-09-03,4608.5570
2014-09-04,4647.8860
2014-09-05,4666.4740
2014-09-09,4701.6990
2014-09-10,4709.9090
2014-09-11,4704.9420
2014-09-12,4756.9490
2014-09-15,4807.5550
2014-09-16,4645.5460
2014-09-17,4686.0470
2014-09-18,4719.0090
2014-09-19,4758.7270
2014-09-22,4694.2290
2014-09-23,4754.4720
2014-09-24,4815.7100
2014-09-25,4814.7350
2014-09-26,4829.9350
2014-09-29,4877.4350
2014-09-30,4916.1190
2014-10-08,4993.5310
2014-10-09,5004.0010
2014-10-10,4981.8530
2014-10-13,4982.6810
2014-10-14,4966.0830
2014-10-15,4987.7070
2014-10-16,4906.2440
2014-10-17,4860.7320
2014-10-20,4929.1600
2014-10-21,4884.0240
2014-10-22,4825.6090
2014-10-23,4755.2310
2014-10-24,4774.6660
2014-10-27,4809.5180
2014-10-28,4924.9550
2014-10-29,4991.7550
2014-10-30,4992.6300
2014-10-31,4986.4160
2014-11-03,5028.6980
2014-11-04,5003.4700
2014-11-05,4995.4430
2014-11-06,5024.8480
2014-11-07,4977.2550
2014-11-10,5031.0010
2014-11-11,4881.4800
2014-11-12,4965.3840
2014-11-13,4921.6710
2014-11-14,4909.6090
2014-11-17,4958.4660
2014-11-18,4967.6510
2014-11-19,4985.1010
2014-11-20,4974.6260
2014-11-21,5029.7730
2014-11-24,5112.1190
2014-11-25,5189.0010
2014-11-26,5214.2100
2014-11-27,5251.3890
2014-11-28,5245.2670
2014-12-01,5208.1390
2014-12-02,5277.6570
2014-12-03,5339.0050
2014-12-04,5451.9620
2014-12-05,5333.8920
2014-12-08,5412.6740
2014-12-09,5195.4060
2014-12-10,5374.0970
2014-12-11,5454.4430
2014-12-12,5493.2000
2014-12-15,5583.5970
2014-12-16,5606.6930
2014-12-17,5557.2860
2014-12-18,5558.0450
2014-12-19,5524.1220
2014-12-22,5305.2090
2014-12-23,5193.7220
2014-12-24,5262.3650
2014-12-25,5364.5630
2014-12-26,5422.7510
2014-12-29,5367.6370
2014-12-30,5275.0850
2014-12-31,5322.7140
2015-01-05,5417.0170
2015-01-06,5479.8640
2015-01-07,5488.2420
2015-01-08,5444.0370
2015-01-09,5409.0580
2015-01-12,5332.2210
2015-01-13,5405.0910
2015-01-14,5379.7380
2015-01-15,5449.0380
2015-01-16,5520.1230
2015-01-19,5281.8950
2015-01-20,5472.5140
2015-01-21,5611.6940
2015-01-22,5690.1560
2015-01-23,5633.2890
2015-01-26,5758.9790
2015-01-27,5773.8160
2015-01-28,5739.9190
2015-01-29,5701.2050
2015-01-30,5632.7280
2015-02-02,5609.3890
2015-02-03,5707.4760
2015-02-04,5683.5190
2015-02-05,5654.2170
2015-02-06,5534.7850
2015-02-09,5504.9740
2015-02-10,5580.7040
2015-02-11,5641.7860
2015-02-12,5681.3410
2015-02-13,5769.2720
2015-02-16,5869.7130
2015-02-17,5911.0980
2015-02-25,5906.5380
2015-02-26,5969.5570
2015-02-27,6018.4630
2015-03-02,6139.7920
2015-03-03,6118.6560
2015-03-04,6210.4210
2015-03-05,6208.9880
2015-03-06,6133.0260
2015-03-09,6212.2360
2015-03-10,6276.4850
2015-03-11,6262.8920
2015-03-12,6260.1370
2015-03-13,6329.5760
2015-03-16,6516.7650
2015-03-17,6618.0540
2015-03-18,6728.0680
2015-03-19,6782.4630
2015-03-20,6850.8970
2015-03-23,7017.1540
2015-03-24,7046.1230
2015-03-25,7124.8720
2015-03-26,7074.4370
2015-03-27,7155.9450
2015-03-30,7245.4970
2015-03-31,7253.1040
2015-04-01,7425.7330
2015-04-02,7560.6480
2015-04-03,7679.0100
2015-04-07,7863.2840
2015-04-08,7807.9970
2015-04-09,7746.1510
2015-04-10,7952.1890
2015-04-13,8122.8930
2015-04-14,8119.9590
2015-04-15,7802.7470
2015-04-16,7912.0880
2015-04-17,7980.7600
2015-04-20,7839.9010
2015-04-21,8112.6870
2015-04-22,8323.4270
2015-04-23,8410.7030
2015-04-24,8419.0950
2015-04-27,8513.0160
2015-04-28,8266.4830
2015-04-29,8428.2540
2015-04-30,8469.6730
2015-05-04,8510.4810
2015-05-05,8199.3440
2015-05-06,8082.9990
2015-05-07,7903.4780
2015-05-08,8201.2930
2015-05-11,8558.2180
2015-05-12,8745.6780
2015-05-13,8824.9290
2015-05-14,8813.3930
2015-05-15,8742.8850
2015-05-18,8903.5950
2015-05-19,9124.8330
2015-05-20,9277.3310
2015-05-21,9619.2230
2015-05-22,9778.1710
2015-05-25,10040.0900
2015-05-26,10373.5800
2015-05-27,10497.3400
2015-05-28,9868.4240
2015-05-29,9966.8450
2015-06-01,10488.3100
2015-06-02,10886.4000
2015-06-03,10979.9900
2015-06-04,10965.4100
2015-06-05,11144.5200
2015-06-08,11030.9200
2015-06-09,11013.7400
2015-06-10,11208.0577
2015-06-11,11366.2931
2015-06-12,11545.8906
2015-06-15,11332.8920
2015-06-16,10879.8358
2015-06-17,11100.5456
2015-06-18,10731.3787
2015-06-19,9987.4074
2015-06-23,10046.8849
2015-06-24,10267.6266
2015-06-25,9906.1037
2015-06-26,9078.0648
2015-06-29,8484.6434
2015-06-30,8906.0202
2015-07-01,8411.9097
2015-07-02,7835.1035
2015-07-03,7355.4910
2015-07-06,7235.9990
2015-07-07,6763.5263
2015-07-08,6602.3735
2015-07-09,6896.3516
2015-07-10,7244.7842
2015-07-13,7695.6351
2015-07-14,7859.0574
2015-07-15,7405.2945
2015-07-16,7578.7585
2015-07-17,7994.6971
2015-07-20,8116.4956
2015-07-21,8220.4627
2015-07-22,8320.2364
2015-07-23,8551.9909
2015-07-24,8425.0739
2015-07-27,7794.1809
2015-07-28,7649.8199
2015-07-29,8022.7956
2015-07-30,7800.5799
2015-07-31,7727.0608
2015-08-03,7540.2053
2015-08-04,7942.0952
2015-08-05,7839.3375
2015-08-06,7792.0278
2015-08-07,8013.3187
2015-08-10,8394.0862
2015-08-11,8435.3271
2015-08-12,8336.3365
2015-08-13,8534.4288
2015-08-14,8625.2423
2015-08-17,8820.4567
2015-08-18,8161.2687
2015-08-19,8340.9828
2015-08-20,8049.5116
2015-08-21,7612.9024
2015-08-24,7006.1885
2015-08-25,6481.4117
2015-08-26,6238.5256
2015-08-27,6456.0548
2015-08-28,6842.8938
2015-08-31,6581.3127
2015-09-01,6169.2072
2015-09-02,6122.5533
2015-09-07,6143.5566
2015-09-08,6374.8551
2015-09-09,6551.0072
2015-09-10,6440.3093
2015-09-11,6493.3191
2015-09-14,6049.7904
2015-09-15,5708.0299
2015-09-16,6084.8367
2015-09-17,5965.4090
2015-09-18,6036.8814
2015-09-21,6250.4393
2015-09-22,6295.9258
2015-09-23,6224.6006
2015-09-24,6315.1101
2015-09-25,6108.3764
2015-09-28,6219.6917
2015-09-29,6103.6058
2015-09-30,6123.7274
2015-10-08,6372.4924
2015-10-09,6470.0514
2015-10-12,6718.7221
2015-10-13,6802.0769
2015-10-14,6724.4957
2015-10-15,6929.2374
2015-10-16,7047.5599
2015-10-19,7047.3718
2015-10-20,7162.0754
2015-10-21,6712.7386
2015-10-22,6964.2976
2015-10-23,7138.2344
2015-10-26,7186.7548
2015-10-27,7231.4362
2015-10-28,7048.8952
2015-10-29,7108.9748
2015-10-30,7084.9706
2015-11-02,6936.4315
2015-11-03,6920.1029
2015-11-04,7267.9884
2015-11-05,7276.4505
2015-11-06,7446.8471
2015-11-09,7543.8014
2015-11-10,7575.0084
2015-11-11,7684.6660
2015-11-12,7682.4517
2015-11-13,7567.1080
2015-11-16,7718.8548
2015-11-17,7650.3808
2015-11-18,7526.9417
2015-11-19,7718.6220
2015-11-20,7806.2655
2015-11-23,7744.1822
2015-11-24,7798.4975
2015-11-25,7922.3841
2015-11-26,7874.0797
2015-11-27,7376.1243
2015-11-30,7408.3988
2015-12-01,7443.9452
2015-12-02,7405.8596
2015-12-03,7570.5077
2015-12-04,7511.6749
2015-12-07,7602.2276
2015-12-08,7404.1420
2015-12-09,7374.2742
2015-12-10,7350.2098
2015-12-11,7290.7017
2015-12-14,7441.0301
2015-12-15,7498.1813
2015-12-16,7529.4028
2015-12-17,7716.2460
2015-12-18,7699.3700
2015-12-21,7788.5640
2015-12-22,7856.6081
2015-12-23,7773.2825
2015-12-24,7753.0367
2015-12-25,7792.1244
2015-12-28,7603.3609
2015-12-29,7674.3881
2015-12-30,7741.0472
2015-12-31,7617.6890
2016-01-04,6983.4044
2016-01-05,6889.7414
2016-01-06,7065.6068
2016-01-07,6462.2428
2016-01-08,6570.4316
2016-01-11,6128.6558
2016-01-12,6136.6632
2016-01-13,5924.0440
2016-01-14,6124.8202
2016-01-15,5893.6815
2016-01-18,5978.9076
2016-01-19,6197.0947
2016-01-20,6138.5031
2016-01-21,5886.8835
2016-01-22,5980.6111
2016-01-25,6041.3261
2016-01-26,5589.3069
2016-01-27,5514.1886
2016-01-28,5271.2325
2016-01-29,5469.1254
2016-02-01,5399.4771
2016-02-02,5586.6266
2016-02-03,5610.1734
2016-02-04,5721.4853
2016-02-05,5664.1971
2016-02-15,5668.0398
2016-02-16,5902.5341
2016-02-17,5971.4123
2016-02-18,5957.1305
2016-02-19,5979.5164
2016-02-22,6103.7225
2016-02-23,6070.4998
2016-02-24,6111.0427
2016-02-25,5626.0522
2016-02-26,5648.9376
2016-02-29,5350.4337
2016-03-01,5473.6349
2016-03-02,5753.1482
2016-03-03,5776.9770
2016-03-04,5621.5614
2016-03-07,5752.5482
2016-03-08,5764.3253
2016-03-09,5617.0376
2016-03-10,5521.9480
2016-03-11,5508.9818
2016-03-14,5690.5904
2016-03-15,5639.8012
2016-03-16,5562.8037
2016-03-17,5745.9750
2016-03-18,5949.2630
2016-03-21,6099.4805
2016-03-22,6075.4922
2016-03-23,6118.9664
2016-03-24,6018.4242
2016-03-25,6077.4312
2016-03-28,6037.7782
2016-03-29,5921.8672
2016-03-30,6137.5034
2016-03-31,6155.8138
2016-04-01,6124.5278
2016-04-05,6286.5826
2016-04-06,6323.4342
2016-04-07,6228.9737
2016-04-08,6168.7419
2016-04-11,6304.3004
2016-04-12,6252.7729
2016-04-13,6344.2255
2016-04-14,6401.8545
2016-04-15,6384.3496
2016-04-18,6281.2024
2016-04-19,6308.2290
2016-04-20,6022.2126
2016-04-21,5970.6820
2016-04-22,6011.3201
2016-04-25,5978.0772
2016-04-26,6046.7734
2016-04-27,6016.6990
2016-04-28,5990.3285
2016-04-29,5985.5940
2016-05-03,6167.4537
2016-05-04,6169.7826
2016-05-05,6203.8166
2016-05-06,5961.4890
2016-05-09,5743.6473
2016-05-10,5738.8961
2016-05-11,5723.4104
2016-05-12,5726.4555
2016-05-13,5714.3107
2016-05-16,5812.5423
2016-05-17,5790.3416
2016-05-18,5631.1927
2016-05-19,5666.7331
2016-05-20,5732.9018
2016-05-23,5809.4761
2016-05-24,5743.1782
2016-05-25,5715.1834
2016-05-26,5744.3876
2016-05-27,5739.5897
2016-05-30,5711.3152
2016-05-31,5947.3224
2016-06-01,5973.7799
2016-06-02,6013.8942
2016-06-03,6032.6030
2016-06-06,6051.8595
2016-06-07,6045.3571
2016-06-08,6023.8776
2016-06-13,5746.4438
2016-06-14,5762.7612
2016-06-15,5952.8460
2016-06-16,5930.5454
2016-06-17,5964.2724
2016-06-20,5985.5691
2016-06-21,5916.8032
2016-06-22,6008.8857
2016-06-23,5978.1737
2016-06-24,5903.6202
2016-06-27,6044.2191
2016-06-28,6107.5105
2016-06-29,6120.2021
2016-06-30,6123.4939
2016-07-01,6111.5385
2016-07-04,6231.8811
2016-07-05,6269.5046
2016-07-06,6297.3969
2016-07-07,6319.7926
2016-07-08,6299.8533
2016-07-11,6312.4988
2016-07-12,6395.1448
2016-07-13,6446.5634
2016-07-14,6455.5827
2016-07-15,6441.0159
2016-07-18,6412.0731
2016-07-19,6431.9383
2016-07-20,6417.9223
2016-07-21,6442.7093
2016-07-22,6390.9254
2016-07-25,6408.7831
2016-07-26,6494.4743
2016-07-27,6229.2885
2016-07-28,6243.2883
2016-07-29,6202.8923
2016-08-01,6109.2782
2016-08-02,6168.5088
2016-08-03,6198.3885
2016-08-04,6238.2309
2016-08-05,6203.2872
2016-08-08,6290.7562
2016-08-09,6341.5497
2016-08-10,6318.2681
2016-08-11,6226.3129
2016-08-12,6299.0915
2016-08-15,6442.5272
2016-08-16,6468.8946
2016-08-17,6488.3648
2016-08-18,6490.4080
2016-08-19,6499.5548
2016-08-22,6420.3544
2016-08-23,6428.6978
2016-08-24,6435.0586
2016-08-25,6382.5704
2016-08-26,6410.7335
2016-08-29,6427.5291
2016-08-30,6425.7543
2016-08-31,6434.2103
2016-09-01,6381.4755
2016-09-02,6356.9538
2016-09-05,6391.7923
2016-09-06,6492.9722
2016-09-07,6494.3159
2016-09-08,6517.9835
2016-09-09,6471.0530
2016-09-12,6291.6364
2016-09-13,6320.0315
2016-09-14,6278.1580
2016-09-19,6344.1810
2016-09-20,6342.0328
2016-09-21,6343.7541
2016-09-22,6385.6353
2016-09-23,6370.5834
2016-09-26,6241.5157
2016-09-27,6286.9093
2016-09-28,6281.2838
2016-09-29,6298.7911
2016-09-30,6328.0856
2016-10-10,6447.6934
2016-10-11,6486.4254
2016-10-12,6482.7379
2016-10-13,6484.8310
2016-10-14,6469.4915
2016-10-17,6413.1487
2016-10-18,6509.2821
2016-10-19,6495.2574
2016-10-20,6498.2375
2016-10-21,6475.2807
2016-10-24,6539.4661
2016-10-25,6563.3539
