date,DJI_GI,IXIC_GI,SPX_GI,TY_CBT,hs300
2002-02-04,9687.09,1855.53,1094.44,106.8906,1511.327
2002-02-05,9685.43,1838.52,1090.02,106.9531,1518.28
2002-02-06,9653.39,1812.71,1083.51,106.75,1485.802
2002-02-07,9625.44,1782.11,1080.17,106.5625,1515.394
2002-02-08,9744.24,1818.88,1096.22,106.9531,1506.615
2002-02-25,10145.71,1769.88,1109.43,107.2344,1530.284
2002-02-26,10115.26,1766.86,1109.38,106.75,1531.43
2002-02-27,10127.58,1751.88,1109.89,107.5313,1538.319
2002-02-28,10106.13,1731.49,1106.73,105.9219,1524.701
2002-03-01,10368.86,1802.74,1131.78,105.1719,1502.54
2002-03-04,10586.82,1859.32,1153.84,104.9844,1526.804
2002-03-05,10433.41,1866.29,1146.14,104.9531,1560.079
2002-03-06,10574.29,1890.4,1162.77,104.7656,1569.208
2002-03-07,10525.37,1881.63,1157.54,103.5313,1613.001
2002-03-08,10572.49,1929.67,1164.31,102.8281,1640.256
2002-03-11,10611.24,1929.49,1168.26,102.8281,1664.094
2002-03-12,10632.35,1897.12,1165.58,102.9531,1643.692
2002-03-13,10501.85,1862.03,1154.09,103.3594,1623.432
2002-03-14,10517.14,1854.14,1153.04,102.2969,1665.151
2002-03-15,10607.23,1868.3,1166.16,102.6563,1620.976
2002-03-18,10577.75,1877.06,1165.55,103.0,1623.884
2002-03-19,10635.25,1880.87,1170.29,102.8281,1665.357
2002-03-20,10501.57,1832.87,1151.85,102.2969,1682.51
2002-03-21,10479.84,1868.83,1153.59,102.5,1685.017
2002-03-22,10427.67,1851.39,1148.7,102.4531,1669.694
2002-03-25,10281.67,1812.49,1131.87,102.3594,1675.289
2002-03-26,10353.36,1824.17,1138.49,102.8438,1649.484
2002-03-27,10426.91,1826.75,1144.58,102.9219,1654.231
2002-03-28,10403.94,1845.35,1147.39,102.4531,1650.673
2002-03-29,10403.94,1845.35,1147.39,102.4531,1603.905
2002-04-01,10362.7,1862.62,1146.54,102.4688,1608.506
2002-04-02,10313.71,1804.4,1136.76,103.0781,1582.883
2002-04-03,10198.29,1784.35,1125.4,103.6406,1594.508
2002-04-04,10235.17,1789.75,1126.34,103.6563,1641.699
2002-04-05,10271.64,1770.03,1122.73,104.2344,1634.643
2002-04-08,10249.08,1785.87,1125.29,104.0,1640.65
2002-04-09,10208.67,1742.57,1117.8,104.2344,1667.522
2002-04-10,10381.73,1767.07,1130.46,104.1094,1677.658
2002-04-11,10176.08,1725.24,1103.69,104.2656,1649.53
2002-04-12,10190.82,1756.19,1111.01,104.6719,1658.979
2002-04-15,10093.67,1753.78,1102.55,104.875,1649.5
2002-04-16,10301.32,1816.79,1128.37,104.5938,1640.285
2002-04-17,10220.78,1810.67,1126.07,104.3125,1644.395
2002-04-18,10205.28,1802.43,1124.47,104.4063,1628.137
2002-04-19,10257.11,1796.83,1125.17,104.5313,1635.172
2002-04-22,10136.43,1758.68,1107.83,104.7344,1627.48
2002-04-23,10089.24,1730.29,1100.96,104.75,1624.546
2002-04-24,10030.43,1713.34,1093.14,105.2813,1611.051
2002-04-25,10035.06,1713.7,1091.48,105.4219,1615.919
2002-04-26,9910.72,1663.89,1076.32,105.7031,1640.589
2002-04-29,9819.87,1656.93,1065.45,105.4531,1665.812
2002-04-30,9946.22,1688.23,1076.92,105.5625,1667.749
2002-05-08,10141.83,1696.29,1088.85,104.8438,1652.368
2002-05-09,10037.42,1650.49,1073.01,105.1563,1650.578
2002-05-10,9939.92,1600.85,1054.99,105.6875,1638.198
2002-05-13,10109.66,1652.54,1074.56,105.0625,1623.94
2002-05-14,10298.14,1719.05,1097.28,104.4531,1616.231
2002-05-15,10243.68,1725.56,1091.07,104.7188,1598.354
2002-05-16,10289.21,1730.44,1098.23,105.25,1549.501
2002-05-17,10353.08,1741.39,1106.59,104.8281,1567.497
2002-05-20,10229.5,1701.59,1091.88,105.2813,1541.53
2002-05-21,10105.71,1664.18,1079.88,105.625,1588.108
2002-05-22,10157.88,1673.45,1086.02,106.0,1564.489
2002-05-23,10216.08,1697.63,1097.08,105.7344,1571.611
2002-05-24,10104.26,1661.49,1083.82,105.9375,1549.466
2002-05-27,10104.26,1661.49,1083.82,105.9375,1555.048
2002-05-28,9981.58,1652.17,1074.55,106.0156,1558.524
2002-05-29,9923.04,1624.39,1067.66,106.4531,1524.806
2002-05-30,9911.69,1631.92,1064.66,106.8281,1523.522
2002-05-31,9925.25,1615.73,1067.14,105.2813,1515.733
2002-06-03,9709.79,1562.56,1040.68,105.3438,1483.348
2002-06-04,9687.84,1578.12,1040.69,105.5156,1490.514
2002-06-05,9796.8,1595.26,1049.9,105.3594,1462.0
2002-06-06,9624.64,1554.88,1029.15,105.6094,1521.263
2002-06-07,9589.67,1535.48,1027.53,105.3438,1529.507
2002-06-10,9645.4,1530.69,1030.74,105.5,1517.23
2002-06-11,9517.26,1497.18,1013.6,105.8594,1530.963
2002-06-12,9617.71,1519.12,1020.26,106.125,1524.842
2002-06-13,9502.8,1496.86,1009.56,106.4375,1511.711
2002-06-14,9474.21,1504.74,1007.27,107.25,1494.246
2002-06-17,9687.42,1553.29,1036.17,106.8438,1496.242
2002-06-18,9706.12,1542.96,1037.14,106.9219,1524.068
2002-06-19,9561.57,1496.83,1019.99,107.7969,1507.668
2002-06-20,9431.77,1464.75,1006.29,107.0313,1516.151
2002-06-21,9253.79,1440.96,989.14,107.6094,1562.722
2002-06-24,9281.82,1460.34,992.72,107.1094,1707.313
2002-06-25,9126.82,1423.99,976.14,107.1563,1706.591
2002-06-26,9120.11,1429.33,973.53,108.0469,1712.91
2002-06-27,9269.92,1459.2,990.64,107.3281,1723.545
2002-06-28,9243.26,1463.21,989.81,107.2344,1732.755
2002-07-01,9109.79,1403.8,968.65,107.2969,1713.705
2002-07-02,9007.75,1357.82,948.09,107.9219,1724.949
2002-07-03,9054.97,1380.17,953.99,107.8438,1730.919
2002-07-04,9054.97,1380.17,953.99,107.8438,1713.135
2002-07-05,9379.5,1448.36,989.03,107.0313,1722.188
2002-07-08,9274.9,1405.61,976.98,107.4063,1732.934
2002-07-09,9096.09,1381.12,952.83,107.9375,1729.986
2002-07-10,8813.5,1346.01,920.47,108.6563,1701.824
2002-07-11,8801.53,1374.43,927.37,108.8438,1696.94
2002-07-12,8684.53,1373.5,921.39,109.0313,1698.298
2002-07-15,8639.19,1382.62,917.93,108.9375,1687.945
2002-07-16,8473.11,1375.26,901.05,108.3594,1691.623
2002-07-17,8542.48,1397.25,906.04,108.7813,1701.718
2002-07-18,8409.49,1356.95,881.56,109.1719,1704.912
2002-07-19,8019.26,1319.15,847.76,109.4688,1713.861
2002-07-22,7784.58,1282.65,819.85,110.1719,1681.009
2002-07-23,7702.34,1229.05,797.7,110.4844,1673.861
2002-07-24,8191.29,1290.23,843.42,110.6719,1672.4
2002-07-25,8186.31,1240.08,838.68,110.8438,1665.109
2002-07-26,8264.39,1262.12,852.84,111.0469,1657.499
2002-07-29,8711.88,1335.25,898.96,109.9375,1665.674
2002-07-30,8680.03,1344.19,902.78,109.7344,1669.002
2002-07-31,8736.59,1328.26,911.62,110.6094,1651.594
2002-08-01,8506.62,1280.0,884.66,111.0469,1653.008
2002-08-02,8313.13,1247.92,864.24,112.1406,1661.871
2002-08-05,8043.63,1206.01,834.6,112.3906,1653.957
2002-08-06,8274.09,1259.55,859.57,111.375,1670.619
2002-08-07,8456.15,1280.9,876.77,112.0781,1668.065
2002-08-08,8712.02,1316.52,905.46,111.4531,1659.802
2002-08-09,8745.45,1306.12,908.64,112.4688,1647.046
2002-08-12,8688.89,1306.84,903.8,112.6875,1634.566
2002-08-13,8482.39,1269.28,884.21,113.3125,1636.632
2002-08-14,8743.31,1334.3,919.62,113.2344,1646.722
2002-08-15,8818.14,1345.01,930.25,112.5313,1634.366
2002-08-16,8778.06,1361.01,928.77,111.5156,1646.792
2002-08-19,8990.79,1394.54,950.72,111.7031,1644.301
2002-08-20,8872.07,1376.59,937.43,112.7344,1671.351
2002-08-21,8957.23,1409.25,949.36,112.6094,1673.549
2002-08-22,9053.64,1422.95,962.7,111.9844,1686.111
2002-08-23,8872.96,1380.62,940.86,112.5,1683.207
2002-08-26,8919.01,1391.74,947.95,112.7188,1670.685
2002-08-27,8824.41,1347.78,934.82,112.1875,1679.691
2002-08-28,8694.09,1314.38,917.87,112.5781,1676.77
2002-08-29,8670.99,1335.77,917.8,113.0313,1667.318
2002-08-30,8663.5,1314.85,916.07,111.7813,1666.618
2002-09-02,8663.5,1314.85,916.07,111.7813,1668.774
2002-09-03,8308.05,1263.84,878.02,113.0469,1674.07
2002-09-04,8425.12,1292.31,893.4,113.2813,1663.972
2002-09-05,8283.7,1251.0,879.15,113.625,1641.807
2002-09-06,8427.2,1295.3,893.92,112.7656,1631.384
2002-09-09,8519.38,1304.6,902.96,112.7031,1621.582
2002-09-10,8602.61,1320.09,909.58,113.0469,1625.111
2002-09-11,8581.17,1315.45,909.45,112.5469,1620.355
2002-09-12,8379.41,1279.68,886.91,113.2031,1624.558
2002-09-13,8312.69,1291.4,889.81,113.6563,1625.759
2002-09-16,8380.18,1275.88,891.1,113.8906,1604.083
2002-09-17,8207.55,1259.94,873.52,114.0156,1604.881
2002-09-18,8172.45,1252.13,869.46,114.0781,1594.584
2002-09-19,7942.39,1216.45,843.32,114.5781,1619.354
2002-09-20,7986.02,1221.09,845.39,114.6875,1604.913
2002-09-23,7872.15,1184.93,833.7,115.3438,1602.591
2002-09-24,7683.13,1182.17,819.29,115.5,1596.732
2002-09-25,7841.82,1222.29,839.66,114.6875,1597.837
2002-09-26,7997.12,1221.61,854.95,114.7031,1587.649
2002-09-27,7701.45,1199.16,827.37,115.2813,1581.618
2002-10-08,7501.49,1129.21,798.55,115.5938,1562.993
2002-10-09,7286.27,1114.11,776.76,116.1563,1535.366
2002-10-10,7533.95,1163.37,803.92,115.7031,1530.407
2002-10-11,7850.29,1210.47,835.32,114.8125,1524.051
2002-10-14,7877.4,1220.53,841.44,114.8125,1531.676
2002-10-15,8255.68,1282.44,881.27,113.2969,1524.728
2002-10-16,8036.03,1232.42,860.02,113.125,1537.388
2002-10-17,8275.04,1272.29,879.2,112.5625,1513.097
2002-10-18,8322.4,1287.86,884.39,112.6875,1519.539
2002-10-21,8538.24,1309.67,899.72,112.1406,1524.925
2002-10-22,8450.16,1292.8,890.16,112.0469,1548.104
2002-10-23,8494.27,1320.23,896.14,112.125,1548.965
2002-10-24,8317.34,1298.71,882.5,112.7344,1536.52
2002-10-25,8443.99,1331.13,897.65,113.1406,1520.313
2002-10-28,8368.04,1315.83,890.23,113.3594,1502.716
2002-10-29,8368.94,1300.54,882.15,114.3906,1510.882
2002-10-30,8427.41,1326.73,890.71,114.2656,1509.707
2002-10-31,8397.03,1329.75,885.76,114.7188,1507.496
2002-11-01,8517.64,1360.7,900.96,114.25,1510.76
2002-11-04,8571.6,1396.54,908.35,113.8125,1531.842
2002-11-05,8678.27,1401.17,915.39,113.625,1558.239
2002-11-06,8771.01,1418.99,923.76,113.8438,1552.561
2002-11-07,8586.24,1376.71,902.65,114.7813,1554.237
2002-11-08,8537.13,1359.28,894.74,115.0469,1522.187
2002-11-11,8358.95,1319.19,876.19,115.0469,1504.403
2002-11-12,8386.0,1349.56,882.95,115.0781,1485.913
2002-11-13,8398.49,1361.34,882.53,115.2656,1490.464
2002-11-14,8542.13,1411.52,904.27,113.9531,1460.795
2002-11-15,8579.09,1411.14,909.83,113.7344,1463.691
2002-11-18,8486.57,1393.69,900.36,113.9063,1451.29
2002-11-19,8474.78,1374.51,896.74,114.1406,1462.174
2002-11-20,8623.01,1419.35,914.15,113.3281,1425.843
2002-11-21,8845.15,1467.55,933.76,112.8594,1390.629
2002-11-22,8804.84,1468.74,930.55,112.6563,1395.497
2002-11-25,8849.4,1481.9,932.88,112.6563,1398.438
2002-11-26,8676.42,1444.43,913.31,113.4531,1371.167
2002-11-27,8931.68,1487.94,938.87,112.1719,1378.752
2002-11-28,8931.68,1487.94,938.87,112.1719,1417.525
2002-11-29,8896.09,1478.78,936.31,111.1094,1434.182
2002-12-02,8862.57,1484.78,934.53,110.9844,1395.675
2002-12-03,8742.93,1448.96,920.75,110.9063,1408.843
2002-12-04,8737.85,1430.35,917.57,111.3906,1414.454
2002-12-05,8623.28,1410.75,906.55,111.8281,1404.88
2002-12-06,8645.77,1422.44,912.23,112.2188,1405.525
2002-12-09,8473.41,1367.14,892.0,112.5938,1400.867
2002-12-10,8574.26,1390.76,904.45,112.6406,1383.84
2002-12-11,8589.14,1396.59,904.96,113.0625,1379.195
2002-12-12,8538.4,1399.55,901.59,113.0313,1383.91
2002-12-13,8433.71,1362.42,889.48,112.7031,1396.898
2002-12-16,8627.4,1400.33,910.4,112.2031,1408.515
2002-12-17,8535.39,1392.05,902.99,112.4375,1416.096
2002-12-18,8447.35,1361.51,891.12,112.9844,1411.719
2002-12-19,8364.8,1354.1,884.25,113.75,1413.597
2002-12-20,8511.32,1363.05,895.75,113.7813,1427.936
2002-12-23,8493.29,1381.69,897.38,113.7188,1430.199
2002-12-24,8448.11,1372.47,892.47,114.1094,1430.827
2002-12-25,8448.11,1372.47,892.47,114.1094,1421.515
2002-12-26,8432.61,1367.89,889.66,114.2344,1384.152
2002-12-27,8303.78,1348.31,875.4,115.0313,1382.971
2002-12-30,8332.85,1339.54,879.39,115.2656,1366.362
2002-12-31,8341.63,1335.51,879.82,115.0469,1357.654
2003-01-02,8607.52,1384.85,909.03,113.4063,1320.63
2003-01-03,8601.69,1387.08,908.59,113.4375,1319.868
2003-01-06,8773.57,1421.32,929.01,113.2344,1334.679
2003-01-07,8740.59,1431.57,922.93,113.5313,1332.061
2003-01-08,8595.31,1401.07,909.93,113.8281,1372.067
2003-01-09,8776.18,1438.46,927.58,112.5938,1397.384
2003-01-10,8784.89,1447.72,927.57,112.5625,1384.859
2003-01-13,8785.98,1446.04,926.26,112.8438,1386.314
2003-01-14,8842.62,1460.99,931.66,113.2188,1466.851
2003-01-15,8723.18,1438.8,918.22,113.3281,1459.92
2003-01-16,8697.87,1423.75,914.6,113.2969,1485.618
2003-01-17,8586.74,1376.19,901.78,113.7969,1478.675
2003-01-20,8586.74,1376.19,901.78,113.7969,1482.681
2003-01-21,8442.9,1364.25,887.62,114.0625,1454.891
2003-01-22,8318.73,1359.48,878.36,114.5469,1460.53
2003-01-23,8369.47,1388.27,887.34,114.3594,1450.616
2003-01-24,8131.01,1342.14,861.4,114.6875,1479.07
2003-01-27,7989.56,1325.27,847.48,114.2969,1496.157
2003-01-28,8088.84,1342.18,858.54,114.1563,1500.639
2003-01-29,8110.71,1358.06,864.36,113.7031,1499.815
2003-02-10,7920.11,1296.68,835.97,114.1719,1480.169
2003-02-11,7843.11,1295.46,829.2,114.3906,1492.764
2003-02-12,7758.17,1278.97,818.68,114.8125,1510.671
2003-02-13,7749.87,1277.44,817.37,115.3594,1504.338
2003-02-14,7908.8,1310.17,834.89,114.8281,1510.95
2003-02-17,7908.8,1310.17,834.89,114.8281,1496.523
2003-02-18,8041.15,1346.54,851.17,114.8906,1496.468
2003-02-19,8000.6,1334.32,845.13,115.3906,1510.803
2003-02-20,7914.96,1331.23,837.1,115.7031,1509.486
2003-02-21,8018.11,1349.02,848.17,115.3281,1478.871
2003-02-24,7858.24,1322.38,832.58,115.7031,1481.936
2003-02-25,7909.5,1328.98,838.57,115.8906,1511.275
2003-02-26,7806.98,1303.68,827.55,116.1875,1513.175
2003-02-27,7884.99,1323.94,837.28,114.9531,1513.704
2003-02-28,7891.08,1337.52,841.15,115.375,1511.932
2003-03-03,7837.86,1320.29,834.81,115.5781,1525.483
2003-03-04,7704.87,1307.77,821.99,115.8125,1524.304
2003-03-05,7775.6,1314.4,829.85,116.1094,1517.179
2003-03-06,7673.99,1302.89,822.1,115.9063,1498.343
2003-03-07,7740.03,1305.29,828.89,116.1719,1493.093
2003-03-10,7568.18,1278.37,807.48,116.5156,1468.919
2003-03-11,7524.06,1271.47,800.73,116.2813,1469.548
2003-03-12,7552.07,1279.24,804.19,116.1563,1475.008
2003-03-13,7821.75,1340.77,831.9,114.9531,1464.649
2003-03-14,7859.71,1340.33,833.27,115.2656,1466.044
2003-03-17,8141.92,1392.27,862.79,114.5469,1469.274
2003-03-18,8194.23,1400.55,866.45,114.0156,1459.892
2003-03-19,8265.45,1397.07,874.02,113.5781,1469.96
2003-03-20,8286.6,1402.77,875.67,113.3281,1464.54
2003-03-21,8521.97,1421.84,895.79,112.6563,1474.657
2003-03-24,8214.68,1369.78,864.23,113.5,1477.766
2003-03-25,8280.23,1391.01,874.74,113.5469,1462.4
2003-03-26,8229.88,1387.45,869.95,113.7344,1456.271
2003-03-27,8201.45,1384.25,868.52,113.9219,1499.347
2003-03-28,8145.77,1369.6,863.5,114.3438,1491.941
2003-03-31,7992.13,1341.17,848.18,114.875,1510.578
2003-04-01,8069.86,1348.3,858.48,114.8594,1522.546
2003-04-02,8285.06,1396.72,880.9,114.0938,1521.32
2003-04-03,8240.38,1396.58,876.45,114.2813,1511.729
2003-04-04,8277.15,1383.51,878.85,114.125,1521.128
2003-04-07,8300.41,1389.51,879.93,113.6875,1515.132
2003-04-08,8298.92,1382.94,878.29,114.25,1520.551
2003-04-09,8197.94,1356.74,865.99,114.5469,1543.674
2003-04-10,8221.33,1365.61,871.58,114.3594,1551.18
2003-04-11,8203.41,1358.85,868.3,114.125,1576.86
2003-04-14,8351.1,1384.95,885.23,113.7813,1616.072
2003-04-15,8402.36,1391.01,890.81,114.125,1631.47
2003-04-16,8257.61,1394.72,879.91,114.3281,1606.24
2003-04-17,8337.65,1425.5,893.58,114.2188,1613.604
2003-04-18,8337.65,1425.5,893.58,114.2188,1603.077
2003-04-21,8328.9,1424.37,892.01,114.0156,1571.714
2003-04-22,8484.99,1451.36,911.37,114.0625,1568.692
2003-04-23,8515.66,1466.16,919.02,113.9688,1541.96
2003-04-24,8440.04,1457.23,911.43,114.6094,1503.59
2003-04-25,8306.35,1434.54,898.81,114.8438,1487.147
2003-04-28,8471.61,1462.24,914.84,114.75,1537.691
2003-04-29,8502.99,1471.3,917.84,114.5313,1509.313
2003-04-30,8480.09,1464.31,916.92,115.125,1521.444
2003-05-12,8726.73,1541.4,945.11,116.9844,1531.867
2003-05-13,8679.25,1539.68,942.3,117.0625,1485.307
2003-05-14,8647.82,1534.9,939.28,117.5625,1522.924
2003-05-15,8713.14,1551.38,946.67,117.4219,1555.285
2003-05-16,8678.97,1538.53,944.3,118.0313,1554.452
2003-05-19,8493.39,1492.77,920.77,118.1875,1555.447
2003-05-20,8491.36,1491.09,919.73,118.7344,1535.52
2003-05-21,8516.43,1489.87,923.42,118.4375,1533.483
2003-05-22,8594.02,1507.55,931.87,118.7969,1546.113
2003-05-23,8601.38,1510.09,933.22,118.8125,1560.955
2003-05-26,8601.38,1510.09,933.22,118.8125,1569.512
2003-05-27,8781.35,1556.69,951.48,118.5469,1568.341
2003-05-28,8793.12,1563.24,953.22,118.4688,1551.811
2003-05-29,8711.18,1574.95,949.64,119.0781,1568.156
2003-05-30,8850.26,1595.91,963.59,118.4375,1576.261
2003-06-02,8897.81,1590.75,967.0,117.875,1576.528
2003-06-03,8922.95,1603.56,971.56,118.6563,1562.237
2003-06-04,9038.98,1634.65,986.24,118.9844,1574.111
2003-06-05,9041.3,1646.01,990.14,118.5938,1556.249
2003-06-06,9062.79,1627.42,987.76,118.3906,1538.92
2003-06-09,8980.0,1603.97,975.93,118.9844,1530.215
2003-06-10,9054.89,1627.67,984.84,119.7031,1538.762
2003-06-11,9183.22,1646.02,997.48,119.5938,1565.84
2003-06-12,9196.55,1653.62,998.51,119.7813,1562.106
2003-06-13,9117.12,1626.49,988.61,120.2656,1566.766
2003-06-16,9318.96,1666.58,1010.74,119.6719,1559.705
2003-06-17,9323.02,1668.44,1011.66,118.9219,1557.175
2003-06-18,9293.8,1677.14,1010.09,118.25,1553.877
2003-06-19,9179.53,1648.64,994.7,118.4844,1538.754
2003-06-20,9200.75,1644.72,995.69,118.1719,1529.47
2003-06-23,9072.95,1610.75,981.64,118.875,1511.365
2003-06-24,9109.85,1605.61,983.45,119.2656,1512.429
2003-06-25,9011.53,1602.66,975.32,118.4375,1502.077
2003-06-26,9079.04,1634.01,985.82,117.1875,1515.375
2003-06-27,8989.05,1625.26,976.22,117.0625,1497.054
2003-06-30,8985.44,1622.8,974.5,117.4375,1486.024
2003-07-01,9040.95,1640.13,982.32,117.2969,1484.704
2003-07-02,9142.84,1678.73,993.75,117.4219,1499.682
2003-07-03,9070.21,1663.46,985.7,116.7031,1504.436
2003-07-04,9070.21,1663.46,985.7,116.7031,1502.349
2003-07-07,9216.79,1720.71,1004.42,116.3281,1501.484
2003-07-08,9223.09,1746.46,1007.84,116.125,1512.019
2003-07-09,9156.21,1747.46,1002.21,116.3438,1503.314
2003-07-10,9036.04,1715.86,988.7,116.6094,1531.927
2003-07-11,9119.59,1733.93,998.14,117.0469,1528.854
2003-07-14,9177.15,1754.82,1003.86,116.4375,1521.414
2003-07-15,9128.97,1753.21,1000.42,115.0156,1525.439
2003-07-16,9094.59,1747.97,994.0,114.7344,1529.491
2003-07-17,9050.82,1698.02,981.73,114.6719,1539.358
2003-07-18,9188.15,1708.5,993.32,114.5313,1507.162
2003-07-21,9096.69,1681.41,978.8,113.1094,1495.885
2003-07-22,9158.45,1706.1,988.11,113.375,1498.485
2003-07-23,9194.24,1719.18,988.61,113.6719,1502.148
2003-07-24,9112.51,1701.42,981.6,113.2813,1493.451
2003-07-25,9284.57,1730.7,998.68,113.1875,1477.651
2003-07-28,9266.51,1735.36,996.52,112.3281,1470.393
2003-07-29,9204.46,1731.37,989.28,111.5313,1477.296
2003-07-30,9200.05,1720.91,987.49,111.9375,1479.652
2003-07-31,9233.8,1735.02,990.31,110.625,1476.742
2003-08-01,9153.97,1715.62,980.15,110.5469,1476.969
2003-08-04,9186.04,1714.06,982.82,111.6563,1494.365
2003-08-05,9036.32,1673.5,965.46,110.8438,1494.312
2003-08-06,9061.74,1652.68,967.08,112.2031,1486.252
2003-08-07,9126.45,1652.18,974.12,112.4688,1487.37
2003-08-08,9191.09,1644.03,977.59,112.5625,1471.272
2003-08-11,9217.35,1661.51,980.59,112.0781,1474.413
2003-08-12,9310.06,1687.01,990.35,112.25,1479.283
2003-08-13,9271.76,1686.61,984.03,110.5156,1465.827
2003-08-14,9310.56,1700.34,990.51,110.3125,1455.899
2003-08-15,9321.69,1702.01,990.67,110.7188,1450.203
2003-08-18,9412.45,1739.49,999.74,111.0938,1445.089
2003-08-19,9428.9,1761.11,1002.35,112.0,1449.712
2003-08-20,9397.51,1760.54,1000.3,111.375,1441.664
2003-08-21,9423.68,1777.55,1003.27,110.6875,1441.09
2003-08-22,9348.87,1765.32,993.06,111.2031,1438.883
2003-08-25,9317.64,1764.31,993.71,110.7188,1422.176
2003-08-26,9340.45,1770.65,996.73,111.1406,1425.212
2003-08-27,9333.79,1782.13,996.79,110.7344,1425.362
2003-08-28,9374.21,1800.18,1002.84,111.7188,1415.693
2003-08-29,9415.82,1810.45,1008.01,109.7188,1421.983
2003-09-01,9415.82,1810.45,1008.01,109.7188,1449.816
2003-09-02,9523.27,1841.48,1021.99,108.3906,1446.512
2003-09-03,9568.46,1852.9,1026.27,108.6406,1447.85
2003-09-04,9587.9,1868.97,1027.97,109.4375,1447.425
2003-09-05,9503.34,1858.24,1021.39,110.9531,1431.533
2003-09-08,9586.29,1888.62,1031.64,110.7969,1425.727
2003-09-09,9507.2,1873.43,1023.17,110.9688,1420.074
2003-09-10,9420.46,1823.81,1010.92,111.8125,1423.177
2003-09-11,9459.76,1846.09,1016.42,111.3594,1423.96
2003-09-12,9471.55,1855.03,1018.63,111.9531,1409.162
2003-09-15,9448.81,1845.7,1014.81,112.1875,1397.54
2003-09-16,9567.34,1887.25,1029.32,111.8438,1406.104
2003-09-17,9545.65,1883.1,1025.97,112.4375,1389.822
2003-09-18,9659.13,1909.55,1039.58,112.3594,1390.485
2003-09-19,9644.82,1905.7,1036.3,112.5469,1391.37
2003-09-22,9535.41,1874.62,1022.82,112.1094,1381.443
2003-09-23,9576.04,1901.72,1029.03,112.2813,1390.174
2003-09-24,9425.51,1843.7,1009.38,112.9219,1394.229
2003-09-25,9343.96,1817.24,1003.27,113.1094,1376.291
2003-09-26,9313.08,1792.07,996.85,113.8281,1370.843
2003-09-29,9380.24,1824.56,1006.58,113.5,1355.335
2003-09-30,9275.06,1786.94,995.97,114.625,1367.161
2003-10-08,9630.9,1893.78,1033.78,112.4063,1371.685
2003-10-09,9680.01,1911.9,1038.73,111.9531,1369.174
2003-10-10,9674.68,1915.31,1038.06,112.4063,1404.008
2003-10-13,9764.38,1933.53,1045.35,112.4063,1399.658
2003-10-14,9812.98,1943.19,1049.48,110.1094,1388.172
2003-10-15,9803.05,1939.1,1046.76,111.2188,1383.098
2003-10-16,9791.72,1950.14,1050.07,110.5781,1365.505
2003-10-17,9721.79,1912.36,1039.32,111.2656,1370.582
2003-10-20,9777.94,1925.14,1044.68,111.4531,1359.498
2003-10-21,9747.64,1940.9,1046.03,111.4844,1364.301
2003-10-22,9598.24,1898.07,1030.36,112.2813,1398.01
2003-10-23,9613.13,1885.51,1033.77,112.0625,1386.653
2003-10-24,9582.46,1865.59,1028.91,112.9688,1381.83
2003-10-27,9608.16,1882.91,1031.13,112.5313,1369.463
2003-10-28,9748.31,1932.26,1046.79,113.2656,1369.325
2003-10-29,9774.53,1936.56,1048.11,112.5781,1361.487
2003-10-30,9786.61,1932.69,1046.94,111.9531,1344.633
2003-10-31,9801.12,1932.21,1050.71,112.2969,1348.303
2003-11-03,9858.46,1967.7,1059.02,111.7813,1364.055
2003-11-04,9838.83,1957.96,1053.25,112.2344,1389.545
2003-11-05,9820.83,1959.37,1051.81,111.8125,1385.11
2003-11-06,9856.97,1976.37,1058.05,111.4063,1356.79
2003-11-07,9809.79,1970.74,1053.21,111.1406,1335.205
2003-11-10,9756.53,1941.64,1047.11,111.0938,1340.097
2003-11-11,9737.79,1930.75,1046.57,111.0938,1343.616
2003-11-12,9848.83,1973.11,1058.56,108.3281,1317.792
2003-11-13,9837.94,1967.35,1058.41,112.6406,1319.608
2003-11-14,9768.68,1930.26,1050.35,113.25,1331.051
2003-11-17,9710.83,1909.61,1043.63,113.6406,1328.103
2003-11-18,9624.16,1881.75,1034.15,113.7656,1316.562
2003-11-19,9690.46,1899.65,1042.44,113.2344,1338.87
2003-11-20,9619.42,1881.92,1033.65,113.7969,1376.506
2003-11-21,9628.53,1893.88,1035.28,113.8438,1361.559
2003-11-24,9747.79,1947.14,1052.08,113.2188,1404.008
2003-11-25,9763.94,1943.04,1053.89,113.5,1408.415
2003-11-26,9779.57,1953.31,1058.45,113.0625,1411.909
2003-11-27,9779.57,1953.31,1058.45,113.0625,1389.103
2003-11-28,9782.46,1960.26,1058.2,110.8906,1397.225
2003-12-01,9899.05,1989.82,1070.12,110.3906,1432.703
2003-12-02,9853.64,1980.07,1066.62,110.5625,1435.314
2003-12-03,9873.42,1960.25,1064.73,110.2813,1445.026
2003-12-04,9930.82,1968.8,1069.72,110.75,1452.809
2003-12-05,9862.68,1937.82,1061.5,112.1094,1451.118
2003-12-08,9965.27,1948.85,1069.3,111.7031,1436.663
2003-12-09,9923.42,1908.32,1060.18,111.0,1443.366
2003-12-10,9921.86,1904.65,1059.05,111.4375,1469.422
2003-12-11,10008.16,1942.32,1071.21,112.2344,1470.023
2003-12-12,10042.16,1949.0,1074.14,112.125,1470.792
2003-12-15,10022.82,1918.26,1068.04,111.8906,1470.357
2003-12-16,10129.56,1924.29,1075.13,112.2344,1466.337
